Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
496	0	-524.9678	-498.3495	-26.61827	921951.9	6.58563	0.998676	0.999662	1.00034	1.00132	5.580624
497	1	-513.0799	-494.1887	-18.89126	145900.9	11.97767	0.996674	0.999148	1.00085	1.00333	4.880111
498	0	-523.8617	-496.5141	-27.34758	570215.7	9.205789	0.998317	0.99957	1.00043	1.00168	5.870141
499	1	-517.7652	-501.5899	-16.17531	489293.4	9.942827	0.998183	0.999535	1.00046	1.00182	4.691579
500	0	-515.4881	-493.9421	-21.54593	130144.5	9.638509	0.996479	0.999098	1.0009	1.00353	5.238746
501	1	-516.4968	-500.2048	-16.29202	531576.6	8.967288	0.998257	0.999554	1.00044	1.00174	4.649421
502	0	-531.9163	-503.0759	-28.84045	886063.8	11.60647	0.99865	0.999655	1.00034	1.00135	5.761464
503	1	-532.672	-511.6886	-20.98338	796453.5	11.6031	0.998576	0.999636	1.00036	1.00142	5.084766
504	0	-513.8913	-498.6682	-15.22307	194988.3	9.350554	0.997123	0.999263	1.00073	1.00288	4.564602
505	1	-539.0352	-512.457	-26.57815	32955.36	9.254994	0.993007	0.998203	1.00178	1.00701	5.784107
506	0	-507.3726	-504.1634	-3.209183	830726.1	12.48245	0.998606	0.999643	1.00036	1.00139	3.587003
507	1	-512.3665	-500.6087	-11.75782	537503.9	12.84766	0.998267	0.999557	1.00044	1.00173	4.259213
508	0	-515.9319	-503.861	-12.07091	347537.5	13.19599	0.997845	0.999448	1.00055	1.00216	4.26862
509	1	-517.7658	-504.1915	-13.57438	322835	16.95023	0.997764	0.999428	1.00057	1.00224	4.120893
510	0	-524.9022	-501.3005	-23.60165	615923.1	9.724628	0.998381	0.999586	1.00041	1.00162	5.448626
511	1	-514.7546	-506.8312	-7.923332	203306.9	11.63744	0.997182	0.999279	1.00072	1.00282	3.959877
512	0	-510.6142	-498.4939	-12.12028	867031.6	11.73202	0.998635	0.999651	1.00035	1.00137	4.319263
513	1	-530.5086	-507.9483	-22.56031	765172.6	8.819323	0.998547	0.999628	1.00037	1.00145	5.345313
514	0	-511.8767	-496.2457	-15.63095	574686.3	12.10415	0.998324	0.999571	1.00043	1.00168	4.601932
515	1	-515.9011	-493.0473	-22.85374	780925	11.12033	0.998562	0.999632	1.00037	1.00144	5.287486
516	0	-515.1131	-500.9759	-14.13714	686231.5	12.06069	0.998466	0.999608	1.00039	1.00153	4.480168
517	1	-514.6913	-498.0167	-16.67461	88814.56	13.03113	0.995738	0.998907	1.00109	1.00427	4.629236
518	0	-518.0873	-506.9418	-11.14556	774061.4	10.85322	0.998556	0.999631	1.00037	1.00145	4.229515
519	1	-534.4651	-514.9689	-19.49621	13043.24	8.802201	0.988892	0.997135	1.00282	1.01115	4.996733
520	0	-529.3518	-523.1435	-6.208339	500404.8	11.73914	0.998204	0.99954	1.00046	1.0018	3.815549
521	1	-505.4198	-483.3991	-22.02071	894182	8.257631	0.998656	0.999656	1.00034	1.00134	5.25073
522	0	-518.3997	-507.3356	-11.06411	64632.33	10.86887	0.995005	0.998719	1.00127	1.005	4.222405
523	1	-514.2592	-493.527	-20.73223	719213.9	11.3218	0.998502	0.999617	1.00038	1.0015	5.083334
524	0	-516.6519	-504.9079	-11.74399	486435.5	11.23278	0.998178	0.999534	1.00046	1.00182	4.289185
525	1	-517.3211	-497.8581	-19.46303	650085.7	10.08937	0.998424	0.999597	1.0004	1.00158	5.020348
526	0	-534.754	-492.6855	-42.0685	902149.2	10.114	0.998662	0.999658	1.00034	1.00134	7.254996
527	1	-518.0384	-495.6881	-22.35038	674257	10.8499	0.998452	0.999604	1.00039	1.00155	5.262144
528	0	-516.433	-501.2221	-15.21097	904524.2	11.09505	0.998664	0.999658	1.00034	1.00134	4.600682
529	1	-504.4808	-488.3622	-16.1186	100341	10.22351	0.99599	0.998972	1.00102	1.00402	4.690608
530	0	-523.8722	-505.8609	-18.01131	632178.7	9.45019	0.998402	0.999591	1.00041	1.0016	4.866615
531	1	-518.4394	-511.4837	-6.955702	222728.3	11.30921	0.997308	0.999311	1.00069	1.00269	3.866029
532	0	-518.5125	-493.8731	-24.63946	590348.2	10.45567	0.998346	0.999577	1.00042	1.00165	5.506494
533	1	-519.8549	-504.397	-15.45785	247741.8	11.98505	0.997447	0.999347	1.00065	1.00255	4.59313
534	0	-529.9525	-496.7814	-33.17111	993197.2	9.534402	0.998725	0.999674	1.00033	1.00128	6.45933
535	1	-513.1813	-501.0774	-12.10398	798689	11.35768	0.998578	0.999636	1.00036	1.00142	4.321168
536	0	-524.9272	-497.5216	-27.40558	894872.5	9.489636	0.998657	0.999656	1.00034	1.00134	5.857892
537	1	-510.299	-496.5118	-13.78723	693470.4	13.01127	0.998474	0.99961	1.00039	1.00153	4.408715
538	0	-519.8391	-496.0053	-23.83384	476959.3	10.84627	0.99816	0.999529	1.00047	1.00184	5.399171
539	1	-518.149	-494.8652	-23.28378	992475	11.4841	0.998724	0.999674	1.00033	1.00128	5.294058
540	0	-515.5313	-502.3948	-13.13651	685391.7	11.64646	0.998465	0.999607	1.00039	1.00154	4.407667
541	1	-521.5811	-499.2758	-22.30533	53757.08	9.293229	0.994523	0.998594	1.00139	1.00549	5.322334
542	0	-526.5212	-508.5513	-17.96998	472284	10.09231	0.998151	0.999527	1.00047	1.00185	4.87236
543	1	-505.4322	-494.4141	-11.01809	624432.3	10.63486	0.998392	0.999589	1.00041	1.00161	4.21101
544	0	-522.7949	-501.2784	-21.51645	761948.6	11.01592	0.998544	0.999628	1.00037	1.00146	5.174427
545	1	-510.229	-491.7198	-18.50915	872952	10.40719	0.99864	0.999652	1.00035	1.00136	4.921256
546	0	-529.132	-504.6366	-24.49538	516159.5	10.41367	0.998231	0.999548	1.00045	1.00177	5.495961
547	1	-518.9092	-503.4853	-15.4239	754388.2	11.43191	0.998537	0.999626	1.00037	1.00146	4.611281
548	0	-523.5552	-506.3039	-17.2513	879406.3	9.312346	0.998645	0.999653	1.00035	1.00136	4.779528
549	1	-532.2323	-504.3809	-27.85145	983466.2	7.957428	0.998719	0.999672	1.00033	1.00128	5.951767
550	0	-520.2192	-498.8667	-21.35247	974084.1	10.34628	0.998712	0.999671	1.00033	1.00129	5.197287
551	1	-512.7995	-497.4151	-15.38442	600689.6	8.84116	0.99836	0.999581	1.00042	1.00164	4.534236
552	0	-521.1006	-509.3312	-11.76938	529677.4	10.52317	0.998254	0.999553	1.00045	1.00175	4.278054
553	1	-526.4232	-503.6174	-22.80585	449736	10.50542	0.998105	0.999515	1.00048	1.0019	5.327975
554	0	-531.9949	-508.0208	-23.97413	215904	10.06056	0.997266	0.9993	1.0007	1.00274	5.469196
555	1	-521.839	-496.5753	-25.26367	835354.9	10.33433	0.99861	0.999644	1.00035	1.00139	5.576291
556	0	-524.0746	-491.3792	-32.69543	166076.5	9.639449	0.996883	0.999202	1.00079	1.00312	6.395386
557	1	-515.7195	-499.2575	-16.46197	115725.3	12.12391	0.996266	0.999043	1.00095	1.00374	4.669511
558	0	-530.994	-508.2029	-22.79104	815807.9	11.42278	0.998593	0.99964	1.00036	1.00141	5.25651
559	1	-532.0312	-504.0277	-28.00349	244118	6.805515	0.997429	0.999342	1.00066	1.00257	5.843522
560	0	-523.921	-503.712	-20.209	731641.6	9.52441	0.998514	0.99962	1.00038	1.00149	5.099767
561	1	-522.1119	-505.6902	-16.42174	161673.9	12.20831	0.99684	0.999191	1.00081	1.00316	4.661532
562	0	-517.9766	-496.9272	-21.04943	327499	6.916426	0.99778	0.999432	1.00057	1.00222	4.86037
563	1	-527.1805	-507.3631	-19.81747	630461.1	9.507307	0.9984	0.999591	1.00041	1.0016	5.058477
564	0	-532.4867	-512.6983	-19.78841	541778.8	10.18812	0.998274	0.999558	1.00044	1.00173	5.050443
565	1	-520.9838	-495.6771	-25.30671	673488.1	7.232357	0.998452	0.999604	1.0004	1.00155	5.54293
566	0	-527.8323	-504.5995	-23.23275	261441.4	11.05552	0.997515	0.999364	1.00063	1.00249	5.326973
567	1	-520.1845	-500.7109	-19.47356	218961.7	8.632345	0.997285	0.999305	1.00069	1.00272	4.981243
568	0	-528.6322	-505.8005	-22.83165	807076.3	8.110398	0.998585	0.999638	1.00036	1.00142	5.336538
569	1	-511.3746	-495.715	-15.65957	532896.8	12.75117	0.998259	0.999555	1.00044	1.00174	4.568797
570	0	-522.0611	-495.556	-26.50505	768457.4	8.63063	0.99855	0.999629	1.00037	1.00145	5.795811
571	1	-516.6479	-501.1401	-15.50781	453174.6	14.11051	0.998112	0.999517	1.00048	1.00189	4.464758
572	0	-522.2228	-500.8206	-21.40219	628847.4	8.926551	0.998398	0.99959	1.00041	1.0016	5.218007
573	1	-516.8433	-495.3064	-21.53693	564696.4	11.8901	0.998309	0.999567	1.00043	1.00169	5.108562
574	0	-512.6823	-502.9386	-9.743695	356018.9	12.42156	0.99787	0.999455	1.00054	1.00213	4.111552
575	1	-515.3475	-489.3533	-25.99414	228914.2	9.534969	0.997345	0.99932	1.00068	1.00266	5.706552
576	0	-511.3055	-506.6267	-4.678799	125447.1	13.77355	0.996413	0.999081	1.00091	1.00359	3.703165
577	1	-518.8317	-500.3902	-18.44149	555748.3	10.2429	0.998295	0.999564	1.00043	1.00171	4.917565
578	0	-507.743	-497.3573	-10.38569	198817.7	11.34074	0.997151	0.99927	1.00073	1.00285	4.169693
579	1	-514.6049	-497.5296	-17.07538	313585.7	11.11141	0.997731	0.999419	1.00058	1.00227	4.768169
580	0	-513.0315	-493.0545	-19.97695	229638.6	11.35302	0.997349	0.999321	1.00068	1.00265	5.014649
581	1	-513.6528	-501.3315	-12.32129	283356.2	11.86213	0.997613	0.999389	1.00061	1.00239	4.334058
582	0	-517.3484	-501.0002	-16.34827	347953.8	10.41752	0.997846	0.999449	1.00055	1.00216	4.713607
583	1	-512.592	-494.0895	-18.50256	465012	11.09674	0.998137	0.999523	1.00048	1.00186	4.897278
584	0	-512.241	-502.4694	-9.771573	129426.5	12.8038	0.996469	0.999095	1.0009	1.00354	4.105738
585	1	-518.9751	-495.0979	-23.87721	848103.8	8.085944	0.99862	0.999647	1.00035	1.00138	5.463542
586	0	-510.0105	-494.585	-15.42544	554162.9	9.377173	0.998293	0.999563	1.00044	1.00171	4.588119
587	1	-523.8174	-496.2391	-27.57823	983529.1	8.089437	0.998719	0.999672	1.00033	1.00128	5.921333
588	0	-513.9793	-492.6346	-21.34468	376929.1	10.85756	0.99793	0.99947	1.00053	1.00207	5.16898
589	1	-503.4042	-491.1843	-12.21992	218234.4	12.23274	0.99728	0.999304	1.00069	1.00272	4.316668
590	0	-524.8893	-517.7007	-7.188614	64172.43	14.16362	0.994987	0.998714	1.00128	1.00502	3.87343
591	1	-505.8084	-500.1303	-5.678086	976454	10.56124	0.998714	0.999671	1.00033	1.00129	3.702591
592	0	-529.1148	-501.5946	-27.52018	348415	11.15636	0.997847	0.999449	1.00055	1.00215	5.702828
593	1	-511.3539	-505.4702	-5.883634	545846.2	17.01389	0.99828	0.99956	1.00044	1.00172	3.663934
594	0	-526.1511	-502.3195	-23.83159	166999.7	7.860203	0.996891	0.999204	1.00079	1.00311	5.436676
595	1	-516.6034	-496.4087	-20.19475	62045.92	7.976737	0.994902	0.998692	1.0013	1.00511	4.992491
596	0	-523.4466	-503.3928	-20.05385	109380.3	12.9882	0.996159	0.999016	1.00098	1.00385	4.892418
597	1	-523.0523	-509.8297	-13.22254	574891.3	8.232113	0.998324	0.999571	1.00043	1.00168	4.17969
598	0	-520.003	-513.0883	-6.914748	102072.1	13.25509	0.996024	0.998981	1.00101	1.00398	3.876894
599	1	-522.4066	-500.7622	-21.64443	50871.71	8.500901	0.99437	0.998555	1.00143	1.00564	5.224672
600	0	-520.4958	-502.1176	-18.37823	16579.51	11.43396	0.990146	0.997461	1.0025	1.00989	4.8696
601	1	-515.0704	-492.8262	-22.2442	475850.4	9.64286	0.998158	0.999529	1.00047	1.00184	5.311092
602	0	-511.8927	-488.1888	-23.70389	946982.1	8.60731	0.998694	0.999666	1.00033	1.00131	5.470585
603	1	-522.1754	-499.9315	-22.24388	33075.79	9.24975	0.993019	0.998206	1.00178	1.007	5.315791
604	0	-511.8574	-494.6186	-17.23884	77829.82	9.170544	0.995447	0.998833	1.00116	1.00456	4.769831
605	1	-525.1527	-512.2562	-12.89658	709020.8	12.03405	0.998491	0.999614	1.00039	1.00151	4.378069
606	0	-512.8057	-500.5173	-12.28842	925051.1	11.13156	0.998679	0.999662	1.00034	1.00132	4.337443
607	1	-519.1344	-495.3724	-23.76193	540862.3	9.726544	0.998272	0.999558	1.00044	1.00173	5.465024
608	0	-527.1342	-513.9946	-13.13966	925051.1	11.47521	0.998679	0.999662	1.00034	1.00132	4.41087
609	1	-517.825	-500.3894	-17.43567	487757.3	7.930238	0.998181	0.999535	1.00046	1.00182	4.63742
610	0	-516.506	-494.9437	-21.56229	168644.5	9.161486	0.996906	0.999208	1.00079	1.0031	5.241159
611	1	-528.1251	-505.9875	-22.13761	540415	12.32943	0.998271	0.999558	1.00044	1.00173	5.118205
612	0	-520.6782	-497.635	-23.04323	396014.3	8.813691	0.997981	0.999483	1.00052	1.00202	5.399951
613	1	-518.4459	-496.3227	-22.1232	633388.9	7.564886	0.998403	0.999592	1.00041	1.0016	5.172714
614	0	-517.5299	-500.3038	-17.22609	378383.6	11.37762	0.997934	0.999471	1.00053	1.00207	4.771298
615	1	-524.7992	-497.7509	-27.04828	954470.5	7.8628	0.998699	0.999667	1.00033	1.0013	5.846058
616	0	-511.6102	-503.1697	-8.440453	591073.5	12.5986	0.998347	0.999577	1.00042	1.00165	4.00481
617	1	-522.9505	-508.304	-14.64653	966490.2	9.652974	0.998707	0.999669	1.00033	1.00129	4.523776
618	0	-513.7456	-502.5354	-11.21019	423815.7	13.31462	0.998048	0.999501	1.0005	1.00195	4.198441
619	1	-519.3428	-502.2896	-17.05312	742556.2	10.12682	0.998525	0.999623	1.00038	1.00148	4.781728
620	0	-511.4595	-490.6493	-20.81027	684897.8	8.259722	0.998464	0.999607	1.00039	1.00154	5.104367
621	1	-523.5378	-511.17	-12.36786	713319.1	11.73959	0.998495	0.999615	1.00038	1.00151	4.34024
622	0	-522.2345	-494.2749	-27.95962	676877.7	5.557917	0.998455	0.999605	1.00039	1.00155	5.33398
623	1	-525.9203	-504.88	-21.04033	569556.4	8.416729	0.998316	0.999569	1.00043	1.00168	5.146853
624	0	-519.5343	-495.4464	-24.08785	760816.4	10.23993	0.998543	0.999627	1.00037	1.00146	5.469011
625	1	-528.1199	-508.8357	-19.28414	381719.8	9.380953	0.997943	0.999474	1.00052	1.00206	4.999715
626	0	-520.7569	-500.1614	-20.59552	806886.5	7.373594	0.998585	0.999638	1.00036	1.00142	4.927768
627	1	-521.0952	-507.8336	-13.26159	915577.5	11.53894	0.998672	0.99966	1.00034	1.00133	4.420449
628	0	-508.674	-496.6025	-12.07151	719936.1	13.26711	0.998502	0.999617	1.00038	1.0015	4.265372
629	1	-524.311	-496.7854	-27.52555	439903.6	8.139247	0.998084	0.99951	1.00049	1.00192	5.915863
630	0	-510.4343	-495.7162	-14.71805	768503.6	9.874673	0.99855	0.999629	1.00037	1.00145	4.54224
631	1	-525.5677	-504.0727	-21.49502	227139	9.690275	0.997334	0.999318	1.00068	1.00267	5.232629
632	0	-510.592	-498.4896	-12.10247	704652.7	14.7004	0.998486	0.999613	1.00039	1.00151	4.188008
633	1	-509.403	-501.9859	-7.417155	323087.3	14.06448	0.997765	0.999428	1.00057	1.00224	3.892922
634	0	-526.0677	-506.3046	-19.76308	849205	11.85821	0.998621	0.999647	1.00035	1.00138	4.961699
635	1	-530.501	-508.5635	-21.93745	761210.5	10.54054	0.998543	0.999628	1.00037	1.00146	5.243317
636	0	-525.7447	-497.6823	-28.06241	779697.7	7.872198	0.998561	0.999632	1.00037	1.00144	5.975404
637	1	-526.6531	-509.7336	-16.9195	934042.2	10.84797	0.998685	0.999664	1.00034	1.00132	4.761644
638	0	-536.7393	-506.7936	-29.94574	55706.4	6.595442	0.99462	0.998619	1.00137	1.00539	6.088047
639	1	-515.1354	-510.679	-4.45639	225135.2	15.12539	0.997322	0.999314	1.00068	1.00268	3.655299
640	0	-522.7058	-487.8812	-34.82455	415053	6.96552	0.998028	0.999495	1.0005	1.00197	6.854107
641	1	-517.7699	-504.213	-13.55689	784659.8	13.66112	0.998565	0.999633	1.00037	1.00144	4.35457
642	0	-528.7417	-503.696	-25.0457	263813.6	9.336812	0.997526	0.999367	1.00063	1.00248	5.615614
643	1	-518.2993	-490.325	-27.97429	787042.4	8.697745	0.998568	0.999634	1.00037	1.00143	5.963889
644	0	-520.8671	-498.838	-22.02903	906162.6	8.357479	0.998665	0.999659	1.00034	1.00134	5.25995
645	1	-519.2961	-501.3865	-17.90956	779930.5	11.63523	0.998561	0.999632	1.00037	1.00144	4.81811
646	0	-512.4815	-499.2165	-13.26496	971918.8	9.190586	0.998711	0.99967	1.00033	1.00129	4.338722
647	1	-509.0036	-500.34	-8.663586	270457.2	15.28732	0.997557	0.999375	1.00062	1.00245	3.925195
648	0	-519.9699	-505.2147	-14.75522	845039.5	15.53469	0.998618	0.999646	1.00035	1.00138	4.304336
649	1	-518.2182	-505.6646	-12.55358	873235.6	9.30063	0.99864	0.999652	1.00035	1.00136	4.2738
650	0	-512.8776	-502.3882	-10.48942	995566.6	10.52687	0.998726	0.999674	1.00033	1.00127	4.156593
651	1	-519.4354	-503.0918	-16.34359	600973.3	10.56081	0.998361	0.999581	1.00042	1.00164	4.712467
652	0	-514.1032	-498.2437	-15.8595	811481.9	9.470476	0.998589	0.999639	1.00036	1.00141	4.640098
653	1	-525.7968	-509.0876	-16.70917	780672.9	8.949242	0.998562	0.999632	1.00037	1.00144	4.694333
654	0	-514.4661	-491.2812	-23.18488	18795.57	9.155191	0.990744	0.997617	1.00235	1.00929	5.418304
655	1	-525.192	-501.4219	-23.77009	146465.7	8.241849	0.996681	0.99915	1.00085	1.00332	5.461586
656	0	-517.3879	-492.7789	-24.60894	658847.1	8.286909	0.998434	0.9996	1.0004	1.00157	5.565583
657	1	-521.936	-510.2651	-11.67094	777368.2	10.44634	0.998559	0.999631	1.00037	1.00144	4.26579
658	0	-509.6987	-498.3604	-11.33831	803191.8	11.59233	0.998582	0.999637	1.00036	1.00142	4.253568
659	1	-514.0251	-495.0785	-18.9466	405532.6	11.68873	0.998005	0.999489	1.00051	1.002	4.903879
660	0	-520.0032	-500.49	-19.51315	270379.6	7.547003	0.997557	0.999375	1.00062	1.00245	4.823613
661	1	-518.9086	-504.8127	-14.09588	479964.6	11.1713	0.998166	0.999531	1.00047	1.00184	4.499365
662	0	-522.0137	-493.0568	-28.95691	860542.2	6.741647	0.99863	0.99965	1.00035	1.00137	5.970868
663	1	-521.855	-508.3739	-13.48111	452247.5	9.555198	0.99811	0.999517	1.00048	1.00189	4.395807
664	0	-509.4752	-490.0745	-19.40073	451596.6	11.90127	0.998109	0.999516	1.00048	1.00189	4.92811
665	1	-525.5461	-500.5325	-25.0136	548413.3	8.52477	0.998284	0.999561	1.00044	1.00172	5.621478
666	0	-517.8219	-496.6595	-21.16244	473358.3	11.08503	0.998153	0.999528	1.00047	1.00185	5.137758
667	1	-516.937	-493.117	-23.82004	634836.1	8.206933	0.998405	0.999592	1.00041	1.0016	5.465378
668	0	-520.9885	-505.4528	-15.53573	245813.3	10.41913	0.997437	0.999344	1.00065	1.00256	4.635618
669	1	-531.844	-509.6184	-22.22565	535265.9	11.71932	0.998263	0.999556	1.00044	1.00174	5.18173
670	0	-530.1325	-502.7863	-27.34621	304077	8.414205	0.997696	0.99941	1.00059	1.00231	5.896071
671	1	-510.4465	-496.015	-14.4316	625540.8	11.22564	0.998393	0.999589	1.00041	1.00161	4.528569
672	0	-521.8891	-495.4657	-26.42337	812698.5	9.223193	0.99859	0.99964	1.00036	1.00141	5.768925
673	1	-523.0055	-506.0669	-16.93864	928741	9.136155	0.998681	0.999663	1.00034	1.00132	4.734708
674	0	-508.6017	-483.4692	-25.13256	57276.47	8.697383	0.994694	0.998638	1.00135	1.00532	5.637168
675	1	-512.9328	-500.4643	-12.46849	19819.02	11.07059	0.990985	0.997679	1.00229	1.00904	4.353395
676	0	-514.5813	-498.0503	-16.53105	171220.8	10.69493	0.99693	0.999214	1.00078	1.00307	4.728569
677	1	-523.2136	-500.3487	-22.86496	3649.776	8.329209	0.979039	0.994548	1.0053	1.02112	5.358095
678	0	-529.1471	-499.9774	-29.16973	549385.1	6.908684	0.998286	0.999561	1.00044	1.00172	6.033149
679	1	-513.5349	-494.0002	-19.53469	69598.59	10.12156	0.995186	0.998765	1.00123	1.00482	5.026876
680	0	-536.1107	-499.329	-36.78166	391892.3	8.98959	0.99797	0.999481	1.00052	1.00203	6.930745
681	1	-522.2804	-504.6088	-17.67157	551183.1	9.251421	0.998288	0.999562	1.00044	1.00171	4.821563
682	0	-531.5442	-514.4362	-17.10798	411508.2	11.76326	0.998019	0.999493	1.00051	1.00198	4.742797
683	1	-513.7413	-496.6302	-17.11111	273289	10.35281	0.99757	0.999378	1.00062	1.00243	4.787308
684	0	-511.9453	-502.4311	-9.51419	909145.5	12.38096	0.998667	0.999659	1.00034	1.00133	4.093668
685	1	-528.0333	-504.0917	-23.94159	878368.2	9.145245	0.998644	0.999653	1.00035	1.00136	5.501095
686	0	-528.7453	-512.0044	-16.74089	983285.8	9.853839	0.998718	0.999672	1.00033	1.00128	4.74662
687	1	-532.677	-505.345	-27.33204	17472.41	6.811521	0.9904	0.997528	1.00244	1.00963	5.746223
688	0	-524.1119	-502.3828	-21.72918	821590.6	9.93405	0.998598	0.999641	1.00036	1.0014	5.25044
689	1	-511.1447	-501.6799	-9.464776	417581.9	14.04836	0.998034	0.999497	1.0005	1.00197	4.03921
690	0	-518.4249	-501.5261	-16.89879	669490.3	10.6366	0.998447	0.999603	1.0004	1.00155	4.763948
691	1	-517.4606	-501.3245	-16.13614	987871.8	12.92609	0.998721	0.999673	1.00033	1.00128	4.594889
692	0	-517.479	-494.7035	-22.77544	41337.05	8.920246	0.993755	0.998396	1.00159	1.00626	5.371744
693	1	-516.1797	-506.5948	-9.584864	406329.6	12.5382	0.998007	0.99949	1.00051	1.00199	4.096792
694	0	-523.6309	-501.5647	-22.06622	947886.7	9.093394	0.998695	0.999666	1.00033	1.00131	5.295481
695	1	-504.9253	-486.3889	-18.53635	860682.2	9.425297	0.99863	0.99965	1.00035	1.00137	4.92143
696	0	-516.5576	-498.0546	-18.50304	71438.93	7.401359	0.995248	0.998781	1.00121	1.00476	4.651714
697	1	-515.32	-505.1522	-10.16776	810481.2	12.7223	0.998588	0.999639	1.00036	1.00141	4.138864
698	0	-515.328	-498.1858	-17.14211	341113.9	8.192694	0.997824	0.999443	1.00056	1.00218	4.649307
699	1	-509.7791	-491.2302	-18.54895	126607.8	9.998267	0.99643	0.999085	1.00091	1.00357	4.930223
700	0	-519.9961	-491.5114	-28.48475	318083.7	9.58994	0.997747	0.999423	1.00057	1.00225	5.962977
701	1	-509.3505	-493.0271	-16.3234	192305.4	7.03943	0.997103	0.999258	1.00074	1.0029	4.228295
702	0	-521.4843	-495.6071	-25.87723	275772.9	6.96528	0.997581	0.999381	1.00062	1.00242	5.569538
703	1	-516.9304	-499.2945	-17.63594	344723.9	9.262352	0.997836	0.999446	1.00055	1.00217	4.818292
704	0	-519.8983	-488.0898	-31.80856	100841.5	8.080802	0.996	0.998975	1.00102	1.00401	6.444637
705	1	-516.2876	-501.7761	-14.51149	763312.9	11.13691	0.998545	0.999628	1.00037	1.00146	4.537076
706	0	-514.1506	-502.6145	-11.53614	876961.9	9.746176	0.998643	0.999653	1.00035	1.00136	4.209745
707	1	-513.1921	-493.9374	-19.2547	74799.78	10.19465	0.995356	0.998809	1.00118	1.00465	4.997933
708	0	-513.1578	-493.0394	-20.11838	977041.6	10.85109	0.998714	0.999671	1.00033	1.00129	5.056367
709	1	-513.8848	-494.8784	-19.00647	69949.46	9.763174	0.995198	0.998768	1.00122	1.00481	4.976324
710	0	-522.5251	-506.2602	-16.26497	595254.3	13.33132	0.998353	0.999579	1.00042	1.00165	4.576892
711	1	-523.1285	-496.6374	-26.49112	103217.3	12.89252	0.996046	0.998987	1.00101	1.00396	5.400264
712	0	-518.2861	-499.9917	-18.2944	896056.2	13.17939	0.998658	0.999657	1.00034	1.00134	4.741591
713	1	-524.8993	-500.0391	-24.86012	184227.2	10.73817	0.99704	0.999242	1.00075	1.00296	5.503537
714	0	-505.235	-493.8533	-11.38172	223019.1	11.60698	0.99731	0.999311	1.00069	1.00269	4.257236
715	1	-503.2436	-493.9726	-9.271043	720788.2	13.62268	0.998503	0.999617	1.00038	1.0015	4.042262
716	0	-522.2525	-491.8195	-30.43304	785149.1	6.570284	0.998566	0.999633	1.00037	1.00143	6.156626
717	1	-519.7884	-503.0905	-16.69794	821348	8.495851	0.998598	0.999641	1.00036	1.0014	4.642105
718	0	-514.1473	-497.0797	-17.06753	805883.5	10.40605	0.998584	0.999638	1.00036	1.00142	4.782743
719	1	-518.9345	-494.7218	-24.21269	910152.5	9.903789	0.998668	0.999659	1.00034	1.00133	5.502148
720	0	-524.7451	-499.1054	-25.63972	840409.8	8.666771	0.998614	0.999646	1.00035	1.00139	5.695554
721	1	-518.4062	-488.9842	-29.42196	298152.8	7.948158	0.997673	0.999404	1.00059	1.00233	6.149056
722	0	-522.8105	-502.5838	-20.22678	126334.5	10.64191	0.996426	0.999084	1.00091	1.00358	5.076587
723	1	-523.7569	-503.0518	-20.70513	230381.3	8.647002	0.997353	0.999322	1.00068	1.00265	5.124894
724	0	-520.0843	-499.7885	-20.2958	388904.6	13.72022	0.997962	0.999479	1.00052	1.00204	4.842163
725	1	-514.4797	-491.6208	-22.8589	763702.5	9.267112	0.998546	0.999628	1.00037	1.00145	5.382143
726	0	-522.5329	-495.6121	-26.9208	642587.6	8.584424	0.998415	0.999595	1.0004	1.00159	5.844623
727	1	-525.3915	-496.4948	-28.89669	833798.5	8.436781	0.998608	0.999644	1.00036	1.00139	6.079732
728	0	-515.12	-492.7778	-22.34222	910903.6	8.777827	0.998668	0.99966	1.00034	1.00133	5.319279
729	1	-518.6189	-496.0601	-22.55873	311715.1	9.552886	0.997724	0.999418	1.00058	1.00228	5.345876
730	0	-518.5931	-499.3416	-19.25159	445180.4	12.55263	0.998096	0.999513	1.00049	1.00191	4.866621
731	1	-518.4577	-492.412	-26.04573	463450.7	8.039576	0.998133	0.999522	1.00048	1.00187	5.729456
732	0	-520.9493	-496.503	-24.44628	371293.9	6.44348	0.997915	0.999466	1.00053	1.00209	5.198352
733	1	-530.4723	-504.0589	-26.41341	51414.42	11.26257	0.9944	0.998563	1.00143	1.00561	5.591798
734	0	-522.878	-497.9403	-24.93777	957596.9	7.929425	0.998701	0.999668	1.00033	1.0013	5.583366
735	1	-520.6819	-503.0123	-17.66957	356308.7	13.76308	0.997871	0.999455	1.00054	1.00213	4.647202
736	0	-524.5612	-500.2662	-24.29506	314699.1	10.05777	0.997735	0.99942	1.00058	1.00227	5.501271
737	1	-520.1616	-502.4837	-17.6779	871636.2	8.180028	0.998639	0.999652	1.00035	1.00136	4.712668
738	0	-512.339	-493.051	-19.28794	931680.2	13.96491	0.998683	0.999663	1.00034	1.00132	4.746201
739	1	-520.4186	-506.8924	-13.52621	348828.5	10.37082	0.997849	0.999449	1.00055	1.00215	4.441523
740	0	-513.8044	-492.1427	-21.66178	642966.5	8.40753	0.998415	0.999595	1.0004	1.00159	5.219985
741	1	-539.1098	-509.1972	-29.91258	719185.7	8.519489	0.998502	0.999617	1.00038	1.0015	6.19641
