Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
52	0	-506.5662	-488.6389	-17.92729	607172.9	8.739949	0.998369	0.999583	1.00042	1.00163	4.812821
53	1	-503.9324	-488.8415	-15.09085	447067.5	9.545512	0.9981	0.999514	1.00048	1.0019	4.563691
54	0	-512.7089	-497.4716	-15.23735	930226.1	9.362249	0.998682	0.999663	1.00034	1.00132	4.566985
55	1	-518.5691	-495.3073	-23.26182	682517.5	7.949123	0.998462	0.999607	1.00039	1.00154	5.374118
56	0	-516.2213	-490.1498	-26.07144	827236	7.927005	0.998603	0.999643	1.00036	1.0014	5.726181
57	1	-505.8929	-495.1302	-10.76268	350780.7	11.59731	0.997855	0.999451	1.00055	1.00215	4.203909
58	0	-522.0248	-501.7407	-20.28415	543677.1	10.15485	0.998277	0.999559	1.00044	1.00172	5.100036
59	1	-513.9315	-497.5552	-16.37629	596795.4	10.79341	0.998355	0.999579	1.00042	1.00165	4.712572
60	0	-518.4515	-498.3211	-20.13046	871172	7.48298	0.998638	0.999652	1.00035	1.00136	4.891025
61	1	-522.57	-505.5824	-16.98763	608268.1	10.70481	0.998371	0.999583	1.00042	1.00163	4.771071
62	0	-521.0569	-493.3788	-27.67806	314255	8.422783	0.997733	0.99942	1.00058	1.00227	5.935431
63	1	-510.4053	-498.061	-12.34428	556423.1	9.36706	0.998296	0.999564	1.00043	1.0017	4.258479
64	0	-505.8531	-495.3052	-10.5479	48628.13	11.62274	0.994242	0.998522	1.00147	1.00577	4.185406
65	1	-527.3909	-507.0018	-20.3891	990813.3	11.44481	0.998723	0.999674	1.00033	1.00128	5.044721
66	0	-511.676	-488.0117	-23.6643	240743.5	9.554151	0.997411	0.999337	1.00066	1.00259	5.461566
67	1	-514.2962	-504.4088	-9.88742	756013.2	14.13597	0.998538	0.999626	1.00037	1.00146	4.065265
68	0	-510.5446	-495.6059	-14.93861	662251.9	12.33801	0.998438	0.999601	1.0004	1.00156	4.533902
69	1	-531.3587	-504.4407	-26.91793	899265.4	11.81479	0.99866	0.999657	1.00034	1.00134	5.570419
70	0	-509.4869	-499.7375	-9.749449	227286.6	10.70142	0.997335	0.999318	1.00068	1.00267	4.094761
71	1	-524.428	-499.9964	-24.43156	273507.7	9.318804	0.997571	0.999378	1.00062	1.00243	5.550384
72	0	-523.8511	-503.8952	-19.95596	262808.5	9.260845	0.997522	0.999366	1.00063	1.00248	5.068732
73	1	-543.8382	-520.8303	-23.00787	986116.4	9.558088	0.99872	0.999673	1.00033	1.00128	5.392753
74	0	-523.1882	-504.7104	-18.47785	490675.7	11.6219	0.998186	0.999536	1.00046	1.00182	4.867733
75	1	-531.7422	-502.248	-29.49413	81092.12	8.068757	0.99554	0.998856	1.00114	1.00447	6.15829
76	0	-526.0169	-515.7794	-10.23754	634181.5	11.8567	0.998404	0.999592	1.00041	1.0016	4.15842
77	1	-534.6034	-505.6317	-28.97171	300202.3	6.237501	0.997681	0.999406	1.00059	1.00232	5.836498
78	0	-516.8495	-511.3867	-5.462783	377283.8	12.67054	0.997931	0.999471	1.00053	1.00207	3.768847
79	1	-526.5471	-505.6514	-20.89576	160998.7	8.559908	0.996834	0.999189	1.00081	1.00317	5.141028
80	0	-509.8112	-496.2245	-13.58667	375847.7	12.57985	0.997927	0.99947	1.00053	1.00207	4.414123
81	1	-521.2614	-504.3235	-16.93788	576210.4	12.20183	0.998326	0.999572	1.00043	1.00168	4.704195
82	0	-516.1852	-501.0412	-15.14405	22489.66	10.12536	0.991537	0.997822	1.00215	1.00849	4.593177
83	1	-514.1717	-498.7765	-15.39522	752004.8	10.33371	0.998535	0.999625	1.00037	1.00147	4.621365
84	0	-516.7778	-493.2712	-23.50662	924745.5	9.368857	0.998678	0.999662	1.00034	1.00132	5.450098
85	1	-507.89	-499.5804	-8.309562	199369.6	14.75397	0.997155	0.999271	1.00073	1.00285	3.927572
86	0	-512.7579	-494.5229	-18.235	371113.4	9.576413	0.997914	0.999466	1.00053	1.00209	4.893854
87	1	-524.1745	-508.6478	-15.52668	716380.3	15.7243	0.998499	0.999616	1.00038	1.0015	4.338431
88	0	-513.8327	-491.6536	-22.17912	795796.1	9.907502	0.998575	0.999636	1.00036	1.00143	5.296685
89	1	-528.5303	-507.765	-20.76527	784063	11.6361	0.998565	0.999633	1.00037	1.00144	5.063481
90	0	-513.6993	-495.8464	-17.85292	908193.8	11.7718	0.998667	0.999659	1.00034	1.00133	4.805637
91	1	-515.9534	-502.1247	-13.82869	291552.4	11.97392	0.997647	0.999398	1.0006	1.00236	4.457569
92	0	-526.3525	-498.2755	-28.077	251937.4	10.09627	0.997469	0.999352	1.00065	1.00253	5.873416
93	1	-521.0744	-505.353	-15.72134	863857.6	9.5038	0.998633	0.99965	1.00035	1.00137	4.627438
94	0	-537.4382	-501.7257	-35.71246	250084.3	7.64735	0.997459	0.99935	1.00065	1.00254	6.964072
95	1	-506.7401	-493.5547	-13.18544	60161.69	10.63969	0.994822	0.998672	1.00132	1.00519	4.414889
96	0	-518.8074	-506.2651	-12.54235	683523.5	13.42522	0.998463	0.999607	1.00039	1.00154	4.29286
97	1	-508.5456	-504.1014	-4.4442	588382.7	12.17088	0.998343	0.999576	1.00042	1.00166	3.679501
98	0	-515.5444	-496.166	-19.37845	632575.5	8.09085	0.998402	0.999591	1.00041	1.0016	4.907901
99	1	-523.9451	-497.0701	-26.87498	306529.7	9.054228	0.997705	0.999413	1.00059	1.0023	5.826045
100	0	-517.4196	-494.8704	-22.54922	915553.6	9.328068	0.998672	0.99966	1.00034	1.00133	5.348312
101	1	-546.3467	-518.7259	-27.62086	653502.5	9.717469	0.998428	0.999598	1.0004	1.00157	5.862529
102	0	-511.7926	-502.1075	-9.685113	437305	13.40845	0.998078	0.999508	1.00049	1.00192	4.080632
103	1	-510.4664	-497.6486	-12.81781	929764.5	11.02876	0.998682	0.999663	1.00034	1.00132	4.384833
104	0	-510.5942	-491.469	-19.12525	806088.6	9.104198	0.998585	0.999638	1.00036	1.00142	4.972576
105	1	-508.437	-491.6199	-16.81706	800565.9	10.35516	0.99858	0.999637	1.00036	1.00142	4.758898
106	0	-515.1427	-495.4669	-19.67585	101107.7	11.90951	0.996005	0.998976	1.00102	1.004	4.950626
107	1	-519.2139	-500.3471	-18.86681	618857.4	10.08758	0.998385	0.999587	1.00041	1.00162	4.961273
108	0	-521.8011	-500.3675	-21.43366	343406.1	8.67882	0.997832	0.999445	1.00055	1.00217	5.210898
109	1	-516.8942	-501.0413	-15.8529	674441.5	10.47351	0.998453	0.999604	1.00039	1.00155	4.666143
110	0	-516.4316	-506.945	-9.48662	718381.8	10.40353	0.998501	0.999617	1.00038	1.0015	4.054077
111	1	-507.148	-497.2445	-9.903516	712123.2	11.5012	0.998494	0.999615	1.00038	1.00151	4.129107
112	0	-533.2745	-511.2165	-22.05799	494807.8	9.14271	0.998194	0.999538	1.00046	1.00181	5.295108
113	1	-510.114	-504.0832	-6.030831	301697.4	12.93797	0.997687	0.999408	1.00059	1.00232	3.813049
114	0	-528.6271	-508.5473	-20.07985	631400.5	12.35247	0.998401	0.999591	1.00041	1.0016	4.949407
115	1	-520.8991	-494.1451	-26.75399	541118.5	7.524546	0.998273	0.999558	1.00044	1.00173	5.780703
116	0	-529.588	-499.0396	-30.54844	182087.7	7.345975	0.997023	0.999238	1.00076	1.00298	6.275874
117	1	-523.7818	-511.2303	-12.55151	320233.4	11.21206	0.997755	0.999425	1.00057	1.00225	4.361106
118	0	-532.1109	-505.4876	-26.6233	152106.7	9.47148	0.996743	0.999166	1.00083	1.00326	5.776599
119	1	-522.6075	-499.6119	-22.99556	450299.6	9.022126	0.998106	0.999516	1.00048	1.00189	5.39742
120	0	-523.2999	-495.905	-27.39482	155649.5	7.289375	0.99678	0.999175	1.00082	1.00322	5.839409
121	1	-507.4867	-486.2771	-21.20958	423693.5	9.527218	0.998048	0.999501	1.0005	1.00195	5.204805
122	0	-522.0006	-498.5695	-23.43104	2760.686	9.160568	0.975913	0.993718	1.00608	1.02429	5.445147
123	1	-534.2724	-503.9093	-30.36317	416531	5.682976	0.998031	0.999496	1.0005	1.00197	5.834828
124	0	-516.3913	-495.3631	-21.02819	807836.5	11.26532	0.998586	0.999638	1.00036	1.00141	5.113454
125	1	-524.5566	-508.4583	-16.09834	322963.5	11.83006	0.997764	0.999428	1.00057	1.00224	4.653953
126	0	-525.2836	-496.6643	-28.61934	394410	7.413049	0.997977	0.999482	1.00052	1.00202	6.019582
127	1	-526.3348	-511.1622	-15.17261	15510.44	13.38595	0.989812	0.997375	1.00259	1.01022	4.491373
128	0	-520.8397	-501.3787	-19.461	864512.8	11.00001	0.998633	0.99965	1.00035	1.00137	4.988641
129	1	-526.4051	-505.9235	-20.48161	285261.5	12.93383	0.997621	0.999391	1.00061	1.00238	4.930357
130	0	-518.5826	-507.3516	-11.23094	418478.7	11.24918	0.998036	0.999497	1.0005	1.00197	4.243647
131	1	-525.1508	-501.3082	-23.84258	678083.1	8.760588	0.998457	0.999605	1.00039	1.00154	5.489959
132	0	-533.9619	-502.1824	-31.77956	178350.5	7.373211	0.996992	0.99923	1.00077	1.00301	6.444523
133	1	-525.876	-498.4456	-27.4304	170407.1	7.221895	0.996922	0.999212	1.00078	1.00308	5.835088
134	0	-531.7803	-505.8693	-25.911	234608.6	9.917935	0.997377	0.999328	1.00067	1.00263	5.67259
135	1	-539.7219	-511.7899	-27.93193	26682.61	9.164976	0.992229	0.998002	1.00198	1.00779	5.936205
136	0	-512.9134	-501.596	-11.3174	330877.9	11.31799	0.997791	0.999435	1.00056	1.00221	4.25175
137	1	-543.6195	-518.0326	-25.58683	217707.5	8.023133	0.997277	0.999303	1.00069	1.00273	5.671397
138	0	-531.2527	-514.563	-16.68968	184304.5	11.71146	0.997041	0.999242	1.00075	1.00296	4.709723
139	1	-538.1891	-508.8071	-29.38207	779335.3	6.183424	0.998561	0.999632	1.00037	1.00144	5.883837
140	0	-516.5765	-501.3291	-15.24741	887767.6	11.24077	0.998651	0.999655	1.00034	1.00135	4.600891
141	1	-517.2488	-505.1948	-12.05395	668704.4	12.2735	0.998446	0.999603	1.0004	1.00155	4.301969
142	0	-510.107	-494.0307	-16.07631	566192.5	12.08584	0.998311	0.999568	1.00043	1.00169	4.639669
143	1	-537.0793	-514.6629	-22.41643	152356.8	10.22423	0.996745	0.999166	1.00083	1.00326	5.306586
144	0	-525.45	-510.4235	-15.02646	653557.8	10.92441	0.998428	0.999598	1.0004	1.00157	4.586422
145	1	-534.7334	-513.1279	-21.60549	815264.1	9.859879	0.998593	0.99964	1.00036	1.00141	5.240133
146	0	-515.8173	-501.7044	-14.11293	347521	13.9591	0.997845	0.999448	1.00055	1.00216	4.376014
147	1	-518.6102	-508.9266	-9.683541	909664.7	10.07251	0.998668	0.999659	1.00034	1.00133	4.049709
148	0	-524.0116	-494.9206	-29.09106	419354.3	6.863839	0.998038	0.999498	1.0005	1.00196	6.014024
149	1	-514.8459	-506.0329	-8.812995	2112.039	10.90311	0.972478	0.992801	1.00693	1.02779	4.016763
150	0	-515.4894	-498.5859	-16.90346	751273.6	9.229237	0.998534	0.999625	1.00037	1.00147	4.737142
151	1	-513.2546	-500.2131	-13.04147	60780.69	12.06303	0.994849	0.998678	1.00131	1.00516	4.389251
152	0	-518.4791	-492.9152	-25.56393	383722.1	8.027499	0.997949	0.999475	1.00052	1.00205	5.668807
153	1	-523.7546	-500.7754	-22.97923	541379.9	8.725684	0.998273	0.999558	1.00044	1.00173	5.390443
154	0	-515.6418	-501.5726	-14.06926	532298.1	9.794605	0.998258	0.999554	1.00044	1.00174	4.472375
155	1	-516.2124	-503.8672	-12.34517	500616.3	10.38582	0.998204	0.999541	1.00046	1.0018	4.3282
156	0	-503.7541	-493.5779	-10.17617	976497.2	14.149	0.998714	0.999671	1.00033	1.00129	4.085066
157	1	-536.9621	-516.6059	-20.35627	360858.2	8.893324	0.997885	0.999459	1.00054	1.00212	5.099256
158	0	-523.7019	-501.6686	-22.03324	260749.4	8.148618	0.997512	0.999363	1.00063	1.00249	5.242014
159	1	-517.2474	-498.0369	-19.21046	307731.2	10.15691	0.99771	0.999414	1.00058	1.00229	4.994269
160	0	-514.3582	-496.2473	-18.11091	416576	10.7682	0.998031	0.999496	1.0005	1.00197	4.874086
161	1	-522.3753	-508.261	-14.11435	46061.55	9.623555	0.994084	0.998481	1.00151	1.00593	4.466741
162	0	-510.5135	-494.2771	-16.2364	962042	11.11495	0.998704	0.999669	1.00033	1.0013	4.692566
163	1	-514.833	-503.3094	-11.52359	904557.1	11.08804	0.998664	0.999658	1.00034	1.00134	4.268256
164	0	-513.6316	-502.5091	-11.12241	731166.6	11.56731	0.998514	0.99962	1.00038	1.00149	4.235009
165	1	-517.655	-498.9397	-18.71528	891827.8	11.7924	0.998654	0.999656	1.00034	1.00135	4.877583
166	0	-507.4058	-491.0506	-16.35517	75994.45	10.36391	0.995393	0.998819	1.00117	1.00461	4.7143
167	1	-529.9403	-516.3895	-13.5508	215167.1	12.23892	0.997261	0.999299	1.0007	1.00274	4.425233
168	0	-514.5686	-489.514	-25.05467	40476.89	8.469286	0.993689	0.998379	1.00161	1.00633	5.625145
169	1	-516.3931	-501.7886	-14.60446	674128.6	13.1778	0.998452	0.999604	1.00039	1.00155	4.461709
170	0	-529.4453	-498.6788	-30.76655	313087	11.7309	0.997729	0.999419	1.00058	1.00227	5.90878
171	1	-527.3873	-510.9166	-16.47066	607560.8	8.984213	0.99837	0.999583	1.00042	1.00163	4.670874
172	0	-517.9152	-494.4684	-23.44678	878278.2	8.591398	0.998644	0.999653	1.00035	1.00136	5.440177
173	1	-511.2344	-499.4073	-11.82708	449880.8	13.7897	0.998106	0.999515	1.00048	1.0019	4.221306
174	0	-537.7605	-498.9351	-38.82543	684491.8	6.573689	0.998464	0.999607	1.00039	1.00154	7.434016
175	1	-526.8295	-503.8189	-23.01061	127701.9	9.660108	0.996445	0.999089	1.00091	1.00356	5.390025
176	0	-518.605	-494.5218	-24.08327	632781.6	9.304937	0.998403	0.999591	1.00041	1.0016	5.513361
177	1	-526.6812	-503.1974	-23.48384	283809.2	9.003265	0.997615	0.99939	1.00061	1.00239	5.451526
178	0	-510.4104	-495.9663	-14.44409	562242.2	9.699063	0.998305	0.999567	1.00043	1.0017	4.505503
179	1	-517.3165	-502.0739	-15.24261	217412.1	9.740694	0.997275	0.999302	1.00069	1.00273	4.589795
180	0	-505.0319	-494.9048	-10.12717	823025.7	11.18714	0.998599	0.999642	1.00036	1.0014	4.144414
181	1	-508.3387	-495.6044	-12.73433	949469.6	9.79065	0.998696	0.999667	1.00033	1.0013	4.335812
182	0	-516.0238	-496.8826	-19.14125	687615.2	10.8528	0.998468	0.999608	1.00039	1.00153	4.966245
183	1	-525.698	-497.9455	-27.75246	930034.3	7.492599	0.998682	0.999663	1.00034	1.00132	5.910503
184	0	-522.7082	-499.3846	-23.32361	707857.2	9.624928	0.99849	0.999614	1.00039	1.00151	5.423645
185	1	-514.7476	-501.0298	-13.71773	768479.7	12.88019	0.99855	0.999629	1.00037	1.00145	4.410128
186	0	-516.3683	-503.846	-12.52235	702654.3	10.20929	0.998484	0.999612	1.00039	1.00152	4.338214
187	1	-520.1227	-502.0926	-18.03009	827870.8	9.157781	0.998603	0.999643	1.00036	1.0014	4.855404
188	0	-527.1782	-506.3445	-20.83369	145772.8	10.2884	0.996673	0.999148	1.00085	1.00333	5.149417
189	1	-529.5706	-499.7167	-29.85388	612594.2	7.61061	0.998376	0.999585	1.00041	1.00162	6.196593
190	0	-523.5209	-510.6577	-12.86322	511104.1	10.41842	0.998223	0.999545	1.00045	1.00178	4.379097
191	1	-517.7567	-498.9833	-18.77334	720234.4	10.58624	0.998503	0.999617	1.00038	1.0015	4.941772
192	0	-513.2847	-495.516	-17.76865	832620.7	9.554117	0.998607	0.999644	1.00036	1.00139	4.844487
193	1	-512.5884	-498.4375	-14.15091	465398.7	10.5207	0.998137	0.999523	1.00048	1.00186	4.504333
194	0	-504.992	-492.3794	-12.61254	690641.4	10.68139	0.998471	0.999609	1.00039	1.00153	4.361913
195	1	-519.7822	-508.4681	-11.31412	137620.9	10.46667	0.996576	0.999123	1.00087	1.00343	4.232499
196	0	-519.0729	-496.8674	-22.20554	446080.9	10.13055	0.998097	0.999513	1.00049	1.0019	5.290351
197	1	-509.8537	-499.0421	-10.8116	215718.1	10.23631	0.997265	0.9993	1.0007	1.00274	4.172278
198	0	-515.1546	-492.2181	-22.93652	381328	10.42195	0.997942	0.999473	1.00053	1.00206	5.34575
199	1	-514.0066	-496.5052	-17.50134	611666.4	9.343575	0.998375	0.999584	1.00041	1.00163	4.807919
200	0	-506.7914	-490.0381	-16.7533	770477.9	9.530678	0.998552	0.99963	1.00037	1.00145	4.737214
201	1	-525.9185	-499.0631	-26.85542	681619.4	8.339709	0.998461	0.999606	1.00039	1.00154	5.837291
202	0	-520.8103	-495.3537	-25.45664	907757.9	11.3827	0.998666	0.999659	1.00034	1.00133	5.494154
203	1	-535.1979	-513.8463	-21.35159	63918.57	11.47176	0.994977	0.998711	1.00128	1.00503	5.126758
204	0	-522.6764	-496.2141	-26.46223	493365.3	8.159956	0.998191	0.999537	1.00046	1.00181	5.785915
205	1	-527.2898	-504.9442	-22.34562	641097.9	7.643134	0.998413	0.999594	1.00041	1.00159	5.215475
206	0	-511.2905	-498.4132	-12.8773	68663.37	13.7365	0.995153	0.998757	1.00123	1.00486	4.300534
207	1	-518.4582	-502.9307	-15.52749	408352.8	10.27828	0.998012	0.999491	1.00051	1.00199	4.633548
208	0	-509.2001	-498.007	-11.19309	907394.9	9.507664	0.998666	0.999659	1.00034	1.00133	4.151383
209	1	-519.8646	-500.1373	-19.72724	788443.1	9.118421	0.998569	0.999634	1.00037	1.00143	5.039258
210	0	-538.0983	-516.0103	-22.08797	639028.5	9.015507	0.99841	0.999593	1.00041	1.00159	5.296708
211	1	-524.2826	-510.1794	-14.10316	282029.8	10.22521	0.997608	0.999388	1.00061	1.00239	4.493519
212	0	-504.4402	-494.3158	-10.12441	693516.5	12.35658	0.998474	0.99961	1.00039	1.00153	4.143388
213	1	-512.8629	-508.5703	-4.292541	373830.5	14.83857	0.997922	0.999468	1.00053	1.00208	3.652976
214	0	-527.9237	-498.2926	-29.63108	213975.3	8.198789	0.997253	0.999297	1.0007	1.00275	6.173597
215	1	-513.6959	-497.7105	-15.98537	949184.8	8.226954	0.998696	0.999666	1.00033	1.0013	4.514377
216	0	-516.871	-498.8181	-18.05293	886964.3	9.925505	0.998651	0.999655	1.00034	1.00135	4.880327
217	1	-512.6394	-493.0444	-19.59498	885758.9	8.557684	0.99865	0.999655	1.00034	1.00135	4.988867
218	0	-516.516	-500.5888	-15.9272	767807.7	9.79082	0.99855	0.999629	1.00037	1.00145	4.661931
219	1	-509.0363	-487.2721	-21.76422	532122.5	10.26294	0.998258	0.999554	1.00044	1.00174	5.241044
220	0	-521.3121	-486.9921	-34.32005	759237.2	10.47804	0.998542	0.999627	1.00037	1.00146	6.428607
221	1	-516.6816	-498.8272	-17.85445	274064.1	9.554845	0.997573	0.999379	1.00062	1.00243	4.853489
222	0	-502.7022	-490.6433	-12.05889	310652.2	8.982088	0.99772	0.999417	1.00058	1.00228	4.179509
223	1	-512.0476	-484.8393	-27.20824	783047.7	7.322542	0.998564	0.999633	1.00037	1.00144	5.818192
224	0	-505.047	-493.2536	-11.79338	45683.66	17.55097	0.994059	0.998475	1.00151	1.00595	3.972723
225	1	-529.4979	-490.3919	-39.10597	898752.3	5.698151	0.99866	0.999657	1.00034	1.00134	7.376946
226	0	-507.0429	-497.2651	-9.777827	277816.1	11.79434	0.997589	0.999383	1.00061	1.00241	4.119684
227	1	-513.7297	-495.6738	-18.05588	263423.2	8.654495	0.997524	0.999366	1.00063	1.00248	4.819276
228	0	-521.2753	-500.7994	-20.47591	980574.6	11.21839	0.998717	0.999672	1.00033	1.00128	5.067474
229	1	-525.8237	-501.9735	-23.85019	215677.7	9.330782	0.997264	0.9993	1.0007	1.00274	5.487716
230	0	-512.6072	-496.5227	-16.08443	383309.8	9.352099	0.997948	0.999475	1.00052	1.00205	4.65682
231	1	-517.5174	-500.3919	-17.12551	795889.6	12.6143	0.998576	0.999636	1.00036	1.00143	4.69312
232	0	-526.2357	-505.4477	-20.788	739604.5	8.316306	0.998522	0.999622	1.00038	1.00148	5.107466
233	1	-526.0113	-504.0373	-21.97398	951108.2	11.82776	0.998697	0.999667	1.00033	1.0013	5.150826
234	0	-519.0168	-493.5991	-25.41766	76055.92	8.399934	0.995395	0.998819	1.00117	1.00461	5.66653
235	1	-518.3001	-504.8057	-13.49435	70109.05	11.06444	0.995203	0.99877	1.00122	1.0048	4.446082
236	0	-517.5349	-503.7592	-13.7757	977915.4	12.74009	0.998715	0.999671	1.00033	1.00129	4.421594
237	1	-519.1283	-497.4966	-21.63172	980086.9	10.47438	0.998716	0.999672	1.00033	1.00128	5.217854
238	0	-516.4793	-496.2328	-20.24649	638569.7	9.912571	0.99841	0.999593	1.00041	1.00159	5.101538
239	1	-507.7709	-490.5557	-17.21522	380300.7	8.233189	0.99794	0.999473	1.00053	1.00206	4.664877
240	0	-526.1736	-499.2529	-26.92074	254233.7	9.14276	0.99748	0.999355	1.00064	1.00252	5.826977
241	1	-510.4419	-501.6088	-8.833162	281442.1	11.12754	0.997605	0.999387	1.00061	1.0024	4.026912
242	0	-529.6196	-509.5128	-20.10683	494592.3	10.55374	0.998193	0.999538	1.00046	1.00181	5.0691
243	1	-526.8216	-501.6831	-25.13854	957688.1	8.096051	0.998701	0.999668	1.00033	1.0013	5.620137
