Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2500	-515.4881	-493.9421	-21.54593	130144.5	9.638509	0.996479	0.999098	1.0009	1.00353	5.238746
2510	-531.9163	-503.0759	-28.84045	886063.8	11.60647	0.99865	0.999655	1.00034	1.00135	5.761464
2520	-513.8913	-498.6682	-15.22307	194988.3	9.350554	0.997123	0.999263	1.00073	1.00288	4.564602
2530	-507.3726	-504.1634	-3.209183	830726.1	12.48245	0.998606	0.999643	1.00036	1.00139	3.587003
2540	-515.9319	-503.861	-12.07091	347537.5	13.19599	0.997845	0.999448	1.00055	1.00216	4.26862
2550	-524.9022	-501.3005	-23.60165	615923.1	9.724628	0.998381	0.999586	1.00041	1.00162	5.448626
2560	-510.6142	-498.4939	-12.12028	867031.6	11.73202	0.998635	0.999651	1.00035	1.00137	4.319263
2570	-511.8767	-496.2457	-15.63095	574686.3	12.10415	0.998324	0.999571	1.00043	1.00168	4.601932
2580	-515.1131	-500.9759	-14.13714	686231.5	12.06069	0.998466	0.999608	1.00039	1.00153	4.480168
2590	-518.0873	-506.9418	-11.14556	774061.4	10.85322	0.998556	0.999631	1.00037	1.00145	4.229515
2600	-529.3518	-523.1435	-6.208339	500404.8	11.73914	0.998204	0.99954	1.00046	1.0018	3.815549
2610	-518.3997	-507.3356	-11.06411	64632.33	10.86887	0.995005	0.998719	1.00127	1.005	4.222405
2620	-516.6519	-504.9079	-11.74399	486435.5	11.23278	0.998178	0.999534	1.00046	1.00182	4.289185
2630	-534.754	-492.6855	-42.0685	902149.2	10.114	0.998662	0.999658	1.00034	1.00134	7.254996
2640	-516.433	-501.2221	-15.21097	904524.2	11.09505	0.998664	0.999658	1.00034	1.00134	4.600682
2650	-523.8722	-505.8609	-18.01131	632178.7	9.45019	0.998402	0.999591	1.00041	1.0016	4.866615
2660	-518.5125	-493.8731	-24.63946	590348.2	10.45567	0.998346	0.999577	1.00042	1.00165	5.506494
2670	-529.9525	-496.7814	-33.17111	993197.2	9.534402	0.998725	0.999674	1.00033	1.00128	6.45933
2680	-524.9272	-497.5216	-27.40558	894872.5	9.489636	0.998657	0.999656	1.00034	1.00134	5.857892
2690	-519.8391	-496.0053	-23.83384	476959.3	10.84627	0.99816	0.999529	1.00047	1.00184	5.399171
2700	-515.5313	-502.3948	-13.13651	685391.7	11.64646	0.998465	0.999607	1.00039	1.00154	4.407667
2710	-526.5212	-508.5513	-17.96998	472284	10.09231	0.998151	0.999527	1.00047	1.00185	4.87236
2720	-522.7949	-501.2784	-21.51645	761948.6	11.01592	0.998544	0.999628	1.00037	1.00146	5.174427
2730	-529.132	-504.6366	-24.49538	516159.5	10.41367	0.998231	0.999548	1.00045	1.00177	5.495961
2740	-523.5552	-506.3039	-17.2513	879406.3	9.312346	0.998645	0.999653	1.00035	1.00136	4.779528
2750	-520.2192	-498.8667	-21.35247	974084.1	10.34628	0.998712	0.999671	1.00033	1.00129	5.197287
2760	-521.1006	-509.3312	-11.76938	529677.4	10.52317	0.998254	0.999553	1.00045	1.00175	4.278054
2770	-531.9949	-508.0208	-23.97413	215904	10.06056	0.997266	0.9993	1.0007	1.00274	5.469196
2780	-524.0746	-491.3792	-32.69543	166076.5	9.639449	0.996883	0.999202	1.00079	1.00312	6.395386
2790	-530.994	-508.2029	-22.79104	815807.9	11.42278	0.998593	0.99964	1.00036	1.00141	5.25651
2800	-523.921	-503.712	-20.209	731641.6	9.52441	0.998514	0.99962	1.00038	1.00149	5.099767
2810	-517.9766	-496.9272	-21.04943	327499	6.916426	0.99778	0.999432	1.00057	1.00222	4.86037
2820	-532.4867	-512.6983	-19.78841	541778.8	10.18812	0.998274	0.999558	1.00044	1.00173	5.050443
2830	-527.8323	-504.5995	-23.23275	261441.4	11.05552	0.997515	0.999364	1.00063	1.00249	5.326973
2840	-528.6322	-505.8005	-22.83165	807076.3	8.110398	0.998585	0.999638	1.00036	1.00142	5.336538
2850	-522.0611	-495.556	-26.50505	768457.4	8.63063	0.99855	0.999629	1.00037	1.00145	5.795811
2860	-522.2228	-500.8206	-21.40219	628847.4	8.926551	0.998398	0.99959	1.00041	1.0016	5.218007
2870	-512.6823	-502.9386	-9.743695	356018.9	12.42156	0.99787	0.999455	1.00054	1.00213	4.111552
2880	-511.3055	-506.6267	-4.678799	125447.1	13.77355	0.996413	0.999081	1.00091	1.00359	3.703165
2890	-507.743	-497.3573	-10.38569	198817.7	11.34074	0.997151	0.99927	1.00073	1.00285	4.169693
2900	-513.0315	-493.0545	-19.97695	229638.6	11.35302	0.997349	0.999321	1.00068	1.00265	5.014649
2910	-517.3484	-501.0002	-16.34827	347953.8	10.41752	0.997846	0.999449	1.00055	1.00216	4.713607
2920	-512.241	-502.4694	-9.771573	129426.5	12.8038	0.996469	0.999095	1.0009	1.00354	4.105738
2930	-510.0105	-494.585	-15.42544	554162.9	9.377173	0.998293	0.999563	1.00044	1.00171	4.588119
2940	-513.9793	-492.6346	-21.34468	376929.1	10.85756	0.99793	0.99947	1.00053	1.00207	5.16898
2950	-524.8893	-517.7007	-7.188614	64172.43	14.16362	0.994987	0.998714	1.00128	1.00502	3.87343
2960	-529.1148	-501.5946	-27.52018	348415	11.15636	0.997847	0.999449	1.00055	1.00215	5.702828
2970	-526.1511	-502.3195	-23.83159	166999.7	7.860203	0.996891	0.999204	1.00079	1.00311	5.436676
2980	-523.4466	-503.3928	-20.05385	109380.3	12.9882	0.996159	0.999016	1.00098	1.00385	4.892418
2990	-520.003	-513.0883	-6.914748	102072.1	13.25509	0.996024	0.998981	1.00101	1.00398	3.876894
3000	-520.4958	-502.1176	-18.37823	16579.51	11.43396	0.990146	0.997461	1.0025	1.00989	4.8696
3010	-511.8927	-488.1888	-23.70389	946982.1	8.60731	0.998694	0.999666	1.00033	1.00131	5.470585
3020	-511.8574	-494.6186	-17.23884	77829.82	9.170544	0.995447	0.998833	1.00116	1.00456	4.769831
3030	-512.8057	-500.5173	-12.28842	925051.1	11.13156	0.998679	0.999662	1.00034	1.00132	4.337443
3040	-527.1342	-513.9946	-13.13966	925051.1	11.47521	0.998679	0.999662	1.00034	1.00132	4.41087
3050	-516.506	-494.9437	-21.56229	168644.5	9.161486	0.996906	0.999208	1.00079	1.0031	5.241159
3060	-520.6782	-497.635	-23.04323	396014.3	8.813691	0.997981	0.999483	1.00052	1.00202	5.399951
3070	-517.5299	-500.3038	-17.22609	378383.6	11.37762	0.997934	0.999471	1.00053	1.00207	4.771298
3080	-511.6102	-503.1697	-8.440453	591073.5	12.5986	0.998347	0.999577	1.00042	1.00165	4.00481
3090	-513.7456	-502.5354	-11.21019	423815.7	13.31462	0.998048	0.999501	1.0005	1.00195	4.198441
3100	-511.4595	-490.6493	-20.81027	684897.8	8.259722	0.998464	0.999607	1.00039	1.00154	5.104367
3110	-522.2345	-494.2749	-27.95962	676877.7	5.557917	0.998455	0.999605	1.00039	1.00155	5.33398
3120	-519.5343	-495.4464	-24.08785	760816.4	10.23993	0.998543	0.999627	1.00037	1.00146	5.469011
3130	-520.7569	-500.1614	-20.59552	806886.5	7.373594	0.998585	0.999638	1.00036	1.00142	4.927768
3140	-508.674	-496.6025	-12.07151	719936.1	13.26711	0.998502	0.999617	1.00038	1.0015	4.265372
3150	-510.4343	-495.7162	-14.71805	768503.6	9.874673	0.99855	0.999629	1.00037	1.00145	4.54224
3160	-510.592	-498.4896	-12.10247	704652.7	14.7004	0.998486	0.999613	1.00039	1.00151	4.188008
3170	-526.0677	-506.3046	-19.76308	849205	11.85821	0.998621	0.999647	1.00035	1.00138	4.961699
3180	-525.7447	-497.6823	-28.06241	779697.7	7.872198	0.998561	0.999632	1.00037	1.00144	5.975404
3190	-536.7393	-506.7936	-29.94574	55706.4	6.595442	0.99462	0.998619	1.00137	1.00539	6.088047
3200	-522.7058	-487.8812	-34.82455	415053	6.96552	0.998028	0.999495	1.0005	1.00197	6.854107
3210	-528.7417	-503.696	-25.0457	263813.6	9.336812	0.997526	0.999367	1.00063	1.00248	5.615614
3220	-520.8671	-498.838	-22.02903	906162.6	8.357479	0.998665	0.999659	1.00034	1.00134	5.25995
3230	-512.4815	-499.2165	-13.26496	971918.8	9.190586	0.998711	0.99967	1.00033	1.00129	4.338722
3240	-519.9699	-505.2147	-14.75522	845039.5	15.53469	0.998618	0.999646	1.00035	1.00138	4.304336
3250	-512.8776	-502.3882	-10.48942	995566.6	10.52687	0.998726	0.999674	1.00033	1.00127	4.156593
3260	-514.1032	-498.2437	-15.8595	811481.9	9.470476	0.998589	0.999639	1.00036	1.00141	4.640098
3270	-514.4661	-491.2812	-23.18488	18795.57	9.155191	0.990744	0.997617	1.00235	1.00929	5.418304
3280	-517.3879	-492.7789	-24.60894	658847.1	8.286909	0.998434	0.9996	1.0004	1.00157	5.565583
3290	-509.6987	-498.3604	-11.33831	803191.8	11.59233	0.998582	0.999637	1.00036	1.00142	4.253568
3300	-520.0032	-500.49	-19.51315	270379.6	7.547003	0.997557	0.999375	1.00062	1.00245	4.823613
3310	-522.0137	-493.0568	-28.95691	860542.2	6.741647	0.99863	0.99965	1.00035	1.00137	5.970868
3320	-509.4752	-490.0745	-19.40073	451596.6	11.90127	0.998109	0.999516	1.00048	1.00189	4.92811
3330	-517.8219	-496.6595	-21.16244	473358.3	11.08503	0.998153	0.999528	1.00047	1.00185	5.137758
3340	-520.9885	-505.4528	-15.53573	245813.3	10.41913	0.997437	0.999344	1.00065	1.00256	4.635618
3350	-530.1325	-502.7863	-27.34621	304077	8.414205	0.997696	0.99941	1.00059	1.00231	5.896071
3360	-521.8891	-495.4657	-26.42337	812698.5	9.223193	0.99859	0.99964	1.00036	1.00141	5.768925
3370	-508.6017	-483.4692	-25.13256	57276.47	8.697383	0.994694	0.998638	1.00135	1.00532	5.637168
3380	-514.5813	-498.0503	-16.53105	171220.8	10.69493	0.99693	0.999214	1.00078	1.00307	4.728569
3390	-529.1471	-499.9774	-29.16973	549385.1	6.908684	0.998286	0.999561	1.00044	1.00172	6.033149
3400	-536.1107	-499.329	-36.78166	391892.3	8.98959	0.99797	0.999481	1.00052	1.00203	6.930745
3410	-531.5442	-514.4362	-17.10798	411508.2	11.76326	0.998019	0.999493	1.00051	1.00198	4.742797
3420	-511.9453	-502.4311	-9.51419	909145.5	12.38096	0.998667	0.999659	1.00034	1.00133	4.093668
3430	-528.7453	-512.0044	-16.74089	983285.8	9.853839	0.998718	0.999672	1.00033	1.00128	4.74662
3440	-524.1119	-502.3828	-21.72918	821590.6	9.93405	0.998598	0.999641	1.00036	1.0014	5.25044
3450	-518.4249	-501.5261	-16.89879	669490.3	10.6366	0.998447	0.999603	1.0004	1.00155	4.763948
3460	-517.479	-494.7035	-22.77544	41337.05	8.920246	0.993755	0.998396	1.00159	1.00626	5.371744
3470	-523.6309	-501.5647	-22.06622	947886.7	9.093394	0.998695	0.999666	1.00033	1.00131	5.295481
3480	-516.5576	-498.0546	-18.50304	71438.93	7.401359	0.995248	0.998781	1.00121	1.00476	4.651714
3490	-515.328	-498.1858	-17.14211	341113.9	8.192694	0.997824	0.999443	1.00056	1.00218	4.649307
3500	-519.9961	-491.5114	-28.48475	318083.7	9.58994	0.997747	0.999423	1.00057	1.00225	5.962977
3510	-521.4843	-495.6071	-25.87723	275772.9	6.96528	0.997581	0.999381	1.00062	1.00242	5.569538
3520	-519.8983	-488.0898	-31.80856	100841.5	8.080802	0.996	0.998975	1.00102	1.00401	6.444637
3530	-514.1506	-502.6145	-11.53614	876961.9	9.746176	0.998643	0.999653	1.00035	1.00136	4.209745
3540	-513.1578	-493.0394	-20.11838	977041.6	10.85109	0.998714	0.999671	1.00033	1.00129	5.056367
3550	-522.5251	-506.2602	-16.26497	595254.3	13.33132	0.998353	0.999579	1.00042	1.00165	4.576892
3560	-518.2861	-499.9917	-18.2944	896056.2	13.17939	0.998658	0.999657	1.00034	1.00134	4.741591
3570	-505.235	-493.8533	-11.38172	223019.1	11.60698	0.99731	0.999311	1.00069	1.00269	4.257236
3580	-522.2525	-491.8195	-30.43304	785149.1	6.570284	0.998566	0.999633	1.00037	1.00143	6.156626
3590	-514.1473	-497.0797	-17.06753	805883.5	10.40605	0.998584	0.999638	1.00036	1.00142	4.782743
3600	-524.7451	-499.1054	-25.63972	840409.8	8.666771	0.998614	0.999646	1.00035	1.00139	5.695554
3610	-522.8105	-502.5838	-20.22678	126334.5	10.64191	0.996426	0.999084	1.00091	1.00358	5.076587
3620	-520.0843	-499.7885	-20.2958	388904.6	13.72022	0.997962	0.999479	1.00052	1.00204	4.842163
3630	-522.5329	-495.6121	-26.9208	642587.6	8.584424	0.998415	0.999595	1.0004	1.00159	5.844623
3640	-515.12	-492.7778	-22.34222	910903.6	8.777827	0.998668	0.99966	1.00034	1.00133	5.319279
3650	-518.5931	-499.3416	-19.25159	445180.4	12.55263	0.998096	0.999513	1.00049	1.00191	4.866621
3660	-520.9493	-496.503	-24.44628	371293.9	6.44348	0.997915	0.999466	1.00053	1.00209	5.198352
3670	-522.878	-497.9403	-24.93777	957596.9	7.929425	0.998701	0.999668	1.00033	1.0013	5.583366
3680	-524.5612	-500.2662	-24.29506	314699.1	10.05777	0.997735	0.99942	1.00058	1.00227	5.501271
3690	-512.339	-493.051	-19.28794	931680.2	13.96491	0.998683	0.999663	1.00034	1.00132	4.746201
3700	-513.8044	-492.1427	-21.66178	642966.5	8.40753	0.998415	0.999595	1.0004	1.00159	5.219985
3710	-521.9499	-489.718	-32.23189	953791.5	5.822627	0.998699	0.999667	1.00033	1.0013	6.223666
3720	-534.644	-500.3979	-34.2461	371881.5	6.435454	0.997916	0.999467	1.00053	1.00209	6.717994
3730	-519.4163	-502.3224	-17.0939	148265.8	9.215418	0.996701	0.999155	1.00084	1.0033	4.756917
3740	-528.2126	-498.8469	-29.36567	683293.8	6.124693	0.998463	0.999607	1.00039	1.00154	5.860029
3750	-514.331	-499.3515	-14.97943	502541	10.11242	0.998208	0.999541	1.00046	1.00179	4.576582
3760	-521.978	-496.0976	-25.88046	657269.5	9.646566	0.998433	0.999599	1.0004	1.00157	5.687955
3770	-520.4362	-499.1394	-21.29682	192523.4	10.68924	0.997105	0.999259	1.00074	1.0029	5.174501
3780	-519.9108	-503.5778	-16.33292	212656.2	9.40928	0.997245	0.999295	1.0007	1.00276	4.686753
3790	-506.9819	-498.913	-8.068862	668790.6	10.2904	0.998446	0.999603	1.0004	1.00155	3.908882
3800	-510.7191	-499.7188	-11.00034	95753.34	13.42942	0.995895	0.998948	1.00105	1.00411	4.177819
3810	-512.5665	-500.6501	-11.91639	52624.49	12.92371	0.994464	0.998579	1.00141	1.00555	4.268533
3820	-518.0159	-501.5999	-16.41602	114638.6	10.3142	0.996248	0.999039	1.00096	1.00376	4.720111
3830	-512.5471	-499.9567	-12.59042	32487.05	11.07707	0.992957	0.99819	1.00179	1.00706	4.364434
3840	-517.1963	-496.9462	-20.25007	508982.4	11.03269	0.998219	0.999544	1.00045	1.00178	5.058505
3850	-527.6887	-504.8132	-22.8755	97701.72	8.788184	0.995936	0.998958	1.00104	1.00407	5.3803
3860	-520.4521	-506.4086	-14.04355	420818.9	11.29969	0.998041	0.999499	1.0005	1.00196	4.492915
3870	-524.7105	-509.3492	-15.36122	147852	8.943818	0.996696	0.999154	1.00084	1.00331	4.543131
3880	-524.1865	-504.9637	-19.22278	188216.4	9.081838	0.997072	0.99925	1.00075	1.00293	4.982241
3890	-514.5947	-504.1184	-10.47622	345539.2	10.18028	0.997838	0.999447	1.00055	1.00216	4.135902
3900	-512.9067	-497.1982	-15.7085	394723.4	11.75869	0.997978	0.999483	1.00052	1.00202	4.624016
3910	-515.2154	-497.7997	-17.41574	589438.9	11.83296	0.998345	0.999577	1.00042	1.00166	4.765154
3920	-527.6202	-505.4598	-22.16042	821822.1	7.525276	0.998598	0.999642	1.00036	1.0014	5.170362
3930	-508.8681	-498.5904	-10.27767	544046.5	13.16586	0.998277	0.999559	1.00044	1.00172	4.133787
3940	-506.6093	-492.3282	-14.28114	895407.9	9.823163	0.998657	0.999657	1.00034	1.00134	4.495476
3950	-513.6631	-502.9125	-10.75063	637138.6	13.7055	0.998408	0.999593	1.00041	1.00159	4.147136
3960	-505.3357	-494.8199	-10.5158	258330.6	12.41068	0.9975	0.99936	1.00064	1.0025	4.173944
3970	-524.0345	-495.4532	-28.58126	503931.8	8.48844	0.99821	0.999542	1.00046	1.00179	6.041031
3980	-515.0594	-491.7643	-23.29506	532050.1	10.67027	0.998258	0.999554	1.00044	1.00174	5.362837
3990	-538.9776	-513.5816	-25.39607	643847.5	10.57945	0.998416	0.999595	1.0004	1.00158	5.567979
4000	-519.2487	-500.1026	-19.14612	169344.9	9.941061	0.996913	0.999209	1.00079	1.00309	4.990378
4010	-520.672	-501.6757	-18.99626	841062	10.39079	0.998614	0.999646	1.00035	1.00139	4.968477
4020	-522.0791	-502.7575	-19.32162	452208.6	9.613157	0.99811	0.999517	1.00048	1.00189	5.007735
4030	-522.7681	-498.9746	-23.79342	384086.2	9.583994	0.99795	0.999475	1.00052	1.00205	5.474004
4040	-530.4361	-508.2978	-22.1383	640365.7	11.73731	0.998412	0.999594	1.00041	1.00159	5.172705
4050	-515.6335	-497.2058	-18.4277	67887.86	8.704365	0.995126	0.99875	1.00124	1.00488	4.8669
4060	-520.0455	-503.4009	-16.64461	111714.4	9.272064	0.9962	0.999026	1.00097	1.00381	4.711885
4070	-518.9967	-491.2939	-27.70279	885262	7.656433	0.998649	0.999655	1.00034	1.00135	5.917344
4080	-518.9013	-499.2282	-19.67312	925604.9	9.146039	0.998679	0.999662	1.00034	1.00132	5.034383
4090	-506.3192	-492.9221	-13.39705	917658.7	10.90486	0.998673	0.999661	1.00034	1.00133	4.437205
4100	-511.7697	-496.7436	-15.0261	976026.3	9.536529	0.998714	0.999671	1.00033	1.00129	4.556353
4110	-523.8425	-504.7504	-19.09202	260656.1	10.27268	0.997511	0.999363	1.00063	1.00249	4.980468
4120	-526.9533	-509.4848	-17.4685	96261.56	11.8681	0.995906	0.998951	1.00104	1.0041	4.76764
4130	-519.2367	-501.3347	-17.90199	925063.5	11.09005	0.998679	0.999662	1.00034	1.00132	4.843426
4140	-510.9317	-497.9333	-12.99838	372058.3	11.55385	0.997917	0.999467	1.00053	1.00208	4.397404
4150	-520.8869	-504.3531	-16.53379	629259.9	10.76375	0.998398	0.99959	1.00041	1.0016	4.727703
4160	-517.717	-496.684	-21.03294	965620.4	10.49603	0.998707	0.999669	1.00033	1.00129	5.159663
4170	-519.1432	-502.0735	-17.06969	443910.1	12.40061	0.998093	0.999512	1.00049	1.00191	4.70267
4180	-512.5703	-495.5631	-17.0072	706170.2	12.31277	0.998488	0.999613	1.00039	1.00151	4.703127
4190	-522.2065	-497.5402	-24.66625	865717.6	8.932328	0.998634	0.999651	1.00035	1.00137	5.583617
4200	-519.7047	-503.6814	-16.02338	904327.8	8.376749	0.998664	0.999658	1.00034	1.00134	4.544468
4210	-523.1905	-492.2974	-30.8931	673810.6	8.233687	0.998452	0.999604	1.0004	1.00155	6.326167
4220	-521.7154	-494.2971	-27.41826	395675.7	9.764269	0.99798	0.999483	1.00052	1.00202	5.837817
4230	-531.5104	-502.3355	-29.17492	646044.6	9.562511	0.998419	0.999596	1.0004	1.00158	6.037553
4240	-516.6439	-501.7268	-14.91702	709890.5	9.735096	0.998492	0.999614	1.00038	1.00151	4.556093
4250	-515.4824	-495.5111	-19.9713	297478.7	12.56391	0.99767	0.999404	1.00059	1.00233	4.923002
4260	-515.2561	-491.8811	-23.37504	760956	8.564554	0.998543	0.999627	1.00037	1.00146	5.430843
4270	-506.5739	-487.9299	-18.644	966963.4	10.26539	0.998708	0.99967	1.00033	1.00129	4.936977
4280	-524.4009	-496.2498	-28.15113	642214.8	10.07315	0.998414	0.999594	1.0004	1.00159	5.883109
4290	-532.0857	-498.9516	-33.13404	773423.6	10.61379	0.998555	0.99963	1.00037	1.00145	6.293938
4300	-506.912	-493.0763	-13.83563	314193.7	10.54088	0.997733	0.99942	1.00058	1.00227	4.474689
4310	-519.6735	-503.9646	-15.70883	606959.6	11.27051	0.998369	0.999583	1.00042	1.00163	4.64112
4320	-534.8737	-506.1235	-28.7502	532577.4	6.907637	0.998259	0.999555	1.00044	1.00174	5.97224
4330	-509.5102	-491.8958	-17.61442	805706	10.00982	0.998584	0.999638	1.00036	1.00142	4.836824
4340	-523.2529	-498.668	-24.58484	496506.9	8.208819	0.998197	0.999539	1.00046	1.0018	5.558672
4350	-531.001	-502.1443	-28.85668	589634.5	8.365411	0.998345	0.999577	1.00042	1.00166	6.076733
4360	-530.3567	-505.5474	-24.80932	784645	9.66825	0.998565	0.999633	1.00037	1.00144	5.575805
4370	-510.4338	-505.1931	-5.240673	190569.4	12.11369	0.99709	0.999255	1.00074	1.00291	3.743737
4380	-521.9655	-501.7491	-20.21638	861955.8	8.530051	0.998631	0.99965	1.00035	1.00137	5.059186
4390	-515.1658	-496.2756	-18.89015	661368.6	11.32494	0.998437	0.9996	1.0004	1.00156	4.920461
4400	-521.5066	-500.1233	-21.38331	755913.5	10.56428	0.998538	0.999626	1.00037	1.00146	5.189492
4410	-524.1054	-503.3633	-20.74211	995537.9	9.736009	0.998726	0.999674	1.00033	1.00127	5.154441
4420	-530.4525	-500.0926	-30.35995	661790.2	6.889104	0.998438	0.9996	1.0004	1.00156	6.202622
4430	-523.3174	-489.8189	-33.49846	231799.1	6.899492	0.997361	0.999324	1.00067	1.00264	6.65901
4440	-529.9785	-498.8362	-31.14225	771391.6	10.1774	0.998553	0.99963	1.00037	1.00145	6.166291
4450	-509.4383	-501.373	-8.065297	541199.9	12.23808	0.998273	0.999558	1.00044	1.00173	3.977033
4460	-514.5283	-492.6836	-21.8447	517253.1	9.136546	0.998233	0.999548	1.00045	1.00177	5.271705
4470	-505.8007	-496.826	-8.974748	690043.5	14.80124	0.99847	0.999609	1.00039	1.00153	3.970353
4480	-510.8321	-497.5877	-13.24437	286953.7	11.97638	0.997628	0.999393	1.00061	1.00237	4.408697
4490	-510.3179	-500.0959	-10.22195	158584.2	12.5794	0.99681	0.999183	1.00081	1.00319	4.146664
4500	-520.4149	-502.6065	-17.80841	542231.4	8.818274	0.998274	0.999559	1.00044	1.00173	4.806415
4510	-530.1603	-509.2522	-20.90808	999086.9	10.92283	0.998729	0.999675	1.00032	1.00127	5.124909
4520	-519.6208	-499.9813	-19.63944	896363.2	8.294136	0.998658	0.999657	1.00034	1.00134	4.96676
4530	-524.6787	-503.2665	-21.41218	476918.4	9.438688	0.99816	0.999529	1.00047	1.00184	5.22652
4540	-528.076	-507.5641	-20.5119	660360.2	8.160846	0.998436	0.9996	1.0004	1.00156	5.056811
4550	-514.9232	-500.7804	-14.14275	616452.8	10.59119	0.998382	0.999586	1.00041	1.00162	4.504409
4560	-524.6587	-503.4892	-21.16944	964141.4	12.02263	0.998706	0.999669	1.00033	1.00129	5.066498
4570	-518.665	-503.2791	-15.38588	997007.7	11.70613	0.998727	0.999675	1.00032	1.00127	4.598599
4580	-525.3318	-503.3615	-21.97031	449018.2	10.05173	0.998104	0.999515	1.00048	1.0019	5.27037
4590	-512.1168	-497.9123	-14.20453	754647.6	10.98811	0.998537	0.999626	1.00037	1.00146	4.510858
4600	-506.2071	-498.3583	-7.848812	441309.8	10.58027	0.998087	0.999511	1.00049	1.00191	3.909417
4610	-522.2465	-503.5839	-18.66254	625550.7	10.29829	0.998393	0.999589	1.00041	1.00161	4.938212
4620	-529.5626	-510.8485	-18.7141	11543.22	9.014258	0.988194	0.996953	1.003	1.01186	4.922405
4630	-527.3758	-510.4766	-16.89915	450952.7	10.48422	0.998108	0.999516	1.00048	1.00189	4.765937
4640	-518.1071	-507.3465	-10.7606	843408	12.65748	0.998616	0.999646	1.00035	1.00138	4.187339
4650	-529.3545	-500.7434	-28.61113	709495	9.391248	0.998491	0.999614	1.00039	1.00151	5.993129
4660	-523.8252	-498.0894	-25.73579	700091.2	7.969016	0.998481	0.999612	1.00039	1.00152	5.686648
4670	-521.7221	-492.0327	-29.68942	905160.1	5.587594	0.998664	0.999658	1.00034	1.00134	5.662774
4680	-508.8706	-488.2116	-20.65901	190908.9	10.89163	0.997092	0.999255	1.00074	1.00291	5.103901
4690	-506.5662	-500.0728	-6.493409	283141.1	12.78209	0.997612	0.999389	1.00061	1.00239	3.849814
4700	-525.2357	-500.2362	-24.99953	432211	8.780322	0.998067	0.999505	1.00049	1.00193	5.622006
4710	-525.0592	-500.5795	-24.4797	708447.4	9.56541	0.99849	0.999614	1.00039	1.00151	5.546425
4720	-519.3357	-499.2726	-20.06308	352148	8.545174	0.997859	0.999452	1.00055	1.00214	5.042511
4730	-508.0222	-495.3221	-12.70008	608462.8	10.97889	0.998371	0.999583	1.00042	1.00163	4.373883
4740	-513.5532	-502.2542	-11.29893	345543.7	12.89722	0.997838	0.999447	1.00055	1.00216	4.221722
4750	-516.5163	-505.3082	-11.20812	695682.4	10.80075	0.998476	0.99961	1.00039	1.00152	4.233942
4760	-514.8752	-505.2622	-9.613026	371492.1	11.531	0.997915	0.999467	1.00053	1.00209	4.104172
4770	-525.4758	-508.5882	-16.8876	16025.45	11.77019	0.989977	0.997418	1.00255	1.01006	4.723715
4780	-516.8767	-511.6391	-5.237578	174252.9	10.87645	0.996957	0.999221	1.00078	1.00305	3.68689
4790	-531.4867	-512.4127	-19.07397	846541	10.47574	0.998619	0.999647	1.00035	1.00138	4.973623
4800	-515.8367	-508.5039	-7.332819	794624	9.306574	0.998574	0.999635	1.00036	1.00143	3.713468
4810	-527.1062	-505.79	-21.31622	166280.5	10.88586	0.996885	0.999202	1.00079	1.00312	5.164602
4820	-528.0228	-503.0165	-25.00628	703768.9	10.09754	0.998485	0.999613	1.00039	1.00152	5.569182
4830	-520.4447	-496.8434	-23.60132	165431.6	8.667454	0.996877	0.9992	1.0008	1.00313	5.460375
4840	-517.884	-510.4225	-7.461492	743878.7	12.25277	0.998527	0.999623	1.00038	1.00147	3.927739
4850	-532.4691	-510.64	-21.82913	39929.91	10.50749	0.993646	0.998368	1.00162	1.00637	5.234887
4860	-515.4921	-498.9634	-16.52866	5542.963	9.267841	0.982979	0.995588	1.00431	1.01712	4.699104
4870	-526.9844	-502.4992	-24.48522	658459.9	8.016636	0.998434	0.999599	1.0004	1.00157	5.533586
4880	-524.7529	-506.7978	-17.95511	688310.4	11.3127	0.998468	0.999608	1.00039	1.00153	4.838472
4890	-523.345	-506.5616	-16.7834	330970.3	12.13197	0.997791	0.999435	1.00056	1.00221	4.695564
4900	-531.8304	-512.4159	-19.41453	482963.5	12.00624	0.998172	0.999532	1.00047	1.00183	4.921726
4910	-512.8694	-511.8008	-1.068633	153012.8	15.22251	0.996752	0.999168	1.00083	1.00325	3.429596
4920	-503.6318	-493.6282	-10.00359	69311.2	9.986364	0.995176	0.998763	1.00123	1.00483	4.074552
4930	-520.0415	-497.0737	-22.96781	865892.8	9.918909	0.998634	0.999651	1.00035	1.00137	5.375794
4940	-515.6966	-492.928	-22.76863	459789.5	13.11576	0.998126	0.999521	1.00048	1.00188	5.08788
4950	-523.5531	-505.8524	-17.70072	134495.5	9.288847	0.996536	0.999113	1.00088	1.00347	4.826636
4960	-507.4109	-493.2765	-14.13445	611042.7	11.0972	0.998374	0.999584	1.00041	1.00163	4.503634
4970	-524.8009	-501.5907	-23.21021	912575.3	9.596292	0.99867	0.99966	1.00034	1.00133	5.412773
4980	-515.2007	-498.3521	-16.84859	692804.4	10.20949	0.998473	0.99961	1.00039	1.00153	4.76197
4990	-525.5948	-509.8413	-15.7535	992906.2	10.0984	0.998725	0.999674	1.00033	1.00128	4.65286
