Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2500	-516.4968	-500.2048	-16.29202	531576.6	8.967288	0.998257	0.999554	1.00044	1.00174	4.649421
2510	-532.672	-511.6886	-20.98338	796453.5	11.6031	0.998576	0.999636	1.00036	1.00142	5.084766
2520	-539.0352	-512.457	-26.57815	32955.36	9.254994	0.993007	0.998203	1.00178	1.00701	5.784107
2530	-512.3665	-500.6087	-11.75782	537503.9	12.84766	0.998267	0.999557	1.00044	1.00173	4.259213
2540	-517.7658	-504.1915	-13.57438	322835	16.95023	0.997764	0.999428	1.00057	1.00224	4.120893
2550	-514.7546	-506.8312	-7.923332	203306.9	11.63744	0.997182	0.999279	1.00072	1.00282	3.959877
2560	-530.5086	-507.9483	-22.56031	765172.6	8.819323	0.998547	0.999628	1.00037	1.00145	5.345313
2570	-515.9011	-493.0473	-22.85374	780925	11.12033	0.998562	0.999632	1.00037	1.00144	5.287486
2580	-514.6913	-498.0167	-16.67461	88814.56	13.03113	0.995738	0.998907	1.00109	1.00427	4.629236
2590	-534.4651	-514.9689	-19.49621	13043.24	8.802201	0.988892	0.997135	1.00282	1.01115	4.996733
2600	-505.4198	-483.3991	-22.02071	894182	8.257631	0.998656	0.999656	1.00034	1.00134	5.25073
2610	-514.2592	-493.527	-20.73223	719213.9	11.3218	0.998502	0.999617	1.00038	1.0015	5.083334
2620	-517.3211	-497.8581	-19.46303	650085.7	10.08937	0.998424	0.999597	1.0004	1.00158	5.020348
2630	-518.0384	-495.6881	-22.35038	674257	10.8499	0.998452	0.999604	1.00039	1.00155	5.262144
2640	-504.4808	-488.3622	-16.1186	100341	10.22351	0.99599	0.998972	1.00102	1.00402	4.690608
2650	-518.4394	-511.4837	-6.955702	222728.3	11.30921	0.997308	0.999311	1.00069	1.00269	3.866029
2660	-519.8549	-504.397	-15.45785	247741.8	11.98505	0.997447	0.999347	1.00065	1.00255	4.59313
2670	-513.1813	-501.0774	-12.10398	798689	11.35768	0.998578	0.999636	1.00036	1.00142	4.321168
2680	-510.299	-496.5118	-13.78723	693470.4	13.01127	0.998474	0.99961	1.00039	1.00153	4.408715
2690	-518.149	-494.8652	-23.28378	992475	11.4841	0.998724	0.999674	1.00033	1.00128	5.294058
2700	-521.5811	-499.2758	-22.30533	53757.08	9.293229	0.994523	0.998594	1.00139	1.00549	5.322334
2710	-505.4322	-494.4141	-11.01809	624432.3	10.63486	0.998392	0.999589	1.00041	1.00161	4.21101
2720	-510.229	-491.7198	-18.50915	872952	10.40719	0.99864	0.999652	1.00035	1.00136	4.921256
2730	-518.9092	-503.4853	-15.4239	754388.2	11.43191	0.998537	0.999626	1.00037	1.00146	4.611281
2740	-532.2323	-504.3809	-27.85145	983466.2	7.957428	0.998719	0.999672	1.00033	1.00128	5.951767
2750	-512.7995	-497.4151	-15.38442	600689.6	8.84116	0.99836	0.999581	1.00042	1.00164	4.534236
2760	-526.4232	-503.6174	-22.80585	449736	10.50542	0.998105	0.999515	1.00048	1.0019	5.327975
2770	-521.839	-496.5753	-25.26367	835354.9	10.33433	0.99861	0.999644	1.00035	1.00139	5.576291
2780	-515.7195	-499.2575	-16.46197	115725.3	12.12391	0.996266	0.999043	1.00095	1.00374	4.669511
2790	-532.0312	-504.0277	-28.00349	244118	6.805515	0.997429	0.999342	1.00066	1.00257	5.843522
2800	-522.1119	-505.6902	-16.42174	161673.9	12.20831	0.99684	0.999191	1.00081	1.00316	4.661532
2810	-527.1805	-507.3631	-19.81747	630461.1	9.507307	0.9984	0.999591	1.00041	1.0016	5.058477
2820	-520.9838	-495.6771	-25.30671	673488.1	7.232357	0.998452	0.999604	1.0004	1.00155	5.54293
2830	-520.1845	-500.7109	-19.47356	218961.7	8.632345	0.997285	0.999305	1.00069	1.00272	4.981243
2840	-511.3746	-495.715	-15.65957	532896.8	12.75117	0.998259	0.999555	1.00044	1.00174	4.568797
2850	-516.6479	-501.1401	-15.50781	453174.6	14.11051	0.998112	0.999517	1.00048	1.00189	4.464758
2860	-516.8433	-495.3064	-21.53693	564696.4	11.8901	0.998309	0.999567	1.00043	1.00169	5.108562
2870	-515.3475	-489.3533	-25.99414	228914.2	9.534969	0.997345	0.99932	1.00068	1.00266	5.706552
2880	-518.8317	-500.3902	-18.44149	555748.3	10.2429	0.998295	0.999564	1.00043	1.00171	4.917565
2890	-514.6049	-497.5296	-17.07538	313585.7	11.11141	0.997731	0.999419	1.00058	1.00227	4.768169
2900	-513.6528	-501.3315	-12.32129	283356.2	11.86213	0.997613	0.999389	1.00061	1.00239	4.334058
2910	-512.592	-494.0895	-18.50256	465012	11.09674	0.998137	0.999523	1.00048	1.00186	4.897278
2920	-518.9751	-495.0979	-23.87721	848103.8	8.085944	0.99862	0.999647	1.00035	1.00138	5.463542
2930	-523.8174	-496.2391	-27.57823	983529.1	8.089437	0.998719	0.999672	1.00033	1.00128	5.921333
2940	-503.4042	-491.1843	-12.21992	218234.4	12.23274	0.99728	0.999304	1.00069	1.00272	4.316668
2950	-505.8084	-500.1303	-5.678086	976454	10.56124	0.998714	0.999671	1.00033	1.00129	3.702591
2960	-511.3539	-505.4702	-5.883634	545846.2	17.01389	0.99828	0.99956	1.00044	1.00172	3.663934
2970	-516.6034	-496.4087	-20.19475	62045.92	7.976737	0.994902	0.998692	1.0013	1.00511	4.992491
2980	-523.0523	-509.8297	-13.22254	574891.3	8.232113	0.998324	0.999571	1.00043	1.00168	4.17969
2990	-522.4066	-500.7622	-21.64443	50871.71	8.500901	0.99437	0.998555	1.00143	1.00564	5.224672
3000	-515.0704	-492.8262	-22.2442	475850.4	9.64286	0.998158	0.999529	1.00047	1.00184	5.311092
3010	-522.1754	-499.9315	-22.24388	33075.79	9.24975	0.993019	0.998206	1.00178	1.007	5.315791
3020	-525.1527	-512.2562	-12.89658	709020.8	12.03405	0.998491	0.999614	1.00039	1.00151	4.378069
3030	-519.1344	-495.3724	-23.76193	540862.3	9.726544	0.998272	0.999558	1.00044	1.00173	5.465024
3040	-517.825	-500.3894	-17.43567	487757.3	7.930238	0.998181	0.999535	1.00046	1.00182	4.63742
3050	-528.1251	-505.9875	-22.13761	540415	12.32943	0.998271	0.999558	1.00044	1.00173	5.118205
3060	-518.4459	-496.3227	-22.1232	633388.9	7.564886	0.998403	0.999592	1.00041	1.0016	5.172714
3070	-524.7992	-497.7509	-27.04828	954470.5	7.8628	0.998699	0.999667	1.00033	1.0013	5.846058
3080	-522.9505	-508.304	-14.64653	966490.2	9.652974	0.998707	0.999669	1.00033	1.00129	4.523776
3090	-519.3428	-502.2896	-17.05312	742556.2	10.12682	0.998525	0.999623	1.00038	1.00148	4.781728
3100	-523.5378	-511.17	-12.36786	713319.1	11.73959	0.998495	0.999615	1.00038	1.00151	4.34024
3110	-525.9203	-504.88	-21.04033	569556.4	8.416729	0.998316	0.999569	1.00043	1.00168	5.146853
3120	-528.1199	-508.8357	-19.28414	381719.8	9.380953	0.997943	0.999474	1.00052	1.00206	4.999715
3130	-521.0952	-507.8336	-13.26159	915577.5	11.53894	0.998672	0.99966	1.00034	1.00133	4.420449
3140	-524.311	-496.7854	-27.52555	439903.6	8.139247	0.998084	0.99951	1.00049	1.00192	5.915863
3150	-525.5677	-504.0727	-21.49502	227139	9.690275	0.997334	0.999318	1.00068	1.00267	5.232629
3160	-509.403	-501.9859	-7.417155	323087.3	14.06448	0.997765	0.999428	1.00057	1.00224	3.892922
3170	-530.501	-508.5635	-21.93745	761210.5	10.54054	0.998543	0.999628	1.00037	1.00146	5.243317
3180	-526.6531	-509.7336	-16.9195	934042.2	10.84797	0.998685	0.999664	1.00034	1.00132	4.761644
3190	-515.1354	-510.679	-4.45639	225135.2	15.12539	0.997322	0.999314	1.00068	1.00268	3.655299
3200	-517.7699	-504.213	-13.55689	784659.8	13.66112	0.998565	0.999633	1.00037	1.00144	4.35457
3210	-518.2993	-490.325	-27.97429	787042.4	8.697745	0.998568	0.999634	1.00037	1.00143	5.963889
3220	-519.2961	-501.3865	-17.90956	779930.5	11.63523	0.998561	0.999632	1.00037	1.00144	4.81811
3230	-509.0036	-500.34	-8.663586	270457.2	15.28732	0.997557	0.999375	1.00062	1.00245	3.925195
3240	-518.2182	-505.6646	-12.55358	873235.6	9.30063	0.99864	0.999652	1.00035	1.00136	4.2738
3250	-519.4354	-503.0918	-16.34359	600973.3	10.56081	0.998361	0.999581	1.00042	1.00164	4.712467
3260	-525.7968	-509.0876	-16.70917	780672.9	8.949242	0.998562	0.999632	1.00037	1.00144	4.694333
3270	-525.192	-501.4219	-23.77009	146465.7	8.241849	0.996681	0.99915	1.00085	1.00332	5.461586
3280	-521.936	-510.2651	-11.67094	777368.2	10.44634	0.998559	0.999631	1.00037	1.00144	4.26579
3290	-514.0251	-495.0785	-18.9466	405532.6	11.68873	0.998005	0.999489	1.00051	1.002	4.903879
3300	-518.9086	-504.8127	-14.09588	479964.6	11.1713	0.998166	0.999531	1.00047	1.00184	4.499365
3310	-521.855	-508.3739	-13.48111	452247.5	9.555198	0.99811	0.999517	1.00048	1.00189	4.395807
3320	-525.5461	-500.5325	-25.0136	548413.3	8.52477	0.998284	0.999561	1.00044	1.00172	5.621478
3330	-516.937	-493.117	-23.82004	634836.1	8.206933	0.998405	0.999592	1.00041	1.0016	5.465378
3340	-531.844	-509.6184	-22.22565	535265.9	11.71932	0.998263	0.999556	1.00044	1.00174	5.18173
3350	-510.4465	-496.015	-14.4316	625540.8	11.22564	0.998393	0.999589	1.00041	1.00161	4.528569
3360	-523.0055	-506.0669	-16.93864	928741	9.136155	0.998681	0.999663	1.00034	1.00132	4.734708
3370	-512.9328	-500.4643	-12.46849	19819.02	11.07059	0.990985	0.997679	1.00229	1.00904	4.353395
3380	-523.2136	-500.3487	-22.86496	3649.776	8.329209	0.979039	0.994548	1.0053	1.02112	5.358095
3390	-513.5349	-494.0002	-19.53469	69598.59	10.12156	0.995186	0.998765	1.00123	1.00482	5.026876
3400	-522.2804	-504.6088	-17.67157	551183.1	9.251421	0.998288	0.999562	1.00044	1.00171	4.821563
3410	-513.7413	-496.6302	-17.11111	273289	10.35281	0.99757	0.999378	1.00062	1.00243	4.787308
3420	-528.0333	-504.0917	-23.94159	878368.2	9.145245	0.998644	0.999653	1.00035	1.00136	5.501095
3430	-532.677	-505.345	-27.33204	17472.41	6.811521	0.9904	0.997528	1.00244	1.00963	5.746223
3440	-511.1447	-501.6799	-9.464776	417581.9	14.04836	0.998034	0.999497	1.0005	1.00197	4.03921
3450	-517.4606	-501.3245	-16.13614	987871.8	12.92609	0.998721	0.999673	1.00033	1.00128	4.594889
3460	-516.1797	-506.5948	-9.584864	406329.6	12.5382	0.998007	0.99949	1.00051	1.00199	4.096792
3470	-504.9253	-486.3889	-18.53635	860682.2	9.425297	0.99863	0.99965	1.00035	1.00137	4.92143
3480	-515.32	-505.1522	-10.16776	810481.2	12.7223	0.998588	0.999639	1.00036	1.00141	4.138864
3490	-509.7791	-491.2302	-18.54895	126607.8	9.998267	0.99643	0.999085	1.00091	1.00357	4.930223
3500	-509.3505	-493.0271	-16.3234	192305.4	7.03943	0.997103	0.999258	1.00074	1.0029	4.228295
3510	-516.9304	-499.2945	-17.63594	344723.9	9.262352	0.997836	0.999446	1.00055	1.00217	4.818292
3520	-516.2876	-501.7761	-14.51149	763312.9	11.13691	0.998545	0.999628	1.00037	1.00146	4.537076
3530	-513.1921	-493.9374	-19.2547	74799.78	10.19465	0.995356	0.998809	1.00118	1.00465	4.997933
3540	-513.8848	-494.8784	-19.00647	69949.46	9.763174	0.995198	0.998768	1.00122	1.00481	4.976324
3550	-523.1285	-496.6374	-26.49112	103217.3	12.89252	0.996046	0.998987	1.00101	1.00396	5.400264
3560	-524.8993	-500.0391	-24.86012	184227.2	10.73817	0.99704	0.999242	1.00075	1.00296	5.503537
3570	-503.2436	-493.9726	-9.271043	720788.2	13.62268	0.998503	0.999617	1.00038	1.0015	4.042262
3580	-519.7884	-503.0905	-16.69794	821348	8.495851	0.998598	0.999641	1.00036	1.0014	4.642105
3590	-518.9345	-494.7218	-24.21269	910152.5	9.903789	0.998668	0.999659	1.00034	1.00133	5.502148
3600	-518.4062	-488.9842	-29.42196	298152.8	7.948158	0.997673	0.999404	1.00059	1.00233	6.149056
3610	-523.7569	-503.0518	-20.70513	230381.3	8.647002	0.997353	0.999322	1.00068	1.00265	5.124894
3620	-514.4797	-491.6208	-22.8589	763702.5	9.267112	0.998546	0.999628	1.00037	1.00145	5.382143
3630	-525.3915	-496.4948	-28.89669	833798.5	8.436781	0.998608	0.999644	1.00036	1.00139	6.079732
3640	-518.6189	-496.0601	-22.55873	311715.1	9.552886	0.997724	0.999418	1.00058	1.00228	5.345876
3650	-518.4577	-492.412	-26.04573	463450.7	8.039576	0.998133	0.999522	1.00048	1.00187	5.729456
3660	-530.4723	-504.0589	-26.41341	51414.42	11.26257	0.9944	0.998563	1.00143	1.00561	5.591798
3670	-520.6819	-503.0123	-17.66957	356308.7	13.76308	0.997871	0.999455	1.00054	1.00213	4.647202
3680	-520.1616	-502.4837	-17.6779	871636.2	8.180028	0.998639	0.999652	1.00035	1.00136	4.712668
3690	-520.4186	-506.8924	-13.52621	348828.5	10.37082	0.997849	0.999449	1.00055	1.00215	4.441523
3700	-539.1098	-509.1972	-29.91258	719185.7	8.519489	0.998502	0.999617	1.00038	1.0015	6.19641
3710	-530.5924	-507.8099	-22.78251	260895.4	10.24005	0.997513	0.999363	1.00063	1.00249	5.341529
3720	-515.4935	-491.4829	-24.01061	91251.98	9.416208	0.995795	0.998922	1.00107	1.00421	5.502513
3730	-526.6803	-492.1576	-34.52269	655090.7	5.613089	0.99843	0.999598	1.0004	1.00157	6.538579
3740	-517.1718	-501.3679	-15.80399	961061.1	9.538682	0.998704	0.999669	1.00033	1.0013	4.638037
3750	-517.1337	-498.4442	-18.68954	825519.5	9.954366	0.998601	0.999642	1.00036	1.0014	4.944426
3760	-519.2816	-501.8559	-17.4257	832333	11.73445	0.998607	0.999644	1.00036	1.00139	4.77135
3770	-518.7789	-489.0881	-29.69081	102831.9	9.516556	0.996039	0.998985	1.00101	1.00397	6.096067
3780	-519.9755	-490.4773	-29.49825	84470.5	8.645867	0.99563	0.99888	1.00111	1.00438	6.14185
3790	-534.6392	-501.231	-33.40824	333082.2	7.947634	0.997798	0.999437	1.00056	1.0022	6.65062
3800	-536.9349	-510.2415	-26.6934	608399	8.301463	0.998371	0.999583	1.00042	1.00163	5.81735
3810	-525.7493	-494.8085	-30.94083	153812.5	6.935703	0.996761	0.99917	1.00083	1.00324	6.292928
3820	-530.7715	-499.1445	-31.62701	395682.4	10.83194	0.99798	0.999483	1.00052	1.00202	6.119815
3830	-521.4761	-495.1219	-26.35424	911968.2	9.612864	0.998669	0.99966	1.00034	1.00133	5.739317
3840	-516.7888	-503.7666	-13.02216	175819.1	11.11992	0.99697	0.999224	1.00077	1.00303	4.403377
3850	-520.8413	-508.5443	-12.29699	820350.8	12.09258	0.998597	0.999641	1.00036	1.0014	4.326791
3860	-519.7138	-502.7212	-16.99263	640043.4	8.895904	0.998412	0.999594	1.00041	1.00159	4.721272
3870	-525.7318	-498.9135	-26.81832	69206.61	8.547308	0.995172	0.998762	1.00123	1.00484	5.833027
3880	-518.9104	-507.7748	-11.1356	38614.44	12.52042	0.993539	0.99834	1.00164	1.00648	4.22097
3890	-516.3793	-503.5041	-12.87519	82174.84	10.85037	0.995569	0.998864	1.00113	1.00444	4.388852
3900	-510.2012	-500.9128	-9.288398	277410.6	12.16611	0.997588	0.999383	1.00062	1.00241	4.077551
3910	-529.0992	-509.6407	-19.45846	129451.7	9.622199	0.996469	0.999095	1.0009	1.00354	5.022046
3920	-521.2587	-499.1937	-22.06495	805789.2	9.676922	0.998584	0.999638	1.00036	1.00142	5.291754
3930	-516.3283	-501.8659	-14.46237	203306.1	11.25827	0.997182	0.999279	1.00072	1.00282	4.530745
3940	-519.8865	-499.2784	-20.60812	892931.1	9.880667	0.998655	0.999656	1.00034	1.00135	5.138616
3950	-511.7281	-494.5705	-17.15765	451809.5	10.14994	0.99811	0.999516	1.00048	1.00189	4.792138
3960	-513.9478	-497.9004	-16.0474	810615.8	9.737395	0.998589	0.999639	1.00036	1.00141	4.672293
3970	-507.866	-499.1427	-8.723253	858124.3	10.27873	0.998628	0.999649	1.00035	1.00137	3.971581
3980	-508.541	-499.0554	-9.485627	357426.7	15.48478	0.997875	0.999456	1.00054	1.00213	3.967948
3990	-512.4971	-497.4142	-15.08289	270754.1	11.0509	0.997558	0.999375	1.00062	1.00244	4.589871
4000	-513.7615	-508.4927	-5.268795	747745.7	11.47652	0.99853	0.999624	1.00038	1.00147	3.725027
4010	-515.7148	-505.9801	-9.734705	487570.7	12.31531	0.99818	0.999534	1.00046	1.00182	4.112445
4020	-535.9311	-516.3277	-19.60344	545786.8	9.830286	0.99828	0.99956	1.00044	1.00172	5.037254
4030	-514.73	-501.5312	-13.19879	538909.1	10.65518	0.998269	0.999557	1.00044	1.00173	4.416396
4040	-528.719	-510.1033	-18.61574	89188.87	9.86691	0.995747	0.99891	1.00108	1.00426	4.936933
4050	-511.6891	-510.4358	-1.253285	274677.2	11.99621	0.997576	0.999379	1.00062	1.00243	3.40854
4060	-533.0786	-512.5344	-20.5442	102048.3	8.688068	0.996024	0.998981	1.00101	1.00398	5.109014
4070	-537.2347	-501.3927	-35.84205	360233.2	6.423148	0.997883	0.999458	1.00054	1.00212	6.964519
4080	-528.4283	-504.676	-23.75223	754070.6	10.7295	0.998537	0.999626	1.00037	1.00146	5.40105
4090	-517.228	-503.4895	-13.73851	848748.7	8.981516	0.998621	0.999647	1.00035	1.00138	4.366435
4100	-514.6215	-497.6791	-16.94239	437154.3	12.06725	0.998078	0.999508	1.00049	1.00192	4.712389
4110	-522.4777	-506.5074	-15.97024	400952.2	10.19688	0.997993	0.999487	1.00051	1.00201	4.675786
4120	-517.8447	-495.0661	-22.77862	590705.3	10.38228	0.998347	0.999577	1.00042	1.00165	5.332998
4130	-521.9199	-506.3562	-15.5637	532048.9	9.08553	0.998258	0.999554	1.00044	1.00174	4.57968
4140	-514.1567	-495.3218	-18.83495	370470.4	10.76373	0.997912	0.999466	1.00053	1.00209	4.941491
4150	-527.2471	-511.178	-16.06916	285594.7	9.427463	0.997622	0.999391	1.00061	1.00238	4.659794
4160	-524.7023	-510.9918	-13.71052	964409.7	12.26239	0.998706	0.999669	1.00033	1.00129	4.437374
4170	-521.9064	-501.6479	-20.25843	111608	9.539334	0.996198	0.999026	1.00097	1.00381	5.105027
4180	-523.5434	-513.5951	-9.948305	434042.4	10.05389	0.998071	0.999507	1.00049	1.00193	4.074528
4190	-521.7426	-503.8517	-17.89094	391178.3	9.545337	0.997968	0.99948	1.00052	1.00203	4.857026
4200	-522.4327	-497.9036	-24.52911	696330.4	11.08123	0.998477	0.999611	1.00039	1.00152	5.441827
4210	-520.294	-507.6203	-12.67374	465677.4	11.50335	0.998138	0.999524	1.00048	1.00186	4.369945
4220	-513.8269	-499.0813	-14.74564	847839.4	10.90965	0.99862	0.999647	1.00035	1.00138	4.560837
4230	-519.6296	-501.7486	-17.881	70314.29	12.04094	0.99521	0.998772	1.00122	1.0048	4.791831
4240	-515.268	-495.9807	-19.28726	256557.9	11.04756	0.997492	0.999358	1.00064	1.00251	4.970494
4250	-523.5822	-506.907	-16.67524	765472.6	11.69165	0.998548	0.999629	1.00037	1.00145	4.709423
4260	-527.8627	-514.5567	-13.30602	840714.9	15.44398	0.998614	0.999646	1.00035	1.00139	4.217617
4270	-513.7918	-499.6625	-14.12937	20255.49	13.69934	0.991083	0.997705	1.00227	1.00895	4.394053
4280	-501.2504	-497.0396	-4.210828	820933.3	13.61678	0.998597	0.999641	1.00036	1.0014	3.670861
4290	-518.8828	-499.7601	-19.12268	32321.27	14.16785	0.992939	0.998185	1.0018	1.00708	4.715623
4300	-520.1647	-503.394	-16.77067	31782.63	11.90961	0.992879	0.99817	1.00181	1.00714	4.706684
4310	-516.2398	-505.7004	-10.53941	564343.7	10.10956	0.998308	0.999567	1.00043	1.00169	4.137316
4320	-520.6297	-502.5538	-18.07592	142516.7	9.379431	0.996635	0.999138	1.00086	1.00337	4.87086
4330	-517.6437	-503.3097	-14.33399	372732.1	11.41757	0.997919	0.999467	1.00053	1.00208	4.516258
4340	-514.5182	-498.2677	-16.25045	475776.9	9.444326	0.998158	0.999529	1.00047	1.00184	4.679963
4350	-512.8153	-496.6408	-16.17445	103248.4	12.09045	0.996047	0.998987	1.00101	1.00396	4.647549
4360	-506.7074	-496.2418	-10.46563	189559.2	11.23805	0.997082	0.999253	1.00074	1.00292	4.175456
4370	-510.3941	-505.4896	-4.9045	652891.8	10.77341	0.998427	0.999598	1.0004	1.00157	3.648087
4380	-519.7506	-508.5143	-11.2363	828198.4	9.835347	0.998604	0.999643	1.00036	1.0014	4.186506
4390	-525.6413	-503.6194	-22.02191	534397.4	10.63348	0.998262	0.999555	1.00044	1.00174	5.245788
4400	-513.4031	-493.3087	-20.09438	733690.1	8.614207	0.998516	0.999621	1.00038	1.00148	5.051769
4410	-525.4294	-512.3037	-13.12565	844027.7	9.92188	0.998617	0.999646	1.00035	1.00138	4.383698
4420	-520.6526	-507.3698	-13.28274	193383.3	9.727265	0.997111	0.99926	1.00074	1.00289	4.387693
4430	-525.7778	-508.3619	-17.41591	186451.6	10.17537	0.997058	0.999247	1.00075	1.00295	4.817584
4440	-523.9007	-506.6842	-17.21656	112869.7	12.0549	0.996219	0.999031	1.00096	1.00379	4.735834
4450	-502.9517	-497.3722	-5.579561	39848.33	12.37207	0.99364	0.998366	1.00162	1.00637	3.775767
4460	-513.4571	-499.0257	-14.43141	12049.64	10.23396	0.988444	0.997019	1.00293	1.0116	4.525843
4470	-522.0446	-493.2273	-28.81724	55526.04	8.298221	0.994611	0.998617	1.00137	1.0054	6.07324
4480	-511.7699	-503.5028	-8.267108	351735.7	9.382972	0.997858	0.999452	1.00055	1.00214	3.825614
4490	-520.917	-501.5973	-19.31977	527268.5	11.16168	0.99825	0.999552	1.00045	1.00175	4.967499
4500	-522.168	-507.6095	-14.55846	578442.8	9.061073	0.998329	0.999573	1.00043	1.00167	4.466468
4510	-505.8008	-489.1235	-16.67733	56121.17	9.822819	0.99464	0.998624	1.00137	1.00537	4.7394
4520	-512.9668	-497.4137	-15.55307	608361.8	10.61535	0.998371	0.999583	1.00042	1.00163	4.637506
4530	-517.6938	-503.6628	-14.03104	540679.8	10.46831	0.998272	0.999558	1.00044	1.00173	4.492105
4540	-518.6635	-504.3052	-14.35828	188491.5	12.32192	0.997074	0.999251	1.00075	1.00293	4.487585
4550	-518.9158	-505.6722	-13.24355	184305.3	11.9088	0.997041	0.999242	1.00075	1.00296	4.410549
4560	-520.5269	-504.5412	-15.98568	149093.7	9.40535	0.99671	0.999157	1.00084	1.00329	4.649611
4570	-516.976	-506.1539	-10.82206	712319.8	10.11935	0.998494	0.999615	1.00038	1.00151	4.16593
4580	-517.8478	-510.1607	-7.687047	871104.3	10.78742	0.998638	0.999652	1.00035	1.00136	3.907178
4590	-517.3628	-496.9632	-20.3996	101585.9	13.91884	0.996015	0.998979	1.00102	1.00399	4.830333
4600	-530.0127	-505.2022	-24.81048	257386	11.02277	0.997496	0.999359	1.00064	1.00251	5.472802
4610	-523.1662	-503.3728	-19.79336	262196.3	10.69572	0.997519	0.999365	1.00063	1.00248	5.033568
4620	-515.8601	-496.9141	-18.94607	4151.232	13.47989	0.980341	0.994892	1.00497	1.0198	4.765071
4630	-520.2554	-496.7901	-23.46531	783599.8	9.120342	0.998564	0.999633	1.00037	1.00144	5.449193
4640	-518.1734	-507.6243	-10.54917	350971.9	12.29252	0.997855	0.999451	1.00055	1.00215	4.179012
4650	-536.5415	-513.0926	-23.44887	752618.5	9.709947	0.998535	0.999625	1.00037	1.00147	5.433497
4660	-542.7555	-506.8234	-35.93216	437995.5	8.525404	0.99808	0.999509	1.00049	1.00192	6.902199
4670	-514.0941	-503.1553	-10.93885	208755.1	13.1285	0.997219	0.999288	1.00071	1.00278	4.185443
4680	-515.864	-496.3456	-19.51842	54127.31	11.76171	0.994542	0.998599	1.00139	1.00547	4.947817
4690	-519.4553	-496.0578	-23.39746	28546.6	7.779077	0.992487	0.998068	1.00191	1.00753	5.371635
4700	-523.5211	-495.4461	-28.07501	259734.1	8.89033	0.997507	0.999362	1.00064	1.0025	5.967327
4710	-529.6335	-494.6186	-35.01492	950624.5	8.951174	0.998697	0.999667	1.00033	1.0013	6.739573
4720	-521.2715	-498.9297	-22.34178	537691.3	7.71985	0.998267	0.999557	1.00044	1.00173	5.22714
4730	-526.4163	-515.6129	-10.80336	897087.8	9.23619	0.998658	0.999657	1.00034	1.00134	4.077127
4740	-528.6955	-510.3286	-18.36687	181359.1	9.253159	0.997017	0.999236	1.00076	1.00299	4.896797
4750	-539.3868	-517.4462	-21.94065	485106.4	9.310877	0.998176	0.999533	1.00047	1.00183	5.283091
4760	-546.2416	-525.2347	-21.00696	367129	11.25559	0.997903	0.999463	1.00054	1.0021	5.112246
4770	-528.1027	-509.8397	-18.26305	79801.08	11.60654	0.995504	0.998847	1.00115	1.0045	4.850122
4780	-518.2422	-501.2294	-17.01286	320154.5	11.40263	0.997754	0.999425	1.00057	1.00225	4.751515
4790	-521.7238	-505.7104	-16.01348	403408	8.693234	0.997999	0.999488	1.00051	1.002	4.588169
4800	-529.7432	-506.9412	-22.80205	206181.9	8.257712	0.997202	0.999284	1.00071	1.0028	5.345357
4810	-522.2371	-503.2573	-18.9798	910055.6	11.63358	0.998668	0.999659	1.00034	1.00133	4.910196
4820	-532.9027	-503.1969	-29.70577	728076.3	6.995256	0.998511	0.999619	1.00038	1.00149	6.123429
4830	-531.229	-500.0727	-31.15628	378014.4	7.23774	0.997933	0.999471	1.00053	1.00207	6.352105
4840	-534.9428	-505.182	-29.7608	226348	7.070029	0.99733	0.999316	1.00068	1.00267	6.141033
4850	-526.9048	-507.6315	-19.2733	243912.8	8.169524	0.997427	0.999341	1.00066	1.00257	4.906249
4860	-513.5854	-496.0773	-17.50808	509710	13.67482	0.99822	0.999545	1.00045	1.00178	4.642685
4870	-532.7091	-515.7639	-16.9452	477722.8	12.59397	0.998162	0.99953	1.00047	1.00184	4.68017
4880	-522.0397	-494.2834	-27.75631	514728.1	8.953374	0.998229	0.999547	1.00045	1.00177	5.928556
4890	-531.6971	-504.8888	-26.8083	792413.9	7.284065	0.998572	0.999635	1.00036	1.00143	5.758189
4900	-508.4157	-491.4982	-16.91747	677165.4	12.58942	0.998456	0.999605	1.00039	1.00155	4.678267
4910	-527.0813	-500.5932	-26.48808	88712.61	8.235728	0.995736	0.998907	1.00109	1.00427	5.791217
4920	-513.1424	-490.7462	-22.39618	301072.5	9.44079	0.997684	0.999407	1.00059	1.00232	5.330744
4930	-525.0085	-495.1032	-29.90531	826152.7	7.227762	0.998602	0.999642	1.00036	1.0014	6.178337
4940	-531.6959	-496.0312	-35.66466	789651.4	6.04013	0.99857	0.999634	1.00037	1.00143	6.870337
4950	-536.9886	-503.7999	-33.18871	777603.5	7.849479	0.998559	0.999631	1.00037	1.00144	6.627574
4960	-528.1531	-507.5278	-20.62526	277820.3	13.42753	0.997589	0.999383	1.00061	1.00241	4.894706
4970	-512.4129	-496.0088	-16.40409	872084	10.11478	0.998639	0.999652	1.00035	1.00136	4.717493
4980	-512.0788	-495.4083	-16.67046	393272.2	7.985228	0.997974	0.999482	1.00052	1.00203	4.552414
4990	-518.2429	-499.4787	-18.76415	600499.3	12.13369	0.99836	0.999581	1.00042	1.00164	4.85871
