Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
190	-521.708	-500.898	-20.81002	171900.3	9.14539	0.996936	0.999215	1.00078	1.00307	5.158673
200	-518.2397	-496.4788	-21.76086	396329.6	9.168695	0.997982	0.999484	1.00051	1.00202	5.262914
210	-516.6118	-503.5499	-13.06191	747447.6	12.71119	0.99853	0.999624	1.00038	1.00147	4.366836
220	-517.7432	-503.0863	-14.65687	776435.7	12.54248	0.998558	0.999631	1.00037	1.00144	4.501099
230	-515.474	-502.467	-13.00699	712365.6	8.850641	0.998494	0.999615	1.00038	1.00151	4.266724
240	-520.4479	-504.3158	-16.13207	621659.2	9.724866	0.998388	0.999588	1.00041	1.00161	4.680525
250	-505.3127	-486.7129	-18.59973	971920.4	11.49127	0.998711	0.99967	1.00033	1.00129	4.885782
260	-503.9324	-488.8415	-15.09085	447067.5	9.545512	0.9981	0.999514	1.00048	1.0019	4.563691
270	-518.5691	-495.3073	-23.26182	682517.5	7.949123	0.998462	0.999607	1.00039	1.00154	5.374118
280	-505.8929	-495.1302	-10.76268	350780.7	11.59731	0.997855	0.999451	1.00055	1.00215	4.203909
290	-513.9315	-497.5552	-16.37629	596795.4	10.79341	0.998355	0.999579	1.00042	1.00165	4.712572
300	-522.57	-505.5824	-16.98763	608268.1	10.70481	0.998371	0.999583	1.00042	1.00163	4.771071
310	-510.4053	-498.061	-12.34428	556423.1	9.36706	0.998296	0.999564	1.00043	1.0017	4.258479
320	-527.3909	-507.0018	-20.3891	990813.3	11.44481	0.998723	0.999674	1.00033	1.00128	5.044721
330	-514.2962	-504.4088	-9.88742	756013.2	14.13597	0.998538	0.999626	1.00037	1.00146	4.065265
340	-531.3587	-504.4407	-26.91793	899265.4	11.81479	0.99866	0.999657	1.00034	1.00134	5.570419
350	-524.428	-499.9964	-24.43156	273507.7	9.318804	0.997571	0.999378	1.00062	1.00243	5.550384
360	-543.8382	-520.8303	-23.00787	986116.4	9.558088	0.99872	0.999673	1.00033	1.00128	5.392753
370	-531.7422	-502.248	-29.49413	81092.12	8.068757	0.99554	0.998856	1.00114	1.00447	6.15829
380	-534.6034	-505.6317	-28.97171	300202.3	6.237501	0.997681	0.999406	1.00059	1.00232	5.836498
390	-526.5471	-505.6514	-20.89576	160998.7	8.559908	0.996834	0.999189	1.00081	1.00317	5.141028
400	-521.2614	-504.3235	-16.93788	576210.4	12.20183	0.998326	0.999572	1.00043	1.00168	4.704195
410	-514.1717	-498.7765	-15.39522	752004.8	10.33371	0.998535	0.999625	1.00037	1.00147	4.621365
420	-507.89	-499.5804	-8.309562	199369.6	14.75397	0.997155	0.999271	1.00073	1.00285	3.927572
430	-524.1745	-508.6478	-15.52668	716380.3	15.7243	0.998499	0.999616	1.00038	1.0015	4.338431
440	-528.5303	-507.765	-20.76527	784063	11.6361	0.998565	0.999633	1.00037	1.00144	5.063481
450	-515.9534	-502.1247	-13.82869	291552.4	11.97392	0.997647	0.999398	1.0006	1.00236	4.457569
460	-521.0744	-505.353	-15.72134	863857.6	9.5038	0.998633	0.99965	1.00035	1.00137	4.627438
470	-506.7401	-493.5547	-13.18544	60161.69	10.63969	0.994822	0.998672	1.00132	1.00519	4.414889
480	-508.5456	-504.1014	-4.4442	588382.7	12.17088	0.998343	0.999576	1.00042	1.00166	3.679501
490	-523.9451	-497.0701	-26.87498	306529.7	9.054228	0.997705	0.999413	1.00059	1.0023	5.826045
500	-546.3467	-518.7259	-27.62086	653502.5	9.717469	0.998428	0.999598	1.0004	1.00157	5.862529
510	-510.4664	-497.6486	-12.81781	929764.5	11.02876	0.998682	0.999663	1.00034	1.00132	4.384833
520	-508.437	-491.6199	-16.81706	800565.9	10.35516	0.99858	0.999637	1.00036	1.00142	4.758898
530	-519.2139	-500.3471	-18.86681	618857.4	10.08758	0.998385	0.999587	1.00041	1.00162	4.961273
540	-516.8942	-501.0413	-15.8529	674441.5	10.47351	0.998453	0.999604	1.00039	1.00155	4.666143
550	-507.148	-497.2445	-9.903516	712123.2	11.5012	0.998494	0.999615	1.00038	1.00151	4.129107
560	-510.114	-504.0832	-6.030831	301697.4	12.93797	0.997687	0.999408	1.00059	1.00232	3.813049
570	-520.8991	-494.1451	-26.75399	541118.5	7.524546	0.998273	0.999558	1.00044	1.00173	5.780703
580	-523.7818	-511.2303	-12.55151	320233.4	11.21206	0.997755	0.999425	1.00057	1.00225	4.361106
590	-522.6075	-499.6119	-22.99556	450299.6	9.022126	0.998106	0.999516	1.00048	1.00189	5.39742
600	-507.4867	-486.2771	-21.20958	423693.5	9.527218	0.998048	0.999501	1.0005	1.00195	5.204805
610	-534.2724	-503.9093	-30.36317	416531	5.682976	0.998031	0.999496	1.0005	1.00197	5.834828
620	-524.5566	-508.4583	-16.09834	322963.5	11.83006	0.997764	0.999428	1.00057	1.00224	4.653953
630	-526.3348	-511.1622	-15.17261	15510.44	13.38595	0.989812	0.997375	1.00259	1.01022	4.491373
640	-526.4051	-505.9235	-20.48161	285261.5	12.93383	0.997621	0.999391	1.00061	1.00238	4.930357
650	-525.1508	-501.3082	-23.84258	678083.1	8.760588	0.998457	0.999605	1.00039	1.00154	5.489959
660	-525.876	-498.4456	-27.4304	170407.1	7.221895	0.996922	0.999212	1.00078	1.00308	5.835088
670	-539.7219	-511.7899	-27.93193	26682.61	9.164976	0.992229	0.998002	1.00198	1.00779	5.936205
680	-543.6195	-518.0326	-25.58683	217707.5	8.023133	0.997277	0.999303	1.00069	1.00273	5.671397
690	-538.1891	-508.8071	-29.38207	779335.3	6.183424	0.998561	0.999632	1.00037	1.00144	5.883837
700	-517.2488	-505.1948	-12.05395	668704.4	12.2735	0.998446	0.999603	1.0004	1.00155	4.301969
710	-537.0793	-514.6629	-22.41643	152356.8	10.22423	0.996745	0.999166	1.00083	1.00326	5.306586
720	-534.7334	-513.1279	-21.60549	815264.1	9.859879	0.998593	0.99964	1.00036	1.00141	5.240133
730	-518.6102	-508.9266	-9.683541	909664.7	10.07251	0.998668	0.999659	1.00034	1.00133	4.049709
740	-514.8459	-506.0329	-8.812995	2112.039	10.90311	0.972478	0.992801	1.00693	1.02779	4.016763
750	-513.2546	-500.2131	-13.04147	60780.69	12.06303	0.994849	0.998678	1.00131	1.00516	4.389251
760	-523.7546	-500.7754	-22.97923	541379.9	8.725684	0.998273	0.999558	1.00044	1.00173	5.390443
770	-516.2124	-503.8672	-12.34517	500616.3	10.38582	0.998204	0.999541	1.00046	1.0018	4.3282
780	-536.9621	-516.6059	-20.35627	360858.2	8.893324	0.997885	0.999459	1.00054	1.00212	5.099256
790	-517.2474	-498.0369	-19.21046	307731.2	10.15691	0.99771	0.999414	1.00058	1.00229	4.994269
800	-522.3753	-508.261	-14.11435	46061.55	9.623555	0.994084	0.998481	1.00151	1.00593	4.466741
810	-514.833	-503.3094	-11.52359	904557.1	11.08804	0.998664	0.999658	1.00034	1.00134	4.268256
820	-517.655	-498.9397	-18.71528	891827.8	11.7924	0.998654	0.999656	1.00034	1.00135	4.877583
830	-529.9403	-516.3895	-13.5508	215167.1	12.23892	0.997261	0.999299	1.0007	1.00274	4.425233
840	-516.3931	-501.7886	-14.60446	674128.6	13.1778	0.998452	0.999604	1.00039	1.00155	4.461709
850	-527.3873	-510.9166	-16.47066	607560.8	8.984213	0.99837	0.999583	1.00042	1.00163	4.670874
860	-511.2344	-499.4073	-11.82708	449880.8	13.7897	0.998106	0.999515	1.00048	1.0019	4.221306
870	-526.8295	-503.8189	-23.01061	127701.9	9.660108	0.996445	0.999089	1.00091	1.00356	5.390025
880	-526.6812	-503.1974	-23.48384	283809.2	9.003265	0.997615	0.99939	1.00061	1.00239	5.451526
890	-517.3165	-502.0739	-15.24261	217412.1	9.740694	0.997275	0.999302	1.00069	1.00273	4.589795
900	-508.3387	-495.6044	-12.73433	949469.6	9.79065	0.998696	0.999667	1.00033	1.0013	4.335812
910	-525.698	-497.9455	-27.75246	930034.3	7.492599	0.998682	0.999663	1.00034	1.00132	5.910503
920	-514.7476	-501.0298	-13.71773	768479.7	12.88019	0.99855	0.999629	1.00037	1.00145	4.410128
930	-520.1227	-502.0926	-18.03009	827870.8	9.157781	0.998603	0.999643	1.00036	1.0014	4.855404
940	-529.5706	-499.7167	-29.85388	612594.2	7.61061	0.998376	0.999585	1.00041	1.00162	6.196593
950	-517.7567	-498.9833	-18.77334	720234.4	10.58624	0.998503	0.999617	1.00038	1.0015	4.941772
960	-512.5884	-498.4375	-14.15091	465398.7	10.5207	0.998137	0.999523	1.00048	1.00186	4.504333
970	-519.7822	-508.4681	-11.31412	137620.9	10.46667	0.996576	0.999123	1.00087	1.00343	4.232499
980	-509.8537	-499.0421	-10.8116	215718.1	10.23631	0.997265	0.9993	1.0007	1.00274	4.172278
990	-514.0066	-496.5052	-17.50134	611666.4	9.343575	0.998375	0.999584	1.00041	1.00163	4.807919
1000	-525.9185	-499.0631	-26.85542	681619.4	8.339709	0.998461	0.999606	1.00039	1.00154	5.837291
1010	-535.1979	-513.8463	-21.35159	63918.57	11.47176	0.994977	0.998711	1.00128	1.00503	5.126758
1020	-527.2898	-504.9442	-22.34562	641097.9	7.643134	0.998413	0.999594	1.00041	1.00159	5.215475
1030	-518.4582	-502.9307	-15.52749	408352.8	10.27828	0.998012	0.999491	1.00051	1.00199	4.633548
1040	-519.8646	-500.1373	-19.72724	788443.1	9.118421	0.998569	0.999634	1.00037	1.00143	5.039258
1050	-524.2826	-510.1794	-14.10316	282029.8	10.22521	0.997608	0.999388	1.00061	1.00239	4.493519
1060	-512.8629	-508.5703	-4.292541	373830.5	14.83857	0.997922	0.999468	1.00053	1.00208	3.652976
1070	-513.6959	-497.7105	-15.98537	949184.8	8.226954	0.998696	0.999666	1.00033	1.0013	4.514377
1080	-512.6394	-493.0444	-19.59498	885758.9	8.557684	0.99865	0.999655	1.00034	1.00135	4.988867
1090	-509.0363	-487.2721	-21.76422	532122.5	10.26294	0.998258	0.999554	1.00044	1.00174	5.241044
1100	-516.6816	-498.8272	-17.85445	274064.1	9.554845	0.997573	0.999379	1.00062	1.00243	4.853489
1110	-512.0476	-484.8393	-27.20824	783047.7	7.322542	0.998564	0.999633	1.00037	1.00144	5.818192
1120	-529.4979	-490.3919	-39.10597	898752.3	5.698151	0.99866	0.999657	1.00034	1.00134	7.376946
1130	-513.7297	-495.6738	-18.05588	263423.2	8.654495	0.997524	0.999366	1.00063	1.00248	4.819276
1140	-525.8237	-501.9735	-23.85019	215677.7	9.330782	0.997264	0.9993	1.0007	1.00274	5.487716
1150	-517.5174	-500.3919	-17.12551	795889.6	12.6143	0.998576	0.999636	1.00036	1.00143	4.69312
1160	-526.0113	-504.0373	-21.97398	951108.2	11.82776	0.998697	0.999667	1.00033	1.0013	5.150826
1170	-518.3001	-504.8057	-13.49435	70109.05	11.06444	0.995203	0.99877	1.00122	1.0048	4.446082
1180	-519.1283	-497.4966	-21.63172	980086.9	10.47438	0.998716	0.999672	1.00033	1.00128	5.217854
1190	-507.7709	-490.5557	-17.21522	380300.7	8.233189	0.99794	0.999473	1.00053	1.00206	4.664877
1200	-510.4419	-501.6088	-8.833162	281442.1	11.12754	0.997605	0.999387	1.00061	1.0024	4.026912
1210	-526.8216	-501.6831	-25.13854	957688.1	8.096051	0.998701	0.999668	1.00033	1.0013	5.620137
1220	-521.8755	-501.8034	-20.07206	92690.82	8.821266	0.995828	0.998931	1.00106	1.00418	5.06329
1230	-509.9279	-487.8173	-22.1106	905346.5	11.11746	0.998664	0.999658	1.00034	1.00134	5.220874
1240	-513.5036	-500.8763	-12.62734	426704.8	11.03089	0.998055	0.999502	1.0005	1.00195	4.367573
1250	-533.3451	-507.2813	-26.06388	287055.3	7.810298	0.997629	0.999393	1.0006	1.00237	5.716915
1260	-525.9516	-500.0727	-25.87887	164603.5	7.302594	0.996869	0.999198	1.0008	1.00313	5.63354
1270	-524.4134	-499.8723	-24.54106	99556.26	7.839783	0.995974	0.998968	1.00103	1.00403	5.524932
1280	-508.9661	-499.9104	-9.055657	439625.5	11.6083	0.998084	0.99951	1.00049	1.00192	4.056849
1290	-511.9676	-496.6011	-15.36647	578771.8	12.02263	0.99833	0.999573	1.00043	1.00167	4.583827
1300	-513.0314	-491.8375	-21.19387	874619.5	10.47974	0.998641	0.999653	1.00035	1.00136	5.175791
1310	-526.1485	-487.0474	-39.10113	841426.7	6.25915	0.998615	0.999646	1.00035	1.00139	7.462187
1320	-529.1782	-495.195	-33.98318	816222.9	7.016145	0.998593	0.99964	1.00036	1.00141	6.735928
1330	-525.5862	-499.4848	-26.10134	101834.9	7.942726	0.99602	0.99898	1.00101	1.00399	5.730938
1340	-509.7563	-493.5768	-16.17953	79926.63	11.59505	0.995507	0.998848	1.00114	1.0045	4.671079
1350	-521.7441	-497.4082	-24.33588	604983.8	9.804283	0.998366	0.999582	1.00042	1.00163	5.520057
1360	-519.6148	-488.3509	-31.26386	814610.9	8.048886	0.998592	0.99964	1.00036	1.00141	6.378236
1370	-528.7564	-501.5161	-27.24034	668499.3	7.393418	0.998446	0.999602	1.0004	1.00156	5.831287
1380	-520.4249	-511.0827	-9.342188	72379.32	11.25065	0.995279	0.998789	1.0012	1.00473	4.07578
1390	-529.9606	-504.3734	-25.58722	394500.7	10.09825	0.997977	0.999482	1.00052	1.00202	5.626661
1400	-523.5017	-506.521	-16.98067	962068.3	9.596215	0.998704	0.999669	1.00033	1.0013	4.76361
1410	-514.8344	-491.2878	-23.54666	292376.7	8.067809	0.99765	0.999399	1.0006	1.00235	5.421108
1420	-518.5297	-499.8555	-18.6742	109797.6	9.14876	0.996167	0.999018	1.00098	1.00384	4.925298
1430	-512.1051	-495.1249	-16.98011	138243	9.593332	0.996583	0.999125	1.00087	1.00342	4.763446
1440	-526.2068	-495.5756	-30.63122	497934.6	8.924766	0.998199	0.999539	1.00046	1.0018	6.25204
1450	-520.4147	-496.2281	-24.18669	660886.3	9.55709	0.998437	0.9996	1.0004	1.00156	5.516125
1460	-530.8511	-506.8894	-23.96178	616115	11.70082	0.998381	0.999586	1.00041	1.00162	5.33173
1470	-529.3112	-508.5522	-20.75907	583781.2	10.84198	0.998337	0.999575	1.00042	1.00166	5.115926
1480	-521.1893	-507.0014	-14.18797	616011.5	15.64847	0.998381	0.999586	1.00041	1.00162	4.259119
1490	-523.8717	-508.363	-15.50863	401888.9	9.939518	0.997996	0.999487	1.00051	1.00201	4.624426
1500	-521.0972	-511.2079	-9.889343	201626.7	14.78672	0.997171	0.999276	1.00072	1.00283	4.032916
1510	-520.1126	-501.8021	-18.31045	319415.2	13.28323	0.997752	0.999425	1.00057	1.00225	4.734302
1520	-525.8558	-503.0667	-22.78908	997869.8	8.482991	0.998728	0.999675	1.00032	1.00127	5.35838
1530	-511.9498	-492.2688	-19.681	430412.1	8.509523	0.998063	0.999504	1.00049	1.00194	4.994518
1540	-518.0198	-497.891	-20.12885	613634.4	11.25505	0.998378	0.999585	1.00041	1.00162	5.034265
1550	-511.9625	-492.9231	-19.03938	162152.6	9.831213	0.996845	0.999192	1.0008	1.00316	4.979874
1560	-503.2734	-496.5638	-6.709584	497717.1	14.62783	0.998199	0.999539	1.00046	1.0018	3.82385
1570	-507.6517	-500.0855	-7.566195	507814.4	11.80326	0.998217	0.999544	1.00046	1.00178	3.932312
1580	-509.5265	-500.2581	-9.268446	634358.4	12.50014	0.998405	0.999592	1.00041	1.0016	4.072158
1590	-529.6245	-510.1939	-19.43061	573706.1	9.436799	0.998322	0.999571	1.00043	1.00168	5.016542
1600	-522.1965	-509.568	-12.62853	422003.7	12.38546	0.998044	0.9995	1.0005	1.00196	4.345056
1610	-519.2243	-502.3635	-16.86075	467454.6	9.738016	0.998141	0.999525	1.00047	1.00186	4.75584
1620	-526.7435	-512.9175	-13.82602	171052.2	8.730574	0.996928	0.999213	1.00078	1.00308	4.342176
1630	-516.0259	-497.5074	-18.51847	247351.1	10.98559	0.997445	0.999346	1.00065	1.00256	4.903565
1640	-510.8845	-504.6818	-6.20271	110138.9	13.00162	0.996172	0.999019	1.00098	1.00383	3.825873
1650	-534.6773	-505.3435	-29.3338	76471.03	10.85126	0.995407	0.998822	1.00117	1.0046	5.905607
1660	-527.8558	-494.5277	-33.32804	506784.8	8.865603	0.998215	0.999543	1.00046	1.00179	6.561024
1670	-523.6162	-502.0414	-21.57486	204555	9.879511	0.997191	0.999281	1.00072	1.00281	5.23649
1680	-513.1788	-491.8726	-21.30617	631654.6	8.046154	0.998401	0.999591	1.00041	1.0016	5.140746
1690	-508.3856	-496.3041	-12.08144	828195.4	11.08653	0.998604	0.999643	1.00036	1.0014	4.318556
1700	-502.0426	-494.0931	-7.949481	936749.9	11.08653	0.998687	0.999664	1.00034	1.00131	3.945855
1710	-496.9639	-486.8663	-10.09761	486913.3	9.826265	0.998179	0.999534	1.00046	1.00182	4.069884
1720	-507.2837	-502.6903	-4.593405	667761.8	13.6144	0.998445	0.999602	1.0004	1.00156	3.698984
1730	-507.8349	-493.8993	-13.93563	437012	15.54023	0.998078	0.999508	1.00049	1.00192	4.251161
1740	-515.9191	-499.0672	-16.85182	158594.2	9.20782	0.99681	0.999183	1.00081	1.00319	4.730149
1750	-516.6286	-495.8816	-20.74708	3844.238	11.10077	0.979574	0.99469	1.00516	1.02057	5.099291
1760	-519.7822	-495.5575	-24.22475	366861.6	11.73471	0.997902	0.999463	1.00054	1.0021	5.350733
1770	-518.8133	-498.0261	-20.78715	311062.3	9.327882	0.997722	0.999417	1.00058	1.00228	5.15941
1780	-525.1401	-497.7724	-27.36771	842987.8	7.239085	0.998616	0.999646	1.00035	1.00138	5.828847
1790	-521.502	-499.9515	-21.55054	375197.1	8.44262	0.997926	0.999469	1.00053	1.00208	5.209442
1800	-530.7697	-507.0639	-23.70577	779783.1	8.662297	0.998561	0.999632	1.00037	1.00144	5.472299
1810	-513.9319	-494.2829	-19.64897	548759.1	11.70597	0.998285	0.999561	1.00044	1.00172	4.962785
1820	-510.2094	-493.0838	-17.12552	900092.8	8.289423	0.998661	0.999657	1.00034	1.00134	4.662933
1830	-517.1064	-496.6996	-20.40687	415611.7	8.805814	0.998029	0.999496	1.0005	1.00197	5.100394
1840	-522.7981	-501.5166	-21.28156	923114.1	8.47084	0.998677	0.999662	1.00034	1.00132	5.179758
1850	-510.7847	-497.6037	-13.181	64246.81	10.86721	0.99499	0.998715	1.00128	1.00502	4.417159
1860	-514.2672	-501.2265	-13.04069	575023.7	10.93006	0.998324	0.999571	1.00043	1.00168	4.40468
1870	-510.3961	-495.8704	-14.52566	689897.6	12.70608	0.99847	0.999609	1.00039	1.00153	4.48226
1880	-516.6017	-502.9453	-13.65642	402568.7	11.73427	0.997997	0.999488	1.00051	1.002	4.450141
1890	-513.0265	-504.5525	-8.474009	293378.2	11.76943	0.997654	0.9994	1.0006	1.00235	4.008885
1900	-520.1619	-503.2615	-16.90043	586722.3	10.73267	0.998341	0.999576	1.00042	1.00166	4.762393
1910	-528.3731	-503.0971	-25.27603	233870.7	12.80287	0.997373	0.999327	1.00067	1.00263	5.316776
1920	-512.1546	-496.7543	-15.40033	943222.9	13.87118	0.998691	0.999665	1.00033	1.00131	4.474598
1930	-524.5869	-501.3224	-23.26444	885166.6	7.834219	0.998649	0.999655	1.00034	1.00135	5.361421
1940	-520.4324	-488.6179	-31.81442	121542.4	6.29319	0.996356	0.999066	1.00093	1.00365	6.306824
1950	-532.8066	-506.9652	-25.84143	983116.7	8.339609	0.998718	0.999672	1.00033	1.00128	5.715703
1960	-518.9791	-495.8567	-23.12241	230764.2	8.301439	0.997355	0.999323	1.00067	1.00265	5.387184
1970	-509.1535	-498.6235	-10.53004	440748.3	13.55398	0.998086	0.99951	1.00049	1.00192	4.137628
1980	-523.0313	-498.9348	-24.09652	16263.99	8.084264	0.990051	0.997437	1.00253	1.00998	5.490537
1990	-512.0172	-500.8078	-11.20941	581436.7	12.36534	0.998334	0.999574	1.00043	1.00167	4.230979
2000	-520.632	-491.2573	-29.37465	757899.8	8.48428	0.99854	0.999627	1.00037	1.00146	6.134657
2010	-517.1165	-494.6169	-22.49964	263688.6	8.419682	0.997526	0.999367	1.00063	1.00248	5.320423
2020	-518.6064	-499.8676	-18.73875	369073.7	9.893568	0.997908	0.999465	1.00053	1.00209	4.949433
2030	-519.2236	-495.5592	-23.66441	477912.5	9.591341	0.998162	0.99953	1.00047	1.00184	5.460282
2040	-516.521	-498.6059	-17.91512	463714.6	9.412256	0.998134	0.999523	1.00048	1.00187	4.855022
2050	-519.635	-500.5738	-19.06119	554557.1	8.758474	0.998294	0.999564	1.00044	1.00171	4.94401
2060	-523.2266	-504.9574	-18.26921	645912.9	9.770188	0.998419	0.999596	1.0004	1.00158	4.900897
2070	-509.6651	-490.3317	-19.33338	677394.4	11.15214	0.998456	0.999605	1.00039	1.00154	4.96923
2080	-513.5854	-502.2725	-11.31286	279307.8	14.19816	0.997596	0.999385	1.00061	1.00241	4.162747
2090	-514.6688	-504.3902	-10.2786	52358.94	12.20259	0.99445	0.998576	1.00141	1.00556	4.158423
2100	-526.5909	-505.7176	-20.87321	230979.6	11.2679	0.997356	0.999323	1.00067	1.00265	5.099519
2110	-512.8361	-497.8567	-14.97933	340989.9	9.880348	0.997824	0.999443	1.00056	1.00218	4.568927
2120	-514.5248	-495.7005	-18.82428	213675.9	8.917001	0.997252	0.999296	1.0007	1.00275	4.928587
2130	-517.8852	-498.3564	-19.52877	273424.1	7.867651	0.99757	0.999378	1.00062	1.00243	4.890579
2140	-505.0747	-494.6381	-10.43657	513334.9	10.28065	0.998226	0.999546	1.00045	1.00177	4.138383
2150	-525.2652	-505.4497	-19.81551	333150.9	9.435179	0.997799	0.999437	1.00056	1.0022	5.057304
2160	-531.4209	-508.7691	-22.65177	746468.5	9.011515	0.998529	0.999624	1.00038	1.00147	5.359201
2170	-519.7995	-505.6782	-14.12137	874880	10.07238	0.998641	0.999653	1.00035	1.00136	4.490292
2180	-512.0637	-494.5222	-17.5415	799888.9	9.0976	0.998579	0.999637	1.00036	1.00142	4.798179
2190	-529.7338	-500.232	-29.50182	67972.16	8.378631	0.995129	0.998751	1.00124	1.00488	6.153438
2200	-526.5677	-511.3407	-15.227	928547.2	9.040059	0.998681	0.999663	1.00034	1.00132	4.53817
2210	-532.3826	-504.5008	-27.88183	458371.8	8.579221	0.998123	0.99952	1.00048	1.00188	5.956703
2220	-530.3768	-502.6546	-27.72215	784180	9.668867	0.998565	0.999633	1.00037	1.00144	5.877032
2230	-517.1363	-496.4162	-20.72005	296166.1	9.125275	0.997665	0.999402	1.0006	1.00234	5.14832
2240	-519.8488	-491.1798	-28.66897	128208.4	7.513713	0.996452	0.999091	1.0009	1.00355	6.034412
2250	-516.9655	-503.5643	-13.40129	969944.6	11.78584	0.99871	0.99967	1.00033	1.00129	4.427122
2260	-519.026	-510.2707	-8.755242	443134.6	10.95456	0.998091	0.999512	1.00049	1.00191	4.013604
2270	-508.8315	-500.6649	-8.166654	250361	12.31072	0.997461	0.99935	1.00065	1.00254	3.985136
2280	-508.3091	-493.9169	-14.39224	583622	10.84933	0.998337	0.999575	1.00042	1.00166	4.52867
2290	-521.0448	-498.354	-22.69078	758974.6	9.181078	0.998541	0.999627	1.00037	1.00146	5.364329
2300	-528.8274	-505.2632	-23.56427	798190.4	11.57346	0.998578	0.999636	1.00036	1.00142	5.310029
2310	-520.5468	-505.4325	-15.11429	74520.01	13.63378	0.995347	0.998807	1.00119	1.00466	4.47044
2320	-521.5586	-505.7889	-15.76971	646761.8	9.439921	0.99842	0.999596	1.0004	1.00158	4.628793
2330	-512.8409	-500.656	-12.18498	433317.5	12.75475	0.99807	0.999506	1.00049	1.00193	4.296165
2340	-530.1989	-499.8321	-30.36677	108220.7	10.73732	0.996139	0.99901	1.00098	1.00387	6.016463
2350	-524.1656	-506.121	-18.04461	674408.1	10.80307	0.998453	0.999604	1.00039	1.00155	4.866832
2360	-522.0227	-502.2421	-19.78061	283653.1	10.40666	0.997614	0.999389	1.00061	1.00239	5.043445
2370	-525.2336	-506.6388	-18.59479	567175.7	10.28943	0.998313	0.999568	1.00043	1.00169	4.931787
2380	-525.0351	-499.9469	-25.08812	219116.2	9.111339	0.997286	0.999305	1.00069	1.00272	5.627356
2390	-510.5541	-505.5185	-5.035603	198482.9	15.73774	0.997148	0.99927	1.00073	1.00285	3.670704
2400	-514.1977	-503.389	-10.80868	813430.9	13.57909	0.998591	0.99964	1.00036	1.00141	4.157078
2410	-516.0703	-495.612	-20.45834	90407.21	9.06786	0.995776	0.998917	1.00108	1.00423	5.117823
2420	-519.669	-498.9627	-20.70634	637834.1	10.93691	0.998409	0.999593	1.00041	1.00159	5.105616
2430	-515.5369	-500.4267	-15.11021	403251.4	9.887149	0.997999	0.999488	1.00051	1.002	4.582433
2440	-512.9016	-496.4315	-16.47003	90925.07	10.19431	0.995788	0.99892	1.00107	1.00422	4.72478
2450	-517.7301	-494.9943	-22.73589	650948.4	9.358112	0.998425	0.999597	1.0004	1.00158	5.367971
2460	-525.5897	-506.9916	-18.59813	479998.3	11.25464	0.998166	0.999531	1.00047	1.00184	4.898282
2470	-515.5986	-492.6229	-22.97576	514598.5	8.233454	0.998229	0.999547	1.00045	1.00177	5.364571
2480	-513.0799	-494.1887	-18.89126	145900.9	11.97767	0.996674	0.999148	1.00085	1.00333	4.880111
2490	-517.7652	-501.5899	-16.17531	489293.4	9.942827	0.998183	0.999535	1.00046	1.00182	4.691579
