Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
100	-21824.33	-21819.72	-4.605512	8.257244e+07	0.0990534	0.110565	0.109825	0.0781448	0.124888	0.106123	0.171893	0.106487	0.143423	0.102474	0.144029	0.107561	0.109933	0.135405	0.140889	0.0578681	0.083498	0.113907	0.133457	0.142499	0.184027	0.100573	0.22184	0.10049	0.0908102	0.0373859	0.0628636	0.00657943	0.0378586	0.0595373	0.0133057	0.143194	0.0694244	0.0275888	0.0458125	0.02081	0.0447078	0.0481102	0.0154367	0.0263936	0.0236973	0.0405529	0.022396	0.112544	0.289086	0.0741864	0.0216037	0.481812	0.0207676	0.99986	0.999965	1.00003	1.00014	0.305408	0.30088	0.129456	0.264256	0.419922	3.765316
110	-21822.3	-21816.15	-6.153685	9.597455e+07	0.0917601	0.13554	0.122748	0.0750045	0.0842787	0.113594	0.171893	0.0961721	0.117542	0.106899	0.127039	0.116995	0.115885	0.132273	0.150877	0.0561997	0.093569	0.124294	0.133457	0.162259	0.202213	0.133015	0.23005	0.107816	0.0818248	0.0262405	0.0786868	0.0198977	0.0338815	0.0719695	0.0100357	0.177139	0.0847332	0.0371131	0.0205021	0.028205	0.0307944	0.0358123	0.0298103	0.0209794	0.0389837	0.0567868	0.0353643	0.109775	0.308835	0.0700687	0.0196629	0.465316	0.0263419	0.999871	0.999967	1.00003	1.00013	0.309151	0.304567	0.118788	0.267494	0.4073719	3.920134
120	-21813.47	-21807.24	-6.220882	8.043653e+07	0.0994223	0.106603	0.122748	0.0898415	0.0966246	0.130105	0.183184	0.0764365	0.126653	0.094216	0.144368	0.108994	0.122388	0.145095	0.129922	0.0957746	0.0849452	0.127233	0.150058	0.171201	0.166315	0.131606	0.219082	0.102348	0.0885067	0.0307949	0.0464359	0.0190851	0.0390277	0.065578	0.0121904	0.148821	0.0719505	0.0597187	0.0200246	0.0241604	0.0482323	0.0535536	0.0310023	0.028207	0.0279468	0.0499016	0.0365518	0.10986	0.309075	0.0693398	0.0196867	0.465676	0.0263623	0.999858	0.999964	1.00004	1.00014	0.309151	0.304567	0.118788	0.267494	0.4110437	3.926853
130	-21810.32	-21803.42	-6.900784	7.034133e+07	0.0882238	0.121377	0.12952	0.0643556	0.0892435	0.157033	0.164599	0.0812994	0.127119	0.123259	0.178528	0.105863	0.122388	0.145095	0.124794	0.0871375	0.087199	0.126746	0.121827	0.164151	0.210253	0.131606	0.244028	0.103857	0.087731	0.0408517	0.0459087	0.0292268	0.0300238	0.0815756	0.0134153	0.157542	0.0661815	0.0401071	0.0294849	0.0245348	0.0460396	0.0452572	0.0333249	0.0344939	0.033251	0.0377122	0.0186801	0.106656	0.30006	0.0725846	0.021383	0.469262	0.0300552	0.999849	0.999962	1.00004	1.00015	0.307215	0.302661	0.124075	0.266049	0.3904928	3.994843
140	-21816.48	-21810.21	-6.275082	7.826817e+07	0.0965098	0.109985	0.113061	0.0899995	0.0979862	0.169906	0.197425	0.082071	0.123386	0.0863386	0.181421	0.120406	0.108992	0.131624	0.124794	0.0727533	0.0796559	0.127214	0.123779	0.137773	0.21152	0.115468	0.224327	0.137957	0.0858826	0.0335145	0.0553123	0.0310357	0.0166769	0.0791255	0.0175133	0.145454	0.0720118	0.0550489	0.0244986	0.0141998	0.0580594	0.0448374	0.0238848	0.0220419	0.0284948	0.0514249	0.00890497	0.108075	0.297973	0.0717741	0.0216674	0.475504	0.0250071	0.999857	0.999963	1.00004	1.00014	0.309405	0.300826	0.125334	0.264435	0.3927172	3.932273
150	-21815.56	-21809.02	-6.539313	6.333146e+07	0.0952919	0.11693	0.129823	0.0899995	0.0894322	0.136845	0.168521	0.0777985	0.117468	0.115802	0.160639	0.101743	0.112477	0.141697	0.128401	0.0828679	0.0893719	0.115665	0.119005	0.150191	0.224391	0.124154	0.250519	0.124252	0.0899707	0.0134563	0.0757152	0.012797	0.0350026	0.0743251	0.0116266	0.154347	0.0640819	0.0258374	0.0375796	0.0303667	0.035384	0.0572612	0.0190414	0.0273363	0.0386188	0.0608373	0.0318256	0.106095	0.301604	0.0704595	0.0304415	0.466794	0.024606	0.99984	0.999959	1.00004	1.00016	0.31439	0.298654	0.124429	0.262527	0.4059103	3.958696
160	-21813.36	-21807.53	-5.828052	7.222546e+07	0.086481	0.117195	0.120951	0.0923627	0.084903	0.122417	0.170578	0.107019	0.11782	0.0906387	0.168563	0.122756	0.122891	0.139778	0.145228	0.108	0.100026	0.112196	0.135039	0.134488	0.186642	0.129332	0.226706	0.138633	0.0884205	0.0387456	0.0478278	0.0289788	0.0283229	0.072108	0.0092271	0.129717	0.0575113	0.03389	0.0262645	0.0315063	0.0266416	0.0652164	0.0276376	0.0169462	0.0169982	0.0365632	0.0244037	0.105809	0.305647	0.071404	0.0180115	0.472221	0.0269084	0.999851	0.999961	1.00004	1.00015	0.308318	0.304623	0.129603	0.257456	0.4059103	3.88757
170	-21816.7	-21810.03	-6.674943	7.961324e+07	0.080244	0.140621	0.120951	0.0954823	0.0824611	0.13042	0.149636	0.0965156	0.13534	0.120382	0.148985	0.127944	0.114741	0.130023	0.123827	0.086001	0.0834665	0.119987	0.157062	0.168836	0.194313	0.0990537	0.266116	0.101489	0.0932633	0.034482	0.0552732	0.021643	0.0257447	0.064805	0.0151044	0.158147	0.070708	0.03477	0.0432151	0.015763	0.0461588	0.0586342	0.0353371	0.0167851	0.028566	0.0481742	0.0317868	0.0990855	0.296512	0.079106	0.0247487	0.47491	0.0256378	0.999858	0.999963	1.00004	1.00014	0.303612	0.306695	0.130485	0.259208	0.3970588	3.972259
180	-21819.51	-21812.19	-7.328025	6.646592e+07	0.0823045	0.140621	0.13339	0.094415	0.0815495	0.13042	0.194897	0.0939869	0.112639	0.117018	0.16012	0.105994	0.129082	0.16117	0.139548	0.0859384	0.116795	0.137891	0.127663	0.124485	0.186929	0.141882	0.215709	0.142131	0.101414	0.029983	0.0578342	0.0278339	0.0168882	0.0836399	0.0180384	0.163641	0.0614697	0.0272656	0.0331592	0.0199584	0.0511962	0.0502709	0.0172929	0.0236754	0.0242077	0.0560401	0.0171794	0.0995749	0.297977	0.0794968	0.0271164	0.477256	0.018579	0.999844	0.99996	1.00004	1.00016	0.305183	0.308282	0.125987	0.260548	0.3971969	4.037567
190	-21813.73	-21809.21	-4.521696	6.345506e+07	0.0950113	0.103628	0.119961	0.101489	0.101745	0.131043	0.156701	0.0920705	0.103186	0.100256	0.162529	0.11028	0.117265	0.142244	0.114971	0.0795031	0.109124	0.112936	0.112197	0.129138	0.20404	0.11436	0.207337	0.108018	0.0838997	0.0218799	0.0628184	0.0192059	0.0210646	0.083375	0.009789	0.152932	0.056088	0.0408917	0.0241642	0.0218781	0.0369562	0.0524453	0.0248388	0.0225951	0.0278967	0.0334411	0.0317436	0.105556	0.294538	0.0785794	0.0246324	0.471337	0.0253573	0.999841	0.999959	1.00004	1.00016	0.292269	0.313456	0.136954	0.257322	0.4225758	3.756935
200	-21817.6	-21811.55	-6.044053	4.581733e+07	0.0983008	0.10943	0.0957279	0.0900417	0.101206	0.12872	0.174346	0.0761749	0.111777	0.0849732	0.166721	0.11028	0.136047	0.127806	0.140901	0.107073	0.0854168	0.118239	0.135524	0.174943	0.167971	0.11371	0.260299	0.110289	0.0865143	0.0376415	0.0547683	0.0205326	0.0294656	0.0720143	0.018726	0.152894	0.0773673	0.0365387	0.0259005	0.0231517	0.0445323	0.0442357	0.0403311	0.0381266	0.0179693	0.0406469	0.0218974	0.101936	0.287182	0.0831712	0.0234002	0.478358	0.0259516	0.999812	0.999952	1.00005	1.00019	0.292659	0.306561	0.139213	0.261567	0.4084678	3.90917
210	-21826.89	-21822.54	-4.349025	5.350337e+07	0.0778239	0.10943	0.131817	0.0870499	0.0853384	0.130271	0.178163	0.103896	0.109204	0.0979905	0.154389	0.12362	0.0962805	0.134509	0.130267	0.05813	0.0780473	0.124141	0.117136	0.174943	0.164366	0.119139	0.208994	0.110289	0.0872424	0.0265933	0.052331	0.0218775	0.0373319	0.071715	0.0234766	0.138849	0.0609721	0.0419149	0.0489655	0.0108481	0.0500371	0.0336362	0.0138581	0.0407639	0.0177156	0.0268495	0.0294537	0.100728	0.287097	0.0780241	0.0257773	0.478216	0.0301578	0.999826	0.999956	1.00004	1.00017	0.299291	0.309997	0.127075	0.263638	0.4234296	3.739668
220	-21821.44	-21814.66	-6.779297	3.815949e+07	0.0889824	0.123471	0.130648	0.0595249	0.111791	0.141067	0.152766	0.0753917	0.117717	0.0795261	0.149577	0.120563	0.108307	0.159103	0.139011	0.110502	0.106014	0.112388	0.130422	0.16237	0.170482	0.132677	0.20606	0.125959	0.0967601	0.0371153	0.0525193	0.0359714	0.0271809	0.0782294	0.0187136	0.164348	0.0523775	0.0531094	0.0375855	0.0241868	0.0542213	0.0639465	0.0240293	0.0362123	0.0255377	0.0524204	0.0339087	0.0887131	0.308247	0.0759951	0.0198642	0.48144	0.0257409	0.999794	0.999947	1.00005	1.00021	0.321874	0.309467	0.120959	0.2477	0.4046976	3.982695
230	-21816.7	-21811.32	-5.386173	3.710124e+07	0.089953	0.125718	0.114622	0.0797492	0.11047	0.135402	0.175729	0.104819	0.119997	0.0864907	0.155835	0.109056	0.0951851	0.151761	0.110448	0.0744747	0.0822597	0.125335	0.10326	0.161545	0.204318	0.108648	0.250701	0.107026	0.0887962	0.0399081	0.0522199	0.0278779	0.0341932	0.0633349	0.0179586	0.14209	0.0650583	0.0332882	0.034669	0.0291191	0.0310313	0.0445665	0.0243951	0.0307556	0.0193544	0.0573058	0.0246558	0.0929836	0.308341	0.0756707	0.0224031	0.474141	0.0264599	0.999792	0.999947	1.00005	1.00021	0.312949	0.30614	0.131857	0.249054	0.4007741	3.843382
240	-21814.24	-21807.53	-6.715186	3.436919e+07	0.0791611	0.123184	0.135699	0.0870995	0.104702	0.1317	0.174097	0.10378	0.116244	0.0870449	0.164091	0.11443	0.113541	0.134072	0.147027	0.0855518	0.105082	0.120158	0.130363	0.160931	0.218636	0.116834	0.256519	0.110071	0.104669	0.0434971	0.046163	0.0129856	0.0359284	0.0791866	0.0265637	0.114309	0.0484283	0.0447284	0.0267524	0.0291423	0.0399884	0.0493819	0.0293521	0.0286876	0.0321789	0.0396191	0.0247052	0.0943732	0.315316	0.0676801	0.0204976	0.472339	0.0297941	0.999783	0.999945	1.00006	1.00022	0.319744	0.296923	0.12505	0.258284	0.4007741	3.976284
250	-21815.59	-21809.83	-5.764383	3.578013e+07	0.0969236	0.112511	0.119212	0.0762443	0.0825647	0.138753	0.150158	0.0908846	0.103098	0.0923481	0.14909	0.121966	0.110228	0.141596	0.152688	0.075291	0.0828043	0.127606	0.126253	0.14139	0.210173	0.131234	0.207787	0.113465	0.0715594	0.026443	0.0575059	0.0121045	0.0438492	0.0772346	0.0249753	0.154791	0.0778958	0.0312368	0.0289621	0.0322792	0.0303422	0.0652953	0.0485685	0.0338692	0.0454845	0.0309766	0.0335623	0.108019	0.307944	0.0661795	0.0173135	0.466558	0.0339862	0.999788	0.999945	1.00005	1.00021	0.322743	0.295312	0.119587	0.262358	0.4007741	3.881203
260	-21806.98	-21801.84	-5.136421	3.852646e+07	0.0722648	0.0934885	0.124641	0.0695384	0.0894411	0.14877	0.149748	0.0937398	0.11642	0.0963499	0.163897	0.131284	0.131737	0.138888	0.137344	0.0762961	0.0972127	0.115898	0.108553	0.150984	0.200375	0.120029	0.211005	0.101182	0.0992363	0.0316849	0.0445368	0.016795	0.0406905	0.0663955	0.0203108	0.15806	0.0718181	0.0498955	0.0203883	0.018613	0.0398261	0.0435051	0.0208705	0.02646	0.025927	0.0541424	0.0301646	0.0986042	0.316705	0.0750158	0.0202037	0.461731	0.0277406	0.999795	0.999948	1.00005	1.0002	0.310278	0.300747	0.121788	0.267187	0.4105117	3.818407
270	-21804.14	-21800.46	-3.678054	5.719841e+07	0.0890665	0.110427	0.133584	0.0723398	0.085521	0.134747	0.161175	0.0967646	0.113232	0.085346	0.158186	0.10237	0.115697	0.141628	0.114694	0.0730756	0.0826448	0.116975	0.117807	0.125632	0.194532	0.122613	0.20703	0.10604	0.0772268	0.0241608	0.0530344	0.0153893	0.0346133	0.0699772	0.0123881	0.136461	0.0517497	0.039759	0.0303682	0.010186	0.0397249	0.0664132	0.0170083	0.0261314	0.0217774	0.0610727	0.0240003	0.10151	0.315359	0.074697	0.0196394	0.459769	0.0290251	0.999832	0.999957	1.00004	1.00017	0.309644	0.300133	0.121539	0.268684	0.4257364	3.67257
280	-21819.33	-21814.39	-4.943362	5.410711e+07	0.0896066	0.100208	0.126684	0.0829924	0.0923792	0.125389	0.181199	0.0855603	0.113232	0.0918357	0.16428	0.100804	0.12339	0.12737	0.11141	0.0840547	0.0882176	0.142632	0.11573	0.138084	0.16732	0.117259	0.273404	0.123504	0.0620299	0.0489294	0.0478933	0.0196414	0.0205883	0.0602489	0.0103548	0.15633	0.0731361	0.0434257	0.020965	0.0182818	0.0555863	0.0342649	0.0199497	0.0374952	0.0283956	0.0585557	0.016486	0.106134	0.300701	0.0695385	0.0239875	0.469622	0.0300173	0.999827	0.999956	1.00004	1.00017	0.310115	0.300137	0.121724	0.268024	0.4257364	3.799101
290	-21810.55	-21806.23	-4.316588	5.324741e+07	0.0927712	0.110397	0.111214	0.0704853	0.0888695	0.129262	0.183526	0.0794949	0.129273	0.115128	0.162909	0.121635	0.112249	0.151275	0.11286	0.0776631	0.0747088	0.112761	0.11573	0.128391	0.206357	0.108915	0.222274	0.104387	0.068151	0.0295007	0.0529044	0.0214334	0.0209437	0.0730204	0.0226334	0.151697	0.0477643	0.0314473	0.026814	0.0276574	0.0339964	0.0564461	0.0364491	0.0174418	0.0274611	0.0502779	0.0178495	0.0980123	0.312228	0.0681024	0.0235648	0.461782	0.0363106	0.999826	0.999955	1.00004	1.00017	0.318502	0.297861	0.12332	0.260317	0.4257364	3.736424
300	-21816.75	-21811.87	-4.875218	5.15868e+07	0.0901998	0.0960456	0.13274	0.0808656	0.0956186	0.166001	0.14846	0.0751211	0.12273	0.0879903	0.154023	0.111464	0.113397	0.148748	0.113234	0.0910413	0.100289	0.121461	0.114224	0.13193	0.168329	0.13734	0.244809	0.105295	0.0785605	0.025345	0.0570026	0.0202993	0.0335145	0.0537816	0.0222001	0.168546	0.0477643	0.0419957	0.0141144	0.017767	0.0366915	0.0790517	0.021973	0.026605	0.0348684	0.0412361	0.0196137	0.101102	0.301977	0.070249	0.0220145	0.476337	0.0283203	0.999823	0.999955	1.00005	1.00018	0.320159	0.305366	0.119059	0.255417	0.4257364	3.792287
310	-21821.26	-21816.52	-4.737393	5.435437e+07	0.082933	0.105846	0.121877	0.0820483	0.0918987	0.139329	0.148077	0.0737729	0.129124	0.0847364	0.187706	0.104994	0.100641	0.145351	0.13586	0.0874826	0.0890083	0.118096	0.0959449	0.146654	0.168329	0.127742	0.229346	0.105365	0.102528	0.0438715	0.050762	0.0117762	0.0309968	0.0873182	0.0316236	0.132376	0.0727624	0.0566266	0.0169425	0.0229194	0.0284897	0.0673294	0.017073	0.028878	0.0327721	0.0254153	0.015883	0.102375	0.282515	0.0723239	0.0252613	0.490514	0.0270105	0.999828	0.999956	1.00004	1.00017	0.301887	0.302613	0.137642	0.257858	0.4032441	3.778504
320	-21814.41	-21807.98	-6.432478	6.545434e+07	0.0858634	0.122806	0.114512	0.0773608	0.0785061	0.126478	0.189319	0.0970202	0.13513	0.0955884	0.154765	0.11047	0.122654	0.138735	0.130439	0.0790874	0.092471	0.122631	0.116688	0.137181	0.212353	0.116832	0.285891	0.105172	0.079428	0.0231697	0.0650639	0.032677	0.0261868	0.0770813	0.0306737	0.176545	0.0538479	0.046775	0.0347497	0.0129164	0.0429606	0.0690941	0.0189521	0.0217696	0.022396	0.0366228	0.029151	0.0983553	0.293951	0.0719858	0.025455	0.488537	0.0217165	0.999842	0.999959	1.00004	1.00016	0.304897	0.306418	0.127585	0.2611	0.4127142	3.948013
330	-21822.24	-21815.86	-6.386472	5.641088e+07	0.0972276	0.105354	0.113632	0.0997546	0.096934	0.131796	0.157148	0.0917895	0.127292	0.100244	0.177305	0.102284	0.121049	0.134023	0.151092	0.0772779	0.116316	0.115411	0.145391	0.153103	0.22036	0.102871	0.243682	0.127216	0.0699853	0.0238772	0.0512026	0.0169876	0.026137	0.0603421	0.0147273	0.159715	0.0785207	0.0393848	0.0320794	0.0147513	0.0389525	0.0589233	0.0139202	0.0157922	0.0366753	0.0494671	0.0334203	0.0977931	0.281077	0.0863173	0.0236869	0.485744	0.0253813	0.999831	0.999957	1.00004	1.00017	0.314393	0.292658	0.12988	0.263068	0.4004663	3.943412
340	-21815.21	-21808.48	-6.737826	5.916246e+07	0.102441	0.117829	0.1224	0.0899396	0.0982236	0.134568	0.217354	0.0798276	0.111339	0.0925731	0.162966	0.0949134	0.121049	0.142051	0.12515	0.0958563	0.101248	0.138518	0.135204	0.132689	0.220124	0.113846	0.236153	0.108235	0.0734858	0.0324595	0.0560256	0.0187839	0.0304883	0.0953737	0.0226087	0.160436	0.0777029	0.0391509	0.0165885	0.015941	0.0476565	0.0567157	0.0167774	0.0298678	0.0229562	0.0347607	0.0362692	0.0944309	0.310856	0.0812795	0.0198759	0.47148	0.0220773	0.999835	0.999958	1.00004	1.00017	0.311435	0.301128	0.126845	0.260592	0.4050477	3.978548
350	-21815.45	-21807.26	-8.18782	5.996441e+07	0.101901	0.114002	0.110404	0.0802345	0.0949183	0.152882	0.167197	0.0839677	0.120989	0.107529	0.160997	0.141183	0.124721	0.155401	0.146062	0.084044	0.0900478	0.120619	0.128304	0.166836	0.213319	0.116221	0.238037	0.168516	0.0819948	0.0355204	0.0796505	0.0250086	0.0278665	0.0741735	0.0249494	0.163575	0.0851358	0.0447836	0.0209347	0.0237562	0.0367485	0.0560708	0.0394622	0.022286	0.0269753	0.0458776	0.0204445	0.0971204	0.300546	0.0670505	0.0237099	0.484909	0.0266644	0.999836	0.999958	1.00004	1.00016	0.30809	0.311516	0.1266	0.253793	0.3878938	4.123547
360	-21813.09	-21806.4	-6.688003	7.035116e+07	0.0974468	0.120961	0.114364	0.0952853	0.0850228	0.137221	0.175552	0.117774	0.135769	0.100349	0.161055	0.0986137	0.108574	0.13137	0.14556	0.0674799	0.102233	0.141432	0.138942	0.132398	0.221918	0.125476	0.249428	0.109461	0.10028	0.0360747	0.0531118	0.0247217	0.0314046	0.0680242	0.0164637	0.13531	0.0548171	0.026254	0.0253422	0.024108	0.0384053	0.0537665	0.0153938	0.0385862	0.0364732	0.052064	0.029278	0.106635	0.310068	0.0751722	0.0176303	0.472402	0.018092	0.999848	0.999961	1.00004	1.00015	0.316787	0.29929	0.126624	0.257298	0.3894081	3.973565
