Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1150	-21816.24	-21808.93	-7.312438	3.253805e+07	0.10378	0.13406	0.142803	0.0783168	0.0990983	0.143994	0.187612	0.0861196	0.126402	0.115186	0.156116	0.096641	0.124475	0.144724	0.138019	0.0940506	0.0855678	0.121964	0.122595	0.160645	0.202064	0.105452	0.26999	0.0909203	0.11437	0.0248852	0.0604458	0.0202889	0.0218542	0.0823403	0.0149368	0.143019	0.0727895	0.0503037	0.0110051	0.0148573	0.0415688	0.0689404	0.0242098	0.0395078	0.0456446	0.0327448	0.021701	0.101797	0.327854	0.0687913	0.0202937	0.461913	0.0193518	0.999777	0.999943	1.00006	1.00022	0.307004	0.305349	0.125361	0.262285	0.397127	4.036009
1160	-21815.12	-21809.76	-5.3531	2.726403e+07	0.0902886	0.126948	0.117976	0.08302	0.0967467	0.131498	0.165655	0.0964443	0.133721	0.0761446	0.176696	0.125889	0.126463	0.12632	0.117422	0.0873118	0.0766764	0.103378	0.116818	0.139038	0.194558	0.119814	0.217285	0.116987	0.0902735	0.039778	0.0818099	0.0275635	0.0337776	0.0742554	0.012553	0.116326	0.0702691	0.0480476	0.0287404	0.0233059	0.0408601	0.0469413	0.0318883	0.0296065	0.0205988	0.025101	0.0352803	0.101315	0.328845	0.0688616	0.0198555	0.455529	0.0255941	0.999757	0.999938	1.00006	1.00024	0.31188	0.298737	0.117254	0.272129	0.4171963	3.840075
1170	-21814.78	-21809.13	-5.651754	3.526109e+07	0.097405	0.101804	0.125668	0.068937	0.0786437	0.13043	0.201498	0.0987979	0.118627	0.0924894	0.170837	0.116637	0.124232	0.128552	0.14764	0.0651982	0.09304	0.119318	0.12077	0.151477	0.192761	0.123804	0.234829	0.0981931	0.100609	0.0296332	0.0522694	0.0178507	0.058374	0.0721211	0.0118127	0.14679	0.0564606	0.0472398	0.016997	0.0168387	0.0489217	0.041596	0.0237277	0.0454328	0.0262484	0.0280815	0.0273493	0.104749	0.320204	0.0709083	0.0214356	0.45259	0.0301138	0.999786	0.999946	1.00005	1.00021	0.323021	0.292216	0.115248	0.269515	0.4196339	3.86994
1180	-21817.74	-21811.47	-6.276113	3.163739e+07	0.104662	0.0987599	0.117563	0.0933436	0.0913761	0.129271	0.162132	0.104663	0.130991	0.0895087	0.142403	0.117829	0.0976642	0.154939	0.130933	0.0787938	0.0980583	0.111924	0.147139	0.144486	0.205602	0.134046	0.250976	0.0874206	0.0924005	0.0295931	0.0424627	0.0214452	0.0477209	0.0898254	0.0235863	0.172187	0.0575676	0.0462915	0.0293773	0.0280341	0.0341443	0.0555633	0.00626547	0.0493359	0.0390999	0.025566	0.017427	0.103848	0.304423	0.0666196	0.0230531	0.472825	0.0292317	0.999774	0.999942	1.00006	1.00023	0.30515	0.305741	0.120348	0.268761	0.4225444	3.932376
1190	-21820.97	-21815.64	-5.336386	3.465951e+07	0.0888389	0.136723	0.124454	0.0769853	0.0925129	0.141426	0.171024	0.084751	0.111572	0.0841522	0.127884	0.125787	0.0968696	0.156348	0.134029	0.0738638	0.0734879	0.103591	0.145624	0.123065	0.193311	0.140624	0.260859	0.0954211	0.0912432	0.0409757	0.0576262	0.0240131	0.0136808	0.0710134	0.0101016	0.145121	0.0640834	0.0557649	0.0202071	0.0223973	0.0431009	0.0628015	0.00744267	0.0631981	0.0310068	0.0246541	0.0267681	0.0978832	0.30062	0.0702446	0.023277	0.477416	0.0305593	0.999784	0.999945	1.00006	1.00022	0.324432	0.297672	0.1298	0.248096	0.413049	3.838404
1200	-21809.97	-21803.72	-6.248411	3.346928e+07	0.114047	0.119725	0.131487	0.0688558	0.0900941	0.141363	0.174344	0.0944501	0.108047	0.0990386	0.166081	0.115594	0.122545	0.149426	0.163382	0.074614	0.0908804	0.122484	0.122028	0.13622	0.208655	0.120731	0.234531	0.0892335	0.0903446	0.0382163	0.048176	0.0207455	0.0107431	0.081436	0.0367886	0.160746	0.064855	0.0512341	0.0109718	0.017531	0.0528072	0.0506253	0.0160926	0.0358386	0.0304543	0.0302669	0.0238776	0.104925	0.302204	0.0742801	0.0177821	0.479932	0.0208768	0.99978	0.999944	1.00006	1.00022	0.304146	0.300647	0.125073	0.270134	0.4146647	3.929606
1210	-21815.43	-21812.27	-3.166943	3.885361e+07	0.0908925	0.107294	0.102253	0.0906368	0.0982256	0.122848	0.154127	0.0920687	0.109829	0.0915495	0.141549	0.0946834	0.104991	0.136673	0.131391	0.066695	0.0953191	0.114613	0.120856	0.125843	0.163247	0.108698	0.228529	0.149633	0.0761819	0.0290896	0.0350913	0.0170378	0.0100195	0.0478837	0.0313435	0.162238	0.0591581	0.0459022	0.0276509	0.012891	0.0315142	0.0514677	0.024772	0.0395509	0.0266157	0.0267287	0.0238776	0.101555	0.277153	0.0793652	0.0260151	0.494104	0.0218074	0.999796	0.999948	1.00005	1.0002	0.317749	0.296753	0.131245	0.254253	0.429062	3.621459
1220	-21820.09	-21816.78	-3.313823	5.261715e+07	0.0908925	0.103689	0.118587	0.0801994	0.113046	0.112608	0.175041	0.0776689	0.115461	0.121366	0.117117	0.115904	0.0920138	0.139594	0.123125	0.0642724	0.0866191	0.11512	0.119923	0.149032	0.177798	0.0850169	0.210288	0.0970423	0.0975232	0.0441975	0.0438529	0.0168549	0.0197666	0.0628293	0.0359873	0.133832	0.0596742	0.0465351	0.0326602	0.0247158	0.0285044	0.0415154	0.0253534	0.0432861	0.0308112	0.0230768	0.0237465	0.108349	0.309582	0.0629703	0.0220269	0.472679	0.0243933	0.999825	0.999955	1.00004	1.00018	0.314387	0.289781	0.128597	0.267235	0.4236726	3.636147
1230	-21807.26	-21802.13	-5.127392	6.607684e+07	0.0820972	0.105935	0.10206	0.074883	0.0832405	0.144497	0.167346	0.0828492	0.128748	0.100367	0.154743	0.115904	0.126473	0.135403	0.139554	0.0813906	0.087108	0.123646	0.12239	0.129095	0.177691	0.122621	0.225431	0.107677	0.074331	0.0427359	0.0501791	0.0169522	0.0262024	0.0818759	0.0311282	0.164266	0.0766538	0.0416263	0.0206988	0.019856	0.0552436	0.0427702	0.0350658	0.0418686	0.0269514	0.0351486	0.0128007	0.10861	0.310445	0.0715884	0.0219529	0.467009	0.0203944	0.999844	0.99996	1.00004	1.00016	0.292922	0.309553	0.128383	0.269143	0.4088491	3.817504
1240	-21815.21	-21810.05	-5.16787	5.927664e+07	0.0795643	0.105935	0.118167	0.074883	0.104366	0.121661	0.156007	0.0869185	0.128748	0.0892782	0.192882	0.103457	0.0839922	0.126102	0.129569	0.0844474	0.0951758	0.122601	0.120816	0.132648	0.202508	0.110527	0.230324	0.0986321	0.0826134	0.0367055	0.0575105	0.0292699	0.0199998	0.0733592	0.0386413	0.15647	0.0530767	0.0427077	0.026619	0.0142921	0.0486051	0.0611872	0.0163238	0.0585774	0.0398508	0.0253927	0.0411406	0.0966703	0.327279	0.0754703	0.0147624	0.457545	0.0282722	0.999835	0.999958	1.00004	1.00017	0.310963	0.309414	0.120782	0.258841	0.4020142	3.821552
1250	-21826.01	-21820.18	-5.826698	7.608616e+07	0.0752943	0.109988	0.08756	0.0594329	0.1212	0.166961	0.165134	0.0904211	0.106053	0.0865073	0.175505	0.104	0.104344	0.14858	0.137539	0.091686	0.0967268	0.125932	0.132749	0.140691	0.207253	0.120713	0.215219	0.12962	0.0766379	0.0462949	0.0654261	0.0197818	0.0274215	0.0765205	0.0174584	0.150845	0.073704	0.0456057	0.0200304	0.0192716	0.0526459	0.0362179	0.0128972	0.0584029	0.0446449	0.027315	0.0172043	0.0994185	0.320588	0.0709158	0.012633	0.466804	0.0296405	0.999855	0.999962	1.00004	1.00015	0.31709	0.29908	0.119525	0.264305	0.4144935	3.887435
1260	-21822.61	-21815.59	-7.02532	6.567344e+07	0.0720371	0.107503	0.13804	0.0865706	0.0942711	0.128946	0.165134	0.0999495	0.138057	0.0967071	0.148932	0.121526	0.119409	0.141261	0.141343	0.091516	0.0938835	0.112023	0.116853	0.164587	0.202242	0.0973827	0.247451	0.0869169	0.119642	0.0435314	0.0688662	0.0281475	0.0252281	0.0927992	0.0268371	0.164221	0.069797	0.0494358	0.015231	0.0301882	0.0581643	0.0454904	0.0326314	0.0576208	0.0249346	0.0283553	0.0136349	0.0977305	0.327419	0.0789189	0.0164907	0.450309	0.0291316	0.999843	0.999961	1.00004	1.00016	0.303233	0.312611	0.125231	0.258924	0.403428	4.007297
1270	-21813.76	-21807.82	-5.942972	4.659969e+07	0.0848155	0.103201	0.122383	0.0789488	0.0867067	0.123144	0.184465	0.0949112	0.117944	0.111585	0.165524	0.117438	0.1376	0.141261	0.143637	0.0886511	0.1138	0.156842	0.118749	0.15218	0.201192	0.102221	0.235216	0.0834445	0.0841866	0.0249492	0.0462758	0.029606	0.0115369	0.0706423	0.0261187	0.158976	0.0718453	0.0388012	0.0346133	0.0204047	0.0359964	0.0437031	0.0193914	0.0420238	0.0226122	0.0289932	0.0225251	0.0963219	0.302455	0.0813811	0.0179129	0.479002	0.0229265	0.999814	0.999953	1.00005	1.00019	0.309765	0.30414	0.130047	0.256048	0.4031279	3.899062
1280	-21817.88	-21810.8	-7.086416	3.944469e+07	0.0848155	0.121369	0.123964	0.0744018	0.115269	0.139289	0.16607	0.0953565	0.116579	0.102138	0.132347	0.142141	0.140936	0.143306	0.156145	0.0932785	0.090274	0.124829	0.134937	0.155864	0.199094	0.126864	0.24133	0.126989	0.112733	0.0253999	0.0519866	0.0115979	0.0318905	0.0711185	0.0267797	0.139739	0.0651647	0.0381019	0.0247849	0.0242681	0.0372047	0.0781487	0.019788	0.0336041	0.0191127	0.0368199	0.017576	0.0971988	0.306311	0.0711491	0.0224199	0.485108	0.0178134	0.999798	0.999948	1.00005	1.0002	0.309097	0.30564	0.129766	0.255496	0.4091251	4.013407
1290	-21821.86	-21815.45	-6.406644	5.103623e+07	0.0962132	0.124482	0.103554	0.0706759	0.0990019	0.127626	0.202468	0.0858264	0.122228	0.0871695	0.152623	0.107652	0.102539	0.143832	0.147248	0.0806966	0.103404	0.116425	0.147789	0.149798	0.209831	0.120218	0.245497	0.13316	0.110979	0.0386688	0.0396808	0.032646	0.0179637	0.068787	0.0256587	0.148407	0.0480522	0.0446102	0.016176	0.0178646	0.0414597	0.0640023	0.00894508	0.04791	0.0212845	0.0277508	0.0446262	0.103367	0.287609	0.0724139	0.0291055	0.473583	0.0339218	0.999822	0.999955	1.00005	1.00018	0.312237	0.293773	0.13698	0.25701	0.4049664	3.945429
1300	-21818.31	-21810.87	-7.433326	4.854135e+07	0.0753839	0.124482	0.14638	0.0812236	0.0889715	0.146582	0.151646	0.104477	0.143453	0.0979605	0.177357	0.120973	0.112195	0.134115	0.135378	0.0908138	0.0902567	0.123039	0.147789	0.150641	0.233555	0.118072	0.207863	0.121015	0.115223	0.0259496	0.0653033	0.0227093	0.0110439	0.0972885	0.0321573	0.143837	0.0548737	0.0335664	0.0171159	0.0204511	0.0498671	0.0728224	0.0270402	0.0469237	0.0353215	0.0287865	0.0241947	0.0975097	0.289385	0.0733168	0.0231496	0.482294	0.0343448	0.999818	0.999954	1.00005	1.00018	0.305533	0.305183	0.127516	0.261768	0.3972984	4.048098
1310	-21816.14	-21810.07	-6.073179	4.660713e+07	0.0849244	0.122349	0.132921	0.0987786	0.107266	0.129632	0.146302	0.102078	0.12579	0.0956533	0.139975	0.104585	0.101866	0.146232	0.16415	0.0979524	0.0921163	0.122155	0.119775	0.132747	0.218932	0.112068	0.219583	0.109707	0.0958688	0.0412886	0.0460388	0.0220073	0.02119	0.0725872	0.0250189	0.137966	0.0673748	0.038767	0.0355808	0.0391027	0.0498671	0.0497205	0.0261461	0.0469237	0.0190125	0.0238172	0.026269	0.0933907	0.307422	0.0778844	0.0204359	0.466213	0.0346535	0.999814	0.999952	1.00005	1.00019	0.308246	0.305964	0.122604	0.263186	0.397909	3.912083
1320	-21815.24	-21808.45	-6.79344	3.369379e+07	0.0989618	0.108974	0.123987	0.0888209	0.0987427	0.120632	0.189376	0.0921413	0.106353	0.0974668	0.168428	0.109563	0.145065	0.14004	0.118653	0.0873072	0.118095	0.143171	0.111658	0.147632	0.170981	0.131701	0.245768	0.0968352	0.1014	0.0355155	0.059918	0.0210607	0.0160665	0.0911302	0.0399387	0.165994	0.0684901	0.0497256	0.0228441	0.0135407	0.0523108	0.0491645	0.024348	0.0326016	0.0276391	0.0205762	0.031491	0.100181	0.315378	0.0771837	0.0164846	0.46659	0.024182	0.999781	0.999944	1.00006	1.00022	0.313123	0.308349	0.125188	0.25334	0.3987355	3.984109
1330	-21822.89	-21815.92	-6.969833	2.694115e+07	0.095711	0.113359	0.121993	0.10928	0.0861923	0.138335	0.164996	0.110025	0.112128	0.0920571	0.172102	0.126615	0.116522	0.122312	0.135475	0.0796506	0.116726	0.135933	0.118706	0.152937	0.186791	0.145916	0.242322	0.106998	0.103782	0.0305221	0.0363439	0.0140987	0.0249574	0.0820944	0.0228487	0.165994	0.0709889	0.0311908	0.0183282	0.0120541	0.0586705	0.0490733	0.0172748	0.0652733	0.0436733	0.0280477	0.023448	0.0995696	0.306315	0.0634027	0.0210154	0.475978	0.0337196	0.999755	0.999937	1.00006	1.00024	0.314851	0.303724	0.126687	0.254738	0.3980359	4.001748
1340	-21818.81	-21814.01	-4.807655	3.013182e+07	0.0733839	0.114054	0.11317	0.100987	0.0862152	0.128594	0.172875	0.0758768	0.133176	0.0810747	0.156991	0.109723	0.110459	0.123695	0.135475	0.0695666	0.0992307	0.128199	0.127225	0.114765	0.170786	0.120978	0.223711	0.108911	0.103782	0.0405049	0.0474474	0.0317484	0.0315255	0.0769373	0.0366114	0.144023	0.0550075	0.0640113	0.0238158	0.0183458	0.0315047	0.071542	0.0277534	0.0311977	0.018018	0.0248872	0.0277433	0.101838	0.295763	0.0748989	0.019912	0.486822	0.0207657	0.999768	0.999941	1.00006	1.00023	0.308774	0.301164	0.131452	0.25861	0.4237773	3.785531
1350	-21827.14	-21821.97	-5.174841	3.635829e+07	0.113434	0.0914299	0.111469	0.103309	0.0944831	0.151489	0.149387	0.0903533	0.0798766	0.0898572	0.160459	0.122942	0.10471	0.13099	0.144601	0.0695666	0.0776998	0.120132	0.118014	0.158456	0.199918	0.112002	0.235844	0.111221	0.107268	0.0317718	0.0405563	0.03559	0.0229231	0.0710207	0.0412381	0.165395	0.0595442	0.0351402	0.01459	0.0325171	0.0507491	0.0552849	0.0163864	0.027543	0.0209035	0.0342827	0.0179003	0.0990044	0.290988	0.0666837	0.0224544	0.49624	0.0246301	0.999789	0.999946	1.00005	1.00021	0.315588	0.291012	0.129084	0.264316	0.4097453	3.822249
1360	-21813.16	-21807.51	-5.652979	4.233247e+07	0.0967309	0.104774	0.107387	0.0752844	0.108375	0.151122	0.172573	0.0848357	0.130469	0.0812525	0.172247	0.113266	0.116502	0.133416	0.139892	0.0776042	0.0979735	0.103853	0.122306	0.152888	0.19215	0.118006	0.212828	0.107043	0.107323	0.0303221	0.0656126	0.0253875	0.020895	0.0656248	0.0388574	0.14418	0.0581472	0.0373267	0.0205759	0.028863	0.0609996	0.050534	0.0163864	0.0416654	0.026283	0.0404006	0.0179003	0.0994917	0.297731	0.0817322	0.0228733	0.486609	0.0115627	0.999805	0.99995	1.00005	1.0002	0.313713	0.292721	0.137725	0.255841	0.4039262	3.870063
1370	-21821.41	-21815.38	-6.033767	6.026635e+07	0.104053	0.111731	0.130399	0.0893176	0.0919097	0.111682	0.180489	0.0662585	0.128624	0.0901246	0.148725	0.101972	0.134625	0.1425	0.147846	0.0913256	0.103264	0.141325	0.118765	0.144269	0.199052	0.13248	0.214966	0.124716	0.0803388	0.0185206	0.0464227	0.0154131	0.0126941	0.0656248	0.0335395	0.151982	0.0659616	0.0518275	0.0267947	0.00989697	0.0465686	0.0487236	0.0300871	0.0460712	0.0400299	0.0333332	0.033892	0.11578	0.276834	0.073181	0.0208936	0.489519	0.0237921	0.999836	0.999958	1.00004	1.00016	0.306162	0.301119	0.137756	0.254963	0.3912632	3.908142
1380	-21815.56	-21808.5	-7.052181	6.802026e+07	0.0752398	0.115561	0.118958	0.090713	0.100945	0.126438	0.186065	0.084422	0.128911	0.0937496	0.174937	0.121856	0.104257	0.146982	0.149801	0.0994724	0.0967213	0.109875	0.117449	0.15438	0.215794	0.13036	0.256807	0.125375	0.104822	0.0443846	0.0621652	0.0113199	0.0221467	0.0672897	0.033518	0.144843	0.0659616	0.0361581	0.0103498	0.0320512	0.0432447	0.0655833	0.0167958	0.0458727	0.0387379	0.0178333	0.0218375	0.0937929	0.284473	0.0785047	0.0211688	0.497863	0.0241976	0.999846	0.999961	1.00004	1.00015	0.312291	0.293213	0.142136	0.25236	0.3960276	4.009983
1390	-21823.09	-21817.54	-5.550023	6.624307e+07	0.0976066	0.11658	0.114643	0.0831672	0.0780723	0.148729	0.158728	0.113266	0.105199	0.096882	0.163747	0.103542	0.115176	0.128847	0.142735	0.0835489	0.0858069	0.125712	0.119312	0.140705	0.237299	0.123761	0.21192	0.0884514	0.0812121	0.0236048	0.0624549	0.018052	0.0150541	0.0881627	0.0387539	0.124534	0.0677323	0.0304555	0.0184581	0.0212233	0.0477958	0.0553598	0.0101574	0.0653113	0.044389	0.0272573	0.036362	0.106737	0.277876	0.07145	0.0224745	0.501618	0.0198435	0.999844	0.99996	1.00004	1.00016	0.323917	0.28561	0.140687	0.249786	0.3919427	3.859767
1400	-21826.95	-21821.75	-5.205054	7.206221e+07	0.0984368	0.0985775	0.0966167	0.0751012	0.089338	0.116266	0.143845	0.0670699	0.124012	0.112746	0.170132	0.109659	0.117032	0.140581	0.116298	0.0731777	0.080788	0.119584	0.123123	0.141447	0.1942	0.118972	0.266399	0.0998893	0.10726	0.0715798	0.0690464	0.0218926	0.0190349	0.0758432	0.0300704	0.142727	0.0763372	0.0480168	0.00780017	0.0359426	0.0282402	0.0575131	0.0062671	0.0492602	0.028919	0.0302613	0.0259651	0.109277	0.295482	0.0832135	0.0258736	0.463238	0.0229152	0.99985	0.999962	1.00004	1.00015	0.302619	0.299606	0.135224	0.262551	0.3975476	3.82527
1410	-21816.05	-21811.77	-4.277965	8.163442e+07	0.0741001	0.131906	0.100046	0.0691441	0.0831364	0.129151	0.156155	0.0771887	0.111421	0.0972642	0.16522	0.120559	0.10303	0.168409	0.148481	0.0723328	0.0735044	0.105492	0.116002	0.154984	0.186607	0.0937778	0.206129	0.140946	0.0874391	0.0364993	0.0525953	0.0183649	0.0336805	0.0554306	0.0260211	0.137372	0.0534222	0.0363975	0.0144569	0.0386142	0.0445678	0.059186	0.0129931	0.0637093	0.027392	0.0206525	0.028782	0.101919	0.307837	0.0751065	0.0167952	0.473876	0.0244668	0.999859	0.999963	1.00004	1.00014	0.302784	0.307346	0.128287	0.261582	0.4256399	3.732561
1420	-21820.37	-21816.37	-3.99778	7.828382e+07	0.0688778	0.087519	0.117035	0.0663047	0.113118	0.125432	0.150863	0.0721811	0.111421	0.105122	0.159132	0.108493	0.103848	0.145795	0.134687	0.0817056	0.0796884	0.127522	0.126116	0.138496	0.202188	0.10571	0.222181	0.12636	0.0849322	0.035907	0.0440842	0.0180657	0.0441949	0.0655974	0.014229	0.123022	0.0471794	0.0388556	0.0252659	0.0134323	0.0327662	0.0548283	0.0386068	0.0374949	0.0278306	0.0453589	0.0330968	0.102992	0.300086	0.0678737	0.0210692	0.484312	0.0236663	0.999857	0.999963	1.00004	1.00014	0.31409	0.300659	0.133077	0.252174	0.433288	3.704543
1430	-21826.12	-21820.71	-5.411142	7.743938e+07	0.0902223	0.111128	0.119616	0.105405	0.103163	0.130799	0.194698	0.0934789	0.111421	0.0796233	0.176669	0.116905	0.094988	0.147887	0.120804	0.074464	0.105015	0.119695	0.119622	0.16554	0.189379	0.123128	0.238403	0.142474	0.106767	0.025435	0.0513226	0.0233097	0.0206431	0.0566939	0.0172846	0.123412	0.038473	0.0346519	0.0309485	0.0138329	0.0304098	0.0481116	0.0257531	0.0410623	0.0209571	0.0321408	0.0301424	0.0937366	0.284351	0.0767794	0.0238641	0.492749	0.0285198	0.999856	0.999963	1.00004	1.00014	0.322558	0.298462	0.127229	0.251751	0.4223692	3.845879
1440	-21810.28	-21804.25	-6.02442	7.566119e+07	0.0980041	0.104163	0.107667	0.0695748	0.108869	0.130799	0.182928	0.0934789	0.129259	0.110725	0.143099	0.111242	0.116364	0.14976	0.131758	0.0810073	0.0804483	0.1363	0.129957	0.159166	0.193578	0.109302	0.233933	0.130384	0.0930447	0.0270097	0.0589785	0.0196907	0.0217132	0.0928436	0.0233784	0.126426	0.0574459	0.0472185	0.0308693	0.0277016	0.0469919	0.0541968	0.0215194	0.0316894	0.029956	0.0346502	0.0201185	0.0936326	0.284035	0.0766941	0.0218143	0.503082	0.0207414	0.999854	0.999963	1.00004	1.00015	0.319594	0.29739	0.131065	0.251952	0.4139306	3.907207
1450	-21813.46	-21806.88	-6.580341	6.252205e+07	0.0878266	0.103168	0.116204	0.0963631	0.102253	0.147933	0.16982	0.0901045	0.129259	0.106573	0.167824	0.110826	0.110923	0.141358	0.148783	0.0918522	0.0831315	0.115033	0.116812	0.156284	0.211744	0.106617	0.225315	0.122458	0.0875887	0.0331782	0.0542865	0.0164261	0.0266385	0.0774954	0.0216978	0.175144	0.0542042	0.0433528	0.0179156	0.0370307	0.0421814	0.0621163	0.0288229	0.0530472	0.0315137	0.0365691	0.00512406	0.0915824	0.31731	0.0791973	0.0243725	0.45594	0.0315975	0.999839	0.999959	1.00004	1.00016	0.310365	0.303965	0.120838	0.264832	0.4006159	3.962799
1460	-21812.27	-21807.14	-5.124451	6.070404e+07	0.0950465	0.109522	0.128175	0.0779303	0.0952096	0.146903	0.168731	0.084637	0.117948	0.104139	0.16378	0.101941	0.12733	0.12851	0.120245	0.0997271	0.10387	0.13994	0.125274	0.140269	0.185751	0.119484	0.221148	0.0850815	0.095835	0.0451795	0.0516371	0.0149032	0.0266385	0.0681525	0.014395	0.142701	0.0648822	0.0447066	0.0306734	0.0203937	0.0208837	0.0393912	0.0120248	0.0466628	0.0301837	0.0398395	0.0175379	0.10345	0.326648	0.0675844	0.0258165	0.451113	0.0253879	0.999837	0.999958	1.00004	1.00016	0.310365	0.303965	0.120838	0.264832	0.4034079	3.81721
1470	-21812.12	-21806.66	-5.463372	6.919796e+07	0.083772	0.115492	0.0996636	0.0761339	0.100476	0.124922	0.183295	0.0893137	0.0983128	0.0959314	0.146469	0.101982	0.118616	0.135153	0.133397	0.0958994	0.0830012	0.119683	0.138832	0.125994	0.182064	0.123348	0.245489	0.109613	0.0826371	0.0452542	0.0637198	0.0191087	0.0413344	0.0656418	0.0370585	0.144857	0.0578673	0.0438634	0.0222339	0.0188324	0.0435466	0.0555354	0.0134381	0.0697633	0.0301837	0.034854	0.03452	0.0983746	0.311506	0.0759664	0.0251253	0.460605	0.028423	0.999847	0.999961	1.00004	1.00015	0.299914	0.317746	0.116769	0.265571	0.4220197	3.851102
1480	-21824.72	-21817.8	-6.918461	5.499078e+07	0.0812907	0.107572	0.122003	0.0925414	0.0821577	0.124841	0.202934	0.0821163	0.143485	0.0852047	0.140104	0.108208	0.118519	0.159477	0.116882	0.105661	0.0946317	0.12359	0.137723	0.126899	0.198431	0.136315	0.266094	0.0911198	0.0971385	0.0347183	0.0774595	0.0265321	0.0340028	0.0844015	0.0170611	0.168014	0.0767382	0.0388421	0.0220406	0.0287828	0.0334549	0.0795233	0.025278	0.0287697	0.0215476	0.0293418	0.0251625	0.100463	0.316025	0.0727908	0.0264888	0.463788	0.020445	0.999829	0.999956	1.00004	1.00017	0.316879	0.301266	0.115807	0.266048	0.3966675	3.996611
1490	-21823.15	-21818.34	-4.8078	5.858526e+07	0.112906	0.116794	0.107768	0.0764413	0.0995371	0.143101	0.15112	0.114699	0.107174	0.0885023	0.156143	0.0915962	0.097357	0.152786	0.133498	0.0863288	0.0972912	0.11645	0.129122	0.118768	0.234215	0.118389	0.20368	0.0816953	0.113732	0.0299186	0.050418	0.00996132	0.0249185	0.067334	0.0167526	0.158579	0.0436995	0.0303916	0.0263809	0.0330288	0.0436961	0.0431202	0.0181247	0.0396195	0.0312285	0.0427395	0.0265387	0.0984881	0.312404	0.0713601	0.030634	0.461313	0.0257999	0.999834	0.999958	1.00004	1.00017	0.316056	0.294955	0.120396	0.268594	0.4007295	3.785545
1500	-21821.61	-21815.71	-5.893263	5.735914e+07	0.0925154	0.131049	0.123575	0.096771	0.102817	0.111425	0.160145	0.0922384	0.123395	0.101813	0.141764	0.109335	0.136553	0.133847	0.133727	0.094975	0.100766	0.133588	0.113051	0.136342	0.195618	0.12913	0.227376	0.124985	0.0841424	0.0225631	0.0544054	0.0166718	0.0269631	0.0792465	0.0198217	0.157859	0.0749183	0.0184022	0.0358885	0.0102808	0.0283281	0.0752574	0.0189993	0.058356	0.0312285	0.0158011	0.0181568	0.0957781	0.334766	0.0681362	0.0290178	0.44862	0.0236814	0.999832	0.999957	1.00004	1.00017	0.308331	0.301333	0.113826	0.276509	0.4134594	3.894091
1510	-21818.91	-21812.62	-6.291561	3.894435e+07	0.0828666	0.116491	0.103768	0.0672032	0.102817	0.115042	0.144597	0.0917395	0.125737	0.0776455	0.186653	0.11281	0.123883	0.145123	0.142404	0.0753422	0.10622	0.147565	0.120518	0.141864	0.18622	0.1226	0.227388	0.13184	0.114799	0.0210943	0.0560107	0.0273814	0.0237443	0.0940031	0.0366217	0.139925	0.0611493	0.0478163	0.0233251	0.0261664	0.0510007	0.0650886	0.0283922	0.0455419	0.0196305	0.0270091	0.0268829	0.0952461	0.339839	0.0639805	0.0263483	0.446128	0.0284585	0.999796	0.999948	1.00005	1.0002	0.310457	0.312815	0.114611	0.262117	0.4192097	3.933921
1520	-21824.27	-21816.86	-7.413706	6.213185e+07	0.0880732	0.13197	0.0934369	0.106502	0.101789	0.133831	0.163875	0.081906	0.112981	0.113173	0.195449	0.112306	0.114377	0.143758	0.134257	0.0931352	0.0884714	0.142289	0.140922	0.155303	0.212634	0.127654	0.230233	0.117933	0.10142	0.0381288	0.0489344	0.0251443	0.0299376	0.0571974	0.0244296	0.160722	0.0782151	0.0236911	0.0144986	0.0151619	0.0481988	0.0476339	0.0353743	0.0534108	0.025443	0.0468789	0.0354553	0.0906136	0.340802	0.0756187	0.0199113	0.444264	0.0287898	0.999839	0.999959	1.00004	1.00016	0.309564	0.315985	0.113564	0.260887	0.4082237	4.046136
