Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1010	-21826.21	-21819.59	-6.611316	6338833	0.0936818	0.130195	0.10966	0.107791	0.0919977	0.134698	0.146854	0.117374	0.10823	0.11631	0.173057	0.111357	0.120839	0.148963	0.135628	0.0656083	0.0769928	0.123868	0.144018	0.143782	0.151698	0.123072	0.241169	0.0613805	0.0125943	0.0488624	0.0331146	0.0195583	0.0245578	0.0648909	0.0844245	0.0800934	0.165081	0.033153	0.0216787	0.0745772	0.126724	0.0163654	0.0367931	0.0414825	0.0156681	0.0395058	0.0485489	0.103967	0.302795	0.0584126	0.0171282	0.482987	0.0347102	0.999495	0.999871	1.00013	1.0005	0.308677	0.303346	0.122006	0.265971	0.4083331	3.965897
1020	-21821.72	-21817.55	-4.167139	6257200	0.0840218	0.100488	0.103573	0.0625872	0.095088	0.137048	0.205096	0.0753635	0.109598	0.0972773	0.14728	0.103131	0.105925	0.141036	0.145702	0.1015	0.0942274	0.100227	0.114122	0.139005	0.189979	0.120911	0.191743	0.0613805	0.020427	0.0385765	0.0254009	0.0191004	0.0184136	0.0665724	0.0685657	0.0851577	0.12295	0.0498495	0.0244089	0.0788092	0.113843	0.0256137	0.0301323	0.0340781	0.0156681	0.0300556	0.0275459	0.103715	0.28552	0.0663416	0.0155618	0.492791	0.0360717	0.999492	0.99987	1.00013	1.00051	0.318613	0.301726	0.127686	0.251975	0.4227635	3.721479
1030	-21814.91	-21808.69	-6.214365	7188117	0.0751546	0.104868	0.100699	0.0792882	0.079353	0.16245	0.161745	0.113691	0.11653	0.0904265	0.181441	0.122801	0.126329	0.142347	0.146504	0.0892633	0.0879669	0.134805	0.107964	0.130908	0.187699	0.12487	0.261556	0.059229	0.0164124	0.0380899	0.0278123	0.0105774	0.0269145	0.047962	0.0700549	0.104943	0.155891	0.0469018	0.0249265	0.0722746	0.0985225	0.0306918	0.0177922	0.0365587	0.0357481	0.0327638	0.0434752	0.104353	0.284148	0.0685789	0.0190682	0.490424	0.0334278	0.999526	0.999879	1.00012	1.00047	0.316294	0.294808	0.128625	0.260273	0.4117578	3.926201
1040	-21812.17	-21806.89	-5.285967	6273262	0.0789553	0.11536	0.110446	0.0898946	0.0945773	0.138048	0.157961	0.0952544	0.125622	0.105291	0.170717	0.11472	0.108385	0.142575	0.123827	0.0954658	0.0846315	0.119094	0.138835	0.149801	0.16425	0.110929	0.231469	0.0642487	0.0187147	0.0572006	0.0167004	0.0317184	0.0244982	0.052049	0.0828606	0.0785198	0.152312	0.0372212	0.0187096	0.0549494	0.109291	0.0238446	0.0260104	0.0256634	0.0218496	0.0356461	0.035244	0.104574	0.280533	0.0756262	0.0235493	0.4814	0.0343179	0.999493	0.99987	1.00013	1.00051	0.317783	0.289008	0.127569	0.26564	0.403184	3.833362
1050	-21823.04	-21816.04	-7.000632	7760343	0.101972	0.0966433	0.105584	0.0801902	0.107235	0.0929703	0.170161	0.101454	0.126645	0.111572	0.15306	0.12905	0.118666	0.153342	0.151043	0.0731544	0.0851259	0.155907	0.123374	0.149801	0.208096	0.128381	0.254675	0.0509141	0.0191307	0.0465902	0.0307691	0.0227697	0.0355619	0.0652587	0.102774	0.0841243	0.127497	0.0474059	0.0388901	0.0688714	0.131022	0.0315544	0.0137348	0.0265866	0.0407197	0.0174087	0.0251416	0.106422	0.287168	0.0679164	0.0205434	0.492989	0.0249612	0.999544	0.999883	1.00012	1.00046	0.312114	0.302429	0.129886	0.255571	0.3939734	4.004828
1060	-21814.7	-21808.65	-6.050159	9982625	0.082774	0.108551	0.129412	0.0785859	0.0852569	0.140188	0.169778	0.0831551	0.105049	0.0974038	0.165701	0.0959876	0.121545	0.13443	0.140463	0.0731544	0.0965683	0.125884	0.144366	0.131134	0.197601	0.128155	0.24227	0.0537116	0.0177065	0.0346063	0.0259902	0.018335	0.0477839	0.0622956	0.0950514	0.0763326	0.160003	0.0428146	0.0383194	0.0772711	0.121207	0.0244469	0.026573	0.0276086	0.0301158	0.0368829	0.015312	0.101758	0.312382	0.0713813	0.0176145	0.467164	0.0296999	0.999598	0.999897	1.0001	1.0004	0.318003	0.2933	0.126074	0.262622	0.4069466	3.909781
1070	-21821.09	-21814.8	-6.292568	1.12554e+07	0.0863324	0.109805	0.0857394	0.083269	0.0885318	0.115061	0.173811	0.0859685	0.120912	0.109015	0.177783	0.108192	0.130265	0.133666	0.123549	0.0943328	0.0993346	0.116649	0.117939	0.14666	0.235792	0.109757	0.228226	0.0421488	0.0289705	0.0694197	0.019778	0.0219689	0.0495651	0.0620401	0.0881535	0.0626826	0.177498	0.0294761	0.0246357	0.0659298	0.117874	0.0307556	0.0233944	0.0276086	0.0325043	0.0380043	0.0410234	0.106491	0.309144	0.0656618	0.0173626	0.472758	0.028582	0.999621	0.999903	1.0001	1.00038	0.31725	0.296451	0.120291	0.266009	0.4092822	3.934022
1080	-21817.15	-21811.53	-5.618916	1.237822e+07	0.0815395	0.128106	0.0889722	0.083067	0.0975788	0.127601	0.179772	0.0831208	0.125921	0.123847	0.158064	0.114806	0.116866	0.146081	0.130753	0.0789089	0.08853	0.117405	0.122923	0.15234	0.169727	0.109642	0.208322	0.0511888	0.0340997	0.047884	0.0343892	0.0165205	0.0347203	0.0727772	0.0810379	0.104152	0.141227	0.0508962	0.0179455	0.0496336	0.123651	0.0238818	0.0132274	0.0342725	0.0250411	0.0329667	0.043251	0.102649	0.316201	0.0621763	0.0268462	0.46632	0.0258071	0.999639	0.999908	1.00009	1.00036	0.305138	0.313533	0.114195	0.267134	0.4096344	3.866657
1090	-21819.65	-21814.58	-5.07046	1.267338e+07	0.0989214	0.102361	0.135219	0.0687194	0.0859617	0.119717	0.158199	0.0825944	0.125921	0.0949143	0.15046	0.1178	0.123144	0.170012	0.114232	0.0944389	0.0858195	0.109229	0.140613	0.139128	0.168692	0.132257	0.196077	0.0555203	0.0340997	0.0254879	0.0223474	0.0203032	0.0275558	0.0664988	0.098486	0.106997	0.139087	0.0294156	0.0188839	0.0687627	0.136768	0.00707179	0.0199755	0.0215862	0.0291198	0.0301674	0.0392475	0.102579	0.322955	0.0681016	0.022054	0.452538	0.0317724	0.999643	0.999909	1.00009	1.00036	0.311576	0.302538	0.115561	0.270325	0.4159666	3.811811
1100	-21817.54	-21811.04	-6.500433	1.450372e+07	0.114834	0.131144	0.125934	0.0946708	0.0876895	0.132309	0.176746	0.0959908	0.101542	0.0850631	0.182563	0.108417	0.109431	0.134036	0.153913	0.0707597	0.104435	0.132644	0.128048	0.127258	0.177903	0.137927	0.228173	0.0670531	0.0206777	0.0332586	0.0192594	0.0193412	0.0287828	0.0697404	0.100025	0.0832254	0.135328	0.0326067	0.0395345	0.0649746	0.133838	0.0195844	0.0344997	0.030147	0.0247348	0.0270059	0.0297586	0.104674	0.329549	0.0721317	0.0201662	0.44064	0.0328393	0.999666	0.999915	1.00009	1.00033	0.29927	0.309175	0.117086	0.274469	0.3942933	3.954808
1110	-21812.07	-21806.25	-5.814787	1.326678e+07	0.0794848	0.134298	0.123868	0.0834586	0.103667	0.128968	0.1709	0.0726774	0.137626	0.086228	0.162283	0.110009	0.119816	0.136168	0.111624	0.0834504	0.0880765	0.121884	0.112352	0.144361	0.223861	0.141579	0.221985	0.0639246	0.0300673	0.0342985	0.0298867	0.0237917	0.0150899	0.0648686	0.0702585	0.0942009	0.137823	0.0437225	0.0282203	0.0716743	0.104789	0.0278255	0.0145689	0.0327938	0.0284854	0.0374978	0.0338324	0.1074	0.333504	0.069436	0.0203148	0.445929	0.0234155	0.999651	0.999911	1.00009	1.00035	0.306311	0.303221	0.118301	0.272167	0.4126507	3.886244
1120	-21816.31	-21812.1	-4.215138	1.112334e+07	0.0759501	0.121051	0.0940962	0.0775177	0.0874775	0.113609	0.154534	0.0885314	0.118932	0.0952399	0.151999	0.112142	0.107097	0.14532	0.131034	0.0921327	0.0973416	0.114426	0.114201	0.145787	0.163978	0.113874	0.226198	0.0510477	0.0121731	0.0432739	0.0298867	0.014221	0.0210296	0.0499485	0.0599068	0.0996478	0.142841	0.0490231	0.0319579	0.0786195	0.104789	0.028224	0.016539	0.0274528	0.03708	0.0337512	0.0523982	0.106646	0.319866	0.0665965	0.0279407	0.452313	0.026638	0.999619	0.999903	1.0001	1.00038	0.317994	0.29777	0.126108	0.258128	0.4246961	3.726279
1130	-21813.8	-21807.11	-6.693707	1.246629e+07	0.0839729	0.128417	0.103271	0.0847605	0.104159	0.145966	0.15954	0.0843845	0.128778	0.115953	0.151999	0.0941079	0.135667	0.144352	0.145093	0.0976414	0.0761776	0.114426	0.133225	0.165204	0.209548	0.106114	0.26293	0.062139	0.0211047	0.0491997	0.0204597	0.01886	0.0249802	0.0589405	0.083097	0.089264	0.174821	0.0467219	0.0150651	0.0584346	0.0825619	0.0192102	0.0224247	0.03885	0.0330209	0.0351664	0.0441253	0.105658	0.286984	0.0731284	0.0173404	0.496816	0.0200737	0.99964	0.999908	1.00009	1.00036	0.304758	0.303727	0.136303	0.255212	0.4049016	3.974136
1140	-21816.08	-21809.68	-6.406599	1.44863e+07	0.104937	0.110918	0.117897	0.0838087	0.08505	0.139739	0.165821	0.0908052	0.125842	0.106803	0.150606	0.130474	0.137161	0.151268	0.137009	0.0713196	0.0776376	0.128735	0.120183	0.135841	0.198837	0.123605	0.203951	0.0452929	0.0437137	0.0487106	0.0376279	0.0270789	0.0291758	0.0652787	0.0668699	0.0756113	0.150734	0.0580729	0.0118571	0.0763594	0.11105	0.0329832	0.0167994	0.0367774	0.0326057	0.0364523	0.0441253	0.103737	0.286668	0.0723866	0.021969	0.484719	0.0305211	0.999666	0.999915	1.00009	1.00033	0.308041	0.296227	0.137771	0.257962	0.4011924	3.945425
1150	-21814.16	-21808.33	-5.824647	1.396159e+07	0.07244	0.110569	0.113862	0.0838087	0.0781452	0.119303	0.156928	0.0895256	0.128846	0.101497	0.181357	0.111643	0.111042	0.133676	0.114526	0.0762454	0.0872422	0.117383	0.14587	0.156977	0.206992	0.117872	0.249089	0.0474899	0.0284673	0.0460935	0.0244856	0.0217545	0.029404	0.058771	0.0831903	0.100722	0.165027	0.0434534	0.0437693	0.0502528	0.103032	0.0323579	0.0193736	0.0278514	0.0363373	0.0197336	0.0408238	0.104564	0.297499	0.0725648	0.0182429	0.48858	0.0185495	0.99966	0.999913	1.00009	1.00034	0.310267	0.303733	0.12756	0.25844	0.403305	3.88723
1160	-21822.18	-21815.62	-6.563572	1.236666e+07	0.0865174	0.123322	0.135109	0.0596172	0.101264	0.138612	0.17328	0.0926854	0.111819	0.0953658	0.160893	0.136498	0.135107	0.164703	0.131777	0.0959566	0.0920124	0.125306	0.123265	0.135446	0.224864	0.116837	0.226188	0.0483309	0.0196903	0.0447147	0.0264165	0.0256276	0.033113	0.0567992	0.0720004	0.07568	0.132061	0.0574968	0.0197683	0.0703912	0.121335	0.0285418	0.0185592	0.0365374	0.0230895	0.0254039	0.0391218	0.105715	0.299393	0.0729327	0.0248664	0.48666	0.0104322	0.999639	0.999908	1.00009	1.00036	0.317475	0.288467	0.121472	0.272587	0.3961627	3.961122
1170	-21820.2	-21814.91	-5.286744	1.330508e+07	0.0702517	0.114921	0.100781	0.079038	0.0800668	0.144496	0.167546	0.0823161	0.123099	0.086756	0.165154	0.118999	0.129619	0.128293	0.131257	0.0761164	0.0926487	0.128677	0.141218	0.132225	0.223588	0.123956	0.226188	0.0647987	0.0175963	0.0244617	0.00827399	0.021371	0.028693	0.0675198	0.081419	0.103698	0.143957	0.0407193	0.0158137	0.0765384	0.0909891	0.012652	0.02223	0.0430783	0.0172138	0.030841	0.0543635	0.104843	0.310218	0.0710171	0.0224209	0.469975	0.021527	0.999652	0.999911	1.00009	1.00035	0.306744	0.297802	0.135038	0.260416	0.4176756	3.833439
1180	-21818.44	-21812.83	-5.603358	1.487025e+07	0.0929243	0.091385	0.108009	0.0698127	0.08785	0.128619	0.155945	0.076207	0.109315	0.103351	0.166118	0.136837	0.140464	0.152094	0.120965	0.0785238	0.0835164	0.132417	0.124101	0.158446	0.22579	0.115048	0.227157	0.0562699	0.0222096	0.0372975	0.0383335	0.0248117	0.022874	0.0387944	0.0611538	0.119941	0.136921	0.042729	0.0223477	0.0669885	0.106677	0.0214507	0.0289406	0.0502864	0.0176441	0.0256476	0.0388866	0.105587	0.299193	0.0679371	0.0260986	0.479733	0.0214516	0.99967	0.999916	1.00008	1.00033	0.307671	0.306579	0.128521	0.257229	0.4217836	3.865101
1190	-21812.54	-21806.46	-6.087508	1.545958e+07	0.0800576	0.153403	0.108009	0.0903753	0.0961654	0.144421	0.168956	0.100594	0.134432	0.0920037	0.174163	0.0985656	0.0963589	0.158092	0.146516	0.0714041	0.0850925	0.132608	0.113649	0.144191	0.184176	0.118471	0.20704	0.062679	0.0213004	0.0492239	0.0342365	0.0227852	0.0355556	0.0505458	0.0818911	0.0960033	0.148772	0.0489237	0.0155375	0.0550868	0.0984547	0.0208211	0.0254878	0.0352316	0.0272842	0.0375898	0.0473613	0.103817	0.300824	0.06696	0.0240242	0.484996	0.0193796	0.999677	0.999917	1.00008	1.00032	0.315133	0.302037	0.127549	0.255282	0.4084317	3.913516
1200	-21817.58	-21811.65	-5.927531	1.031231e+07	0.0842207	0.13983	0.121013	0.0846495	0.0785302	0.113795	0.195434	0.0717305	0.109065	0.114304	0.162615	0.116111	0.119418	0.154781	0.13806	0.0905074	0.108811	0.123916	0.123015	0.153129	0.213397	0.124921	0.221731	0.0809956	0.0182414	0.0341179	0.021098	0.025893	0.0234973	0.054098	0.0709136	0.0756559	0.137185	0.0199395	0.0210143	0.063933	0.105668	0.0185142	0.0252407	0.0377085	0.024764	0.0314264	0.0446299	0.102773	0.300297	0.0711526	0.0232123	0.484147	0.0184178	0.999604	0.999899	1.0001	1.0004	0.302976	0.308266	0.135001	0.253757	0.4040611	3.897518
1210	-21819.35	-21811.65	-7.702821	8979057	0.0912527	0.113888	0.107778	0.0944613	0.0953503	0.133175	0.166388	0.0834096	0.12945	0.109015	0.171208	0.126043	0.114189	0.163915	0.127948	0.0865836	0.0881394	0.119891	0.116249	0.148625	0.221043	0.1091	0.228378	0.0578175	0.0402023	0.0559866	0.0157597	0.0446224	0.0220368	0.0521432	0.10423	0.103841	0.169298	0.0337419	0.0323592	0.0699813	0.138051	0.0335877	0.0292373	0.0294674	0.0281333	0.0300766	0.0389943	0.0980994	0.309072	0.0725394	0.0147369	0.47816	0.0273929	0.999576	0.999892	1.00011	1.00042	0.309145	0.307548	0.11723	0.266077	0.3919629	4.075047
1220	-21817.26	-21810.88	-6.382766	1.14405e+07	0.0701226	0.137708	0.12354	0.0717575	0.104548	0.153047	0.176942	0.0838897	0.114231	0.0937154	0.171208	0.134154	0.11016	0.162885	0.125394	0.0790052	0.101886	0.125597	0.126692	0.149042	0.202084	0.113573	0.240958	0.0626908	0.0243728	0.03144	0.0375881	0.0195803	0.0326829	0.0540033	0.075208	0.078736	0.168932	0.0321946	0.0213026	0.0555753	0.102929	0.0276869	0.0166267	0.0197622	0.0284972	0.0409817	0.0401132	0.0997861	0.300725	0.0720932	0.0155856	0.474704	0.0371062	0.999624	0.999904	1.0001	1.00038	0.30183	0.315077	0.12597	0.257123	0.4154509	3.943042
1230	-21819.2	-21815.11	-4.095542	1.418866e+07	0.0958663	0.0916964	0.13411	0.0879943	0.0977415	0.113101	0.159309	0.0880629	0.107808	0.112694	0.141232	0.128135	0.11016	0.153784	0.117421	0.0952893	0.0777471	0.102843	0.122711	0.12699	0.1903	0.0935835	0.203307	0.0708778	0.0256089	0.0541609	0.0367572	0.0234981	0.0294337	0.0570107	0.0890734	0.0679752	0.110392	0.0285016	0.0224485	0.0791109	0.0982688	0.0152643	0.0278159	0.0329977	0.0264709	0.0300357	0.036733	0.104206	0.283921	0.0740564	0.021542	0.488009	0.0282657	0.999663	0.999914	1.00009	1.00034	0.304872	0.29531	0.136061	0.263757	0.4151133	3.714319
1240	-21823.96	-21818.17	-5.788377	1.720256e+07	0.107422	0.0950834	0.137025	0.0694942	0.0822865	0.161724	0.173307	0.077716	0.129243	0.116183	0.168579	0.117861	0.106787	0.140256	0.130089	0.0916425	0.0825368	0.134268	0.126232	0.153369	0.213188	0.0822225	0.203747	0.0555158	0.0197804	0.0373265	0.0115318	0.0227933	0.0327807	0.0451907	0.0846222	0.0970592	0.148408	0.0578478	0.0242178	0.0811499	0.119508	0.00771341	0.0178852	0.0343343	0.0257466	0.0294816	0.0304496	0.101837	0.29591	0.0737144	0.0255733	0.474854	0.0281112	0.999693	0.999922	1.00008	1.00031	0.305587	0.306768	0.123994	0.263651	0.412469	3.883603
1250	-21824.51	-21819.55	-4.953137	1.648806e+07	0.0943984	0.125529	0.103069	0.0686219	0.0847236	0.128125	0.142633	0.100395	0.097538	0.0922481	0.194356	0.104958	0.12344	0.140256	0.124369	0.0697587	0.104999	0.114551	0.132668	0.146554	0.224626	0.113042	0.23306	0.0729949	0.0207117	0.0499596	0.0085947	0.0233312	0.0287728	0.0486987	0.0801767	0.110958	0.151248	0.0381605	0.0208159	0.0536103	0.0711694	0.01266	0.0119082	0.0274686	0.0405286	0.0183923	0.0459992	0.104398	0.293405	0.0747523	0.0225226	0.469922	0.035	0.999687	0.99992	1.00008	1.00031	0.314418	0.291673	0.126546	0.267364	0.4150786	3.800079
1260	-21823.96	-21816.74	-7.21812	1.764862e+07	0.0958623	0.119756	0.115899	0.101526	0.088633	0.136303	0.182089	0.107166	0.106663	0.111551	0.186684	0.110647	0.109354	0.136271	0.124369	0.0925775	0.0904866	0.114688	0.0980442	0.157287	0.215545	0.148993	0.249294	0.0549618	0.0167569	0.0461889	0.0204572	0.0274107	0.048267	0.0592507	0.061235	0.0952811	0.142967	0.0430803	0.0295195	0.0691008	0.116041	0.0151795	0.0217671	0.0506436	0.0375611	0.0313248	0.0398952	0.104835	0.294424	0.0770148	0.0246371	0.472772	0.0263171	0.999697	0.999923	1.00008	1.0003	0.304223	0.305555	0.124226	0.265996	0.3961024	4.026577
1270	-21814.67	-21807.92	-6.74988	1.848485e+07	0.097792	0.109255	0.115339	0.0699245	0.100167	0.150282	0.169561	0.0905573	0.13702	0.0837464	0.154865	0.113488	0.121682	0.156178	0.134347	0.0925775	0.0802135	0.117812	0.13197	0.149184	0.189297	0.143874	0.267032	0.0613884	0.0191949	0.0679209	0.022455	0.0265605	0.0339117	0.0622343	0.0672267	0.0861883	0.126782	0.0353543	0.0298326	0.0533758	0.11965	0.0191896	0.0323452	0.0360872	0.0408396	0.0187246	0.0443274	0.0995656	0.300423	0.0667133	0.0242717	0.477563	0.0314632	0.999704	0.999924	1.00008	1.0003	0.308744	0.30476	0.122516	0.263981	0.3828114	3.979753
1280	-21818.86	-21810.9	-7.96487	1.541059e+07	0.0966393	0.113882	0.126271	0.0762808	0.100938	0.105292	0.165089	0.0913696	0.118272	0.100638	0.175921	0.117642	0.10523	0.141491	0.167607	0.0857025	0.0978046	0.150486	0.12385	0.14202	0.187463	0.137713	0.250223	0.0560507	0.0240604	0.0257765	0.0414401	0.0176084	0.0548641	0.0691929	0.0872747	0.108884	0.150737	0.0460642	0.0265452	0.0764514	0.138973	0.0173032	0.0447915	0.0330636	0.0354022	0.0209712	0.047972	0.0987135	0.2984	0.0715969	0.0259666	0.474346	0.0309766	0.999676	0.999917	1.00008	1.00032	0.300533	0.314024	0.128538	0.256906	0.3906437	4.101252
1290	-21824.21	-21816.45	-7.757684	1.845945e+07	0.100232	0.0988871	0.126271	0.0871361	0.0708443	0.146194	0.184428	0.104128	0.102489	0.105603	0.154878	0.127966	0.133402	0.152918	0.141481	0.101788	0.110542	0.158881	0.136756	0.140947	0.211865	0.130547	0.233985	0.049161	0.0325423	0.0318447	0.0352801	0.0178846	0.0352616	0.0401676	0.084308	0.0932493	0.165712	0.0225887	0.0228754	0.0882313	0.117453	0.0179014	0.0259252	0.0218338	0.0436676	0.0235171	0.0489613	0.0947932	0.295115	0.0736635	0.0201844	0.488039	0.0282053	0.999704	0.999925	1.00008	1.0003	0.30636	0.311722	0.126894	0.255023	0.3864501	4.080533
1300	-21823.66	-21817.68	-5.982888	2.392193e+07	0.0853168	0.120967	0.118946	0.0962204	0.0802773	0.0970554	0.202982	0.0854906	0.142208	0.0986358	0.184449	0.108043	0.113774	0.147777	0.138063	0.0736733	0.0866705	0.114386	0.121062	0.139685	0.204049	0.134333	0.232832	0.0661203	0.0145512	0.0241056	0.0449612	0.0204838	0.0350254	0.0424007	0.0793708	0.0932493	0.134372	0.052248	0.0228754	0.0725064	0.115515	0.018938	0.0285961	0.0189433	0.0314969	0.0224257	0.0379718	0.103749	0.317002	0.0618696	0.0269241	0.461253	0.0292018	0.99974	0.999934	1.00007	1.00026	0.316134	0.295479	0.123055	0.265332	0.3943814	3.903054
1310	-21814.26	-21807.68	-6.579984	4.309248e+07	0.0883728	0.125257	0.120176	0.0863947	0.101991	0.137076	0.173974	0.0910617	0.120536	0.0684962	0.18063	0.108331	0.111359	0.122956	0.149291	0.0757595	0.0946616	0.137602	0.122054	0.1554	0.21072	0.118572	0.21761	0.0447515	0.0275648	0.0504498	0.0151498	0.0221501	0.0262512	0.0468438	0.0752663	0.110546	0.15699	0.063204	0.017768	0.0817548	0.111951	0.0239332	0.0125003	0.0323559	0.0403913	0.0329735	0.0516856	0.098702	0.306336	0.0756724	0.0203585	0.471446	0.0274854	0.999806	0.999951	1.00005	1.00019	0.308178	0.312396	0.119459	0.259967	0.4015038	3.962763
1320	-21812.34	-21806.47	-5.874028	3.813834e+07	0.0904037	0.130501	0.108657	0.088914	0.102646	0.141519	0.150845	0.083179	0.117111	0.0923281	0.152962	0.108513	0.120069	0.136944	0.135295	0.068402	0.0919711	0.133694	0.124526	0.138103	0.189686	0.106478	0.275142	0.0571642	0.0372608	0.0491241	0.0185666	0.0231983	0.0238843	0.0632361	0.0795114	0.102454	0.155839	0.0450824	0.00596611	0.0631682	0.10083	0.0279051	0.0124434	0.0385962	0.0258827	0.0300247	0.0441414	0.0912487	0.308876	0.0842152	0.0256656	0.468707	0.0212881	0.999794	0.999947	1.00005	1.00021	0.306736	0.30767	0.121858	0.263736	0.412239	3.892168
1330	-21818.66	-21813.68	-4.987072	5.255675e+07	0.0777762	0.0942798	0.114498	0.0748878	0.0927681	0.115176	0.17194	0.0927034	0.0985051	0.0893401	0.163407	0.11925	0.114087	0.11883	0.158384	0.0722069	0.0914336	0.147232	0.142547	0.135642	0.176369	0.135458	0.239422	0.0693882	0.00872642	0.0529983	0.0288066	0.0245307	0.0261861	0.0526831	0.0639865	0.068118	0.152735	0.0378816	0.016136	0.0596814	0.117063	0.0287235	0.0173577	0.0338383	0.0241444	0.0329694	0.0513747	0.0894208	0.312814	0.0751337	0.026742	0.463878	0.032011	0.999825	0.999956	1.00004	1.00018	0.317178	0.303833	0.122852	0.256137	0.4123779	3.803472
1340	-21827.84	-21822.01	-5.826805	3.424589e+07	0.101501	0.105975	0.109962	0.0660247	0.0903118	0.118305	0.189369	0.0690697	0.120436	0.0911059	0.162039	0.0948971	0.0992981	0.138966	0.142186	0.0916479	0.0763639	0.133801	0.115895	0.139984	0.143505	0.124041	0.244934	0.0557133	0.0401983	0.0629471	0.0205721	0.0220402	0.0357262	0.0462664	0.0779411	0.100914	0.153282	0.0614115	0.0118949	0.0559169	0.130497	0.0366893	0.0266806	0.0527207	0.0318445	0.0302761	0.0642957	0.098383	0.329422	0.0690782	0.0255178	0.44921	0.0283883	0.999783	0.999945	1.00006	1.00022	0.311761	0.314067	0.116177	0.257996	0.4159032	3.887446
1350	-21810.4	-21804.44	-5.956286	2.881726e+07	0.0896254	0.10837	0.108344	0.074931	0.0979633	0.136072	0.185661	0.0950355	0.113769	0.0958337	0.168532	0.110793	0.101337	0.124817	0.129173	0.0792661	0.105309	0.131093	0.119183	0.139984	0.2094	0.129971	0.238835	0.0388127	0.0306012	0.0444782	0.0240035	0.0168292	0.0264377	0.0616394	0.0657203	0.092653	0.148694	0.0478562	0.0112336	0.0627745	0.107964	0.0207733	0.0366303	0.0604257	0.0336819	0.0302761	0.0456109	0.10183	0.31375	0.0715989	0.0269996	0.461716	0.0241051	0.999763	0.999939	1.00006	1.00024	0.313974	0.302856	0.123343	0.259828	0.4037806	3.900394
1360	-21816.18	-21809.26	-6.920626	2.463046e+07	0.0872492	0.108025	0.109294	0.0905493	0.10125	0.129612	0.172389	0.081948	0.124239	0.104587	0.160162	0.110801	0.116634	0.122215	0.150786	0.0826313	0.113519	0.11631	0.13589	0.146517	0.207876	0.122355	0.228157	0.0705289	0.0306012	0.0563668	0.0103153	0.0167032	0.0359252	0.0412859	0.0831037	0.12249	0.152794	0.0492652	0.0283573	0.0587606	0.126947	0.0264012	0.0225125	0.0434242	0.0275992	0.0306829	0.0397653	0.0957157	0.313059	0.0647997	0.0203071	0.478766	0.0273523	0.999744	0.999935	1.00007	1.00026	0.318695	0.301622	0.120914	0.258769	0.4047632	3.996828
1370	-21824.37	-21816.54	-7.83786	2.619294e+07	0.0839221	0.126448	0.132858	0.0818871	0.10125	0.158434	0.175305	0.0806038	0.110384	0.105342	0.171647	0.105957	0.111914	0.134121	0.141832	0.092999	0.0881452	0.138898	0.147946	0.164679	0.173015	0.123999	0.246985	0.0468698	0.0207631	0.0653008	0.0455552	0.0275693	0.0348792	0.056305	0.0550509	0.103006	0.178376	0.0411665	0.0169817	0.0838958	0.152925	0.0133766	0.0337857	0.0323406	0.0256733	0.0258696	0.0302921	0.0979351	0.319739	0.081328	0.0198751	0.455637	0.0254864	0.999752	0.999936	1.00006	1.00025	0.300532	0.318572	0.121811	0.259084	0.3791934	4.088551
1380	-21822.27	-21814.79	-7.482719	2.227807e+07	0.0962427	0.124955	0.132129	0.0943515	0.0908305	0.136406	0.175305	0.100226	0.105857	0.106424	0.191616	0.123719	0.138624	0.133758	0.148164	0.0829155	0.101865	0.126456	0.127887	0.145869	0.214699	0.147148	0.238936	0.0514597	0.0433333	0.0386408	0.0340294	0.0278076	0.0244321	0.0625599	0.07066	0.0928434	0.138313	0.0420924	0.0036172	0.0747613	0.0873791	0.0194623	0.0195624	0.0286873	0.0230207	0.0291781	0.056814	0.0968138	0.307626	0.0767283	0.0299778	0.454288	0.0345652	0.999731	0.999931	1.00007	1.00027	0.312716	0.30517	0.119634	0.26248	0.3972231	4.053037
