Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
2510	-21815.94	-21809.99	-5.951626	7.984787e+07	0.0924743	0.111323	0.0930469	0.0660662	0.0938271	0.11249	0.157549	0.0770747	0.129631	0.0930032	0.158797	0.121743	0.114366	0.161396	0.148282	0.0788935	0.0788183	0.137658	0.126297	0.160311	0.199239	0.127246	0.247115	0.021936	0.076473	0.066364	0.0300544	0.0248343	0.0229006	0.0542983	0.0693715	0.0925722	0.170718	0.0275104	0.0207038	0.0670513	0.104916	0.0186967	0.00945487	0.0363902	0.0310956	0.0251582	0.0427786	0.0948135	0.296499	0.0832481	0.017455	0.470137	0.0378472	0.999858	0.999963	1.00004	1.00014	0.307377	0.30375	0.130807	0.258067	0.4101472	3.899928
2520	-21816.23	-21810.95	-5.279003	6.846182e+07	0.0986203	0.100528	0.125717	0.071216	0.086026	0.120613	0.184281	0.0655657	0.111402	0.0925382	0.16597	0.0935284	0.112102	0.123951	0.158006	0.071755	0.0912241	0.114521	0.124965	0.151837	0.189001	0.130936	0.245848	0.0289917	0.0601526	0.0535807	0.0333718	0.0165385	0.0380292	0.0666727	0.0864675	0.0856388	0.134667	0.0377208	0.0242818	0.0616616	0.0951363	0.021543	0.0114314	0.0429408	0.0318761	0.0284489	0.0433626	0.0997701	0.320541	0.0709747	0.020586	0.464654	0.0234745	0.999846	0.99996	1.00004	1.00015	0.322387	0.299078	0.122378	0.256158	0.4033566	3.832665
2530	-21814.47	-21810.08	-4.387999	9.354874e+07	0.0951018	0.112366	0.110701	0.0577326	0.0806853	0.128575	0.146701	0.0692359	0.131474	0.0847904	0.157772	0.10539	0.0997846	0.149053	0.124254	0.0908985	0.0846464	0.124084	0.138353	0.133935	0.191796	0.12672	0.241879	0.0191118	0.0560754	0.0288708	0.0291514	0.0165385	0.0154851	0.0583819	0.0549488	0.108048	0.144468	0.0379524	0.0276508	0.0670942	0.118009	0.0285618	0.0276783	0.0253403	0.0341627	0.0293429	0.0307644	0.104385	0.292624	0.0743547	0.0233571	0.486148	0.01913	0.999869	0.999966	1.00003	1.00013	0.315874	0.29609	0.136416	0.251619	0.438583	3.743565
2540	-21831.49	-21826.92	-4.577475	5.056926e+07	0.102189	0.0872325	0.127259	0.0789997	0.0742699	0.110147	0.180195	0.0858588	0.117482	0.103924	0.175072	0.109079	0.126819	0.121346	0.14445	0.0556809	0.0829003	0.11978	0.120272	0.166997	0.189022	0.103615	0.220838	0.0295161	0.0354891	0.0514912	0.0433379	0.0222342	0.0405657	0.0463573	0.0556085	0.0829918	0.131814	0.0430818	0.0278648	0.0502635	0.0854031	0.009675	0.0502148	0.0404762	0.0246919	0.0266007	0.0614083	0.102725	0.313575	0.0725356	0.0176616	0.456552	0.03695	0.999821	0.999954	1.00005	1.00018	0.315414	0.293927	0.119029	0.27163	0.4199719	3.762512
2550	-21813.45	-21808.05	-5.393595	5.937328e+07	0.103968	0.101921	0.12886	0.0789997	0.0805624	0.13761	0.163776	0.0801716	0.109822	0.11137	0.1587	0.101828	0.107626	0.160441	0.122972	0.0835024	0.0890238	0.100553	0.122522	0.150201	0.236492	0.108261	0.221807	0.0258493	0.0491041	0.0461127	0.0302014	0.017847	0.0300629	0.0499607	0.0635674	0.0770819	0.1447	0.0443145	0.0230074	0.0804812	0.131485	0.012862	0.0313552	0.0369591	0.018386	0.027845	0.041952	0.105921	0.307813	0.0665964	0.0152795	0.473457	0.0309328	0.999835	0.999958	1.00004	1.00016	0.322242	0.301508	0.118487	0.257763	0.4173482	3.844124
2560	-21815.66	-21810.76	-4.904725	4.359335e+07	0.0946709	0.10433	0.0848781	0.0740707	0.103526	0.145274	0.159867	0.106492	0.11709	0.0945105	0.173746	0.107236	0.122124	0.164255	0.124741	0.0611314	0.0911743	0.130149	0.124056	0.14784	0.207042	0.0858044	0.21098	0.0153184	0.0732455	0.0379268	0.0222566	0.0260474	0.0387018	0.0470751	0.0761583	0.0811205	0.1254	0.0449496	0.0226819	0.0617495	0.118544	0.0222932	0.0190136	0.0347616	0.0290478	0.0239238	0.0400325	0.0961916	0.313229	0.0709196	0.0204971	0.468934	0.0302281	0.999808	0.999951	1.00005	1.00019	0.312655	0.303718	0.12704	0.256587	0.4259336	3.795237
2570	-21814.95	-21811.2	-3.753557	3.780455e+07	0.0761245	0.113989	0.10563	0.0736124	0.0930082	0.113443	0.16604	0.085283	0.110977	0.0972936	0.158797	0.107954	0.120876	0.116605	0.127203	0.083545	0.0974135	0.146307	0.0996275	0.122474	0.201845	0.111785	0.211244	0.0180282	0.0547785	0.040391	0.0314822	0.0146338	0.0140803	0.0478271	0.0887973	0.0875791	0.14667	0.0434782	0.0278568	0.0607385	0.0830653	0.0123613	0.0168045	0.0338336	0.0379873	0.0310825	0.047568	0.103557	0.312161	0.0701555	0.0167291	0.471413	0.0259838	0.999793	0.999947	1.00005	1.00021	0.321348	0.297024	0.116026	0.265602	0.4248537	3.680121
2580	-21813.57	-21806.66	-6.911184	3.938556e+07	0.09138	0.113865	0.116225	0.0817445	0.0835001	0.144545	0.197154	0.10163	0.127666	0.0956698	0.157941	0.125812	0.116304	0.153031	0.154691	0.0919683	0.0974135	0.138511	0.142056	0.135518	0.182567	0.106465	0.259316	0.0196497	0.0693714	0.0382153	0.0278342	0.0151312	0.019064	0.0753339	0.0879524	0.0964661	0.140877	0.0284215	0.0254064	0.0597029	0.101536	0.0218834	0.020003	0.0246591	0.0220965	0.0310825	0.0562234	0.101327	0.315651	0.0817634	0.0211647	0.461478	0.018617	0.999797	0.999949	1.00005	1.0002	0.296066	0.312662	0.124212	0.26706	0.4021236	3.995883
2590	-21814.19	-21808.47	-5.72051	3.993893e+07	0.0883807	0.105369	0.115885	0.0928611	0.102029	0.125688	0.182576	0.0908812	0.102611	0.091646	0.182937	0.128067	0.109279	0.133856	0.121386	0.0696106	0.0949353	0.120907	0.124839	0.149657	0.220864	0.129624	0.252806	0.0188122	0.0329308	0.0401404	0.0218849	0.0115389	0.0302185	0.0517331	0.0715979	0.0825669	0.133263	0.0456839	0.0231856	0.0749519	0.105944	0.0251411	0.0312701	0.0473273	0.0273065	0.0221473	0.0424777	0.09972	0.332495	0.0700519	0.0230898	0.45136	0.0232837	0.999799	0.999949	1.00005	1.0002	0.303893	0.296172	0.123156	0.276779	0.4075534	3.876816
2600	-21814.5	-21809.42	-5.077243	4.085364e+07	0.0771485	0.146632	0.10641	0.0955232	0.0878977	0.127237	0.164592	0.0916794	0.109111	0.11589	0.147765	0.0926499	0.11911	0.131887	0.134224	0.0698824	0.0998124	0.139	0.114655	0.149236	0.206135	0.104458	0.23227	0.0247623	0.05381	0.0515444	0.0253344	0.0226691	0.00350969	0.0514623	0.0693073	0.0935676	0.163974	0.0387148	0.0212408	0.0538111	0.107682	0.0195943	0.0165604	0.034796	0.030607	0.0310884	0.0352477	0.0969186	0.343109	0.0733152	0.0225767	0.435485	0.0285958	0.999801	0.999949	1.00005	1.0002	0.300474	0.312461	0.112766	0.274299	0.4153055	3.812489
2610	-21820.34	-21814.23	-6.116419	4.250573e+07	0.0810982	0.126627	0.124428	0.100161	0.0975982	0.127052	0.152612	0.0696409	0.0917931	0.0891083	0.142862	0.124264	0.115725	0.145987	0.131686	0.0756011	0.100879	0.118981	0.130739	0.154264	0.212312	0.110065	0.230843	0.0320108	0.0701362	0.0451022	0.0221495	0.0134517	0.0142189	0.0761075	0.061629	0.0907766	0.159959	0.0451616	0.0203645	0.0788438	0.135342	0.0343097	0.0137658	0.035795	0.0421928	0.0306469	0.0401172	0.0929335	0.342662	0.0732198	0.0277074	0.434918	0.0285586	0.999805	0.99995	1.00005	1.00019	0.30025	0.313758	0.110963	0.27503	0.4152717	3.916407
2620	-21816.56	-21810.23	-6.323595	3.592854e+07	0.0868462	0.121346	0.134594	0.0861546	0.102072	0.135401	0.147922	0.0815569	0.0872578	0.105392	0.153687	0.122588	0.115946	0.157041	0.149118	0.0956961	0.10995	0.120522	0.127808	0.142261	0.168894	0.11612	0.26692	0.033869	0.0489977	0.0444937	0.0169328	0.0169676	0.0268903	0.055132	0.0859571	0.0943481	0.151949	0.0422079	0.0314156	0.0765282	0.104796	0.0192333	0.0150879	0.0399367	0.0482058	0.0187756	0.0303059	0.0969243	0.33101	0.0706281	0.0279389	0.448504	0.0249952	0.999788	0.999946	1.00005	1.00021	0.303423	0.310711	0.118743	0.267123	0.4160306	3.937124
2630	-21813.25	-21807.72	-5.534102	3.571282e+07	0.0941478	0.113601	0.131467	0.0795778	0.0958281	0.127844	0.175397	0.0817806	0.126948	0.0925261	0.164899	0.102621	0.130127	0.134285	0.140328	0.0811539	0.0818677	0.123285	0.140025	0.112367	0.205101	0.117004	0.223547	0.0186916	0.0716016	0.0468541	0.0213665	0.0238842	0.0258132	0.0543889	0.0594671	0.120681	0.152478	0.0341019	0.0179021	0.0727479	0.085251	0.0302322	0.0211797	0.0248768	0.0388912	0.0238939	0.0381449	0.0944305	0.313459	0.0813547	0.027038	0.459034	0.0246837	0.999787	0.999946	1.00005	1.00021	0.312918	0.308453	0.119258	0.259372	0.4228761	3.858175
2640	-21817.61	-21813.22	-4.393579	4.129519e+07	0.103855	0.0893676	0.100835	0.0810303	0.0775457	0.117207	0.169202	0.0691365	0.119227	0.0871468	0.147279	0.120029	0.119134	0.135565	0.153243	0.0703181	0.084549	0.112136	0.125343	0.126308	0.201053	0.108018	0.256409	0.0273458	0.050521	0.0286042	0.0217855	0.01452	0.0227353	0.0616285	0.0913536	0.0859604	0.130919	0.0324333	0.0271642	0.0622837	0.12342	0.0390629	0.045573	0.025131	0.0163721	0.0259035	0.0374688	0.0960064	0.322798	0.0759182	0.0218446	0.449702	0.0337315	0.999802	0.999949	1.00005	1.0002	0.299873	0.317715	0.12049	0.261922	0.437778	3.744123
2650	-21822.03	-21816.85	-5.17873	3.260555e+07	0.123491	0.0892789	0.115885	0.0899741	0.0987933	0.131989	0.145369	0.0900285	0.120271	0.0904418	0.155448	0.0876763	0.110794	0.122945	0.131965	0.087338	0.110291	0.121067	0.117715	0.13036	0.170185	0.134577	0.240462	0.026784	0.0639972	0.057209	0.0223482	0.0137672	0.0119629	0.0649942	0.0457492	0.0813874	0.156769	0.0400038	0.0286252	0.055592	0.12342	0.0319689	0.0384395	0.0440191	0.028911	0.0282892	0.0420545	0.104767	0.312305	0.0682103	0.0247781	0.459341	0.0305992	0.999777	0.999943	1.00006	1.00022	0.31698	0.298038	0.118311	0.266672	0.4077676	3.822638
2660	-21818.4	-21814.51	-3.884561	3.424877e+07	0.0851387	0.121332	0.10384	0.0784527	0.0822092	0.125056	0.15694	0.0741632	0.121748	0.0871027	0.148027	0.121624	0.0978814	0.11093	0.135678	0.0774409	0.0769064	0.106069	0.119523	0.139958	0.187254	0.11325	0.211122	0.0286969	0.0697407	0.0441723	0.0197408	0.0251274	0.0132454	0.0407394	0.0937794	0.117107	0.156543	0.0445766	0.0253841	0.0611243	0.109625	0.0277985	0.0279051	0.0351942	0.0158793	0.0136075	0.0415882	0.101224	0.323024	0.0739526	0.016313	0.45458	0.0309062	0.999783	0.999945	1.00005	1.00022	0.310536	0.316305	0.114336	0.258824	0.4256712	3.693221
2670	-21821.32	-21814.35	-6.969789	4.339602e+07	0.0887765	0.136135	0.114766	0.0714482	0.0885592	0.124751	0.17337	0.104376	0.108928	0.109192	0.161602	0.132629	0.14155	0.15001	0.13534	0.082501	0.0973751	0.138077	0.136001	0.154502	0.210662	0.0936229	0.249631	0.0211073	0.0593199	0.039693	0.0469892	0.0192711	0.0227343	0.0546814	0.0869	0.11886	0.10764	0.0387665	0.0335542	0.0657681	0.128401	0.0277985	0.00812205	0.0233126	0.0356159	0.0224111	0.0369919	0.0980262	0.314147	0.0810232	0.0224889	0.460181	0.0241338	0.999807	0.999951	1.00005	1.00019	0.299708	0.316743	0.112847	0.270702	0.4041896	4.001744
2680	-21827.38	-21821.07	-6.308693	4.343915e+07	0.111641	0.129642	0.116126	0.0899309	0.109085	0.113642	0.158387	0.101434	0.116014	0.0976188	0.151847	0.120971	0.107215	0.138516	0.124034	0.0732168	0.0866076	0.143359	0.100003	0.153972	0.237871	0.133908	0.237173	0.02038	0.0414321	0.0363311	0.0225711	0.0369555	0.0136504	0.0541361	0.0777613	0.0676688	0.162196	0.0379172	0.0335542	0.0584332	0.0875878	0.0492341	0.0278988	0.0525757	0.0358915	0.025596	0.0416503	0.0958885	0.348304	0.0748105	0.0242297	0.433563	0.0232039	0.999807	0.999951	1.00005	1.00019	0.308447	0.309729	0.113393	0.268431	0.3995891	3.935634
2690	-21821.85	-21815.86	-5.991329	3.78687e+07	0.0722081	0.108129	0.127922	0.0834653	0.0963702	0.149815	0.201244	0.107571	0.10285	0.0979997	0.157699	0.11342	0.110124	0.132462	0.12137	0.097173	0.0995524	0.118126	0.140225	0.149332	0.198456	0.103731	0.209174	0.0320901	0.0547833	0.0269613	0.0294359	0.0200667	0.0445982	0.0643917	0.0829397	0.0756389	0.147706	0.0491874	0.0167874	0.0525854	0.11861	0.021886	0.0297222	0.0240641	0.0335778	0.0295218	0.0509252	0.097706	0.327914	0.0666654	0.028572	0.457928	0.0212142	0.999793	0.999947	1.00005	1.00021	0.311605	0.309791	0.112793	0.265812	0.4015319	3.903898
2700	-21823.57	-21817.23	-6.338795	3.761864e+07	0.103386	0.0966386	0.117716	0.065857	0.0797265	0.114071	0.195516	0.0845977	0.131414	0.0943597	0.156161	0.105774	0.132854	0.132025	0.134416	0.073644	0.0899953	0.115557	0.117448	0.143666	0.19645	0.125946	0.28665	0.0383244	0.0675455	0.0382001	0.0332237	0.0331444	0.0186031	0.045087	0.0867964	0.0765587	0.151387	0.0485722	0.0122712	0.087309	0.119423	0.0431008	0.0311269	0.0293227	0.0188422	0.0301673	0.0357705	0.0983523	0.295652	0.0700536	0.0290311	0.478348	0.0285626	0.999793	0.999947	1.00005	1.00021	0.308346	0.305835	0.127741	0.258078	0.4165476	3.938644
2710	-21821.87	-21815.35	-6.527209	3.612738e+07	0.0856376	0.114916	0.0993483	0.10333	0.102682	0.111952	0.1775	0.0877782	0.111652	0.0858378	0.176076	0.123165	0.104775	0.146011	0.149464	0.0780146	0.0917124	0.110187	0.122267	0.156161	0.212821	0.126021	0.233654	0.0202754	0.065593	0.0489735	0.0435136	0.00937044	0.0175143	0.0482437	0.0748261	0.101686	0.163531	0.0390738	0.0382482	0.0769972	0.0868761	0.0330058	0.0396776	0.0398544	0.0216173	0.0250551	0.0525914	0.10252	0.306736	0.0726798	0.0244292	0.474259	0.0193763	0.999789	0.999946	1.00005	1.00021	0.314208	0.304148	0.126893	0.254751	0.4141797	3.957486
2720	-21810.39	-21803.05	-7.347406	3.179666e+07	0.0957093	0.136637	0.109125	0.0797013	0.0852206	0.148186	0.167831	0.0920234	0.121261	0.116913	0.179357	0.109272	0.114625	0.164468	0.140425	0.0782634	0.0850609	0.126496	0.113705	0.154849	0.198892	0.130311	0.246727	0.0114863	0.0509776	0.0647474	0.0348313	0.0142144	0.0210869	0.0637003	0.0742121	0.113861	0.150764	0.041731	0.0405569	0.0708937	0.112378	0.0316437	0.0117067	0.0285105	0.0379254	0.0312768	0.0379439	0.0976072	0.316956	0.0771334	0.023841	0.464347	0.0201161	0.999775	0.999942	1.00006	1.00023	0.297686	0.310411	0.119965	0.271939	0.3994854	4.039506
2730	-21817.8	-21812.12	-5.67949	3.376787e+07	0.115448	0.105208	0.110895	0.0826162	0.0952242	0.120291	0.169117	0.0979373	0.121261	0.0960965	0.139128	0.109908	0.128414	0.136478	0.165134	0.0585789	0.0944033	0.13326	0.112951	0.144488	0.202184	0.133371	0.214312	0.0273092	0.0434105	0.0327239	0.0241976	0.0332729	0.0220473	0.0723295	0.0612789	0.0962337	0.126265	0.0518073	0.0221484	0.0574044	0.120741	0.0199587	0.0277448	0.0418739	0.0374285	0.0298916	0.0379439	0.104447	0.301095	0.0775388	0.0209675	0.475153	0.0207986	0.999781	0.999944	1.00006	1.00022	0.312105	0.301422	0.121612	0.264861	0.4137593	3.872714
2740	-21822.02	-21817.36	-4.660369	3.647417e+07	0.0917342	0.104441	0.123972	0.0724079	0.101478	0.140109	0.1588	0.085706	0.103068	0.110699	0.149896	0.114134	0.116541	0.135152	0.154879	0.0643212	0.074561	0.104974	0.1248	0.121887	0.206404	0.133193	0.200748	0.00654221	0.0588099	0.0388352	0.0336641	0.032097	0.0129331	0.075343	0.0825986	0.085643	0.158768	0.0411894	0.0402517	0.0611451	0.089801	0.0394819	0.00957234	0.0339136	0.0284312	0.0157615	0.0321137	0.107332	0.285706	0.0779348	0.023592	0.479803	0.025632	0.999789	0.999946	1.00005	1.00021	0.302177	0.298367	0.128592	0.270864	0.4138471	3.770802
2750	-21821.64	-21815.96	-5.681751	3.532921e+07	0.0950774	0.0952134	0.0917112	0.0728908	0.103944	0.149282	0.171018	0.0853862	0.125491	0.0773248	0.176249	0.104432	0.113672	0.170289	0.161791	0.104039	0.0729522	0.131213	0.131101	0.13033	0.176968	0.105348	0.245478	0.0230587	0.0678303	0.0182543	0.0256233	0.0273035	0.0230226	0.0564141	0.0612206	0.0946521	0.167653	0.0316921	0.0103308	0.0599055	0.117781	0.0327638	0.0234959	0.0368767	0.0377478	0.0291288	0.0369854	0.10042	0.307302	0.0763942	0.0264965	0.467795	0.0215932	0.999786	0.999945	1.00005	1.00021	0.315931	0.297971	0.126853	0.259244	0.4027236	3.87294
2760	-21821.82	-21814.69	-7.137413	3.052369e+07	0.0926039	0.12366	0.125566	0.0702885	0.0934588	0.140527	0.155385	0.0909849	0.129742	0.0895358	0.172954	0.111396	0.136122	0.141717	0.173302	0.0911939	0.0698279	0.134469	0.115795	0.1546	0.204589	0.133791	0.247503	0.0288623	0.0678303	0.0451343	0.0357177	0.0156709	0.0172302	0.046628	0.0920296	0.094143	0.132324	0.0423789	0.00671135	0.0687326	0.115034	0.0327638	0.0233	0.0282958	0.0255594	0.0417837	0.0593689	0.0983465	0.312437	0.0652257	0.0156632	0.478322	0.0300052	0.99977	0.999941	1.00006	1.00023	0.313576	0.313383	0.113033	0.260008	0.4082179	4.018506
2770	-21821.69	-21815.2	-6.496515	2.433633e+07	0.0926039	0.145154	0.125566	0.0785829	0.0917913	0.133334	0.170802	0.0892486	0.124547	0.079207	0.150595	0.12862	0.12369	0.173604	0.141523	0.0890292	0.0719318	0.134469	0.124166	0.138341	0.181064	0.137037	0.229043	0.0122438	0.0746668	0.0290594	0.0307055	0.0325231	0.0307956	0.0515232	0.0808605	0.100304	0.147407	0.0351289	0.0115741	0.0781165	0.0981556	0.0186313	0.0273324	0.0252273	0.0384754	0.0232111	0.054526	0.0914097	0.324145	0.0699742	0.0202598	0.459434	0.0347775	0.999742	0.999934	1.00007	1.00026	0.308409	0.317348	0.114773	0.25947	0.4091694	3.954416
2780	-21819.79	-21813.75	-6.049097	2.048657e+07	0.0961422	0.125359	0.114173	0.0701283	0.101769	0.128872	0.169462	0.090542	0.136662	0.0993428	0.207357	0.134151	0.104284	0.139259	0.151044	0.0791102	0.0866856	0.12058	0.127892	0.154788	0.215666	0.111926	0.227216	0.0079919	0.0661224	0.0243116	0.0345594	0.024382	0.0205126	0.0503447	0.078998	0.0880935	0.154578	0.0302045	0.0183593	0.0466393	0.10488	0.033832	0.0237682	0.017019	0.0310198	0.0225785	0.0390691	0.0968456	0.297468	0.0801346	0.0130276	0.483021	0.0295037	0.999719	0.999928	1.00007	1.00028	0.314057	0.299198	0.125469	0.261277	0.4082653	3.909675
2790	-21819.54	-21813.63	-5.904904	1.704434e+07	0.100783	0.10473	0.132917	0.0770911	0.0795613	0.134265	0.170058	0.0923995	0.118359	0.0998872	0.168625	0.117246	0.135577	0.142706	0.150916	0.0604631	0.0846455	0.142501	0.129698	0.127261	0.16792	0.115063	0.210089	0.0281776	0.0536197	0.0334702	0.0279523	0.0315379	0.0148582	0.0534537	0.0723833	0.0926107	0.163625	0.0440894	0.01314	0.0690701	0.115481	0.0469025	0.0276956	0.0300028	0.0223793	0.0354438	0.0566003	0.104694	0.307536	0.0734496	0.0157262	0.467838	0.0307565	0.999692	0.999921	1.00008	1.00031	0.311352	0.300094	0.132797	0.255757	0.4116656	3.895255
2800	-21821.19	-21816.67	-4.518065	1.67439e+07	0.096663	0.115836	0.114675	0.0938174	0.0719868	0.141363	0.16817	0.0944255	0.131074	0.102986	0.1656	0.108754	0.116315	0.128489	0.136631	0.0959319	0.0744211	0.124518	0.0951138	0.134886	0.148253	0.114544	0.236145	0.012895	0.0647527	0.0435946	0.0294424	0.0163671	0.00948458	0.0414563	0.0707394	0.108545	0.120272	0.0505367	0.0162064	0.0858707	0.0848741	0.0278885	0.0398268	0.0270953	0.0143009	0.0307616	0.0510635	0.104913	0.299251	0.0686451	0.0252399	0.477128	0.0248227	0.999689	0.999921	1.00008	1.00031	0.302515	0.299354	0.129828	0.268304	0.4232221	3.756571
2810	-21825.86	-21821.09	-4.768303	1.867896e+07	0.106443	0.133579	0.0905693	0.0938061	0.0988327	0.115584	0.164505	0.0651847	0.134676	0.079914	0.174504	0.109614	0.119923	0.127025	0.138237	0.0745815	0.0677426	0.144641	0.120983	0.139961	0.202602	0.125058	0.191295	0.0155906	0.0594633	0.04551	0.0206397	0.0255247	0.0279456	0.0447884	0.0682914	0.0701814	0.155295	0.0530043	0.024373	0.0888097	0.089959	0.0220645	0.0209009	0.0382157	0.0230269	0.0234362	0.0453139	0.106928	0.290342	0.069431	0.0219577	0.485849	0.0254926	0.999706	0.999925	1.00008	1.00029	0.318048	0.289078	0.136175	0.256699	0.4082536	3.781595
2820	-21817.81	-21813.47	-4.338731	1.927128e+07	0.0814629	0.11574	0.107952	0.0853318	0.0828973	0.1201	0.161724	0.0951841	0.122143	0.12063	0.155124	0.111282	0.130732	0.148577	0.126304	0.0727328	0.070363	0.128377	0.139389	0.122814	0.195046	0.107271	0.202268	0.0122841	0.0594633	0.0351988	0.0373477	0.0204023	0.0296417	0.0616269	0.0708679	0.0783844	0.161168	0.0253071	0.0176568	0.0479315	0.121488	0.0185403	0.0192989	0.0310022	0.033564	0.0246789	0.0293394	0.0997121	0.289043	0.0703282	0.0197456	0.493887	0.0272836	0.99971	0.999926	1.00007	1.00029	0.312656	0.306225	0.128772	0.252347	0.4372794	3.738638
2830	-21818.92	-21813.1	-5.814434	1.723003e+07	0.093763	0.0958996	0.0911249	0.0870467	0.105571	0.136772	0.179508	0.0918691	0.136557	0.100394	0.18386	0.114002	0.1173	0.129294	0.160773	0.0755329	0.0981477	0.115781	0.122225	0.166878	0.195263	0.114083	0.18487	0.0249355	0.0450675	0.0434025	0.0233151	0.03163	0.0133721	0.0629821	0.0685266	0.0960898	0.161168	0.0414922	0.0245222	0.0708457	0.0972281	0.0486838	0.0352799	0.0207599	0.0137865	0.0200729	0.0465307	0.0974771	0.311046	0.0759136	0.0205958	0.463212	0.0317554	0.999694	0.999922	1.00008	1.00031	0.308805	0.31277	0.122546	0.255879	0.4169841	3.886208
2840	-21816.49	-21810.77	-5.720395	1.500054e+07	0.0952986	0.116076	0.108947	0.0689118	0.0824679	0.140824	0.170992	0.0873971	0.152962	0.0983346	0.133482	0.122497	0.115696	0.15079	0.126278	0.0933364	0.0678409	0.0996547	0.130127	0.130202	0.191688	0.124063	0.216793	0.0259427	0.0790836	0.0704838	0.0356735	0.0148714	0.0226194	0.062093	0.082066	0.11778	0.132363	0.0350658	0.0189031	0.0717866	0.104844	0.0256097	0.0171639	0.0388914	0.0228417	0.0280938	0.0459706	0.0970436	0.309663	0.0755761	0.0233092	0.461152	0.0332557	0.999672	0.999916	1.00008	1.00033	0.301774	0.308968	0.126482	0.262776	0.4154404	3.876804
2850	-21819.26	-21814.15	-5.105788	1.416767e+07	0.0823068	0.101912	0.106742	0.084134	0.113049	0.109402	0.14544	0.0929804	0.111512	0.101634	0.153737	0.110549	0.108756	0.133131	0.130368	0.0746092	0.0692525	0.121385	0.134008	0.174835	0.184072	0.0899351	0.266846	0.0277711	0.0634406	0.0397715	0.0268032	0.0108755	0.0208615	0.0621881	0.0729635	0.0920586	0.131538	0.0341743	0.018201	0.0483769	0.131015	0.0417196	0.0511016	0.0362166	0.0249033	0.0423882	0.0383773	0.09838	0.316239	0.0712301	0.024959	0.463191	0.026001	0.999662	0.999914	1.00009	1.00034	0.306493	0.308427	0.118194	0.266886	0.4173283	3.815344
2860	-21820.17	-21813.63	-6.539546	1.367196e+07	0.0859679	0.11558	0.142899	0.08206	0.0973871	0.134115	0.147007	0.106289	0.127759	0.108144	0.149209	0.12057	0.109357	0.148554	0.143288	0.0867927	0.0827432	0.130447	0.143092	0.169949	0.160123	0.0843551	0.250348	0.0256649	0.0479968	0.0410538	0.0270589	0.032215	0.0124528	0.0599528	0.0749889	0.0993213	0.115947	0.0479144	0.0239797	0.0685074	0.137514	0.0380741	0.0365891	0.0350169	0.03971	0.0276314	0.0410933	0.0985688	0.316846	0.0702227	0.0191414	0.459326	0.0358957	0.999656	0.999912	1.00009	1.00034	0.303095	0.316093	0.116884	0.263927	0.4188233	3.95872
2870	-21812.66	-21805.93	-6.726952	1.373822e+07	0.0819289	0.11558	0.109891	0.0815767	0.100201	0.142832	0.147009	0.0917875	0.120009	0.0939966	0.170734	0.120541	0.128008	0.152976	0.132788	0.0881095	0.0837761	0.110098	0.123229	0.153606	0.223953	0.114154	0.236955	0.0254302	0.075198	0.0467372	0.0267938	0.0336864	0.0155066	0.0669472	0.074475	0.113779	0.145196	0.0373544	0.0309989	0.0729409	0.117516	0.0412294	0.0152352	0.0233816	0.0308849	0.0243469	0.0360827	0.0910814	0.307613	0.0723099	0.0239994	0.469322	0.0356743	0.999657	0.999912	1.00009	1.00034	0.3161	0.302872	0.11695	0.264077	0.390244	3.97746
2880	-21819.92	-21813.4	-6.520028	1.611639e+07	0.108726	0.115539	0.111011	0.0889588	0.0838858	0.142832	0.168514	0.0850588	0.144054	0.0951264	0.156557	0.121762	0.116168	0.137113	0.12594	0.0738398	0.0757421	0.131449	0.146039	0.108958	0.207249	0.129187	0.252925	0.0245558	0.0646192	0.0633163	0.0295588	0.0298422	0.0198812	0.0537131	0.0688486	0.0997061	0.149705	0.0267415	0.0259235	0.0518127	0.136267	0.0290509	0.0209631	0.0336342	0.0344564	0.0290877	0.0384501	0.0951759	0.317725	0.0814214	0.0247281	0.459162	0.0217877	0.999683	0.999919	1.00008	1.00032	0.31215	0.314012	0.110812	0.263027	0.4009703	3.956768
