Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
2746	0	-15804.26	-15815.89	11.63186	0.113746	0.103022	0.0867725	0.107335	0.0921261	0.0910908	0.139916	0.0837093	0.104603	0.180089	0.0910317	0.0878694	0.110401	0.107435	0.120879	0.121577	0.132856	0.131813	0.125754	0.0815398	0.0933702	0.101147	0.17347	0.0347933	0.0375353	0.0326485	0.0321564	0.0180636	0.0293121	0.0402015	0.0240418	0.0518181	0.023191	0.0901478	0.0475323	0.0530901	0.0170701	0.0243862	0.0472985	0.0320847	0.0187107	0.0527272	0.0373604	3.325722
2747	1	-15807.62	-15820.72	13.09977	0.128098	0.0954999	0.0838984	0.103956	0.128457	0.0808024	0.129602	0.0748478	0.0834466	0.160901	0.103649	0.0825076	0.0819787	0.097002	0.0982048	0.136409	0.106636	0.104151	0.121686	0.0842029	0.0748503	0.108937	0.151859	0.0302408	0.0318626	0.0312329	0.0247738	0.0498962	0.0429903	0.033114	0.0308963	0.0308819	0.0645585	0.0245933	0.0574105	0.0403358	0.0734344	0.0672331	0.0233631	0.0247844	0.0321798	0.0240683	0.0194978	3.178931
2748	0	-15805.12	-15818.19	13.07057	0.114539	0.108723	0.0790528	0.101123	0.0906322	0.0881483	0.104759	0.0756885	0.108814	0.155083	0.0798977	0.092694	0.117091	0.0896766	0.101987	0.119822	0.112199	0.110858	0.130358	0.0709692	0.0819701	0.0882433	0.194889	0.053997	0.0388923	0.0228795	0.0374185	0.0269289	0.0252074	0.0505714	0.0374743	0.0568971	0.0202135	0.0839121	0.0481451	0.0286263	0.0390361	0.0303206	0.0448649	0.0214853	0.0136974	0.0397717	0.0442948	3.181851
2749	1	-15803.79	-15816.95	13.15934	0.128098	0.103467	0.083704	0.107974	0.111226	0.0795153	0.0995203	0.0646386	0.0998481	0.168744	0.0948262	0.090593	0.103332	0.100705	0.121302	0.128228	0.114042	0.102112	0.129252	0.0660519	0.0916622	0.0816537	0.151859	0.0492094	0.0394126	0.0361184	0.0252227	0.0410106	0.0376071	0.0267808	0.0322092	0.026012	0.0648893	0.025353	0.0530792	0.0184933	0.0600217	0.0520796	0.0282982	0.0233038	0.041834	0.0280001	0.0416846	3.172974
2750	0	-15803.04	-15816.03	12.98418	0.12463	0.0982201	0.10562	0.0892924	0.106229	0.0759807	0.110629	0.0803986	0.0954486	0.193349	0.0777051	0.0823038	0.100686	0.103262	0.111737	0.112327	0.118337	0.103822	0.104598	0.0941452	0.104123	0.0631796	0.190297	0.0497942	0.0345602	0.0222902	0.0325006	0.0247333	0.0390653	0.0482014	0.0189261	0.0387062	0.0429909	0.100892	0.0508794	0.035296	0.0245869	0.0227193	0.0376751	0.0258762	0.0154115	0.0470499	0.0320164	3.19049
2751	1	-15795.28	-15808.59	13.30902	0.116034	0.105722	0.100651	0.102065	0.111226	0.0794455	0.13743	0.0841289	0.0891855	0.168744	0.0709651	0.0859055	0.0943899	0.0991491	0.0929734	0.135923	0.122073	0.105898	0.118435	0.0899798	0.0839954	0.074804	0.163784	0.0297895	0.0157584	0.0288411	0.0285218	0.0524665	0.04288	0.0325189	0.0203573	0.0205996	0.0610675	0.0283485	0.0400079	0.03086	0.0824804	0.0357928	0.0264941	0.0269491	0.0518457	0.0511619	0.0183584	3.158006
2752	0	-15808.19	-15819.96	11.76513	0.11756	0.10528	0.0896104	0.13872	0.127536	0.0759131	0.127541	0.0641623	0.0953443	0.185576	0.0777051	0.0900594	0.103967	0.109114	0.0964903	0.135023	0.117127	0.105735	0.126968	0.0936959	0.0981642	0.0942726	0.149027	0.0497942	0.0239867	0.0063987	0.0417286	0.0310944	0.0568954	0.0367334	0.0401923	0.0424666	0.0306561	0.0891772	0.0509881	0.0447291	0.0264731	0.027383	0.0248661	0.0376449	0.0278835	0.0557083	0.0430044	3.312395
2753	1	-15798.6	-15811.56	12.95762	0.139715	0.100842	0.0978216	0.0963713	0.0940439	0.0930369	0.154987	0.087549	0.093777	0.155834	0.0709351	0.0742736	0.0863822	0.109606	0.10535	0.155055	0.122261	0.108904	0.12796	0.0810687	0.0907255	0.0848471	0.166668	0.0406546	0.0274635	0.0378105	0.0351795	0.0409847	0.0250704	0.0346746	0.0287601	0.0266869	0.0576264	0.0266451	0.0548737	0.015464	0.0766543	0.0494902	0.0150199	0.0133705	0.0411332	0.0317906	0.0157786	3.193146
2754	0	-15802.58	-15814.76	12.17684	0.131019	0.111892	0.104783	0.100054	0.107022	0.0821758	0.141746	0.0890996	0.135663	0.141919	0.0630094	0.0940522	0.107925	0.108881	0.114075	0.131676	0.123783	0.102017	0.116022	0.069812	0.0972206	0.0834968	0.16413	0.0631219	0.0423428	0.0150036	0.0338331	0.0161638	0.0372243	0.0570909	0.022174	0.0492316	0.020003	0.0796997	0.0510737	0.0308086	0.0261525	0.0266444	0.0324218	0.0247439	0.0347271	0.0524374	0.034853	3.271224
2755	1	-15812.79	-15824.11	11.32076	0.140481	0.100402	0.101003	0.106307	0.126717	0.0854649	0.132093	0.0744085	0.101927	0.183863	0.0927222	0.0774362	0.130002	0.0870026	0.127274	0.123366	0.170352	0.117075	0.125293	0.0639783	0.0974858	0.111175	0.156319	0.0406219	0.0354914	0.0470789	0.0299617	0.0542663	0.0285878	0.0532204	0.0166722	0.0210115	0.0520668	0.0249505	0.0549191	0.0354024	0.0554516	0.0396434	0.0169629	0.0255844	0.0438645	0.0368683	0.012059	3.356832
2756	0	-15802.15	-15815.86	13.70317	0.134717	0.0986278	0.110147	0.080265	0.10745	0.0620037	0.119755	0.0840016	0.0969403	0.192137	0.0679882	0.0887664	0.107654	0.0970042	0.100061	0.129737	0.104094	0.105063	0.12061	0.0677874	0.0881899	0.0730654	0.153152	0.0438136	0.0357406	0.00879829	0.0329843	0.0262308	0.0416237	0.0492443	0.0230804	0.0427971	0.0213747	0.0691756	0.0608387	0.0306102	0.0320477	0.0215223	0.0373789	0.0478737	0.0359267	0.0462301	0.0220831	3.118591
2757	1	-15800.3	-15813.51	13.21366	0.128904	0.0968317	0.089494	0.114226	0.110124	0.0932633	0.126706	0.0834794	0.0840437	0.166712	0.0754724	0.0722556	0.0931911	0.0833552	0.128561	0.130218	0.135767	0.118419	0.125293	0.0717355	0.0913708	0.0889642	0.150408	0.0428157	0.048004	0.0275266	0.0342867	0.0426053	0.0291947	0.0291789	0.0292873	0.0222847	0.0443312	0.0306223	0.0252703	0.0355935	0.0777716	0.0329951	0.0154089	0.0340226	0.0457813	0.0374798	0.0242872	3.167542
2758	0	-15801.8	-15813.83	12.02638	0.145099	0.0972265	0.110325	0.11084	0.103819	0.0928714	0.131538	0.0850992	0.0979239	0.164966	0.0767252	0.0887664	0.0955476	0.0857989	0.121588	0.140481	0.123077	0.105063	0.124185	0.0677874	0.0881899	0.0994694	0.184743	0.0454176	0.0366733	0.0102483	0.0425099	0.00855344	0.0405447	0.0597851	0.0171598	0.0582254	0.0238216	0.0816071	0.0558609	0.0356322	0.0226641	0.0183166	0.0263095	0.0301385	0.029909	0.0483471	0.0534182	3.28627
2759	1	-15805.6	-15819.14	13.5416	0.105762	0.118069	0.101178	0.0874888	0.130621	0.092129	0.125159	0.0859048	0.117208	0.166712	0.077557	0.0796788	0.0772481	0.0812983	0.121488	0.105914	0.125482	0.0936964	0.107428	0.0792284	0.0765272	0.0992081	0.152386	0.0311152	0.0320603	0.0249706	0.0396545	0.0433668	0.035927	0.0409051	0.0315391	0.0301865	0.0651075	0.0250827	0.0250238	0.0213379	0.0842617	0.0413724	0.0229472	0.0188589	0.0407292	0.0362033	0.0367253	3.134748
2760	0	-15805.24	-15817.28	12.03637	0.128636	0.101436	0.0934872	0.104479	0.116372	0.0930376	0.14564	0.0729685	0.116255	0.168166	0.0782552	0.0999657	0.0969332	0.0857989	0.140167	0.108434	0.118667	0.0874591	0.131892	0.0923837	0.0873795	0.0930647	0.177399	0.05379	0.0300731	0.0224168	0.0410356	0.0132678	0.0387074	0.0373653	0.012808	0.0547252	0.0222175	0.0816071	0.0595399	0.0294937	0.0376384	0.0270493	0.0314638	0.0401503	0.0212284	0.0437799	0.048637	3.285271
2761	1	-15802.84	-15814.62	11.77911	0.0996341	0.0991536	0.0861283	0.117589	0.120425	0.0912851	0.126539	0.0753247	0.103116	0.152957	0.0805543	0.0798638	0.0887312	0.100581	0.121417	0.132206	0.1485	0.107994	0.121043	0.0889059	0.0953071	0.0992081	0.173036	0.0407689	0.0264141	0.0387396	0.026144	0.0603423	0.0395444	0.0379428	0.0230011	0.0279375	0.0471656	0.0408702	0.035938	0.0247181	0.109267	0.0477979	0.0197196	0.0289001	0.0555594	0.0529141	0.017815	3.310997
2762	0	-15811.14	-15824.05	12.90216	0.105857	0.119229	0.0995788	0.089069	0.145788	0.0567134	0.145983	0.0706844	0.110886	0.150377	0.0950158	0.0939549	0.108277	0.0735667	0.113099	0.111758	0.118667	0.108611	0.123254	0.0762054	0.0897413	0.0730804	0.156492	0.0382532	0.0230381	0.0282245	0.0325041	0.0386496	0.0497156	0.0415856	0.0242339	0.0428602	0.0308357	0.0775427	0.0537279	0.0193674	0.0352237	0.0287251	0.035047	0.0410422	0.0337664	0.0378493	0.0506107	3.198692
2763	1	-15808.8	-15821.77	12.96465	0.124419	0.12238	0.0883617	0.0988817	0.11972	0.066741	0.130365	0.0822034	0.0964495	0.180131	0.0990854	0.0611795	0.0839493	0.0912872	0.125234	0.122883	0.133219	0.111233	0.116107	0.0719984	0.0925072	0.068551	0.192296	0.024828	0.0199113	0.0489685	0.0247166	0.0526608	0.0425478	0.0421494	0.0350363	0.0245209	0.0626271	0.0451439	0.0235614	0.0120672	0.0579394	0.0390181	0.0235633	0.0183244	0.0484374	0.0436022	0.0236375	3.192442
2764	0	-15800.16	-15812.52	12.36672	0.126997	0.0933668	0.0962256	0.104635	0.14192	0.0726501	0.117449	0.0664468	0.0968073	0.184422	0.0714491	0.0783036	0.0854	0.1137	0.113099	0.141844	0.125698	0.10797	0.120777	0.0770474	0.0897413	0.0935847	0.171476	0.0472006	0.0439893	0.0244398	0.0271331	0.0269264	0.0307345	0.0517413	0.0142111	0.0599721	0.0256206	0.101912	0.0491009	0.0263698	0.028558	0.01637	0.022769	0.0331577	0.0300685	0.0548761	0.0460768	3.252236
2765	1	-15799.3	-15812.49	13.19441	0.11854	0.104135	0.106373	0.111143	0.101188	0.088053	0.124122	0.087335	0.098939	0.152439	0.0752659	0.0692689	0.0974924	0.0904507	0.123751	0.128178	0.121359	0.104002	0.116081	0.0777567	0.0883365	0.105231	0.142752	0.0430344	0.0232057	0.0416176	0.0368548	0.0585697	0.0626956	0.0302152	0.0312303	0.0220681	0.0418812	0.02625	0.0325253	0.0244121	0.0630243	0.0497897	0.0214862	0.0155139	0.0513412	0.038785	0.022775	3.169467
2766	0	-15802.52	-15815.03	12.5142	0.122745	0.101661	0.105209	0.113091	0.118215	0.0996221	0.139013	0.0984882	0.114049	0.163265	0.0696186	0.0796532	0.0877422	0.0886274	0.100605	0.128643	0.127201	0.137081	0.113315	0.0770474	0.0929443	0.0605113	0.1961	0.0481893	0.0297342	0.0208144	0.0206321	0.022712	0.0374497	0.031831	0.0334529	0.0404109	0.0324145	0.0705763	0.0570692	0.0185313	0.0226111	0.0377706	0.0328997	0.0446101	0.0139831	0.0466861	0.0406643	3.237488
2767	1	-15806.94	-15819.5	12.56119	0.130545	0.104244	0.106705	0.0986967	0.138923	0.0655637	0.150452	0.0803637	0.0764487	0.168945	0.0841681	0.0863601	0.0974407	0.0862278	0.12479	0.120918	0.125617	0.115871	0.114769	0.0724701	0.0808684	0.0919993	0.15947	0.0400976	0.0308267	0.0480104	0.0474708	0.0394743	0.0311414	0.048874	0.0220067	0.0285572	0.0477021	0.0405814	0.0247118	0.031418	0.0875453	0.0422582	0.0167002	0.0183662	0.0495132	0.0311909	0.024486	3.232789
2768	0	-15816.35	-15829.19	12.84029	0.136578	0.0806695	0.0888272	0.125503	0.141082	0.0971817	0.121154	0.0984882	0.113346	0.150633	0.103957	0.0832546	0.0865621	0.0960118	0.119759	0.12491	0.0970279	0.121711	0.130824	0.0948439	0.094516	0.0777842	0.157255	0.0572177	0.0302683	0.0202548	0.0296263	0.0315457	0.0359272	0.0425848	0.0415805	0.0348498	0.021016	0.0846182	0.0361471	0.0136869	0.0238486	0.0201355	0.0277102	0.0384131	0.0194539	0.0304431	0.0236728	3.204879
2769	1	-15801.31	-15814.32	13.00657	0.13786	0.100163	0.0990906	0.106037	0.134398	0.0833972	0.116247	0.0740728	0.0969263	0.164014	0.0898958	0.0900661	0.0857409	0.0878943	0.111744	0.12837	0.110266	0.128076	0.114769	0.0637806	0.090024	0.092359	0.1584	0.0238278	0.0155849	0.0252293	0.0376651	0.0421116	0.0377295	0.0373596	0.0231292	0.0233149	0.0761823	0.0414849	0.019449	0.0273147	0.0708556	0.0477646	0.0183643	0.0232208	0.0468184	0.0475416	0.0397113	3.188251
2770	0	-15802.19	-15814.67	12.47417	0.144474	0.106666	0.0976054	0.10651	0.105151	0.0853747	0.128436	0.0718195	0.0953996	0.17123	0.0730208	0.0805323	0.105537	0.105709	0.108892	0.12889	0.113937	0.118586	0.103968	0.0673032	0.0879443	0.0795288	0.184993	0.0680491	0.0273519	0.0176604	0.0370733	0.0326561	0.0542325	0.0374615	0.0287686	0.0364188	0.0343895	0.0886179	0.0746216	0.017263	0.0355524	0.0244592	0.0213912	0.028203	0.0201817	0.0422668	0.0433642	3.241491
2771	1	-15801.96	-15815.29	13.3279	0.10148	0.101481	0.0990906	0.0875862	0.113012	0.0928911	0.136067	0.0861557	0.099109	0.176282	0.0827355	0.0692339	0.0996165	0.0995234	0.125033	0.123816	0.127689	0.0911053	0.119984	0.0730284	0.085839	0.0881381	0.16643	0.0232437	0.0144045	0.0250472	0.0405457	0.0461404	0.035052	0.027886	0.0341164	0.021615	0.0586985	0.032136	0.0511326	0.031885	0.0821433	0.038155	0.0167694	0.028383	0.0461346	0.0379178	0.019386	3.156118
2772	0	-15804.34	-15817.59	13.25078	0.135732	0.115609	0.0989834	0.0857525	0.125765	0.0825759	0.114008	0.0639004	0.101532	0.145848	0.0693581	0.0915197	0.089909	0.105709	0.09683	0.127162	0.116927	0.0951966	0.118151	0.06709	0.0990103	0.0791156	0.179498	0.0598825	0.0314577	0.0263417	0.0337161	0.0356687	0.0267884	0.0355596	0.0165347	0.0555383	0.0283161	0.0860479	0.0672004	0.0321169	0.0178718	0.0293667	0.0301882	0.0436563	0.01487	0.0583502	0.0291735	3.163829
2773	1	-15800.36	-15812.95	12.59609	0.11481	0.090069	0.0978614	0.111569	0.117028	0.0739584	0.116658	0.0707976	0.094738	0.188593	0.0822272	0.0927329	0.0961418	0.0996664	0.107845	0.145421	0.113498	0.099569	0.128181	0.0819186	0.116695	0.0822581	0.16837	0.0374105	0.0302614	0.0273902	0.0340728	0.0509481	0.0430848	0.0288242	0.0307504	0.0257083	0.0514866	0.0348915	0.0546872	0.0277969	0.0618962	0.0520881	0.0297249	0.026085	0.0504708	0.0266859	0.0144262	3.229299
2774	0	-15801.16	-15813.4	12.24237	0.113227	0.0995734	0.104247	0.0865138	0.129458	0.0719727	0.133253	0.0780602	0.105906	0.182967	0.0798789	0.106121	0.0856103	0.0797702	0.108578	0.127162	0.129589	0.130269	0.111652	0.0735164	0.0892366	0.0849684	0.182154	0.0556827	0.0437731	0.0199801	0.0404426	0.0330293	0.029749	0.0437238	0.0243331	0.0420796	0.0198624	0.0857024	0.0631702	0.0309209	0.0274453	0.0169926	0.0334876	0.0358268	0.0285483	0.0432065	0.0530313	3.264671
2775	1	-15800.63	-15813.77	13.13515	0.145796	0.0883631	0.0783642	0.103173	0.122759	0.0919059	0.117628	0.0893835	0.0957633	0.157942	0.0711297	0.0927329	0.0883758	0.0948237	0.101606	0.146064	0.120201	0.119483	0.115925	0.0915149	0.0936094	0.0728269	0.161925	0.0236489	0.023011	0.0297756	0.0336168	0.0451052	0.0263505	0.0404157	0.0303173	0.0339242	0.0664494	0.0252097	0.0408111	0.0338398	0.0764828	0.042896	0.0183809	0.0177914	0.047972	0.0417241	0.016375	3.175393
2776	0	-15816.66	-15829.85	13.19913	0.122883	0.0828171	0.117966	0.085384	0.0940947	0.0870415	0.141127	0.0657825	0.105315	0.157156	0.0795925	0.0828507	0.0858309	0.113456	0.111241	0.13163	0.0814295	0.108213	0.11968	0.0670703	0.0971177	0.0968686	0.140522	0.0556827	0.0575536	0.0206898	0.0390489	0.0282805	0.026655	0.0292199	0.0225267	0.0479101	0.0273389	0.0788639	0.0706872	0.0470757	0.0389165	0.0182713	0.0323904	0.0205135	0.0440886	0.0419863	0.0462258	3.168995
2777	1	-15814.34	-15825.45	11.11139	0.125027	0.0936284	0.113331	0.0986415	0.12401	0.0616211	0.119492	0.0858784	0.0903334	0.149818	0.102863	0.0909295	0.101349	0.0891314	0.148089	0.147548	0.140343	0.119483	0.122911	0.0806562	0.101219	0.103406	0.184031	0.0303654	0.0172079	0.0379144	0.0263626	0.05278	0.0600191	0.0324972	0.0325556	0.0234768	0.078714	0.031681	0.0562179	0.0196801	0.0778643	0.0419109	0.0255581	0.0326592	0.0479031	0.0382413	0.0204211	3.377769
2778	0	-15803.38	-15816.38	13.00679	0.140559	0.0970194	0.0744487	0.102774	0.124713	0.0753851	0.121141	0.0838229	0.103737	0.167971	0.106834	0.0657522	0.106852	0.107186	0.0994942	0.13318	0.143241	0.108213	0.11968	0.0692792	0.103586	0.0904474	0.153109	0.0451045	0.0339747	0.0242249	0.0254127	0.0207832	0.0279182	0.0326136	0.0358035	0.041045	0.020853	0.0805077	0.0560956	0.0352542	0.019577	0.0205769	0.0359953	0.0295168	0.0200005	0.0523077	0.032236	3.188229
2779	1	-15794.31	-15807.32	13.00671	0.133348	0.105905	0.0938691	0.100847	0.0909595	0.0794679	0.127554	0.0683207	0.0965972	0.160104	0.0796336	0.0905098	0.0862554	0.0830351	0.12989	0.123303	0.135781	0.124731	0.117201	0.0794782	0.0954646	0.0835341	0.168755	0.0313379	0.0161115	0.0342209	0.0292224	0.0552635	0.0343481	0.0268817	0.0229104	0.0272274	0.0556791	0.0366325	0.0557194	0.0240038	0.0770253	0.0390854	0.0342865	0.0339107	0.0428501	0.0304465	0.0265292	3.188237
2780	0	-15804.02	-15817.68	13.66865	0.118009	0.104251	0.0865244	0.104687	0.106208	0.0754119	0.111979	0.073796	0.109242	0.173608	0.0865308	0.0898053	0.107753	0.0961427	0.111404	0.12765	0.10255	0.104818	0.118349	0.0766893	0.0831761	0.0856374	0.154916	0.0556696	0.023791	0.0192307	0.041254	0.0178913	0.0564466	0.0526611	0.0333046	0.0382213	0.0236142	0.090347	0.0378125	0.0133845	0.0218188	0.0212157	0.0282588	0.0283728	0.0190309	0.0437092	0.0468682	3.122043
2781	1	-15801.51	-15814.72	13.21094	0.102116	0.11297	0.101659	0.121277	0.12635	0.0766026	0.104973	0.0797801	0.0918634	0.189844	0.0940661	0.0788933	0.0948873	0.0928113	0.10105	0.139075	0.118335	0.109851	0.120144	0.080616	0.094585	0.0757845	0.152679	0.0311804	0.0116272	0.0352802	0.0230407	0.0373413	0.019851	0.0490963	0.0282369	0.0279179	0.0514962	0.0314998	0.0526015	0.0274553	0.0879518	0.0455802	0.0151688	0.0299051	0.0382743	0.0452436	0.0188542	3.167814
2782	0	-15804.56	-15817.07	12.51053	0.124209	0.10407	0.109369	0.109731	0.121409	0.069462	0.131419	0.0987579	0.100535	0.180379	0.0910343	0.0685906	0.0943664	0.105218	0.10987	0.13413	0.123284	0.109514	0.115277	0.0856807	0.0906238	0.0801698	0.124819	0.0534814	0.0359045	0.0115134	0.0396346	0.0226246	0.0501257	0.0470946	0.0311694	0.0461249	0.0260753	0.0667722	0.0695441	0.018792	0.0288108	0.0377216	0.030909	0.0275081	0.0248923	0.0480988	0.0391406	3.237854
2783	1	-15795.46	-15808.99	13.53164	0.114258	0.112429	0.0883288	0.101334	0.118198	0.0766026	0.107698	0.0797801	0.0968409	0.185009	0.0838309	0.076697	0.092044	0.103317	0.11175	0.139075	0.107342	0.105543	0.121602	0.0897471	0.093327	0.0946309	0.152679	0.0379096	0.0150693	0.0296983	0.0356644	0.0498977	0.0329475	0.0393338	0.0166134	0.023988	0.0421702	0.0269376	0.0476297	0.0254739	0.0631335	0.0491556	0.0086864	0.0318305	0.0512114	0.030964	0.0253648	3.135744
2784	0	-15809.78	-15822.27	12.48681	0.124209	0.10407	0.109369	0.116999	0.105603	0.0755309	0.115308	0.0942806	0.100535	0.158164	0.0822294	0.0891242	0.101632	0.0912243	0.108093	0.147613	0.123711	0.112444	0.134807	0.0856807	0.104484	0.0805549	0.191548	0.0367302	0.0541395	0.0253159	0.043274	0.0200737	0.0234868	0.0461799	0.0348715	0.0350562	0.0186443	0.0759736	0.054382	0.0278407	0.00962489	0.0179711	0.0282412	0.0250041	0.0273895	0.0577998	0.0210164	3.240227
2785	1	-15807.83	-15821.9	14.06477	0.119721	0.0998727	0.095967	0.113737	0.118198	0.0842849	0.104993	0.0719253	0.109222	0.182332	0.0689167	0.0853691	0.0938391	0.0750823	0.0950322	0.119093	0.125255	0.107155	0.132301	0.0494775	0.0861732	0.0730626	0.167538	0.038402	0.00910267	0.0383385	0.0402524	0.0526828	0.0371263	0.0432646	0.0196231	0.0148304	0.0425722	0.0150992	0.043735	0.021156	0.0785197	0.0404543	0.01782	0.0282392	0.0681978	0.0303774	0.0240921	3.082431
2786	0	-15806.59	-15819.42	12.83714	0.136472	0.0788828	0.10787	0.0966964	0.105603	0.0718442	0.13923	0.0680865	0.102321	0.158164	0.100624	0.0718824	0.10941	0.0958572	0.13417	0.104978	0.123711	0.13171	0.13003	0.0840489	0.0957098	0.0821651	0.172947	0.0553072	0.0281806	0.0139562	0.0252913	0.0307557	0.0373102	0.0380683	0.0178044	0.0426533	0.0160142	0.0777817	0.034578	0.0341569	0.0161381	0.0309912	0.0427665	0.0412953	0.0313077	0.0506992	0.037725	3.205194
2787	1	-15799.1	-15811.49	12.38592	0.117688	0.0988893	0.10509	0.113737	0.107576	0.0784978	0.149256	0.0720905	0.0904764	0.170792	0.0853832	0.0869618	0.109706	0.0945095	0.110016	0.129812	0.13216	0.126487	0.120698	0.0859991	0.085246	0.0914758	0.186929	0.0336289	0.0109339	0.0413552	0.0227752	0.0379268	0.0369659	0.0330283	0.0358217	0.0354395	0.0516091	0.0209232	0.0536066	0.0323007	0.0785197	0.0257956	0.0127801	0.0318464	0.0450966	0.0431412	0.0173455	3.250316
2788	0	-15802.07	-15815.83	13.76082	0.122513	0.103101	0.101624	0.0897921	0.107402	0.0963393	0.118618	0.0645858	0.103995	0.170735	0.0778859	0.0798935	0.113232	0.0741964	0.118509	0.106225	0.133356	0.10166	0.119966	0.0728562	0.0816099	0.0855492	0.172947	0.0394033	0.0305968	0.0213893	0.0328294	0.014983	0.0399584	0.0529407	0.0199502	0.0394692	0.0345242	0.0943955	0.0411709	0.0235291	0.0152304	0.0235502	0.0211922	0.0369747	0.0288091	0.0587785	0.0265595	3.112826
2789	1	-15799.92	-15813.27	13.34296	0.115987	0.0929566	0.10509	0.0992005	0.107911	0.0860799	0.163915	0.0657395	0.0934595	0.167928	0.0802507	0.0881239	0.085027	0.0959646	0.106291	0.119233	0.127632	0.103925	0.105097	0.0645773	0.0895849	0.0973809	0.152125	0.0264051	0.029333	0.0339209	0.0341513	0.038547	0.0432121	0.0414507	0.0271504	0.0299166	0.0515478	0.0280237	0.0453227	0.0442736	0.0752319	0.0460477	0.0270406	0.0221721	0.0395789	0.0347606	0.0230461	3.154612
2790	0	-15808.63	-15820.27	11.64098	0.112268	0.0936994	0.101714	0.088273	0.124622	0.0822034	0.128155	0.0860102	0.11344	0.209225	0.085526	0.0727453	0.109041	0.11904	0.111326	0.125122	0.149657	0.111826	0.150843	0.0777211	0.0836582	0.0855492	0.172947	0.0365211	0.0330262	0.0127856	0.0212171	0.0263696	0.0316954	0.0483288	0.0214713	0.0455695	0.0226726	0.10868	0.0633076	0.0332834	0.0233948	0.0284546	0.0347816	0.0421387	0.0191664	0.045363	0.0319708	3.32481
2791	1	-15807.62	-15821.04	13.41706	0.137764	0.104736	0.108326	0.0984251	0.113543	0.0999225	0.126731	0.104194	0.100013	0.194871	0.0786303	0.0769783	0.0813347	0.110498	0.089308	0.119233	0.122787	0.103925	0.100148	0.0674131	0.0984612	0.0640148	0.152125	0.0205984	0.0261843	0.0357014	0.0308776	0.04963	0.0416432	0.0431939	0.0192448	0.0299189	0.0425103	0.0343704	0.0499272	0.0207282	0.0805161	0.0450352	0.0276875	0.0139013	0.0329316	0.0278076	0.0214121	3.147202
2792	0	-15802.97	-15815.55	12.57392	0.112268	0.112124	0.107704	0.0987506	0.124821	0.074513	0.131366	0.0713213	0.101501	0.178308	0.0751398	0.090614	0.0918489	0.117242	0.106031	0.117277	0.137083	0.100033	0.130764	0.079756	0.0945322	0.0925224	0.158052	0.0427417	0.0360888	0.0158911	0.0315093	0.031052	0.0490378	0.043322	0.0159743	0.0502742	0.0313687	0.0665166	0.0457016	0.0278112	0.0343855	0.0250302	0.0294858	0.0307905	0.0399336	0.0541426	0.026884	3.231515
2793	1	-15811.66	-15823.49	11.83195	0.138254	0.110808	0.0849207	0.130696	0.117366	0.0677844	0.129733	0.0880825	0.0864471	0.191242	0.0729165	0.0890671	0.0867511	0.085971	0.113229	0.153675	0.120836	0.103925	0.120682	0.0770343	0.0846623	0.079007	0.161664	0.0437834	0.027609	0.0431783	0.0306866	0.076931	0.0238246	0.0293459	0.0254687	0.0350501	0.0418112	0.0350816	0.0397636	0.0351139	0.0716941	0.054082	0.0463614	0.0141806	0.0649102	0.0361969	0.0358865	3.305713
2794	0	-15807.67	-15820.19	12.52807	0.124843	0.111436	0.0878914	0.101585	0.112785	0.0882589	0.131366	0.0806876	0.0997776	0.183053	0.07936	0.0851394	0.121004	0.113465	0.110829	0.11008	0.120118	0.108569	0.104198	0.0747636	0.100898	0.0900054	0.142982	0.0466083	0.0533416	0.0121865	0.0397409	0.0301711	0.0288297	0.0400835	0.0161162	0.0569582	0.0332703	0.0645573	0.043864	0.0220754	0.0184084	0.0365412	0.0407226	0.0352328	0.0266087	0.0570899	0.0505994	3.236101
2795	1	-15803.65	-15817.13	13.48232	0.0919843	0.0949361	0.10818	0.0994054	0.108529	0.083721	0.119882	0.077925	0.102427	0.152202	0.0717427	0.0707812	0.0941318	0.0787696	0.112595	0.115086	0.109574	0.0963615	0.120682	0.0809713	0.101184	0.0946449	0.161246	0.0451242	0.0314165	0.0329596	0.0243975	0.0422297	0.0385177	0.0504918	0.0248714	0.0200506	0.0513601	0.0281816	0.0535664	0.0224087	0.0996306	0.0528647	0.0330995	0.0187814	0.0410651	0.0580431	0.024654	3.140676
