Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
421	1	-15802.54	-15816.13	13.58799	0.124113	0.0948257	0.101658	0.111384	0.110432	0.0819467	0.145726	0.0750687	0.0949279	0.188447	0.0730887	0.0929788	0.110558	0.0880679	0.129345	0.125174	0.111449	0.08567	0.113494	0.0604768	0.0972249	0.0764592	0.159741	0.0306717	0.0252547	0.0435704	0.0392351	0.059201	0.0193524	0.0355112	0.0204021	0.0169108	0.0483488	0.0334367	0.0228792	0.0230856	0.0669096	0.0410727	0.0322679	0.0109311	0.0366799	0.0350957	0.037036	3.130109
422	0	-15803.88	-15816.8	12.91876	0.123566	0.087566	0.0925355	0.0821338	0.108349	0.0733184	0.122983	0.0696513	0.0989831	0.172728	0.0709737	0.0858476	0.0868195	0.0888807	0.11975	0.109388	0.13867	0.116691	0.132014	0.0834117	0.0833272	0.101054	0.175806	0.0382827	0.0282084	0.0266213	0.043755	0.0328061	0.025462	0.0846559	0.0207884	0.0411729	0.0264864	0.0671397	0.0514616	0.0271294	0.0254405	0.0308649	0.0316765	0.0529718	0.0259807	0.0542698	0.0374106	3.197032
423	1	-15800.13	-15813.53	13.39398	0.100894	0.0868725	0.105585	0.108392	0.103363	0.0761115	0.135713	0.0802305	0.0936201	0.166998	0.0872204	0.0885747	0.113565	0.0934416	0.11476	0.1098	0.105588	0.0984571	0.136345	0.0726337	0.0972249	0.0814003	0.149211	0.0355912	0.0197533	0.0452552	0.0344888	0.0631974	0.0257343	0.0378283	0.0206419	0.021342	0.0495326	0.0280484	0.0296371	0.0219564	0.0747946	0.0453663	0.0388189	0.0234507	0.034386	0.0461348	0.0475508	3.14951
424	0	-15817.56	-15829.84	12.27635	0.146313	0.133085	0.0992406	0.0779433	0.117118	0.06289	0.124127	0.0904192	0.0944201	0.178991	0.111811	0.0961134	0.0756048	0.0847007	0.137601	0.106016	0.102873	0.107991	0.114601	0.076808	0.0934582	0.0947609	0.171891	0.0236149	0.0384195	0.0326177	0.0384697	0.0255412	0.0352952	0.0559747	0.00674524	0.0365208	0.0358348	0.0759515	0.0658306	0.025219	0.0248478	0.0446241	0.0273355	0.0428799	0.0339248	0.0626813	0.0301685	3.261273
425	1	-15806.41	-15819.39	12.97972	0.129464	0.115033	0.112833	0.105111	0.105431	0.0780059	0.120843	0.0802305	0.0729253	0.17749	0.0776924	0.09062	0.120811	0.0836867	0.120155	0.106342	0.115917	0.107923	0.131049	0.051653	0.0878703	0.0900937	0.174617	0.0433817	0.0100025	0.0460956	0.0346215	0.0504591	0.0357828	0.0397236	0.021565	0.0342999	0.058791	0.0181359	0.0264627	0.0264193	0.0635331	0.0342723	0.0269168	0.0273242	0.046395	0.0442164	0.0467418	3.190936
426	0	-15805.43	-15818.09	12.66384	0.152689	0.104558	0.0940616	0.0945467	0.122	0.0728454	0.113784	0.105006	0.103863	0.16696	0.0698346	0.0817143	0.0926827	0.100461	0.110489	0.106658	0.133526	0.111727	0.108421	0.0872278	0.089275	0.102405	0.159057	0.0307656	0.0352925	0.0229699	0.03013	0.0315223	0.0320817	0.05812	0.00299431	0.0634198	0.0268464	0.0696354	0.0642833	0.0213875	0.0212109	0.0556851	0.0303202	0.0331704	0.0339248	0.0486	0.0263732	3.222524
427	1	-15799.79	-15812.05	12.25686	0.119964	0.0880681	0.108532	0.0912892	0.113771	0.083293	0.125232	0.0796736	0.0993983	0.17749	0.0686663	0.0853124	0.100543	0.090946	0.124873	0.142155	0.124237	0.097528	0.125838	0.0807988	0.0792857	0.0926625	0.207941	0.0225678	0.0204716	0.0363975	0.0425009	0.0537995	0.0357088	0.0324972	0.028717	0.0285106	0.0403163	0.0352055	0.0232393	0.0350122	0.0791889	0.0594467	0.0288105	0.026603	0.0419904	0.0367332	0.0480052	3.263222
428	0	-15808.84	-15821.45	12.61615	0.140037	0.111249	0.0876394	0.0674761	0.100989	0.0794197	0.107504	0.0899079	0.100887	0.194684	0.0947423	0.0826992	0.0948144	0.0834708	0.110489	0.105709	0.121044	0.100185	0.126499	0.0751801	0.0866154	0.0951549	0.154971	0.0592882	0.0337367	0.0303144	0.0417603	0.0260141	0.0243603	0.0621794	0.00414797	0.0415006	0.0364718	0.0910569	0.0614932	0.029468	0.0201424	0.0501577	0.0284158	0.0394721	0.0315898	0.051353	0.053002	3.227293
429	1	-15803.82	-15816.71	12.88283	0.113866	0.120124	0.0845402	0.0991249	0.128646	0.073148	0.148064	0.0622429	0.106974	0.174451	0.0771557	0.077961	0.104912	0.096343	0.116496	0.0936216	0.115057	0.103995	0.125838	0.0767279	0.0928369	0.114786	0.14905	0.0340596	0.0214312	0.0403634	0.0241522	0.036057	0.024538	0.0330884	0.0256559	0.0307708	0.066091	0.0394972	0.0295513	0.025029	0.0762609	0.039259	0.0300102	0.0250362	0.0544735	0.0367891	0.0525486	3.200625
430	0	-15812.23	-15824.97	12.743	0.128059	0.099582	0.118848	0.0850789	0.116789	0.0862759	0.131115	0.0642202	0.104564	0.172663	0.0997603	0.0877492	0.102029	0.0929654	0.100698	0.143778	0.127235	0.102216	0.11191	0.0850153	0.0739928	0.0937281	0.159458	0.0517868	0.0289675	0.0141422	0.0350774	0.027747	0.0312542	0.0481205	0.00737676	0.0460847	0.0322762	0.0690605	0.062635	0.0326875	0.0202514	0.0320169	0.0141519	0.0377551	0.0268629	0.0657596	0.0428643	3.214608
431	1	-15807.63	-15819.95	12.31818	0.132061	0.103456	0.112262	0.0889151	0.106656	0.093282	0.103572	0.0885086	0.0982935	0.17209	0.0795164	0.0700987	0.113776	0.0866773	0.123778	0.117874	0.150178	0.113024	0.125838	0.0726161	0.0825829	0.0860838	0.174037	0.036968	0.0317025	0.0534853	0.0289615	0.047638	0.0299184	0.0287482	0.0414681	0.0430791	0.0464499	0.0224597	0.0311112	0.0299898	0.0803238	0.0354517	0.0210701	0.0251472	0.0497296	0.0272985	0.0509133	3.25709
432	0	-15804.96	-15818.3	13.33884	0.135237	0.0863137	0.0995052	0.0886421	0.122347	0.0709153	0.130183	0.0951424	0.0765047	0.159983	0.072028	0.0784093	0.107394	0.0843044	0.10942	0.12846	0.127235	0.128674	0.131433	0.071133	0.0989928	0.066172	0.145608	0.0400666	0.0346906	0.0300045	0.0299786	0.0299326	0.029431	0.059985	0.0141588	0.0458628	0.0257298	0.0753775	0.0497541	0.0285411	0.0199859	0.0518571	0.0327012	0.0411565	0.032831	0.0371233	0.0318189	3.155024
433	1	-15800.31	-15813.38	13.07266	0.103838	0.118783	0.112262	0.0879347	0.108422	0.0882648	0.122007	0.0856869	0.0927386	0.17209	0.0795164	0.0654188	0.101779	0.0924774	0.109729	0.120157	0.113471	0.115538	0.12639	0.068746	0.0902367	0.0860838	0.135634	0.0380691	0.0315192	0.0334807	0.0354856	0.0608769	0.040336	0.0378223	0.0318406	0.0225852	0.0408439	0.0409613	0.0315535	0.0187092	0.0743317	0.056353	0.0210311	0.0269866	0.0504285	0.0412966	0.0499276	3.181642
434	0	-15808.9	-15821.54	12.64431	0.126041	0.108144	0.0791705	0.0858466	0.117316	0.0707884	0.139301	0.0785896	0.094304	0.170875	0.0719976	0.0784915	0.0859951	0.111234	0.0972165	0.109387	0.134029	0.136265	0.107394	0.0922381	0.0963121	0.0957377	0.157413	0.0370105	0.0346906	0.0255962	0.0325086	0.0333243	0.0617548	0.0490069	0.0339031	0.0458796	0.0280752	0.098003	0.060775	0.0180403	0.0276897	0.0272484	0.0443349	0.032726	0.0192118	0.0412485	0.0293631	3.224477
435	1	-15803.56	-15815.45	11.89358	0.146145	0.0860398	0.100816	0.139181	0.116939	0.103862	0.130583	0.0734818	0.0894796	0.156367	0.0793892	0.103315	0.0924439	0.0933537	0.109729	0.123679	0.138424	0.0951706	0.118397	0.0648282	0.0906084	0.0984815	0.161246	0.0402531	0.0352798	0.0341386	0.0284568	0.043105	0.0309209	0.0338276	0.0334209	0.0274039	0.0566646	0.0283635	0.0407806	0.0344333	0.0809786	0.0521876	0.0201466	0.0153297	0.0496281	0.0458981	0.0563755	3.29955
436	0	-15803.32	-15816.63	13.30685	0.135615	0.0996844	0.109127	0.0934873	0.116594	0.0799521	0.0998156	0.0765322	0.0935122	0.199432	0.0642472	0.0772242	0.0932401	0.0880134	0.109571	0.125692	0.114499	0.113667	0.121159	0.0745958	0.0716428	0.0945243	0.157574	0.0321677	0.0367746	0.0362797	0.0211903	0.0295892	0.0504771	0.0528103	0.0322564	0.0505558	0.0172074	0.0828947	0.0579241	0.0236731	0.0146374	0.0372895	0.0226298	0.0355866	0.0189549	0.0540165	0.0419058	3.158223
437	1	-15802.88	-15815.68	12.80426	0.130274	0.0970441	0.0927009	0.101425	0.109039	0.0928622	0.159421	0.0801676	0.0728262	0.173918	0.0790371	0.0797705	0.0889524	0.110208	0.103697	0.134277	0.126171	0.145059	0.118397	0.0956426	0.0872873	0.0774676	0.150916	0.0365571	0.0311667	0.0236911	0.0317161	0.0487084	0.0225336	0.026837	0.0323674	0.0236113	0.0382837	0.0255792	0.0299427	0.0197073	0.0762499	0.048439	0.0157257	0.0212171	0.0582895	0.0376981	0.0536012	3.208482
438	0	-15804.07	-15817.12	13.04151	0.135615	0.0931132	0.109127	0.0953298	0.0977145	0.0733611	0.138328	0.0688169	0.101715	0.149726	0.0717733	0.0837711	0.0949307	0.08009	0.11407	0.116422	0.137163	0.124191	0.121159	0.0713388	0.102177	0.0917853	0.140187	0.0336399	0.0293058	0.0214912	0.0355321	0.0359749	0.0596531	0.0652759	0.0373586	0.0608308	0.0282653	0.0703462	0.0568483	0.0265125	0.019223	0.0213434	0.0315467	0.038056	0.0314077	0.0285807	0.0416599	3.184757
439	1	-15811.87	-15822.95	11.07994	0.112438	0.118707	0.106563	0.119503	0.141042	0.107919	0.10142	0.0991939	0.10981	0.168557	0.0660303	0.0875848	0.0983156	0.111586	0.117875	0.143366	0.134597	0.123634	0.118789	0.0698799	0.0948643	0.0962408	0.167993	0.0419934	0.0317966	0.0431616	0.0317528	0.0342096	0.0327534	0.0312717	0.0397726	0.0223609	0.0557946	0.0249106	0.0277786	0.0288246	0.0855197	0.0447308	0.0300188	0.0279925	0.0418889	0.0474172	0.041057	3.380914
440	0	-15805.45	-15818.24	12.7947	0.124963	0.0871278	0.0996426	0.0956965	0.110485	0.0883656	0.0992632	0.0697996	0.0899281	0.171121	0.0946187	0.0717659	0.0998187	0.100303	0.104393	0.134273	0.12494	0.119293	0.111733	0.0922956	0.0747658	0.101994	0.188703	0.0308834	0.0362338	0.0189673	0.0433407	0.0253559	0.0440238	0.0512304	0.0148066	0.038625	0.0281698	0.0976604	0.0485838	0.0315213	0.0166977	0.0350991	0.026425	0.0381898	0.021504	0.0678085	0.0390213	3.209438
441	1	-15804.02	-15817.14	13.11969	0.120533	0.0907919	0.0900086	0.0827685	0.103468	0.084703	0.124718	0.0923364	0.0973149	0.168693	0.0846715	0.0874556	0.0983156	0.101307	0.120509	0.124197	0.112303	0.0911322	0.125885	0.0858192	0.0970622	0.0960086	0.187428	0.0294009	0.0289111	0.0430779	0.0384731	0.0365002	0.0365835	0.0391894	0.0423105	0.0146006	0.0383381	0.0269288	0.0235211	0.0269251	0.0630724	0.0405404	0.0292727	0.0222571	0.051607	0.0388874	0.0391117	3.176939
442	0	-15804.67	-15818.29	13.61755	0.130804	0.0876562	0.106604	0.0883257	0.112047	0.0862812	0.109963	0.0670146	0.0930855	0.16651	0.066687	0.0779134	0.112185	0.104307	0.106088	0.139858	0.145921	0.11643	0.103139	0.0786326	0.0821572	0.0900573	0.161863	0.0394758	0.0373139	0.0307312	0.0315585	0.0317866	0.0340343	0.0489428	0.0159769	0.0286586	0.0242655	0.0844968	0.0542425	0.0468952	0.0141805	0.0221073	0.0339713	0.0251018	0.0265013	0.029267	0.0341155	3.127153
443	1	-15804.53	-15817.35	12.81369	0.145427	0.0992458	0.11321	0.120442	0.131849	0.0745747	0.145687	0.0696057	0.112752	0.160523	0.0707203	0.0841721	0.0910042	0.0915477	0.117158	0.117172	0.111945	0.11241	0.130282	0.0667799	0.0743622	0.0824897	0.148973	0.0485742	0.018366	0.0356625	0.031815	0.0305192	0.0440354	0.0410035	0.034194	0.020927	0.052042	0.0222179	0.0340433	0.0220085	0.0700709	0.0595348	0.0266094	0.0252205	0.045462	0.0337876	0.0391117	3.207539
444	0	-15803.84	-15816.99	13.14776	0.138856	0.129009	0.089532	0.0936041	0.126801	0.0792588	0.121325	0.0766379	0.094041	0.144496	0.0904456	0.0779134	0.10423	0.0963174	0.0968778	0.116954	0.107841	0.10654	0.117735	0.0764137	0.0908133	0.0859762	0.151272	0.0353137	0.0418464	0.0181685	0.0354605	0.0372556	0.0383736	0.0526829	0.0272384	0.0358199	0.0317172	0.0938512	0.0610567	0.0362042	0.0118345	0.0256872	0.0273776	0.033175	0.0322177	0.0426682	0.0432929	3.174132
445	1	-15801.54	-15815.21	13.66622	0.121715	0.0995873	0.112436	0.0873409	0.0886205	0.0691532	0.122259	0.0802963	0.0978902	0.148655	0.0741622	0.0866137	0.0896453	0.0852072	0.0939283	0.134545	0.143134	0.123118	0.122135	0.0851181	0.0893926	0.0824897	0.161421	0.0292914	0.0100332	0.0309601	0.022276	0.0350104	0.0314237	0.0380903	0.0342668	0.0239497	0.0699338	0.0314643	0.0321321	0.0241335	0.0682789	0.0448658	0.0156814	0.030853	0.0474635	0.0372339	0.0660814	3.122286
446	0	-15807.17	-15820.33	13.15629	0.137359	0.120762	0.10378	0.0917362	0.116234	0.0815047	0.121325	0.0878342	0.0861476	0.15912	0.0652533	0.0750984	0.0887188	0.113626	0.099514	0.132659	0.127838	0.099249	0.127276	0.0651068	0.113724	0.0947196	0.175816	0.0331847	0.0323204	0.0110256	0.0262241	0.0206007	0.0308898	0.0469365	0.0262205	0.0376591	0.0333379	0.0738676	0.0396913	0.0501526	0.0119584	0.027023	0.0369622	0.0356173	0.0296962	0.0485708	0.0369376	3.173279
447	1	-15795.59	-15808.82	13.23337	0.132028	0.0995873	0.097323	0.102065	0.121206	0.0862816	0.119342	0.0786136	0.093504	0.16828	0.0916621	0.0866882	0.102816	0.0953933	0.107871	0.131638	0.128078	0.0965902	0.12366	0.0678404	0.0910382	0.106935	0.144017	0.0249121	0.00663116	0.040078	0.0295378	0.0514706	0.0196579	0.0359	0.0295526	0.0295445	0.0425387	0.0235133	0.0321472	0.0300894	0.0735999	0.0471416	0.0116409	0.0330342	0.0485533	0.0367568	0.046813	3.165571
448	0	-15810.87	-15824.74	13.86691	0.127953	0.0824624	0.112524	0.101739	0.103607	0.10972	0.133127	0.0803627	0.0784979	0.189388	0.0748975	0.0880707	0.0934346	0.0862637	0.102695	0.127394	0.140255	0.104234	0.11521	0.0599647	0.0863969	0.073565	0.169084	0.0413399	0.0203973	0.0195225	0.0299873	0.0257753	0.0261508	0.0561703	0.0157361	0.0268202	0.0182678	0.0664948	0.0474932	0.055837	0.0161355	0.024828	0.0331442	0.0330345	0.0262397	0.0379179	0.0400766	3.102217
449	1	-15814.47	-15827.38	12.90285	0.112618	0.147602	0.114408	0.110311	0.106815	0.0733046	0.119342	0.0683754	0.117006	0.153875	0.0908527	0.100117	0.113475	0.107679	0.0916617	0.136228	0.123372	0.106335	0.12366	0.0635307	0.0970159	0.0792867	0.159398	0.027742	0.021101	0.0439225	0.0222807	0.0456419	0.0195988	0.0299443	0.0157549	0.0209805	0.0682335	0.0385309	0.0260197	0.0238125	0.0774918	0.0595007	0.0112688	0.0259533	0.0275552	0.0312829	0.0457386	3.198623
450	0	-15806.43	-15819.72	13.28289	0.127953	0.0989362	0.100649	0.107985	0.11896	0.0687505	0.128574	0.0716639	0.0835792	0.165814	0.0748975	0.083583	0.084067	0.0866852	0.128678	0.107659	0.127938	0.112537	0.10953	0.0792347	0.0947056	0.0891011	0.169084	0.037186	0.0429681	0.0177994	0.0322623	0.0244243	0.0293732	0.0594326	0.0127369	0.0347456	0.0275778	0.0876084	0.0521609	0.0597157	0.01987	0.0266276	0.0466877	0.0372359	0.0275379	0.0272981	0.0368056	3.160618
451	1	-15808.5	-15822.12	13.62267	0.133259	0.0918891	0.0906245	0.083101	0.106815	0.100034	0.103925	0.0767369	0.0815511	0.164749	0.0686127	0.0746473	0.0879781	0.0890456	0.116857	0.128712	0.120529	0.116902	0.117264	0.0784448	0.0770157	0.0802317	0.178698	0.0424342	0.0274587	0.0314498	0.0248897	0.05217	0.0172659	0.0321663	0.0365991	0.0455559	0.0634009	0.031514	0.0466739	0.0251089	0.0777676	0.0522755	0.0052635	0.0298514	0.02748	0.0364784	0.0532156	3.126641
452	0	-15811.39	-15824.28	12.8851	0.12298	0.110876	0.0823638	0.109835	0.116593	0.0754716	0.126904	0.0755566	0.106605	0.177425	0.108949	0.0686322	0.0956907	0.101656	0.107014	0.126909	0.119204	0.118354	0.115181	0.0966921	0.0828353	0.0927784	0.141078	0.0314589	0.048389	0.0441687	0.0186579	0.0305202	0.0411465	0.0512047	0.0195221	0.0580788	0.0234352	0.0665143	0.0533237	0.0480217	0.0143605	0.0267804	0.0369131	0.03551	0.0104363	0.0425359	0.0198358	3.200398
453	1	-15802.65	-15815.72	13.07429	0.133059	0.110542	0.104951	0.0911939	0.106708	0.100034	0.133766	0.0711018	0.0892399	0.182433	0.0808514	0.0947641	0.10204	0.0975674	0.0901959	0.128712	0.112692	0.116902	0.112122	0.0709848	0.0972252	0.0855001	0.158305	0.0370134	0.0217411	0.0383544	0.0219404	0.0402376	0.0151779	0.029899	0.0303303	0.0249249	0.0441803	0.0252287	0.0490651	0.0248394	0.101368	0.0392908	0.00475157	0.0393381	0.0411232	0.0468121	0.0349717	3.181479
454	0	-15812.84	-15824.89	12.0514	0.131208	0.109743	0.131149	0.128153	0.100568	0.102034	0.0994353	0.0689507	0.0930415	0.182629	0.0587367	0.0961307	0.0896411	0.0939254	0.140518	0.126909	0.128998	0.109304	0.128047	0.0738115	0.0808591	0.0906606	0.170519	0.0361845	0.0230079	0.0247497	0.0301897	0.027181	0.0377425	0.0609995	0.0188816	0.0580305	0.0364601	0.0792648	0.0569887	0.0422009	0.016214	0.0199128	0.0343129	0.0326444	0.011699	0.0524618	0.0496706	3.283767
455	1	-15814.82	-15826.69	11.87043	0.111901	0.0895567	0.104163	0.109287	0.128419	0.0728635	0.117987	0.0881465	0.103655	0.165934	0.0711184	0.10784	0.10204	0.103768	0.105397	0.136634	0.112607	0.142874	0.150467	0.0606693	0.0972252	0.089563	0.193243	0.0325772	0.0276704	0.0571789	0.0433153	0.0327037	0.0116937	0.0263531	0.0231335	0.0298379	0.0569047	0.0217273	0.0372367	0.0393013	0.064575	0.0467071	0.0164449	0.0414613	0.0554094	0.0427923	0.0294819	3.301865
456	0	-15808.57	-15820.5	11.92316	0.151789	0.124655	0.107335	0.100034	0.112453	0.0955993	0.113618	0.0816196	0.0949925	0.172599	0.0663562	0.0896236	0.0963038	0.097009	0.0954116	0.109857	0.133176	0.117189	0.118578	0.087362	0.102202	0.0906606	0.170519	0.0463577	0.0216188	0.0196233	0.0253284	0.0219367	0.0309328	0.0602874	0.0406331	0.0587001	0.0270612	0.0800036	0.0464559	0.0573426	0.0125833	0.0130356	0.0311655	0.0457501	0.0224322	0.0519406	0.0544613	3.296592
457	1	-15800.92	-15813.43	12.5052	0.134396	0.0969217	0.0927417	0.10151	0.110059	0.0906566	0.130366	0.0758554	0.118869	0.163645	0.0940907	0.0733665	0.0874785	0.0915079	0.121606	0.138009	0.122189	0.120826	0.123308	0.0620908	0.086146	0.0761679	0.164516	0.0248677	0.0242431	0.0498426	0.026378	0.0410559	0.012096	0.0389101	0.0204824	0.0260701	0.068907	0.0342655	0.0466919	0.0375838	0.0787684	0.0510318	0.0286367	0.0155011	0.050949	0.0342908	0.0514925	3.238388
458	0	-15814.48	-15826.59	12.11357	0.150675	0.11216	0.0858729	0.0981247	0.120658	0.0665079	0.116222	0.0897086	0.103517	0.186318	0.0755882	0.0896236	0.0825674	0.0971239	0.121879	0.118711	0.132967	0.105933	0.0964078	0.0986327	0.100614	0.0959883	0.172203	0.044806	0.0334871	0.0235955	0.0143498	0.0269211	0.0341392	0.0602181	0.0306125	0.0364448	0.0306591	0.0941343	0.0590122	0.048937	0.0286453	0.0178599	0.0306955	0.0210466	0.0449914	0.0496512	0.0293406	3.277551
459	1	-15803.63	-15815.98	12.35538	0.109945	0.0969217	0.0947841	0.0943591	0.126195	0.0811538	0.114168	0.0780071	0.108117	0.179346	0.0807595	0.0708393	0.118466	0.11137	0.116319	0.14074	0.124927	0.121115	0.116512	0.0692867	0.106126	0.0872477	0.164516	0.0334805	0.0328366	0.0364572	0.0366041	0.0481686	0.0266714	0.0430371	0.0232788	0.0198752	0.0628826	0.0234161	0.0299955	0.0396291	0.074688	0.0439559	0.0275409	0.00451675	0.0604973	0.0336479	0.0409676	3.25337
460	0	-15801.31	-15814	12.69018	0.12387	0.112354	0.0881099	0.0881892	0.121061	0.0791808	0.140565	0.0743447	0.0995348	0.159911	0.0755882	0.0761578	0.115064	0.0876057	0.113411	0.124729	0.132967	0.125013	0.114286	0.0981748	0.0915143	0.0753067	0.171612	0.0387109	0.0242347	0.0340689	0.0211828	0.0204216	0.0351284	0.0515913	0.0410209	0.04534	0.0239573	0.080137	0.0578352	0.0652656	0.0197876	0.0202638	0.0234228	0.0311219	0.0158034	0.0421235	0.0399217	3.21989
461	1	-15800.41	-15813.55	13.14267	0.124618	0.0929962	0.0941681	0.107506	0.111111	0.0717966	0.110662	0.0776676	0.107474	0.151352	0.0860113	0.0893923	0.0977518	0.0912719	0.106551	0.131459	0.125491	0.121115	0.139395	0.0759961	0.107819	0.0844845	0.163439	0.0355538	0.0210175	0.030961	0.0280738	0.0338864	0.0362291	0.0478672	0.0297133	0.013696	0.0477243	0.0310203	0.016322	0.0241486	0.0775678	0.0465478	0.0424306	0.015441	0.0345107	0.0327642	0.0596371	3.174641
462	0	-15810.61	-15823.67	13.0612	0.111975	0.118181	0.096668	0.093791	0.126233	0.0656429	0.130159	0.07627	0.0850445	0.153312	0.0862564	0.0887831	0.11287	0.0986754	0.102263	0.123542	0.100738	0.0981974	0.115634	0.0790335	0.0966608	0.0981969	0.161745	0.0338171	0.0154812	0.0144331	0.0302234	0.0306763	0.020692	0.0565688	0.0383849	0.0581054	0.0311902	0.109865	0.0501054	0.0472166	0.0254533	0.0300554	0.0426742	0.0295992	0.0115271	0.042089	0.0447571	3.182788
463	1	-15801.12	-15814.65	13.53211	0.131852	0.0877541	0.093798	0.106833	0.112073	0.0733459	0.0967078	0.0875156	0.11295	0.150425	0.0900866	0.0832117	0.092409	0.100823	0.111499	0.138435	0.112028	0.100889	0.106586	0.0799067	0.100887	0.0730076	0.145761	0.0340298	0.0341911	0.035042	0.0333821	0.0584038	0.0344388	0.0342442	0.0339879	0.0205475	0.0541074	0.0383028	0.0274632	0.0317522	0.0670652	0.0433292	0.0292406	0.017585	0.0397068	0.0315073	0.0485858	3.135697
464	0	-15803.55	-15816.46	12.91722	0.13535	0.0931628	0.0986537	0.088159	0.121017	0.0919561	0.131578	0.0730907	0.108674	0.166713	0.0830199	0.0885163	0.101085	0.0986754	0.0984646	0.115504	0.114659	0.104475	0.141997	0.0742465	0.0812497	0.0897055	0.130828	0.0373721	0.0431898	0.0504342	0.0398263	0.0256078	0.0271861	0.0617123	0.021295	0.0360644	0.024983	0.0741378	0.0559341	0.0362053	0.0241569	0.0325578	0.0374679	0.0372878	0.0149443	0.0410847	0.0449594	3.197186
465	1	-15806.94	-15818.98	12.03716	0.109627	0.104809	0.0833406	0.119323	0.119851	0.0884831	0.137993	0.0709152	0.0970265	0.202977	0.078499	0.0815531	0.114207	0.109799	0.095136	0.142908	0.112989	0.134973	0.114591	0.0897767	0.0825218	0.0784411	0.152397	0.0407213	0.0328921	0.0228563	0.038256	0.0412803	0.0375364	0.034517	0.027716	0.0242563	0.0570591	0.022969	0.0180446	0.0402914	0.0810667	0.0569082	0.0306761	0.0185506	0.0395393	0.0388885	0.0590298	3.285192
466	0	-15803.52	-15815.66	12.14247	0.123196	0.103543	0.117374	0.100719	0.117405	0.0773341	0.139282	0.0819525	0.109689	0.175977	0.101065	0.0940207	0.103334	0.0795127	0.110734	0.114441	0.124627	0.116894	0.115954	0.0700556	0.0914852	0.0867407	0.162785	0.0372475	0.0332262	0.0355082	0.0317312	0.0311833	0.027299	0.0589868	0.0223487	0.035226	0.0314554	0.0596294	0.0632389	0.0581201	0.0262654	0.0122444	0.0263693	0.0299153	0.018467	0.064722	0.0533589	3.274661
467	1	-15808.86	-15821.98	13.12202	0.115096	0.10308	0.09294	0.0954686	0.102521	0.0650456	0.114706	0.0896293	0.103549	0.202977	0.0822673	0.0815531	0.105947	0.0868202	0.131001	0.131738	0.124211	0.104415	0.115582	0.0662721	0.0862085	0.0852949	0.159087	0.0265621	0.0259555	0.0457649	0.0308277	0.0433605	0.0351048	0.0386003	0.0307937	0.0306835	0.0445216	0.04204	0.0303295	0.0298576	0.0596805	0.0415266	0.0475662	0.0132464	0.0277596	0.0436722	0.0434424	3.176706
468	0	-15814.05	-15825.83	11.78633	0.121978	0.0796235	0.0742635	0.126913	0.139289	0.0847109	0.139282	0.0827245	0.101154	0.189008	0.0760957	0.082847	0.0908346	0.102803	0.106113	0.120328	0.114923	0.116894	0.133072	0.0871241	0.0914852	0.0780678	0.148383	0.0437801	0.026771	0.0175061	0.0286719	0.0295964	0.0537205	0.0696078	0.0356687	0.0486296	0.0233861	0.0800203	0.0479621	0.051345	0.0490863	0.0319595	0.0219252	0.0434765	0.0308507	0.0498043	0.0385906	3.310275
469	1	-15799.59	-15813.25	13.65355	0.100771	0.117223	0.0909378	0.103631	0.103597	0.0774263	0.117817	0.0805971	0.105068	0.184118	0.0707511	0.0867457	0.10628	0.0811426	0.120242	0.131738	0.10656	0.0954906	0.103163	0.0765688	0.097383	0.0875835	0.145994	0.0323587	0.0283446	0.0410873	0.0371847	0.051058	0.0160906	0.0408728	0.0224235	0.0221156	0.0547739	0.0323459	0.0377776	0.0216237	0.0757216	0.0444137	0.0190533	0.0100506	0.0502354	0.0440291	0.0511656	3.123553
470	0	-15804.2	-15817.12	12.92144	0.120236	0.110931	0.0806819	0.111547	0.132685	0.0836214	0.108539	0.0737505	0.0857115	0.178915	0.0684612	0.0697206	0.104413	0.104118	0.119526	0.11699	0.118398	0.112751	0.126133	0.078747	0.0914852	0.0984011	0.158611	0.0470798	0.0258545	0.0134799	0.0318572	0.0333236	0.0363238	0.070302	0.0147625	0.0413943	0.0313261	0.0663494	0.0520713	0.0565712	0.0224879	0.0267326	0.0407943	0.0268952	0.0271173	0.0432555	0.0344113	3.196764
