Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
5080	-15802.32	-15815.31	12.9956	0.126118	0.0961971	0.0930389	0.105546	0.0951553	0.0747091	0.133517	0.0792007	0.0873068	0.162352	0.0803723	0.0834128	0.107612	0.0954862	0.0941295	0.172693	0.12057	0.108223	0.129981	0.0791882	0.0922404	0.101021	0.151444	0.0561963	0.0235533	0.0252001	0.0360759	0.0243358	0.0198463	0.058839	0.0172196	0.0366877	0.0228329	0.0828293	0.049478	0.0416436	0.0379373	0.0223183	0.0242733	0.0338828	0.0290084	0.0466331	0.0310409	3.189347
5090	-15807.19	-15820.25	13.05566	0.127194	0.0826791	0.0817791	0.0786944	0.116451	0.0812084	0.133517	0.0850504	0.103455	0.175972	0.0857042	0.0730792	0.108029	0.0908072	0.122389	0.131606	0.111345	0.109087	0.111624	0.0668173	0.0866233	0.0941961	0.174122	0.0567716	0.0338561	0.0435213	0.0284327	0.0287215	0.0473756	0.0489297	0.00654568	0.0505932	0.0178701	0.0702239	0.0719681	0.0269027	0.0280283	0.0167685	0.0339972	0.0282363	0.0312402	0.0489244	0.0330065	3.183342
5100	-15804.26	-15816.87	12.6051	0.126688	0.0957753	0.113538	0.127025	0.143709	0.0935187	0.115898	0.0632755	0.0966704	0.162079	0.0752899	0.0843007	0.0968776	0.0964199	0.101329	0.124394	0.107756	0.109087	0.114099	0.081621	0.103538	0.107519	0.174122	0.0597308	0.032023	0.0116292	0.0314468	0.0296597	0.0330685	0.0498094	0.0261531	0.03451	0.0314165	0.0716914	0.0562603	0.0278001	0.0236435	0.0244954	0.0328038	0.0261596	0.0367275	0.0442653	0.0305725	3.228398
5110	-15795.27	-15808.53	13.25645	0.121494	0.0957753	0.102742	0.0962224	0.101474	0.066382	0.134386	0.0799269	0.113573	0.172178	0.0872759	0.0676758	0.0968776	0.0890338	0.114975	0.119584	0.133367	0.115249	0.112011	0.0786196	0.0925623	0.076558	0.174122	0.047064	0.0207013	0.0276777	0.034319	0.0235135	0.0374341	0.0480782	0.017968	0.0376145	0.0318816	0.0815011	0.0435004	0.0366788	0.0348021	0.0389414	0.0280058	0.0242355	0.0206642	0.0551967	0.0314209	3.163263
5120	-15808.44	-15821.39	12.95151	0.117554	0.101619	0.097536	0.0882194	0.0996107	0.057794	0.146791	0.086801	0.0987192	0.193717	0.0695534	0.0682605	0.0869233	0.105512	0.113782	0.124753	0.13599	0.129242	0.108749	0.0993825	0.0975232	0.0670426	0.147288	0.0357897	0.0287205	0.0285623	0.0325607	0.0375462	0.0374592	0.0398741	0.0233904	0.0485183	0.0329217	0.077785	0.0625357	0.0280464	0.0219127	0.0351424	0.0388201	0.0374794	0.0212792	0.0443618	0.0386874	3.193757
5130	-15800.42	-15813.16	12.74027	0.124541	0.120179	0.108231	0.118764	0.1257	0.0761281	0.105822	0.0722302	0.0848979	0.15064	0.0780095	0.0912282	0.0876927	0.103839	0.110974	0.113837	0.13599	0.118106	0.114294	0.0909013	0.0825321	0.0860991	0.153637	0.054957	0.0259502	0.0419072	0.0358293	0.0365134	0.0235936	0.0445216	0.0325894	0.0484394	0.0323903	0.0640256	0.0558909	0.0327561	0.0355467	0.0224796	0.0321166	0.0293394	0.0189791	0.0438056	0.0489772	3.214881
5140	-15805.52	-15817.75	12.22417	0.124541	0.0941028	0.101721	0.0908363	0.102913	0.0761281	0.135987	0.0722581	0.100813	0.182504	0.0780095	0.0985777	0.119697	0.0973041	0.12816	0.12303	0.11876	0.137684	0.143408	0.0763724	0.103223	0.0806331	0.154589	0.0513993	0.026281	0.0350474	0.0329692	0.012266	0.0356541	0.0533767	0.0224915	0.0347592	0.0322311	0.0841802	0.0433605	0.0309486	0.0367395	0.0383032	0.0299557	0.0151188	0.0152523	0.0549575	0.0399462	3.266491
5150	-15799.43	-15813.35	13.91755	0.121817	0.0900654	0.0806081	0.106602	0.10417	0.0761281	0.123024	0.0791585	0.0936094	0.143364	0.0855645	0.0743234	0.086678	0.0962201	0.102933	0.117466	0.119508	0.128541	0.109842	0.0803481	0.0800427	0.0762482	0.171965	0.0432961	0.03194	0.0137924	0.0402622	0.0276656	0.0417248	0.0291344	0.029337	0.0443742	0.0174936	0.0762864	0.0639883	0.0338619	0.046555	0.0344717	0.0318809	0.0333529	0.0150194	0.0519801	0.0425087	3.097153
5160	-15809.18	-15821.71	12.53364	0.124787	0.0969547	0.118542	0.11693	0.101395	0.0852305	0.144654	0.0811619	0.117747	0.143364	0.0773376	0.0979479	0.0889145	0.0997873	0.0948116	0.117466	0.137933	0.133743	0.127891	0.080599	0.0957471	0.056805	0.168887	0.0405007	0.0294488	0.0154794	0.0305184	0.0251335	0.0289427	0.0420873	0.0187912	0.0636472	0.0169191	0.088879	0.0506875	0.023636	0.0249065	0.0300956	0.0406178	0.042635	0.0246743	0.0388655	0.0504424	3.235544
5170	-15802.62	-15814.77	12.15274	0.117722	0.0969547	0.101791	0.104931	0.124236	0.0800673	0.134133	0.0668175	0.0875843	0.196927	0.0757072	0.0935526	0.0941582	0.11038	0.117106	0.117466	0.143301	0.104511	0.136614	0.080369	0.0962033	0.0882806	0.159136	0.0501315	0.0292778	0.0140905	0.026429	0.0201009	0.0472382	0.0511833	0.0492938	0.0384187	0.0255842	0.0770359	0.0666107	0.0331701	0.0310358	0.0185698	0.0270618	0.026329	0.02935	0.0451241	0.0396501	3.273634
5180	-15802.48	-15815.61	13.12237	0.12595	0.0886934	0.101247	0.104931	0.108328	0.078006	0.123608	0.0852903	0.103499	0.177462	0.0619296	0.099785	0.0906224	0.0854967	0.11949	0.111385	0.140814	0.133497	0.1189	0.0879477	0.0901991	0.0895482	0.159136	0.0504727	0.0209944	0.0261218	0.0333298	0.0248685	0.0504033	0.0321782	0.0279955	0.0339303	0.0219544	0.0770453	0.0496803	0.0256717	0.0292437	0.0296391	0.0244485	0.0315366	0.0201493	0.0519932	0.0292477	3.176671
5190	-15804.54	-15817.23	12.69566	0.122776	0.118878	0.101247	0.105875	0.110849	0.10361	0.120075	0.0873964	0.11286	0.169748	0.0701996	0.067922	0.10026	0.0854967	0.09733	0.123974	0.13371	0.103861	0.113371	0.0939384	0.0901991	0.0930649	0.163039	0.0489859	0.0137965	0.0128703	0.0288906	0.0206263	0.0475962	0.0411255	0.0392482	0.0489406	0.0297061	0.0799106	0.0450932	0.0331226	0.056572	0.00670669	0.0364151	0.0343762	0.0187486	0.0531772	0.0337518	3.219342
5200	-15796.98	-15809.61	12.63336	0.112534	0.10602	0.100305	0.111672	0.108056	0.0970831	0.124871	0.0762379	0.100553	0.169694	0.0918124	0.090273	0.0905866	0.0854967	0.12041	0.125799	0.132742	0.107546	0.115463	0.0868673	0.0855788	0.073785	0.197519	0.0342615	0.0314968	0.0128918	0.0429134	0.0276006	0.0329307	0.0408675	0.0209369	0.0428564	0.0383458	0.0873491	0.0504101	0.0380112	0.0317586	0.0119407	0.028533	0.0423839	0.0233888	0.0409946	0.0347957	3.225572
5210	-15806.07	-15819.41	13.34238	0.120235	0.0951851	0.0924035	0.0802891	0.116974	0.078267	0.11284	0.0813494	0.0927057	0.152161	0.0852567	0.0647299	0.0905866	0.0924562	0.110003	0.155517	0.139564	0.104746	0.108873	0.0637766	0.0882565	0.0760417	0.193813	0.0358678	0.0319219	0.0115444	0.0252014	0.0237204	0.0449378	0.0524113	0.0166666	0.0542437	0.0357348	0.111224	0.0431992	0.0330266	0.032741	0.0148412	0.0224539	0.0457789	0.0335926	0.0487729	0.0407585	3.15467
5220	-15802.37	-15815.79	13.42045	0.139164	0.0974342	0.0961735	0.0802891	0.105752	0.0771247	0.140831	0.0875146	0.0914358	0.152161	0.0829225	0.0796887	0.115565	0.0928922	0.0882574	0.128699	0.13338	0.123145	0.121993	0.0796477	0.0950247	0.0773455	0.155974	0.0435794	0.0298967	0.0213087	0.0287217	0.00776913	0.0416369	0.0524113	0.0153347	0.0430942	0.0199066	0.088876	0.0581595	0.0326054	0.0212816	0.0180591	0.0362072	0.0459168	0.0210719	0.0411187	0.0374924	3.146863
5230	-15806.64	-15818.49	11.85107	0.119405	0.124982	0.116338	0.119174	0.126872	0.0790201	0.138483	0.0636853	0.105441	0.156673	0.067292	0.0872203	0.105078	0.0939554	0.11858	0.14651	0.124082	0.118897	0.14287	0.0768241	0.0875183	0.090825	0.195877	0.0462271	0.022887	0.0196073	0.0513781	0.0110662	0.0364508	0.046713	0.0272941	0.038136	0.0200144	0.0749508	0.0460781	0.0310123	0.0327669	0.0247881	0.0401867	0.0282197	0.0232766	0.0463101	0.0308339	3.303801
5240	-15806.54	-15819.49	12.9481	0.132532	0.0875723	0.0824631	0.105706	0.0987718	0.0836906	0.123172	0.081854	0.0834574	0.147964	0.0757011	0.0704205	0.103546	0.0945804	0.119458	0.134575	0.122088	0.132275	0.137606	0.0758968	0.0957333	0.083514	0.195877	0.0341955	0.0150972	0.0218322	0.034491	0.028834	0.0417647	0.0307651	0.0340966	0.0516318	0.0201946	0.0805757	0.0423423	0.0225932	0.0279838	0.0270366	0.0441204	0.0310947	0.0479168	0.0473972	0.0416798	3.194098
5250	-15810.57	-15823.11	12.53845	0.146365	0.11528	0.111872	0.127907	0.115239	0.0735589	0.142449	0.0845117	0.0714124	0.176601	0.0700045	0.0804076	0.0943795	0.113847	0.107487	0.108032	0.11813	0.125558	0.150627	0.0785628	0.0889848	0.0762645	0.149453	0.0281727	0.0213453	0.0139553	0.0289707	0.0231317	0.0247799	0.0501826	0.0208238	0.0536791	0.0247154	0.0979583	0.0577487	0.0216813	0.0269471	0.0406871	0.0315827	0.0333695	0.0276608	0.0488328	0.0319043	3.235063
5260	-15800.45	-15813.59	13.14132	0.105189	0.105846	0.0864438	0.122961	0.115239	0.0913762	0.102046	0.0741177	0.0921109	0.176601	0.0716837	0.0853333	0.0984127	0.103937	0.119533	0.135024	0.119516	0.0950678	0.137717	0.0663243	0.0802944	0.0851567	0.170625	0.0493005	0.0300233	0.0233953	0.0376634	0.0262068	0.0475831	0.051972	0.0135061	0.0448201	0.026408	0.0780681	0.0457946	0.0248753	0.0390746	0.0279417	0.0384645	0.0245639	0.0149743	0.055544	0.0340426	3.174776
5270	-15798.71	-15812.02	13.31495	0.139254	0.103878	0.0889728	0.0926541	0.105179	0.0894832	0.124932	0.0788346	0.109038	0.15021	0.0646956	0.077168	0.0940256	0.0841501	0.114918	0.152839	0.126831	0.0985506	0.119417	0.0813201	0.095629	0.0853357	0.158384	0.0552531	0.0361631	0.0281057	0.0315507	0.0221368	0.0293767	0.0576678	0.0178495	0.0449415	0.0298547	0.0914716	0.0400523	0.0138642	0.0260636	0.0276641	0.0392665	0.040192	0.0178371	0.0302212	0.0421816	3.157413
5280	-15797.48	-15811.41	13.92317	0.108057	0.0924736	0.102863	0.112071	0.105179	0.0801147	0.112874	0.0751186	0.0838825	0.149647	0.0686492	0.0872943	0.118241	0.106648	0.10404	0.119494	0.117292	0.107985	0.122964	0.0664447	0.086708	0.0847188	0.15932	0.0539754	0.021915	0.0378469	0.0394637	0.0394652	0.0365071	0.0410411	0.0110941	0.0472039	0.0300927	0.0757152	0.0518175	0.0195309	0.0408853	0.0274756	0.0284297	0.0381755	0.0145661	0.0446013	0.0247094	3.096591
5290	-15795.64	-15808.41	12.76349	0.118594	0.0842539	0.102863	0.100247	0.113828	0.0745257	0.132266	0.0777775	0.10676	0.186096	0.0894634	0.0753621	0.101328	0.0893089	0.113814	0.120102	0.117292	0.106873	0.127864	0.0744977	0.0908341	0.0827485	0.184138	0.039051	0.0199844	0.0389069	0.0350891	0.0226402	0.0380242	0.0503099	0.00837648	0.0436233	0.0229036	0.0813007	0.063727	0.0221279	0.0456526	0.0297735	0.0318695	0.038317	0.0184597	0.0444371	0.0471473	3.212559
5300	-15797.64	-15810.11	12.46908	0.118594	0.0928868	0.0979316	0.103865	0.128015	0.0819203	0.139928	0.0972013	0.0994244	0.140091	0.0754527	0.0818848	0.0999211	0.0857527	0.110714	0.117394	0.117292	0.111964	0.107773	0.075329	0.0829257	0.101397	0.16387	0.0548125	0.0301243	0.030615	0.0300798	0.024184	0.033323	0.0401355	0.0197331	0.058574	0.0321192	0.0906586	0.0518046	0.0341102	0.0468109	0.0392244	0.0317212	0.0374345	0.0331399	0.0493948	0.0424752	3.242
5310	-15808.37	-15821.75	13.37786	0.118545	0.0864484	0.110879	0.0918321	0.11515	0.0633091	0.143098	0.0653979	0.100091	0.194226	0.0755084	0.0726595	0.0823922	0.0836397	0.0996318	0.13091	0.117292	0.108551	0.128651	0.0814584	0.0668129	0.0925277	0.128377	0.0504118	0.0215825	0.0274338	0.0224324	0.0217655	0.053244	0.0466369	0.025471	0.0501991	0.028418	0.0956277	0.0586735	0.029354	0.0393087	0.0321758	0.0409317	0.0336785	0.0293004	0.0584443	0.0286457	3.151122
5320	-15803.45	-15815.88	12.43401	0.11134	0.121648	0.0913288	0.108239	0.107164	0.0795964	0.135805	0.0827714	0.111439	0.159807	0.0832638	0.0767063	0.119727	0.102542	0.1077	0.121899	0.100368	0.106038	0.116324	0.0699595	0.0990498	0.093408	0.155675	0.0499103	0.0291322	0.0275637	0.0180593	0.0270441	0.0525933	0.0521988	0.0257537	0.055314	0.0368349	0.0808452	0.0588676	0.0227497	0.0407423	0.0383996	0.0401019	0.028592	0.0362242	0.0296306	0.0331506	3.245507
5330	-15802.39	-15815.46	13.07625	0.126121	0.11067	0.0990866	0.104269	0.0999924	0.0799499	0.128741	0.0849452	0.120618	0.159531	0.0922016	0.0592442	0.0843274	0.0843161	0.110191	0.121899	0.159011	0.108577	0.105591	0.0613259	0.0870175	0.0959471	0.155675	0.0549844	0.020638	0.021839	0.0270177	0.0228349	0.0427254	0.0489298	0.0235893	0.0491221	0.0266508	0.0673966	0.0453735	0.0210975	0.0358899	0.0285839	0.0425955	0.0412888	0.0310308	0.0476814	0.0427654	3.181283
5340	-15810.28	-15821.97	11.68624	0.108898	0.10531	0.0865319	0.0851514	0.124767	0.0882785	0.132501	0.0970382	0.0974781	0.174088	0.0790006	0.111819	0.108406	0.0947808	0.103994	0.149714	0.118608	0.11558	0.131121	0.0925436	0.126588	0.0783214	0.190913	0.0493222	0.0414645	0.0192974	0.0329418	0.038942	0.0227761	0.0397649	0.0153137	0.0334527	0.0281347	0.0848588	0.0537653	0.0200338	0.0254493	0.0256972	0.0330068	0.0382811	0.0388817	0.0418122	0.0356559	3.320284
5350	-15809	-15821.56	12.56315	0.102187	0.122938	0.0983113	0.0855387	0.120166	0.0952916	0.146192	0.0994577	0.0911686	0.167222	0.0914325	0.0856583	0.0923694	0.102119	0.124261	0.134275	0.117136	0.112513	0.129322	0.0868573	0.0962485	0.0821819	0.146409	0.0495762	0.0199684	0.0150752	0.04742	0.0328778	0.0471853	0.048616	0.0294607	0.0539949	0.0272993	0.0596873	0.0432588	0.0277446	0.0260974	0.0108947	0.0270578	0.032164	0.0342113	0.0357544	0.0349937	3.232593
5360	-15809.76	-15822.46	12.69297	0.142871	0.110299	0.102018	0.101875	0.100518	0.0798321	0.116836	0.0672787	0.0911686	0.180878	0.0816374	0.0760651	0.105835	0.115224	0.109773	0.108691	0.104758	0.109904	0.1171	0.0699047	0.099754	0.0821819	0.158883	0.0443744	0.0247363	0.0277239	0.0360387	0.0279874	0.0338666	0.06996	0.0172569	0.0517414	0.0271099	0.0999852	0.059033	0.0396943	0.0258898	0.0197456	0.0204283	0.0619132	0.0235783	0.0345654	0.040695	3.219611
5370	-15801.9	-15814.6	12.6981	0.128157	0.106562	0.09268	0.115367	0.100518	0.100218	0.141448	0.0845443	0.104869	0.180193	0.0943988	0.0847755	0.108723	0.0995147	0.0939677	0.133433	0.121077	0.100618	0.126035	0.0738099	0.0892263	0.0836974	0.13952	0.0434922	0.034186	0.0265618	0.0358011	0.0232284	0.0372785	0.0364914	0.0400268	0.0349988	0.0212858	0.0740089	0.0526579	0.0261939	0.0340049	0.010472	0.0269991	0.0454019	0.0235783	0.0435573	0.0455222	3.219098
5380	-15809.66	-15822.2	12.53437	0.117555	0.0895372	0.0931839	0.0881828	0.10587	0.100218	0.132455	0.0802434	0.0910714	0.192601	0.0987224	0.0779797	0.100426	0.106677	0.0963128	0.143573	0.114863	0.112488	0.132782	0.0793917	0.0776244	0.0901054	0.16857	0.0458686	0.0203559	0.0334439	0.0384295	0.0229002	0.0372411	0.0325585	0.0360283	0.0587192	0.0249837	0.0669078	0.0526579	0.0428035	0.0384745	0.0378758	0.023709	0.0325744	0.0164127	0.0534407	0.0296527	3.235471
5390	-15799.66	-15812.49	12.83546	0.13543	0.107438	0.100881	0.114173	0.133277	0.087047	0.118911	0.0819475	0.0993723	0.149805	0.0685878	0.0991974	0.103022	0.0892979	0.108953	0.121318	0.110106	0.104554	0.124404	0.0704124	0.0694283	0.0949338	0.163284	0.049936	0.0250946	0.0346566	0.0313505	0.0312651	0.049818	0.0548627	0.0304222	0.0498246	0.0353429	0.0802286	0.042907	0.0271497	0.0228804	0.0197831	0.0312986	0.0395116	0.0110178	0.0436792	0.0385546	3.205362
5400	-15816.09	-15829.95	13.86252	0.130263	0.100724	0.0711148	0.113145	0.118366	0.054906	0.129916	0.0794521	0.101291	0.171773	0.0676782	0.0710664	0.108356	0.108875	0.101188	0.138758	0.0889338	0.105772	0.103764	0.0638135	0.0872248	0.084654	0.156328	0.0682196	0.0351936	0.0260456	0.0145884	0.0300756	0.0281279	0.0570758	0.0203748	0.0513673	0.0375236	0.0717154	0.0430803	0.0299661	0.0338861	0.0167703	0.0379769	0.0287975	0.0216488	0.0529149	0.0399436	3.102656
5410	-15798.41	-15811.94	13.53104	0.102867	0.10207	0.098353	0.107229	0.119388	0.0800264	0.106078	0.0752179	0.0977435	0.151409	0.0698985	0.0779492	0.0953696	0.0775429	0.0991135	0.137551	0.123863	0.116947	0.105145	0.074801	0.0957276	0.0795541	0.173298	0.0460695	0.0278496	0.0174167	0.02817	0.0342467	0.042841	0.0479448	0.0258903	0.0459544	0.0222819	0.0927184	0.0549826	0.0231014	0.048873	0.0096509	0.0396297	0.0396119	0.0224869	0.0532303	0.045711	3.135804
5420	-15799.55	-15812.38	12.8266	0.143163	0.0973763	0.0880096	0.126535	0.102023	0.0771369	0.123133	0.0785607	0.106066	0.196691	0.0727632	0.0785867	0.0971957	0.0851569	0.113773	0.110837	0.112374	0.0936482	0.13132	0.0833609	0.0785054	0.0790918	0.189042	0.0516211	0.0260676	0.0202684	0.0252536	0.0225037	0.0373361	0.0515716	0.0185526	0.0547978	0.0341085	0.0653705	0.0529544	0.0226869	0.0391758	0.0360159	0.0345936	0.0405811	0.0290451	0.0374436	0.04195	3.206247
5430	-15801.89	-15814.67	12.78362	0.132946	0.0854809	0.0925877	0.107383	0.11972	0.0843294	0.0971566	0.0779341	0.0801713	0.168306	0.0843131	0.0785984	0.102029	0.0939568	0.111892	0.126899	0.136885	0.115136	0.109495	0.087108	0.0891545	0.0796295	0.161263	0.0434178	0.0302844	0.0193763	0.032946	0.0271986	0.0479757	0.0418226	0.0259187	0.038413	0.0315713	0.0774332	0.0932281	0.0273698	0.0411504	0.036123	0.031123	0.0292423	0.0267422	0.048626	0.0382097	3.210546
5440	-15808.94	-15822.3	13.36222	0.114173	0.0942709	0.100702	0.125161	0.112747	0.0896252	0.118447	0.0822215	0.0736912	0.147448	0.0801151	0.0666663	0.095163	0.105193	0.126282	0.132143	0.138256	0.093344	0.0963711	0.0807127	0.0805173	0.0803524	0.173173	0.0649717	0.0230742	0.0157692	0.0500272	0.0417609	0.044034	0.0391394	0.0226858	0.0397076	0.020434	0.0729467	0.0537387	0.013772	0.032179	0.0148562	0.0382328	0.0335525	0.0343137	0.0404239	0.0502917	3.152686
5450	-15800.15	-15811.7	11.54845	0.136448	0.095956	0.1077	0.0929725	0.113943	0.0807962	0.146424	0.0874848	0.115241	0.173903	0.0801151	0.0927693	0.101474	0.0908639	0.125731	0.128018	0.133154	0.0952037	0.129486	0.0807127	0.0911104	0.0767823	0.169142	0.0613727	0.021634	0.0145313	0.0254666	0.0241447	0.0380623	0.0453873	0.0433255	0.0507185	0.0209316	0.0769355	0.0699463	0.0385959	0.0449011	0.023574	0.0325544	0.0334517	0.0259158	0.0482868	0.0488948	3.334063
5460	-15808.62	-15822.71	14.08665	0.115696	0.0939975	0.11316	0.110344	0.110845	0.0887004	0.108759	0.0734065	0.0986937	0.158069	0.0879902	0.0729405	0.101907	0.0801036	0.10906	0.138205	0.136906	0.0801497	0.130529	0.0685193	0.0933657	0.0846853	0.147678	0.044033	0.0202801	0.00851394	0.0228168	0.0253698	0.0441431	0.0408496	0.0355801	0.0389824	0.0195645	0.0642614	0.0607195	0.0230672	0.0282666	0.0174742	0.0256174	0.0330689	0.0152227	0.0523428	0.0563584	3.080242
5470	-15805.13	-15817.53	12.40003	0.133188	0.118389	0.090749	0.110202	0.12232	0.0770124	0.130658	0.0956445	0.0861504	0.191636	0.0692756	0.0813649	0.0974127	0.0824632	0.123866	0.111646	0.126277	0.136157	0.0932654	0.0659073	0.0845875	0.0767105	0.1825	0.0467693	0.0259376	0.0166414	0.0308837	0.0287189	0.048095	0.0384566	0.0420435	0.0586199	0.0236639	0.0722097	0.0580338	0.0342831	0.0287709	0.0319721	0.0290702	0.040673	0.0364183	0.0385845	0.0316773	3.248905
5480	-15808.64	-15821.27	12.6304	0.12997	0.104725	0.0930481	0.114395	0.113394	0.0981382	0.130658	0.0774811	0.0894839	0.172826	0.0632814	0.0975602	0.111266	0.0800509	0.115974	0.134885	0.126277	0.13271	0.116762	0.0642964	0.0901589	0.0769215	0.151713	0.0460804	0.0297518	0.0202688	0.0252646	0.0271436	0.0398658	0.0416093	0.0381552	0.0530226	0.0384091	0.0549406	0.0421836	0.0279231	0.0505704	0.0387564	0.0362316	0.015812	0.0383196	0.0414581	0.0341248	3.225868
5490	-15811.56	-15824.83	13.27421	0.122293	0.108756	0.0725462	0.107278	0.12924	0.078902	0.109102	0.0734858	0.0824913	0.174059	0.0890216	0.0762382	0.0799346	0.108058	0.128609	0.120846	0.122109	0.095963	0.126754	0.0696482	0.0740632	0.0957019	0.178987	0.0320275	0.0228443	0.0321489	0.0314114	0.0332371	0.028297	0.060086	0.0291316	0.032609	0.0227347	0.0861905	0.0437723	0.0375798	0.0364165	0.0415815	0.0330834	0.0165223	0.0147954	0.0641633	0.038767	3.161487
5500	-15804.22	-15816.7	12.48668	0.115073	0.101668	0.089653	0.121808	0.102561	0.0775623	0.123623	0.0691171	0.0894643	0.17004	0.0870206	0.0704727	0.116976	0.109275	0.128609	0.152474	0.153947	0.104438	0.118747	0.0945664	0.0897919	0.0730618	0.188012	0.0320275	0.021506	0.0250538	0.0378926	0.0261871	0.0323706	0.0430586	0.0265136	0.0307496	0.0308801	0.0943609	0.0530178	0.0334899	0.027071	0.0192964	0.0230194	0.0281345	0.0242529	0.0397764	0.04362	3.24024
5510	-15806.05	-15819.15	13.10164	0.128019	0.0988748	0.0771622	0.0891824	0.122101	0.0787082	0.122837	0.0761821	0.105737	0.164353	0.0940421	0.0731646	0.0776355	0.113071	0.103209	0.158237	0.126847	0.100728	0.113387	0.074747	0.0840934	0.073115	0.181946	0.0439563	0.0208955	0.0173923	0.0364272	0.0196506	0.0527338	0.043892	0.0226331	0.0530819	0.0225804	0.0818156	0.0601075	0.0241638	0.0222359	0.0160594	0.041138	0.0445321	0.0145653	0.0577531	0.0457531	3.178744
5520	-15799.51	-15812.56	13.04013	0.12791	0.107932	0.100172	0.119754	0.109037	0.0873692	0.11579	0.0614202	0.102691	0.15537	0.0816674	0.0704457	0.107234	0.0861736	0.118238	0.114268	0.1261	0.120146	0.119593	0.0764928	0.0868143	0.0752035	0.181946	0.0508885	0.025353	0.0102646	0.0327051	0.0234822	0.0484256	0.042713	0.0282622	0.0342489	0.0290771	0.0740424	0.0583431	0.0451471	0.0270842	0.0168477	0.0219905	0.0283967	0.0385238	0.0582544	0.0390791	3.184895
5530	-15802.42	-15815.39	12.96247	0.112375	0.0946177	0.113365	0.0895769	0.113203	0.0889753	0.126173	0.075834	0.0963403	0.203216	0.0842257	0.0774112	0.0848931	0.0970439	0.11067	0.12905	0.116028	0.117753	0.130932	0.0639824	0.105119	0.0752035	0.142842	0.0499896	0.0259077	0.00803341	0.0255573	0.0261846	0.0417552	0.0532648	0.0255417	0.0633819	0.0253902	0.0687756	0.0549729	0.0378146	0.0246858	0.0318662	0.0284796	0.036043	0.028833	0.0515359	0.0358187	3.192661
5540	-15797.84	-15810.29	12.44884	0.126117	0.0994939	0.103297	0.122593	0.117341	0.0665882	0.127298	0.0750928	0.10616	0.175392	0.0760338	0.0817574	0.116509	0.0903906	0.100248	0.119749	0.128627	0.110608	0.105629	0.080052	0.0749422	0.0961506	0.196358	0.0565996	0.0169471	0.0109198	0.0409877	0.032767	0.0457292	0.0352296	0.0219267	0.0450086	0.0218519	0.0820096	0.0660912	0.031353	0.0344411	0.0299964	0.0241272	0.0407778	0.0249772	0.0491287	0.0367274	3.244024
5550	-15804.78	-15817.33	12.54666	0.123859	0.0983279	0.0897698	0.0989513	0.118463	0.070416	0.140217	0.0748849	0.104935	0.152778	0.0637461	0.0771008	0.102512	0.110864	0.094781	0.117141	0.122376	0.0981107	0.136949	0.0841076	0.0905977	0.0974221	0.1625	0.0492727	0.0231416	0.0380577	0.0268568	0.0236594	0.0557574	0.0440341	0.0278696	0.0516994	0.026648	0.0919108	0.0764341	0.0245364	0.0318733	0.0428296	0.0280947	0.039994	0.0191474	0.0414771	0.0401384	3.234242
5560	-15799.81	-15812.16	12.34251	0.1189	0.0943221	0.087893	0.106944	0.108906	0.0785461	0.136843	0.0715495	0.103029	0.193221	0.0859886	0.07972	0.108866	0.112606	0.108987	0.127055	0.110567	0.118385	0.118633	0.08371	0.101386	0.0826548	0.185679	0.0554442	0.0214005	0.0335046	0.0323877	0.0235689	0.0509008	0.0439706	0.0223574	0.0385555	0.0183854	0.0537819	0.0562119	0.0381795	0.042802	0.0290331	0.0363565	0.0406933	0.0263939	0.0415437	0.0247949	3.254657
5570	-15801.43	-15813.6	12.17458	0.127574	0.0877324	0.114949	0.093837	0.116621	0.0799427	0.136975	0.0752496	0.095866	0.199339	0.0893878	0.0772558	0.107456	0.0711624	0.11248	0.138742	0.119694	0.115261	0.131261	0.073223	0.085094	0.0766405	0.183084	0.0597355	0.0278863	0.0226452	0.0215318	0.0260377	0.0392133	0.0477972	0.0254562	0.0493526	0.031532	0.0675629	0.0686521	0.0333686	0.044727	0.027461	0.0341939	0.0386808	0.00782475	0.0410601	0.0479034	3.27145
5580	-15803.96	-15816.51	12.55631	0.128945	0.109193	0.0877886	0.105598	0.116621	0.0829285	0.118181	0.0780704	0.102347	0.143992	0.0727075	0.0772558	0.101751	0.0961358	0.114754	0.138742	0.118918	0.102974	0.128011	0.0815178	0.094802	0.0898326	0.188606	0.0548099	0.0352568	0.00754936	0.0492606	0.031058	0.0510716	0.0338495	0.0219391	0.0472304	0.0269032	0.0653249	0.0549932	0.0133044	0.0287302	0.0325597	0.0389432	0.0425313	0.0223056	0.041349	0.054635	3.233277
