Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
130	-15806.5	-15819.17	12.67958	0.133069	0.0968246	0.0994129	0.0896944	0.110002	0.0893068	0.118125	0.0610601	0.100251	0.140758	0.0758268	0.0845811	0.0850109	0.111669	0.118761	0.148325	0.138912	0.119002	0.124144	0.0709791	0.0733525	0.0874976	0.169708	0.0552263	0.0355086	0.00966007	0.0366444	0.015038	0.0315943	0.0397551	0.0226097	0.0638029	0.0252081	0.0972322	0.0425437	0.0278567	0.0268388	0.0512743	0.0267971	0.0325089	0.0333025	0.0555886	0.0456874	3.22095
140	-15822.64	-15835.05	12.41293	0.111133	0.115074	0.0761451	0.0993998	0.121747	0.0608799	0.118125	0.0580195	0.0814814	0.174467	0.0673962	0.092218	0.109892	0.0762319	0.120183	0.122745	0.172638	0.111482	0.142856	0.0678672	0.0967911	0.107015	0.17457	0.0285121	0.0387302	0.0258664	0.0275438	0.0125589	0.0199764	0.0539403	0.0247155	0.0583911	0.0194704	0.0972322	0.0541	0.0237203	0.0223222	0.0527622	0.0428683	0.0471846	0.0323354	0.0552126	0.0318144	3.247615
150	-15806.38	-15818.8	12.42491	0.138337	0.105499	0.0995993	0.116176	0.126065	0.077039	0.142933	0.0655938	0.111314	0.170538	0.0761965	0.0854447	0.0996539	0.0868157	0.114087	0.124268	0.122312	0.117536	0.11698	0.0667115	0.0984901	0.0858983	0.158134	0.0431488	0.0169801	0.0212501	0.028258	0.0297635	0.0103399	0.0477469	0.029187	0.0423579	0.0174122	0.0961051	0.0618385	0.0398162	0.0259508	0.0598397	0.0167224	0.0469535	0.0174173	0.0543983	0.0353102	3.246417
160	-15814.67	-15827.43	12.76243	0.132647	0.109035	0.102009	0.0921356	0.118129	0.0891431	0.123978	0.0803144	0.111057	0.136802	0.0869017	0.0632005	0.0856172	0.0966218	0.0915635	0.10326	0.147585	0.103622	0.11698	0.0854965	0.0685856	0.101013	0.143775	0.0308596	0.0247862	0.0379426	0.0358618	0.0323487	0.0130329	0.0669781	0.0163221	0.0586013	0.0195386	0.0867059	0.050796	0.0406416	0.0219183	0.0432037	0.0424467	0.0408546	0.0392024	0.0595959	0.0615565	3.212665
170	-15809.6	-15821.87	12.27063	0.151126	0.109035	0.119645	0.0916895	0.119533	0.0825143	0.135065	0.0669754	0.0920106	0.15194	0.0973902	0.086569	0.118621	0.0788771	0.116645	0.11503	0.150689	0.103998	0.11186	0.0884714	0.0879997	0.0776157	0.162311	0.0491532	0.0377862	0.0192983	0.0367034	0.0309873	0.0115505	0.0492074	0.0275488	0.034603	0.0155949	0.0927567	0.0463993	0.027094	0.0234071	0.0572957	0.0236472	0.0331341	0.029179	0.0665054	0.0343831	3.261845
180	-15801.71	-15814.25	12.5352	0.13548	0.0871872	0.105017	0.0836107	0.107349	0.0768549	0.108175	0.0789657	0.110119	0.180079	0.0711477	0.108849	0.0925958	0.111233	0.119054	0.10873	0.130027	0.122908	0.127672	0.0930975	0.0993305	0.0849154	0.153849	0.0371122	0.0237374	0.0336489	0.0295716	0.0254716	0.0156411	0.0729117	0.0343093	0.0376678	0.0232958	0.0961445	0.0552329	0.0311275	0.0226973	0.0424438	0.0259513	0.0392735	0.0197128	0.04235	0.0308386	3.235388
190	-15806.3	-15818.71	12.40861	0.124926	0.104306	0.105017	0.0860556	0.121684	0.0837805	0.13248	0.0751907	0.0899468	0.156931	0.0741012	0.0874115	0.0925958	0.0866149	0.12556	0.127115	0.117688	0.127668	0.122573	0.0967382	0.0993305	0.0834743	0.185688	0.0360414	0.0387988	0.0327266	0.0398731	0.0361892	0.00766444	0.0455415	0.0273924	0.0314889	0.0270902	0.0822372	0.0518287	0.0367634	0.0177161	0.0498604	0.0320871	0.0377286	0.0326503	0.0491097	0.0283821	3.248047
200	-15804.54	-15817.59	13.04932	0.118102	0.114195	0.0997249	0.0893111	0.106599	0.0791698	0.0993035	0.0755361	0.0757698	0.170752	0.0653306	0.101498	0.110797	0.0939983	0.129611	0.124552	0.124146	0.113765	0.108475	0.0661413	0.102091	0.0741052	0.173767	0.0370687	0.0328734	0.0157218	0.0376394	0.034959	0.0326544	0.0555094	0.0289085	0.0520015	0.0305113	0.0797338	0.0677493	0.026877	0.0177603	0.0427033	0.0299165	0.0247601	0.0289448	0.0525764	0.0383662	3.183976
210	-15809.89	-15822.66	12.76634	0.169308	0.0773718	0.103144	0.0893111	0.111987	0.0720281	0.129886	0.0803854	0.115208	0.186819	0.0707706	0.0825208	0.105974	0.0918104	0.123798	0.128792	0.131937	0.104977	0.10114	0.0590054	0.0934295	0.0846413	0.148861	0.0296704	0.0336611	0.0164112	0.0340501	0.0185725	0.0179355	0.0569829	0.0369601	0.0520015	0.0176734	0.0750118	0.0736942	0.0288825	0.0235142	0.0361693	0.0470014	0.0426941	0.0218517	0.0475893	0.038842	3.212273
220	-15811.48	-15824.64	13.16072	0.139771	0.0911611	0.106427	0.0764972	0.0884244	0.0977559	0.120122	0.0725859	0.119004	0.186819	0.078089	0.0667323	0.0860669	0.099386	0.122696	0.123222	0.112276	0.118867	0.120455	0.0909232	0.079935	0.069806	0.164399	0.0456571	0.0363552	0.0157885	0.01726	0.0318248	0.0303945	0.0560034	0.0378604	0.0602443	0.0192584	0.0821475	0.039669	0.0229255	0.0245573	0.054237	0.0415323	0.0227807	0.0234302	0.0482715	0.031218	3.172836
230	-15812.77	-15825.03	12.2632	0.111978	0.0911611	0.106427	0.0807044	0.129725	0.0860742	0.143397	0.0888078	0.0789061	0.168746	0.0674929	0.089046	0.0886082	0.0849118	0.109729	0.122283	0.140028	0.135445	0.148536	0.0818239	0.0820101	0.110058	0.164399	0.0391049	0.0327977	0.0291083	0.032869	0.0250718	0.0198994	0.0555641	0.0332566	0.0426892	0.0202889	0.0812534	0.0521778	0.0210763	0.0276484	0.0621305	0.0249987	0.0337819	0.0122023	0.0473559	0.0590175	3.262588
240	-15812.6	-15825.72	13.11356	0.135103	0.103375	0.0838592	0.089333	0.0992308	0.0790064	0.135005	0.0648369	0.0876706	0.168523	0.0651789	0.10079	0.126389	0.0816198	0.133026	0.107203	0.140028	0.096945	0.10604	0.0759909	0.090409	0.0974107	0.156871	0.0403777	0.0352823	0.0198632	0.0258375	0.0178984	0.027288	0.0437423	0.039547	0.0433934	0.0244711	0.0679483	0.0657961	0.0231867	0.0180779	0.052201	0.0343381	0.0451189	0.0258062	0.0611609	0.0423729	3.177551
250	-15808.97	-15821.26	12.2929	0.133326	0.0952235	0.0981247	0.122869	0.126259	0.0682216	0.11223	0.075035	0.0990613	0.158602	0.0886676	0.101074	0.073248	0.10637	0.0972785	0.127842	0.107946	0.119981	0.130041	0.0816578	0.0979804	0.0909679	0.170454	0.0279442	0.0211638	0.0165212	0.0404172	0.0272547	0.0175765	0.0515517	0.0340097	0.0580079	0.0270994	0.0728424	0.0690935	0.0254555	0.0320364	0.049027	0.032406	0.0459785	0.0319267	0.0580102	0.038834	3.259618
260	-15804.18	-15816.41	12.22463	0.133216	0.0952235	0.104453	0.0936604	0.125561	0.0775734	0.119257	0.0676691	0.101142	0.144908	0.0880617	0.0923211	0.0955451	0.105097	0.123082	0.110648	0.120476	0.119981	0.126062	0.0820506	0.0941275	0.0928059	0.170774	0.0386953	0.0329981	0.0405851	0.0242456	0.0248221	0.0306589	0.0507079	0.0282334	0.0552773	0.0230211	0.106216	0.0606019	0.0276472	0.0158709	0.0440832	0.0332343	0.0228306	0.0272324	0.0494418	0.0463463	3.266445
270	-15812.87	-15825.61	12.74337	0.128433	0.104221	0.100374	0.106496	0.101071	0.0800786	0.153874	0.0864756	0.0873438	0.152558	0.0649676	0.09906	0.0978011	0.107699	0.133827	0.122047	0.115794	0.120112	0.0983312	0.100631	0.0769724	0.110498	0.15273	0.0360327	0.029583	0.0168611	0.0412413	0.0231388	0.0252396	0.0419349	0.0376649	0.0507334	0.0313768	0.0711508	0.0384792	0.0228708	0.0275601	0.0534958	0.0261616	0.0332502	0.0240976	0.0431492	0.0391535	3.214571
280	-15809.36	-15823.14	13.77376	0.138312	0.095599	0.0822957	0.0783471	0.106921	0.0532496	0.124038	0.0697313	0.102377	0.188068	0.0697244	0.086174	0.0978011	0.0904441	0.0991543	0.0960304	0.144344	0.112922	0.108396	0.0687062	0.0979216	0.0962535	0.167543	0.0378434	0.0228385	0.00719779	0.0282289	0.0187402	0.0136538	0.0667162	0.0200027	0.0492652	0.0289151	0.106362	0.0503444	0.0292921	0.0186093	0.0476166	0.037096	0.0410287	0.0252068	0.0505336	0.0376879	3.111532
290	-15806.33	-15819.84	13.513	0.138312	0.0844599	0.0923501	0.0858071	0.101722	0.0738095	0.13965	0.0869108	0.0938602	0.157361	0.0839918	0.085515	0.0949854	0.0805411	0.118955	0.109259	0.113881	0.0964857	0.108396	0.0790664	0.0938311	0.086021	0.197065	0.0219727	0.0358199	0.0155572	0.0345358	0.026126	0.0229157	0.0690559	0.0357571	0.0496563	0.0339516	0.0699286	0.0454915	0.0255221	0.0267269	0.0438686	0.0349041	0.0301001	0.0112186	0.0505336	0.0517284	3.137608
300	-15803.64	-15816.7	13.06143	0.123676	0.101084	0.108404	0.0850021	0.11893	0.0907963	0.119637	0.0968493	0.0858647	0.153553	0.0696454	0.0983072	0.0866842	0.0911428	0.115845	0.126063	0.129343	0.0944129	0.122739	0.079232	0.0999029	0.0848581	0.155365	0.021467	0.0383991	0.0145653	0.0304003	0.0386134	0.0397292	0.0628251	0.0205581	0.0360317	0.0402745	0.0794469	0.0531721	0.0158095	0.0238427	0.0430537	0.0351931	0.0320662	0.0305853	0.0431939	0.0462005	3.182765
310	-15806.07	-15819.03	12.95657	0.132841	0.0985911	0.0880586	0.103534	0.110864	0.0790633	0.131958	0.0699245	0.0813784	0.159208	0.079448	0.0855142	0.0801479	0.110895	0.097029	0.116537	0.120657	0.096879	0.112367	0.0794306	0.100915	0.0848581	0.153176	0.0510878	0.0504329	0.0160061	0.0388127	0.0359455	0.0265278	0.0571668	0.0315635	0.0569006	0.0285934	0.092091	0.0483325	0.0313311	0.0154796	0.0506621	0.0369734	0.0315697	0.0414509	0.0401343	0.0389162	3.193251
320	-15809.02	-15822.2	13.17964	0.137782	0.103552	0.0823414	0.0818338	0.141943	0.0889874	0.117774	0.0999753	0.0747641	0.141154	0.0834163	0.0923854	0.0893213	0.0817295	0.109579	0.0980791	0.146785	0.117683	0.110417	0.0908822	0.0709745	0.094544	0.148336	0.0400096	0.023385	0.0262644	0.0260407	0.0331859	0.0298281	0.0763646	0.0188065	0.0415662	0.0220534	0.0885378	0.0483325	0.0255956	0.0230023	0.0589118	0.0301745	0.032032	0.0313425	0.0433747	0.0478965	3.170944
330	-15802.83	-15815.69	12.85245	0.144853	0.0922915	0.0961662	0.0923758	0.100909	0.0975639	0.119931	0.100701	0.0871453	0.157586	0.0717247	0.0804524	0.0893213	0.119434	0.108464	0.113254	0.106045	0.1124	0.125493	0.0809532	0.0858484	0.0879162	0.17685	0.040117	0.0226033	0.0265512	0.0314266	0.0229062	0.020805	0.0715764	0.0342415	0.050685	0.02201	0.0913853	0.0581371	0.0235848	0.028692	0.0396037	0.0216317	0.0240014	0.0277154	0.0606746	0.0376334	3.203663
340	-15811.82	-15824.34	12.52542	0.132282	0.101968	0.0961662	0.100613	0.111175	0.0762231	0.114292	0.0808854	0.123434	0.176907	0.0566253	0.0922134	0.101591	0.106519	0.104437	0.0997675	0.146488	0.116703	0.126271	0.105451	0.104454	0.0926688	0.161362	0.032284	0.0214589	0.00780719	0.0301324	0.0221715	0.0368173	0.0458715	0.0202672	0.0616422	0.0239332	0.0799176	0.0582477	0.0232477	0.0325046	0.0514871	0.0200361	0.0264738	0.0247076	0.0449868	0.0438741	3.236366
350	-15810.22	-15823.45	13.2322	0.121223	0.0871095	0.110414	0.0894838	0.118593	0.0762231	0.0891734	0.0855159	0.0944062	0.180545	0.077379	0.0738357	0.08984	0.106155	0.118653	0.126976	0.149135	0.128046	0.114612	0.0819678	0.0864247	0.0910343	0.171948	0.0288921	0.0267694	0.00576273	0.0428003	0.0374645	0.026581	0.0584712	0.0151969	0.0363225	0.0232019	0.0893718	0.0525007	0.0276217	0.0126718	0.0533984	0.0385246	0.0168806	0.0334505	0.0382919	0.0328198	3.165688
360	-15822.17	-15834.03	11.85797	0.119699	0.0874937	0.126501	0.0960957	0.123574	0.0834362	0.104817	0.0710446	0.0909462	0.153431	0.0763533	0.0916564	0.107473	0.0867772	0.111667	0.130603	0.149623	0.133719	0.118296	0.0794894	0.0860968	0.0943224	0.171948	0.0367684	0.0307476	0.0235335	0.0482491	0.0458	0.0343816	0.0563583	0.0168998	0.0317075	0.0156582	0.0985955	0.0624968	0.0609985	0.0115036	0.0273006	0.0268329	0.0403939	0.0399972	0.0597833	0.0400425	3.303111
370	-15802.52	-15813.95	11.43132	0.147313	0.126503	0.0984772	0.0934478	0.118756	0.0875868	0.121091	0.0710446	0.0963066	0.168038	0.0877475	0.0981918	0.11681	0.101697	0.122001	0.0985568	0.136633	0.112608	0.118296	0.0800037	0.0846077	0.0866665	0.196983	0.0389839	0.0295939	0.0165546	0.0267953	0.0352629	0.0288817	0.073107	0.0251675	0.0419803	0.0282165	0.0804565	0.0595914	0.0246219	0.0200527	0.056386	0.0360977	0.0293379	0.0255644	0.0460394	0.0537189	3.345776
380	-15812.41	-15825.34	12.93085	0.124503	0.11252	0.11688	0.0945964	0.118146	0.071763	0.0978427	0.0782854	0.115539	0.175855	0.0726832	0.089281	0.084877	0.0828862	0.106867	0.135255	0.113411	0.0932064	0.164318	0.0827741	0.0897665	0.102747	0.143772	0.0419699	0.0329791	0.023842	0.0247226	0.027105	0.025953	0.0628022	0.0219172	0.0484889	0.0241057	0.0706975	0.0475953	0.0346855	0.0261772	0.0407639	0.0302815	0.0222201	0.0279549	0.0685373	0.0252504	3.195823
390	-15802.23	-15815.38	13.1485	0.128979	0.0983696	0.0761543	0.089565	0.118146	0.0778831	0.131096	0.0771875	0.11026	0.165297	0.0726832	0.0747723	0.104252	0.0894699	0.104734	0.102122	0.117273	0.120877	0.130659	0.0858121	0.0818285	0.0872162	0.160885	0.0258255	0.0396053	0.0296105	0.0287638	0.0247043	0.0307177	0.0628634	0.0171441	0.0526821	0.0323055	0.101016	0.0492962	0.0244603	0.0377832	0.0406703	0.0164235	0.0330791	0.027728	0.0596774	0.0341779	3.174058
400	-15804.59	-15818.27	13.67343	0.128979	0.0845402	0.105899	0.0904037	0.116841	0.0716933	0.129073	0.0722314	0.0942142	0.171687	0.0674623	0.0908075	0.0871491	0.0856278	0.100722	0.10165	0.106733	0.124676	0.114138	0.0990505	0.0848116	0.0897173	0.162824	0.0383813	0.0256634	0.0152687	0.0446215	0.0160322	0.0204004	0.0526144	0.0166063	0.0587628	0.0258516	0.0705458	0.0486811	0.027854	0.0277407	0.0450571	0.0376117	0.0297711	0.0402938	0.0592664	0.0396083	3.121565
410	-15795.57	-15808.89	13.32293	0.126593	0.0886689	0.0928583	0.0865169	0.117808	0.0827608	0.128844	0.0706233	0.0986679	0.171687	0.0807109	0.0838197	0.103032	0.0825136	0.109914	0.110449	0.151334	0.112304	0.114379	0.0715892	0.0870981	0.0925776	0.152347	0.0352462	0.0412616	0.0194165	0.0267081	0.0219518	0.0245994	0.065049	0.0150482	0.0518153	0.0274477	0.0866135	0.0472858	0.0239813	0.0180097	0.0412496	0.0239884	0.0411826	0.0365515	0.0484469	0.0436652	3.156615
420	-15804.42	-15817.4	12.97774	0.123605	0.0961891	0.0894909	0.0977017	0.105363	0.0636301	0.123665	0.0791056	0.0986679	0.177639	0.0788717	0.0851603	0.0978341	0.0919028	0.120164	0.131131	0.124422	0.139307	0.118464	0.0787469	0.069573	0.0985217	0.147712	0.0387278	0.0311555	0.0106932	0.0342113	0.023203	0.0240728	0.0479336	0.0219045	0.0360607	0.035637	0.0789931	0.0720897	0.0261738	0.0243233	0.0525015	0.0344591	0.0315973	0.0493147	0.0484007	0.0328138	3.191134
430	-15808.43	-15820.78	12.35102	0.145785	0.108262	0.0994443	0.0994483	0.121366	0.0647805	0.123665	0.0551666	0.11382	0.178439	0.0702175	0.0844927	0.0850779	0.0919488	0.119653	0.129583	0.135463	0.109758	0.118464	0.087459	0.0895051	0.0868562	0.180171	0.0361291	0.021717	0.025619	0.0421233	0.0337211	0.0508846	0.0554516	0.0267155	0.0527801	0.0208941	0.0902521	0.0602358	0.021532	0.0120485	0.059129	0.0165918	0.0273231	0.0267301	0.0439733	0.0311266	3.253806
440	-15806.19	-15819.87	13.67567	0.114877	0.095951	0.0898564	0.0951537	0.11319	0.0763394	0.130511	0.0798136	0.0850794	0.172561	0.0845315	0.0843592	0.0850779	0.0950451	0.112444	0.129605	0.111285	0.108289	0.103808	0.0751764	0.0758169	0.0775123	0.148953	0.0360944	0.0479788	0.0397137	0.0292488	0.0279588	0.0229529	0.0715349	0.0260283	0.056463	0.0331785	0.0995949	0.0411139	0.0204596	0.0156145	0.0456739	0.0306376	0.0267331	0.0294858	0.0479102	0.0277296	3.121341
450	-15807.72	-15819.2	11.48221	0.14207	0.0821344	0.113964	0.0962078	0.11319	0.074328	0.140667	0.107704	0.0811188	0.192152	0.0696101	0.103985	0.09365	0.0965766	0.114939	0.114206	0.145385	0.109598	0.120304	0.0896717	0.0852866	0.0839357	0.172469	0.0397295	0.0302005	0.0310717	0.0296338	0.0280768	0.0172475	0.050619	0.0194236	0.0634242	0.0344375	0.0847939	0.0489051	0.0220209	0.0300549	0.0583077	0.0329138	0.0314926	0.0361568	0.0598545	0.0491691	3.340687
460	-15806.23	-15819.64	13.41271	0.127717	0.104885	0.0922903	0.0856496	0.126553	0.0883088	0.116031	0.0782209	0.0784129	0.16406	0.0594936	0.0964742	0.0998228	0.0962138	0.104586	0.117485	0.125063	0.0911261	0.107706	0.0637189	0.0873983	0.106374	0.172469	0.0327469	0.0146809	0.0246277	0.0273914	0.0426992	0.0441799	0.0474478	0.0210816	0.0603943	0.028108	0.078889	0.0545986	0.0228234	0.0223094	0.0564221	0.0306248	0.038335	0.0261173	0.0438199	0.0402779	3.147637
470	-15812.77	-15825.84	13.06543	0.119559	0.0743982	0.0830489	0.121625	0.111773	0.0788091	0.113403	0.0768946	0.0912974	0.171456	0.0739808	0.0693771	0.0971986	0.110076	0.11765	0.117485	0.118268	0.130253	0.0994094	0.0886154	0.0995772	0.0859652	0.176849	0.0323155	0.0184865	0.0250822	0.0285518	0.0418848	0.0340819	0.0546636	0.0107294	0.0357655	0.0316413	0.0859493	0.0396852	0.0190987	0.039408	0.0474969	0.0343219	0.0384485	0.0331603	0.069834	0.0347917	3.182365
480	-15811.95	-15823.41	11.46256	0.127863	0.11013	0.105395	0.092482	0.11775	0.0643107	0.123638	0.0838206	0.123119	0.182375	0.094796	0.0765581	0.11683	0.122607	0.0960982	0.117522	0.123468	0.121701	0.116999	0.0741078	0.0928431	0.0945825	0.176849	0.0329878	0.0241037	0.0262692	0.0420471	0.0224205	0.0355345	0.0542718	0.0105582	0.0573123	0.0244607	0.110952	0.0674415	0.0250223	0.0102974	0.0602031	0.0316073	0.0468189	0.0293092	0.0365957	0.038593	3.342652
