Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
9490	-15807.9	-15821.56	13.65561	0.139257	0.0871094	0.0837952	0.0975062	0.12188	0.070032	0.11009	0.105465	0.105162	0.167382	0.0764195	0.0979691	0.0791646	0.110545	0.0901242	0.126809	0.124587	0.118306	0.117447	0.0768939	0.0952225	0.0845946	0.150823	0.0279355	0.0228378	0.0249691	0.0322452	0.0448711	0.0709897	0.0298021	0.0431969	0.0236658	0.0460331	0.040025	0.0287261	0.0242377	0.0637891	0.0356816	0.0246207	0.0133173	0.0411165	0.0314472	0.0172557	3.123347
9500	-15806.88	-15819.79	12.91102	0.141355	0.105659	0.0930307	0.10256	0.0950489	0.090832	0.140285	0.0807996	0.0798413	0.188247	0.0703345	0.0941555	0.121655	0.0807241	0.0994665	0.126809	0.115662	0.0992872	0.14034	0.0745178	0.085	0.0756739	0.168555	0.0312804	0.0281687	0.0472722	0.0499172	0.0406216	0.043855	0.0325732	0.0312511	0.033562	0.0486401	0.0498421	0.030542	0.0197655	0.0701401	0.0331655	0.00971513	0.0214473	0.0341151	0.0389887	0.0331048	3.197806
9510	-15804.05	-15816.5	12.4522	0.120897	0.108184	0.0837532	0.101535	0.123351	0.0698964	0.118725	0.0770216	0.107932	0.167456	0.0865446	0.0720096	0.104477	0.0906901	0.120599	0.128711	0.124625	0.111792	0.135549	0.0745178	0.112778	0.100903	0.187047	0.0267093	0.0294168	0.0341218	0.0434553	0.0328002	0.0481005	0.0373053	0.0294574	0.0381431	0.0515862	0.0199515	0.0359102	0.0212847	0.0735298	0.0454487	0.0198837	0.0286331	0.0345501	0.0418176	0.0225879	3.243688
9520	-15794.06	-15807.71	13.65539	0.125568	0.103011	0.107998	0.0914655	0.105424	0.0758905	0.121298	0.0838558	0.10187	0.152069	0.0675612	0.0821872	0.0932282	0.0866246	0.120593	0.136422	0.128806	0.107238	0.110919	0.0780638	0.0858944	0.084249	0.158895	0.0357752	0.0374464	0.0299979	0.0295939	0.0421782	0.0484986	0.0375829	0.030848	0.022817	0.0502163	0.0200012	0.023281	0.0184728	0.0844747	0.0416946	0.0198967	0.0144325	0.0532464	0.0381406	0.0356434	3.123368
9530	-15808.31	-15821.03	12.71798	0.113587	0.0768089	0.103491	0.113553	0.102139	0.0886061	0.124778	0.0779981	0.104161	0.182744	0.0804846	0.0749884	0.100418	0.0799354	0.103663	0.133778	0.12646	0.130374	0.121304	0.0780638	0.103475	0.07108	0.145646	0.0350439	0.0221077	0.039887	0.037407	0.0572917	0.0663394	0.0554189	0.0198088	0.0417596	0.0576606	0.0314819	0.0181617	0.0242565	0.0615677	0.0558635	0.0314079	0.015321	0.0422295	0.0317483	0.0348119	3.217109
9540	-15809.57	-15822.44	12.87016	0.101605	0.0921879	0.104929	0.095535	0.0955044	0.0936801	0.122758	0.100112	0.0870459	0.184828	0.0692204	0.0694435	0.070733	0.105181	0.11696	0.139255	0.135328	0.123257	0.121304	0.0789175	0.0861845	0.0688609	0.164318	0.0496219	0.0281631	0.0536624	0.0222706	0.0531218	0.0462307	0.0485546	0.0248941	0.0321372	0.0513312	0.0386812	0.0431223	0.0350009	0.074277	0.0486669	0.0216081	0.0155536	0.0402962	0.0292072	0.0183452	3.201892
9550	-15801.75	-15814.2	12.45376	0.104387	0.105508	0.121792	0.0952932	0.133188	0.0896766	0.130006	0.0841162	0.0937793	0.154881	0.0825411	0.0822008	0.0938659	0.115643	0.100453	0.131828	0.13097	0.117057	0.120225	0.0750303	0.0867185	0.0839191	0.208683	0.0407707	0.0281825	0.0305908	0.0211062	0.0329925	0.0386852	0.0389781	0.0238882	0.0331019	0.0576268	0.0247722	0.0299579	0.0281738	0.0831277	0.0332134	0.0189209	0.0192214	0.0494213	0.0506629	0.0183762	3.243532
9560	-15804.92	-15818.91	13.98843	0.126226	0.11049	0.110607	0.101184	0.0963819	0.0860651	0.112676	0.0738968	0.0807132	0.142298	0.0754244	0.0833513	0.0938659	0.115643	0.0985082	0.128265	0.147815	0.0858798	0.12663	0.064167	0.0846804	0.0903556	0.160535	0.0453667	0.0261885	0.0386561	0.0254505	0.0427462	0.0416866	0.0325747	0.0225107	0.0381986	0.0412111	0.0234863	0.0427634	0.0233678	0.0592953	0.0541818	0.0145761	0.0240509	0.0427099	0.0338087	0.0215794	3.090065
9570	-15815.17	-15828.06	12.89482	0.120919	0.0847421	0.130357	0.0948318	0.121516	0.0633551	0.126469	0.0738172	0.11594	0.189056	0.074833	0.0835857	0.120046	0.0784324	0.122421	0.144177	0.109412	0.0840465	0.114686	0.0839589	0.0907925	0.071282	0.154293	0.0430334	0.0302038	0.0315813	0.0208004	0.0458472	0.0460675	0.0308174	0.0221578	0.0439783	0.0673307	0.0271758	0.0422258	0.0370048	0.0830573	0.0428844	0.00842447	0.0181084	0.0384662	0.0350485	0.0322421	3.199426
9580	-15805.1	-15818.07	12.96789	0.118454	0.112558	0.0983193	0.106306	0.120656	0.0749166	0.119881	0.0736664	0.0926028	0.151254	0.0859066	0.0826674	0.0890737	0.0953779	0.0916347	0.132565	0.103448	0.132187	0.114109	0.0875376	0.0810459	0.081269	0.16703	0.0404245	0.0558915	0.0356292	0.0375608	0.0403792	0.051635	0.0299711	0.0389746	0.0364803	0.0580452	0.0290694	0.0194272	0.0249762	0.0722584	0.044547	0.036718	0.00714797	0.0477524	0.02839	0.0443745	3.192119
9590	-15804.8	-15816.55	11.7531	0.118454	0.11237	0.0949615	0.0964491	0.126739	0.0641307	0.119508	0.0910829	0.0962091	0.176874	0.0886307	0.0881305	0.0973477	0.104941	0.116852	0.139698	0.123404	0.117119	0.133206	0.0802999	0.0783359	0.0774221	0.170937	0.023583	0.0286784	0.0427916	0.0310338	0.0568933	0.0497653	0.0493973	0.0331978	0.0226759	0.0436847	0.0386428	0.0459748	0.032606	0.0943991	0.0401779	0.0298843	0.0310764	0.0518499	0.0347042	0.0194791	3.313598
9600	-15800.97	-15813.61	12.63505	0.137009	0.122814	0.0995793	0.0974273	0.101858	0.0825574	0.142816	0.0717027	0.0962091	0.155505	0.0733967	0.0883286	0.0982705	0.0889869	0.113613	0.11949	0.118934	0.111515	0.110682	0.0862279	0.0998937	0.0679462	0.172547	0.0288541	0.0367772	0.0462494	0.036318	0.0520843	0.0407069	0.04717	0.0254134	0.016984	0.0565507	0.0352807	0.0358729	0.0269953	0.0920093	0.0312997	0.0178644	0.0284699	0.0561786	0.0375591	0.0194561	3.225403
9610	-15800.85	-15812.67	11.81654	0.140732	0.112468	0.0947266	0.102073	0.135666	0.0952801	0.135709	0.0705557	0.0919507	0.147249	0.0868451	0.100009	0.101735	0.0837584	0.109278	0.134417	0.139266	0.116185	0.140015	0.0823151	0.0941657	0.0814942	0.16693	0.0361899	0.0258375	0.03029	0.0246984	0.0393117	0.0317891	0.0384927	0.0284769	0.0298923	0.0512146	0.0432267	0.0445165	0.0372218	0.0789015	0.0396188	0.0408187	0.0191203	0.0566288	0.035329	0.0128553	3.307254
9620	-15797.85	-15810.57	12.71654	0.122322	0.0861534	0.0982046	0.118631	0.114922	0.0868813	0.143046	0.0863869	0.0911494	0.181856	0.0773019	0.0882991	0.100043	0.0795134	0.109278	0.141119	0.118723	0.120111	0.124103	0.086855	0.0863735	0.0774441	0.184693	0.0282758	0.0192103	0.0280193	0.0328553	0.0434745	0.0278953	0.04511	0.0247368	0.022029	0.0425129	0.0218246	0.0379174	0.020064	0.0851021	0.0553873	0.0210882	0.0255321	0.0474668	0.0419744	0.0233702	3.217254
9630	-15810.65	-15823.57	12.9188	0.151629	0.0958938	0.102839	0.109645	0.121594	0.0886385	0.102317	0.0710925	0.082457	0.172924	0.0773019	0.0866795	0.101315	0.107961	0.114457	0.111745	0.113414	0.134424	0.108526	0.0769908	0.0836179	0.0601229	0.170609	0.0395623	0.0285434	0.0315041	0.0354227	0.0532819	0.0645656	0.0345868	0.0167179	0.0246655	0.0467285	0.0305862	0.0301496	0.0227348	0.0919943	0.0421432	0.0272421	0.0151717	0.0537456	0.0417677	0.0197215	3.197028
9640	-15806.36	-15819.28	12.91874	0.125478	0.087005	0.0863459	0.0970622	0.122012	0.089582	0.140644	0.0860317	0.0880801	0.172924	0.0655639	0.0892351	0.091359	0.105305	0.10815	0.111745	0.0961053	0.110132	0.104046	0.0731044	0.110735	0.0709259	0.188616	0.0301324	0.0169435	0.0244645	0.0464962	0.0471036	0.0337385	0.0249763	0.030984	0.0308545	0.0691597	0.0225582	0.0544497	0.0281465	0.0888172	0.0385986	0.0296557	0.0353348	0.0512246	0.0407578	0.0324508	3.197034
9650	-15809.62	-15823.44	13.81761	0.135711	0.0951583	0.0856946	0.0946356	0.110396	0.0824156	0.128081	0.0553505	0.110222	0.139565	0.0655639	0.0899818	0.0951013	0.100922	0.104328	0.111745	0.118587	0.0938424	0.111879	0.0725703	0.100866	0.0660209	0.188135	0.0396132	0.0357613	0.0344809	0.0430807	0.052311	0.0212751	0.0433521	0.0287948	0.0205911	0.0429655	0.0388304	0.0541804	0.0143304	0.0866012	0.0385986	0.0115919	0.028369	0.0512246	0.0429879	0.0214335	3.107147
9660	-15813.08	-15825.77	12.68612	0.1155	0.11326	0.100822	0.103639	0.139293	0.0684632	0.118372	0.0603215	0.0900269	0.15512	0.0744972	0.0757897	0.0811868	0.0856983	0.111644	0.145881	0.119598	0.0943005	0.128324	0.0823709	0.0815308	0.0761581	0.170268	0.0551927	0.0407647	0.04583	0.0176075	0.0637789	0.0347244	0.0303841	0.0265121	0.0244084	0.0509267	0.0419197	0.0667558	0.0290383	0.0776336	0.0561625	0.00739663	0.0447906	0.0471766	0.0406986	0.0265305	3.220296
9670	-15810.52	-15822.84	12.32013	0.132304	0.110516	0.0952382	0.100661	0.114273	0.0874729	0.113377	0.071834	0.0990591	0.182658	0.0803744	0.0892671	0.0942041	0.0866311	0.111644	0.147221	0.129463	0.0977939	0.112374	0.0997917	0.0833839	0.0766153	0.137216	0.0357896	0.0382577	0.0395379	0.0346716	0.0419458	0.0317162	0.0418311	0.0328329	0.0269636	0.0405444	0.0297666	0.0623321	0.0221641	0.104382	0.037596	0.00426026	0.0589468	0.0525307	0.0389804	0.0284733	3.256895
9680	-15806.64	-15819.26	12.61455	0.125055	0.103305	0.0860437	0.108176	0.113523	0.0643313	0.124227	0.0882787	0.115744	0.179591	0.0783531	0.087146	0.114324	0.0901177	0.0911434	0.144897	0.147603	0.134297	0.112374	0.0760665	0.0890165	0.0803412	0.140362	0.0342279	0.0255972	0.0370879	0.0316386	0.0599466	0.0362282	0.0438456	0.0293631	0.0325819	0.0722356	0.0265841	0.0482699	0.023002	0.0734615	0.0502155	0.00463853	0.0259846	0.0342868	0.0246209	0.0193204	3.227453
9690	-15800.9	-15813.94	13.03865	0.125445	0.0876646	0.0851374	0.111446	0.110387	0.077003	0.121947	0.0915114	0.112474	0.185029	0.0721842	0.0920087	0.100838	0.0778549	0.116776	0.130234	0.121229	0.113246	0.134324	0.0631098	0.0834977	0.0856111	0.167344	0.0338029	0.0283813	0.0261969	0.0179953	0.0461407	0.0282556	0.0388689	0.0286661	0.0201543	0.0521915	0.0419499	0.0551757	0.0357155	0.0624204	0.0508005	0.0104852	0.018242	0.0528805	0.0448833	0.0255349	3.185043
9700	-15800.57	-15813.84	13.26838	0.128907	0.0998117	0.102551	0.0945284	0.110486	0.0801482	0.130455	0.0638145	0.106784	0.159629	0.0948478	0.0832026	0.0909306	0.0821221	0.113206	0.125216	0.12066	0.101026	0.134324	0.0858856	0.0822765	0.0800527	0.176202	0.027161	0.0410401	0.0358378	0.0231637	0.0542549	0.0390414	0.0282334	0.0291463	0.0272945	0.0358166	0.0465534	0.0380503	0.0322207	0.090017	0.0439201	0.0123962	0.0262007	0.0373245	0.029014	0.0183159	3.162069
9710	-15801.48	-15813.87	12.38817	0.122353	0.0963757	0.0969134	0.105265	0.132151	0.0773905	0.113178	0.0864598	0.124915	0.169244	0.0744754	0.0709686	0.0933705	0.0957981	0.113411	0.130745	0.122968	0.124324	0.123646	0.0779524	0.108918	0.0697876	0.189476	0.027216	0.0268986	0.0409662	0.0268655	0.0375678	0.0459329	0.0260573	0.0247538	0.0310577	0.0595478	0.0268944	0.0429994	0.0364532	0.067533	0.0580559	0.0250907	0.026141	0.0488642	0.0424376	0.00867177	3.250091
9720	-15794.52	-15807.24	12.72408	0.124567	0.0951526	0.0969134	0.0965027	0.127313	0.077278	0.142219	0.0758743	0.095864	0.152837	0.0744754	0.0746407	0.09719	0.0939448	0.117584	0.116706	0.122968	0.124324	0.1372	0.0811512	0.107669	0.0920813	0.157678	0.0276041	0.029827	0.0284055	0.026808	0.0511461	0.0370274	0.0318656	0.0303836	0.0276464	0.0515119	0.043548	0.0475827	0.0307116	0.0661838	0.0540671	0.0205452	0.025443	0.0504585	0.0382356	0.0153677	3.2165
9730	-15805.07	-15817.59	12.51922	0.124567	0.0910214	0.0938263	0.109071	0.11975	0.0843544	0.107199	0.0848946	0.095864	0.164762	0.0914926	0.0718344	0.0996475	0.0973883	0.114366	0.151696	0.132122	0.113438	0.101803	0.0897343	0.0782598	0.0914747	0.157678	0.0302342	0.0145995	0.031717	0.0381029	0.0759154	0.0334669	0.0475832	0.0287447	0.0230724	0.04567	0.0377295	0.041723	0.0423083	0.0661838	0.0457891	0.0226876	0.0341835	0.0426043	0.0385063	0.0299195	3.236986
9740	-15797.68	-15810.03	12.35714	0.118121	0.0922179	0.0941141	0.0989178	0.118524	0.0729871	0.127533	0.0996301	0.101894	0.164762	0.0782026	0.088198	0.0935451	0.0860291	0.115514	0.135722	0.135053	0.114376	0.124501	0.0883768	0.111206	0.0914747	0.176912	0.0334299	0.0147568	0.035635	0.0413565	0.0466979	0.0153627	0.0497665	0.0260421	0.0375847	0.0460946	0.034062	0.0471466	0.0223609	0.083231	0.0524774	0.00875191	0.0298497	0.0471322	0.0297682	0.0238749	3.253194
9750	-15800.78	-15813.41	12.62695	0.10295	0.0960047	0.0969306	0.101775	0.132431	0.0837471	0.106391	0.0801186	0.0957868	0.162928	0.0704175	0.092087	0.0994237	0.0979591	0.120099	0.112054	0.124166	0.123879	0.138442	0.0883768	0.0833067	0.0839432	0.166146	0.0495085	0.0161606	0.0263307	0.0267721	0.0520928	0.0263348	0.0457704	0.0298081	0.0202669	0.0525004	0.0282702	0.0579581	0.0210243	0.0914077	0.0414769	0.0197613	0.0292972	0.0435018	0.0401338	0.0484731	3.226213
9760	-15795.47	-15807.93	12.4597	0.140426	0.0972635	0.114147	0.100177	0.0972177	0.0741406	0.118476	0.0869335	0.100695	0.165826	0.0845611	0.0943327	0.0970516	0.0910932	0.123086	0.133579	0.124392	0.101442	0.103975	0.0845154	0.0968693	0.0787669	0.185778	0.0378089	0.0174666	0.0334611	0.0308555	0.0561125	0.0290513	0.0444336	0.0232301	0.0236212	0.0564263	0.0312222	0.0456188	0.0245657	0.0697576	0.0425653	0.0309109	0.0192663	0.0511719	0.0527292	0.0279168	3.242938
9770	-15793.67	-15806.23	12.56834	0.140057	0.0882001	0.099857	0.0991975	0.124118	0.0848642	0.133094	0.0856886	0.0983332	0.157364	0.0761192	0.089894	0.0939827	0.0940182	0.102192	0.117946	0.134395	0.107943	0.1297	0.0739347	0.0959631	0.086517	0.168369	0.0388615	0.0136687	0.0325174	0.0391062	0.0395626	0.0295969	0.0378516	0.0177475	0.0209072	0.0650871	0.035115	0.0416789	0.0242073	0.0893384	0.0491355	0.0282334	0.0221971	0.0603875	0.0391324	0.0259933	3.232074
9780	-15804.64	-15817.06	12.41694	0.135934	0.105405	0.100571	0.0961935	0.0887429	0.0830988	0.155378	0.0800537	0.11485	0.167563	0.0732686	0.083305	0.0896632	0.110588	0.105146	0.126431	0.121258	0.110073	0.120397	0.075071	0.094161	0.112377	0.165405	0.0373612	0.0265399	0.0291203	0.0320914	0.0594545	0.0245785	0.044968	0.0242322	0.0332976	0.0511226	0.0272327	0.0326897	0.0269001	0.0853719	0.0339245	0.0218925	0.0353747	0.0478053	0.0464239	0.0118982	3.247214
9790	-15802.73	-15814.34	11.60297	0.138923	0.0957462	0.106523	0.112425	0.126039	0.0673828	0.134841	0.0754487	0.0894164	0.171993	0.0770315	0.0862548	0.0996935	0.0998584	0.125005	0.148891	0.131495	0.110073	0.11967	0.0979884	0.0940221	0.0852921	0.169532	0.0602731	0.0175716	0.034097	0.0276101	0.0493724	0.0286456	0.0375529	0.0202654	0.0237546	0.0629245	0.0437565	0.0468385	0.0276601	0.0677556	0.039748	0.0453476	0.0297269	0.0407529	0.0487874	0.0126257	3.328611
9800	-15797.34	-15810.42	13.08051	0.128564	0.118293	0.103387	0.0908448	0.119003	0.0766933	0.106278	0.0794449	0.0827793	0.179181	0.0826542	0.0903013	0.116108	0.10505	0.112795	0.119876	0.121871	0.124434	0.121188	0.0746357	0.0940221	0.0643467	0.160055	0.0332663	0.0251781	0.0411363	0.0347509	0.0433651	0.0307503	0.0299965	0.0272724	0.0218998	0.0588772	0.0265015	0.0520024	0.0161003	0.0836645	0.0343441	0.018233	0.0261424	0.0463311	0.0380215	0.0212176	3.180857
9810	-15800.79	-15813.3	12.50795	0.137295	0.10191	0.0975664	0.100259	0.126338	0.0815226	0.118363	0.0601389	0.11482	0.170696	0.0756434	0.074915	0.0817464	0.0936431	0.110963	0.129391	0.129174	0.112298	0.121158	0.0572282	0.116839	0.0984188	0.179246	0.037181	0.0227953	0.0291213	0.0383402	0.0635004	0.0326354	0.0308981	0.0403712	0.0268762	0.0518602	0.0343226	0.0447173	0.0344314	0.0761703	0.0444281	0.0183235	0.0216735	0.0418314	0.0383005	0.0207608	3.238113
9820	-15798.01	-15811.3	13.2951	0.123881	0.0992196	0.087814	0.113771	0.126338	0.0674735	0.133933	0.0815397	0.103166	0.145401	0.0785068	0.0864559	0.0934113	0.0949416	0.12033	0.123838	0.134225	0.120172	0.126656	0.0781382	0.0756863	0.0655939	0.17559	0.0338847	0.0151746	0.0265144	0.0483106	0.0440239	0.02561	0.0287664	0.0325581	0.0308524	0.0546619	0.0315811	0.0381687	0.0186717	0.0657863	0.0429123	0.0340895	0.0215224	0.0457803	0.0475439	0.016904	3.159398
9830	-15813.04	-15826.43	13.39004	0.11714	0.0865546	0.0964566	0.0901654	0.121735	0.0772765	0.142153	0.0758148	0.0813459	0.188017	0.0881409	0.0873379	0.12849	0.0964067	0.0828512	0.134099	0.119559	0.0861186	0.142083	0.0751013	0.0989527	0.0797971	0.12612	0.0420283	0.0186936	0.0265664	0.0291985	0.047259	0.0254686	0.0259697	0.0306017	0.0330049	0.0622659	0.0378443	0.0548359	0.0267627	0.0725534	0.0307144	0.02963	0.0116538	0.0427356	0.0465075	0.0338939	3.149904
9840	-15801.07	-15813.8	12.72772	0.11148	0.107442	0.105153	0.109209	0.103404	0.094845	0.133792	0.072275	0.0739048	0.188017	0.0816635	0.0833216	0.0967119	0.132845	0.10075	0.129293	0.129658	0.091158	0.133869	0.0821757	0.0931992	0.0728672	0.164058	0.0318802	0.0187272	0.0433015	0.029412	0.0469142	0.0380559	0.0397715	0.0311249	0.0300708	0.0528817	0.0309521	0.0404588	0.0344252	0.0784414	0.0415605	0.0287123	0.0125706	0.04037	0.0372723	0.0181407	3.216136
9850	-15799.89	-15812.02	12.13226	0.146452	0.114582	0.100328	0.116684	0.105584	0.0985851	0.102822	0.0716653	0.103704	0.188754	0.0816635	0.0820316	0.105244	0.103733	0.117567	0.128035	0.138817	0.106479	0.124623	0.0712367	0.100077	0.0977032	0.164058	0.0361796	0.0200997	0.0271077	0.0218004	0.0391481	0.041596	0.028243	0.0196315	0.0313027	0.0620663	0.0271718	0.0485419	0.0196104	0.0814698	0.0487803	0.0300776	0.0173062	0.0486997	0.0409107	0.01551	3.275682
9860	-15796.7	-15809.55	12.85041	0.127513	0.104308	0.0977743	0.112	0.105584	0.0942828	0.116702	0.0796358	0.104177	0.151784	0.0816635	0.0793888	0.0976884	0.0927049	0.0957804	0.128035	0.124858	0.102876	0.137631	0.0792555	0.0871616	0.0939524	0.188322	0.0413013	0.00960622	0.0258023	0.0360745	0.036455	0.034547	0.0351684	0.0245672	0.0326923	0.0447843	0.0429734	0.0517626	0.0211126	0.0781413	0.0538363	0.0364234	0.0184313	0.0368647	0.0403861	0.019859	3.203867
9870	-15800.46	-15812.78	12.32529	0.13212	0.104308	0.0981591	0.108347	0.13129	0.0898909	0.119265	0.0816432	0.0942956	0.186449	0.0890219	0.0898893	0.0903499	0.108803	0.107273	0.140857	0.145801	0.118439	0.107024	0.0855262	0.0855726	0.0870675	0.164306	0.0250187	0.0223933	0.0345132	0.0324376	0.0491519	0.0304409	0.027216	0.0187318	0.0315934	0.0578589	0.0282955	0.0517626	0.0308796	0.0835759	0.054325	0.022465	0.0161751	0.0295262	0.027697	0.0166206	3.256379
9880	-15804.18	-15817.39	13.21347	0.106798	0.0996236	0.107168	0.0889132	0.105013	0.0953546	0.133139	0.0717502	0.0951462	0.151879	0.0739202	0.0903176	0.107446	0.109528	0.111958	0.111971	0.12555	0.122284	0.12379	0.101334	0.0795857	0.0815152	0.133377	0.023244	0.0201328	0.0270062	0.0436963	0.0496371	0.0436841	0.0362919	0.0284234	0.0216097	0.0598416	0.0297524	0.0542602	0.0282418	0.0927965	0.0343259	0.0368765	0.0146103	0.0475266	0.0301653	0.0180785	3.167561
9890	-15805.77	-15818.66	12.89047	0.128005	0.117375	0.106692	0.102043	0.101432	0.0802084	0.125797	0.0736431	0.105459	0.161684	0.0792602	0.0823132	0.106137	0.0867199	0.101937	0.113909	0.119715	0.122235	0.133072	0.0733576	0.0712856	0.0952156	0.163778	0.0401898	0.0300122	0.0379008	0.03341	0.0617843	0.0434997	0.0346646	0.0190292	0.032643	0.0270638	0.0520199	0.0500076	0.0213293	0.0651693	0.0386908	0.0354498	0.0099451	0.0512572	0.0412594	0.0232618	3.19986
9900	-15817.07	-15828.96	11.8867	0.143005	0.0826724	0.115807	0.0920936	0.10091	0.0973802	0.141153	0.0754274	0.133551	0.139277	0.0792602	0.0891787	0.105003	0.0867199	0.10615	0.106553	0.153226	0.122235	0.122469	0.0714598	0.0916758	0.0734043	0.186279	0.0261395	0.0333887	0.0386488	0.0369107	0.0626736	0.0339811	0.0323941	0.0320941	0.0302082	0.0554755	0.0478532	0.0448726	0.037363	0.0907675	0.0435649	0.0154645	0.0147655	0.0625459	0.0280761	0.018159	3.300238
9910	-15798.99	-15812.55	13.56468	0.131735	0.105852	0.0984644	0.106645	0.115769	0.0726179	0.129627	0.0788528	0.0963506	0.142022	0.0741205	0.0827272	0.103669	0.0847514	0.0986983	0.114598	0.104777	0.130973	0.11084	0.0733992	0.10486	0.0795489	0.178463	0.0344499	0.0215167	0.0440144	0.0315302	0.0379734	0.0370436	0.0350416	0.0377326	0.0320292	0.050132	0.027366	0.0504106	0.0213103	0.060911	0.042507	0.0280249	0.0250011	0.0373194	0.044722	0.0140438	3.13244
9920	-15799.71	-15812.52	12.8066	0.115928	0.0943234	0.0874364	0.111279	0.122558	0.064676	0.138915	0.0653588	0.120694	0.18092	0.0803695	0.0894179	0.0883484	0.0953298	0.101748	0.106672	0.126383	0.107772	0.117109	0.0782104	0.0906837	0.078633	0.163785	0.0403564	0.0216154	0.0500974	0.0344793	0.0575766	0.0382791	0.0380028	0.0313302	0.0245652	0.0577595	0.0356458	0.037492	0.0356932	0.0854928	0.0409566	0.0221861	0.0264624	0.0474787	0.0276514	0.0285763	3.208247
9930	-15801.83	-15815.06	13.23247	0.112544	0.0819749	0.107435	0.10379	0.124293	0.0889955	0.11676	0.0649552	0.0950242	0.165585	0.0701674	0.0767846	0.104887	0.0953298	0.114206	0.133313	0.123248	0.119025	0.113413	0.0829791	0.0870283	0.087111	0.162363	0.036088	0.023859	0.0363151	0.0269791	0.0352422	0.0395027	0.0344261	0.0285981	0.0289198	0.0532589	0.0250584	0.0324067	0.0293351	0.0867351	0.028698	0.0229308	0.025949	0.0636445	0.0556113	0.0208909	3.165661
9940	-15794.8	-15807.5	12.69591	0.129603	0.10358	0.0950345	0.0907508	0.140635	0.0902777	0.113624	0.075591	0.0882326	0.190388	0.0770965	0.0836689	0.0929895	0.096642	0.109087	0.137938	0.123248	0.118368	0.125088	0.0711671	0.0966592	0.0802238	0.163554	0.0368095	0.0244222	0.0337144	0.0234188	0.0403816	0.03581	0.0314322	0.0235687	0.0228935	0.0657365	0.0279381	0.0392343	0.0315894	0.0723363	0.0517427	0.0274155	0.0273364	0.0360656	0.0383887	0.0356367	3.219317
9950	-15812.55	-15824.23	11.68222	0.146416	0.112806	0.0931811	0.117324	0.128714	0.0835505	0.114606	0.0774448	0.120579	0.185304	0.0852707	0.0709108	0.109482	0.122232	0.106832	0.155021	0.114465	0.121125	0.122071	0.0794859	0.0951617	0.0779724	0.155256	0.0387109	0.0166264	0.0427702	0.0409703	0.0696728	0.0372006	0.0277124	0.0289801	0.0167843	0.0656457	0.0337554	0.0486367	0.0138555	0.0712769	0.0403717	0.0185783	0.0321001	0.0388979	0.0319635	0.0109652	3.320686
9960	-15801.76	-15814.72	12.95928	0.159298	0.0922891	0.0835952	0.109477	0.119149	0.066153	0.123033	0.0861703	0.0979803	0.181581	0.080515	0.0741443	0.105736	0.0918873	0.115532	0.112306	0.119984	0.0897906	0.11362	0.0822461	0.0887538	0.0742926	0.174137	0.023785	0.0148622	0.0333718	0.0319798	0.0390652	0.0395107	0.0323917	0.0276187	0.0295458	0.0501626	0.0266913	0.0584003	0.0372441	0.0800431	0.0469834	0.0403938	0.0242463	0.0511218	0.0501601	0.0137305	3.19298
9970	-15793.5	-15806.39	12.88992	0.125617	0.102565	0.100025	0.109898	0.118375	0.0839593	0.123033	0.0812494	0.108659	0.159839	0.0674352	0.0803851	0.0951715	0.0990142	0.115532	0.13666	0.129058	0.101447	0.116307	0.0834981	0.0779719	0.0763356	0.174137	0.035203	0.0145911	0.0311496	0.0249777	0.0612409	0.034242	0.0386366	0.0305223	0.0354773	0.0542875	0.0205987	0.0446261	0.0256936	0.0683581	0.0449689	0.0305752	0.0230542	0.0551026	0.0390416	0.0213978	3.199916
9980	-15803.81	-15816.53	12.72066	0.127087	0.096646	0.0964808	0.110285	0.115673	0.0754327	0.114666	0.0748727	0.0995127	0.180274	0.11181	0.0741332	0.0856469	0.0880797	0.139019	0.118724	0.145171	0.107632	0.10942	0.0685966	0.0809798	0.074898	0.165486	0.0437269	0.0218885	0.0413819	0.0272901	0.032509	0.0232955	0.0431503	0.0242669	0.0393342	0.0561875	0.031184	0.0562181	0.0235112	0.072247	0.0441084	0.030782	0.0356032	0.0489219	0.0453634	0.0153478	3.216842
