Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
2960	-15801.37	-15813.85	12.4862	0.108591	0.107332	0.0931206	0.115063	0.12008	0.0762557	0.12748	0.0781537	0.087861	0.145362	0.0665875	0.0882484	0.10582	0.0911884	0.116018	0.132729	0.114042	0.12476	0.113482	0.0857245	0.076014	0.101543	0.179595	0.0365473	0.0175256	0.0287722	0.0276997	0.0652903	0.0357506	0.0476737	0.0183595	0.0250604	0.0645011	0.0331441	0.0429906	0.026525	0.0905806	0.0547665	0.0335823	0.0236721	0.049072	0.0315144	0.0322078	3.240288
2970	-15803.28	-15815.89	12.60456	0.111525	0.116817	0.102887	0.0977559	0.139545	0.0779564	0.125972	0.0949127	0.0949757	0.141962	0.0754795	0.0833183	0.0966593	0.104959	0.122334	0.129263	0.13285	0.121963	0.123305	0.0790079	0.0696991	0.0834324	0.166592	0.0279352	0.0244361	0.0373177	0.0259524	0.0524929	0.0330863	0.0290545	0.0191415	0.0247792	0.0683055	0.03547	0.0489238	0.0377935	0.0714201	0.0557371	0.011524	0.0198286	0.0481042	0.0418754	0.0221003	3.228452
2980	-15799.07	-15812.36	13.28519	0.113909	0.106255	0.0850839	0.100296	0.106975	0.0721975	0.116184	0.0763512	0.101049	0.177904	0.068629	0.0878853	0.0903107	0.0998137	0.125447	0.139014	0.128065	0.0937407	0.113278	0.0825458	0.0957279	0.0804736	0.166592	0.0295124	0.0196432	0.036839	0.0282546	0.0493586	0.0219568	0.0531763	0.0174844	0.0201883	0.038302	0.0283473	0.0487995	0.0405436	0.0875506	0.0427529	0.0130113	0.0338249	0.0487787	0.0423286	0.0320077	3.160389
2990	-15810.16	-15824.02	13.85888	0.137651	0.107905	0.102927	0.106606	0.111397	0.0842191	0.15028	0.0654486	0.10488	0.162266	0.071215	0.0878853	0.119106	0.113872	0.0997861	0.117108	0.116423	0.112512	0.111683	0.0564081	0.0759848	0.0727104	0.151748	0.0343311	0.0108492	0.039773	0.0408449	0.0360601	0.0154764	0.0298539	0.0244069	0.0298383	0.0436648	0.0180392	0.0498278	0.0309445	0.0740547	0.0456105	0.0225311	0.0243574	0.0347799	0.0420112	0.0157434	3.10302
3000	-15795.98	-15809.08	13.09534	0.124308	0.103355	0.102927	0.0984383	0.107022	0.0826623	0.138304	0.0810204	0.10488	0.163753	0.0685741	0.0809027	0.0978952	0.0889989	0.105594	0.121759	0.122872	0.103805	0.12598	0.087404	0.0972569	0.0895611	0.162311	0.0297865	0.0327998	0.0424183	0.0311073	0.0516623	0.0472447	0.0343166	0.0286113	0.0389597	0.0509787	0.0365763	0.0462749	0.0173819	0.0853412	0.0332321	0.0105333	0.0212364	0.0308002	0.0375995	0.0129294	3.179374
3010	-15809.71	-15821.7	11.99151	0.130186	0.105616	0.118337	0.10559	0.0926392	0.0706229	0.131256	0.0859727	0.0971903	0.153452	0.086687	0.0909758	0.108348	0.118038	0.108656	0.107005	0.121786	0.0961327	0.12598	0.0899807	0.0972569	0.079865	0.163533	0.0248114	0.0272948	0.0498322	0.0220763	0.0463112	0.0298531	0.043176	0.0398834	0.0259292	0.0616354	0.0345642	0.0687554	0.0306704	0.0999141	0.0377151	0.0270919	0.0304967	0.0430834	0.0490786	0.0124782	3.289757
3020	-15801.9	-15814.38	12.48571	0.105315	0.105616	0.0940942	0.0987726	0.0930463	0.0827318	0.14905	0.0886564	0.0997274	0.179041	0.0862742	0.0853556	0.0907327	0.0928814	0.105694	0.136463	0.127583	0.111495	0.123589	0.0667376	0.0884795	0.0835944	0.165126	0.0439059	0.0298249	0.0287944	0.04606	0.0565117	0.0263354	0.0288157	0.0122295	0.0255094	0.0500919	0.0289672	0.0560815	0.0285108	0.0899974	0.0523708	0.0232068	0.0262752	0.0387783	0.0462764	0.0417367	3.240337
3030	-15800.98	-15812.85	11.87075	0.125715	0.113135	0.105202	0.0873241	0.121541	0.0921694	0.120045	0.0903376	0.108294	0.171502	0.0673816	0.0947147	0.0907327	0.0928814	0.100699	0.130863	0.143228	0.107193	0.130773	0.0866929	0.10122	0.0940043	0.17478	0.0337999	0.0430237	0.0373437	0.0232511	0.0538246	0.0404177	0.0448329	0.0225302	0.043265	0.0534495	0.0347642	0.0472809	0.0296041	0.0737157	0.0478034	0.0166288	0.0198053	0.0335345	0.0322237	0.0203058	3.301833
3040	-15807.67	-15820.88	13.21647	0.124121	0.113687	0.0670715	0.106699	0.111833	0.0745522	0.131422	0.08039	0.0931809	0.155243	0.0825818	0.0763425	0.107184	0.122205	0.102433	0.139665	0.111139	0.11734	0.121858	0.0815005	0.0863837	0.0551062	0.148672	0.0312282	0.0270214	0.0439375	0.0432474	0.0519761	0.0340874	0.049514	0.0274039	0.0316692	0.0469176	0.0259963	0.0576571	0.0312802	0.0747472	0.0540874	0.0211394	0.0133089	0.0408701	0.0313273	0.0192329	3.167261
3050	-15800.61	-15813.75	13.14142	0.129452	0.0993406	0.0878502	0.0956619	0.13479	0.0794877	0.132962	0.0847055	0.103057	0.156986	0.0912679	0.0886501	0.0938445	0.099124	0.12499	0.115182	0.133473	0.110712	0.104787	0.0747912	0.0697704	0.0851534	0.174747	0.0219293	0.0318458	0.0336007	0.0277026	0.0428897	0.0277585	0.027483	0.0244901	0.027709	0.0439745	0.0372151	0.0537721	0.0317825	0.0931893	0.0345067	0.0181661	0.0278044	0.0335084	0.03758	0.0270725	3.174766
3060	-15803.4	-15815.83	12.43253	0.104115	0.115015	0.109269	0.0841227	0.120152	0.0930898	0.115858	0.0741263	0.0959516	0.156986	0.104645	0.085696	0.0907178	0.130397	0.121856	0.124581	0.11279	0.108313	0.126191	0.0897163	0.0941666	0.0929274	0.164733	0.0435005	0.0293928	0.0395233	0.0273046	0.0521949	0.0275928	0.0213747	0.0266387	0.0199462	0.0511904	0.03832	0.0516369	0.0253257	0.0625545	0.0453854	0.0282201	0.0271394	0.0463327	0.0384456	0.0282197	3.245655
3070	-15802.96	-15815.36	12.40567	0.103533	0.109167	0.105712	0.102665	0.117207	0.0839935	0.115414	0.0926185	0.0839973	0.174265	0.0765085	0.0892921	0.101085	0.104178	0.113898	0.119164	0.152805	0.110613	0.126191	0.0679089	0.080088	0.0834501	0.204099	0.034839	0.0164515	0.0471153	0.0328609	0.0625227	0.0547697	0.0327254	0.027126	0.0169067	0.0464399	0.0377367	0.036312	0.0221952	0.0749878	0.0404795	0.0195202	0.0303055	0.0429209	0.0326771	0.0215948	3.248341
3080	-15801.29	-15814.74	13.45378	0.112426	0.0858796	0.0903767	0.102665	0.117207	0.0920392	0.136885	0.0720673	0.0960309	0.174265	0.074673	0.0989096	0.102246	0.117917	0.109065	0.115573	0.12727	0.0928728	0.106006	0.0762454	0.0943189	0.0779905	0.152284	0.025886	0.0230014	0.0413047	0.0390614	0.0480192	0.0573747	0.0264388	0.0306367	0.0295112	0.0441836	0.037108	0.022536	0.0356502	0.0838845	0.0270269	0.009619	0.0275126	0.0523046	0.0288925	0.0283646	3.14353
3090	-15799.71	-15811.89	12.18092	0.142678	0.0895471	0.0926551	0.106371	0.101443	0.0915203	0.140007	0.08563	0.102545	0.184784	0.074673	0.0778503	0.0902537	0.102421	0.109482	0.143036	0.144017	0.125121	0.104015	0.0708595	0.0873327	0.0879513	0.163685	0.0333891	0.0327836	0.0398151	0.0281271	0.0560252	0.0696702	0.0539866	0.0264495	0.0269919	0.0467293	0.0342874	0.0349111	0.0288488	0.0673988	0.0457429	0.0168164	0.0171735	0.0444038	0.036035	0.0133524	3.270816
3100	-15797.16	-15810.71	13.55658	0.105428	0.0990832	0.100708	0.109786	0.103761	0.0736918	0.128445	0.0795958	0.0952563	0.153893	0.0819104	0.089309	0.0780366	0.113511	0.0942315	0.134731	0.121464	0.122707	0.11225	0.0777017	0.0888194	0.0788944	0.167614	0.0325266	0.0273959	0.0338406	0.0252067	0.060335	0.0391021	0.0311151	0.0203501	0.0322357	0.0645423	0.0327928	0.0274017	0.0265251	0.083165	0.0483186	0.0218028	0.01493	0.0489764	0.0322283	0.0196307	3.13325
3110	-15803.32	-15816.69	13.37133	0.110154	0.11343	0.0733961	0.107769	0.119258	0.0848541	0.136744	0.0775725	0.0975077	0.175284	0.0715665	0.0801743	0.0869788	0.086949	0.120729	0.118843	0.121931	0.114427	0.138102	0.080663	0.0887506	0.0947854	0.13525	0.0352308	0.0358883	0.0297438	0.0324897	0.0425169	0.0437784	0.0296101	0.0410997	0.018586	0.0512501	0.0359704	0.0339067	0.0192075	0.0788139	0.0435675	0.0321486	0.0135429	0.0455285	0.0432597	0.0105165	3.151775
3120	-15807.53	-15819.88	12.34453	0.0982004	0.0886787	0.122154	0.0935673	0.135187	0.0864792	0.113393	0.0997142	0.0996623	0.144259	0.0888884	0.0847305	0.0892183	0.107357	0.110034	0.135089	0.123487	0.116965	0.12534	0.078577	0.0932534	0.0898975	0.173147	0.0293814	0.0170931	0.0313127	0.0328332	0.0448495	0.0536407	0.031086	0.0472501	0.0356663	0.0597679	0.0370729	0.0301884	0.0355077	0.0759502	0.0445344	0.0285021	0.0355186	0.0378372	0.0222798	0.0269034	3.254455
3130	-15812.27	-15824.45	12.18068	0.136658	0.101088	0.107745	0.105788	0.126539	0.0752149	0.116723	0.0824505	0.115214	0.134085	0.0777131	0.0877593	0.0791985	0.108073	0.104133	0.125793	0.149067	0.126809	0.124761	0.0826658	0.0932534	0.0903714	0.157524	0.0221652	0.0241884	0.0379854	0.0456774	0.053803	0.0451642	0.045626	0.0175435	0.0386213	0.059259	0.0270789	0.0407786	0.021199	0.0765604	0.0398804	0.0353654	0.0330256	0.0448561	0.0294023	0.0240318	3.27084
3140	-15809.04	-15822.18	13.1415	0.13437	0.101088	0.0738689	0.0994494	0.101808	0.0643438	0.152778	0.107955	0.0945119	0.152062	0.0844949	0.0784573	0.0761551	0.0936796	0.103822	0.130992	0.110704	0.127035	0.107229	0.0805635	0.102671	0.0903714	0.175724	0.013481	0.0190324	0.0332508	0.0329252	0.0577409	0.057479	0.0238015	0.0292395	0.0236931	0.0591309	0.0412396	0.0404208	0.0447455	0.0718975	0.0448889	0.0204349	0.0204126	0.0321057	0.0447496	0.0199539	3.174758
3150	-15805.09	-15817.21	12.12637	0.13437	0.116904	0.100014	0.0994494	0.108278	0.0716541	0.126183	0.102453	0.0818824	0.174985	0.083552	0.0805081	0.0761551	0.0878806	0.128856	0.118008	0.132112	0.130596	0.113294	0.0781533	0.0957404	0.0878444	0.177922	0.0283403	0.0259852	0.038949	0.0316368	0.0471932	0.0457953	0.0429809	0.0215214	0.0269613	0.0551133	0.0349777	0.0526234	0.0207455	0.0957878	0.0550181	0.0272587	0.0224576	0.0436755	0.0415187	0.0109348	3.276271
3160	-15801.3	-15813.67	12.36996	0.116136	0.105623	0.0884869	0.109188	0.106019	0.0887554	0.126183	0.0863451	0.114346	0.164974	0.0704359	0.0757047	0.0933318	0.0947701	0.119844	0.138199	0.121793	0.115432	0.127027	0.0781533	0.086526	0.0878444	0.177922	0.0344118	0.0376581	0.0404037	0.0237915	0.0312997	0.0451611	0.0356092	0.0370545	0.0236255	0.0649828	0.0285957	0.0545095	0.0215712	0.0749499	0.0464766	0.0182736	0.0380345	0.0442063	0.0457677	0.0124889	3.251912
3170	-15805.02	-15818.87	13.84949	0.119109	0.102476	0.106273	0.119394	0.116843	0.0834377	0.1404	0.0657677	0.114346	0.153761	0.0646554	0.0904445	0.0823332	0.0891207	0.108362	0.118112	0.106492	0.123178	0.127027	0.0704721	0.0705303	0.0908667	0.142523	0.0342192	0.0277412	0.0261688	0.0491354	0.0397257	0.043786	0.0367877	0.0233908	0.0230529	0.0513321	0.0308709	0.0272701	0.0341417	0.0683075	0.0422099	0.0118021	0.0175077	0.0518163	0.0358723	0.0228971	3.103959
3180	-15796.41	-15810.08	13.66186	0.105929	0.100962	0.0944797	0.0959174	0.110476	0.0875321	0.119761	0.0657677	0.115393	0.177841	0.0751152	0.0752022	0.0900179	0.100905	0.108803	0.140812	0.12241	0.102401	0.125042	0.0700514	0.0835527	0.068141	0.168318	0.0257045	0.037614	0.0370178	0.0251497	0.0555229	0.0467995	0.0274889	0.024331	0.0348243	0.0484813	0.0205164	0.0279167	0.0267004	0.0661093	0.0476551	0.0205299	0.0268258	0.0496716	0.0342744	0.0347583	3.122722
3190	-15805.99	-15817.86	11.86448	0.113984	0.0973979	0.106764	0.112393	0.125298	0.0943711	0.135455	0.0757469	0.115021	0.180446	0.0751679	0.0844206	0.0966255	0.0834133	0.123766	0.144871	0.132801	0.115163	0.125792	0.0699583	0.0870064	0.0695766	0.134717	0.0158089	0.0407677	0.0374051	0.0287782	0.0418307	0.0399219	0.041858	0.0283637	0.0236522	0.0645586	0.0322682	0.0380113	0.0563531	0.0718891	0.0558821	0.0304287	0.0339854	0.0495463	0.0367794	0.0342151	3.30246
3200	-15800.27	-15813.74	13.46999	0.115029	0.102272	0.0779043	0.0973889	0.11587	0.0692254	0.121942	0.0780836	0.0916104	0.169802	0.0623289	0.0919665	0.0924707	0.0863787	0.120132	0.13855	0.135739	0.105403	0.112419	0.069218	0.09963	0.0871071	0.143826	0.017525	0.0240228	0.039334	0.0239541	0.047071	0.0404718	0.0353141	0.0272656	0.0448875	0.0613469	0.0400343	0.017173	0.0398334	0.0667741	0.0389924	0.0333215	0.0285916	0.0436477	0.0477464	0.0403048	3.141909
3210	-15801.38	-15813.35	11.97032	0.140644	0.0932895	0.105565	0.101426	0.127054	0.0961302	0.111698	0.0720007	0.106918	0.179329	0.0768057	0.0887509	0.0899745	0.10363	0.0975291	0.127546	0.128579	0.13853	0.137445	0.0753799	0.100779	0.0867171	0.179266	0.0221005	0.0250191	0.0337309	0.0373256	0.036094	0.0379275	0.0228368	0.0331648	0.0378539	0.0580582	0.0381529	0.0271513	0.0255529	0.0827234	0.0432243	0.0195634	0.0187487	0.0617744	0.0324502	0.0334373	3.291876
3220	-15805.57	-15818.38	12.80709	0.117369	0.0772121	0.103923	0.0956315	0.104765	0.0961302	0.122446	0.0774868	0.106918	0.195277	0.0759559	0.0988442	0.0811379	0.11858	0.102819	0.127546	0.123697	0.106007	0.111186	0.0859396	0.114155	0.0869932	0.148123	0.0371641	0.0364772	0.0334841	0.0307592	0.0389848	0.0371224	0.0319568	0.0268556	0.0171958	0.0533945	0.0461009	0.0156742	0.0387592	0.0668629	0.0508882	0.0178808	0.0215019	0.0407672	0.0517089	0.0365195	3.208199
3230	-15807.6	-15819.83	12.22906	0.142354	0.11097	0.116252	0.12309	0.135218	0.0853299	0.106824	0.0918645	0.1035	0.162108	0.0784339	0.0880478	0.0985882	0.109888	0.0965996	0.100915	0.128027	0.10352	0.122678	0.0747862	0.120333	0.0824192	0.166015	0.0401831	0.0323608	0.031805	0.0317123	0.0348404	0.0408726	0.045922	0.0236037	0.0330104	0.0415558	0.0319214	0.018864	0.0328233	0.0685952	0.0382323	0.0239053	0.0202452	0.0378062	0.045156	0.0448249	3.266002
3240	-15802.39	-15815.75	13.36294	0.109287	0.0934851	0.0901215	0.0951306	0.129314	0.0682283	0.116432	0.0817524	0.0894517	0.154732	0.0840099	0.0888379	0.0985882	0.0964949	0.115552	0.13958	0.153641	0.112588	0.110449	0.0703242	0.0770788	0.103613	0.172233	0.0166308	0.033768	0.0347757	0.0329691	0.0555408	0.021162	0.0347281	0.0164697	0.0230092	0.0340339	0.0299167	0.0270178	0.0400463	0.0746294	0.0437417	0.02669	0.0310504	0.0453806	0.0422222	0.0379074	3.152614
3250	-15814.76	-15827.23	12.47112	0.112098	0.0798433	0.107542	0.120886	0.101978	0.0697677	0.146188	0.0687653	0.0798822	0.150045	0.0791458	0.11108	0.113441	0.0989475	0.122147	0.145577	0.150883	0.114024	0.107742	0.0684782	0.0854269	0.0816441	0.189148	0.0359845	0.0346157	0.0431138	0.0382189	0.0498404	0.0185019	0.0260353	0.0220307	0.0179827	0.0431568	0.0287903	0.0170832	0.0610416	0.0710402	0.0391688	0.0283057	0.026878	0.0498179	0.038821	0.0466868	3.241796
3260	-15804.33	-15816.75	12.41507	0.110325	0.111115	0.107542	0.119534	0.100948	0.0707911	0.137108	0.0836575	0.101405	0.185536	0.0773866	0.0953015	0.0945036	0.086617	0.122147	0.123106	0.125873	0.126568	0.123609	0.0675248	0.0871037	0.0974017	0.155886	0.0246007	0.0261151	0.0342876	0.0342293	0.0449402	0.024263	0.0296514	0.0300344	0.0228128	0.0321758	0.0268663	0.034144	0.0379577	0.0637945	0.0453554	0.017857	0.026878	0.0594734	0.067155	0.0538197	3.247401
3270	-15802.11	-15814.15	12.04331	0.121829	0.0985464	0.0940763	0.121282	0.106466	0.0775693	0.118996	0.0767128	0.0957342	0.169143	0.0811159	0.0992941	0.0903882	0.0928692	0.122144	0.14552	0.135232	0.105513	0.136172	0.0942555	0.0768997	0.10116	0.168008	0.0306981	0.0297408	0.0215301	0.0279054	0.0564102	0.0382172	0.0499207	0.0376217	0.0333511	0.0513017	0.0317134	0.0149502	0.0344389	0.0822269	0.055595	0.0175591	0.0144885	0.05482	0.0388409	0.0343211	3.284577
3280	-15802.63	-15815.54	12.91083	0.116603	0.0873385	0.104521	0.0963069	0.109464	0.0750685	0.142358	0.0893909	0.101099	0.188767	0.0763259	0.0705669	0.0932658	0.0798599	0.101943	0.131309	0.136466	0.114751	0.125756	0.0663075	0.0824363	0.10116	0.166022	0.0272779	0.0182159	0.037242	0.0361643	0.036813	0.0306203	0.0471944	0.0197919	0.0323164	0.0492023	0.0288608	0.0137422	0.0354562	0.103053	0.0526162	0.0297546	0.0185504	0.0305002	0.0533526	0.0400137	3.197825
3290	-15802.65	-15815.65	12.9992	0.105787	0.101306	0.103423	0.122224	0.116396	0.0751066	0.128758	0.0905928	0.10824	0.205066	0.0846629	0.0780068	0.0900524	0.0845269	0.0982818	0.115267	0.120371	0.134331	0.118457	0.066335	0.10551	0.0885598	0.154094	0.0210727	0.0187396	0.0364664	0.026799	0.0493945	0.0268893	0.0344677	0.0388655	0.0218845	0.0609619	0.0365162	0.0146984	0.029277	0.0708278	0.0478965	0.0357102	0.0114744	0.0406748	0.0389037	0.0321128	3.188988
3300	-15808.87	-15821.03	12.1592	0.13217	0.10749	0.0951393	0.0899515	0.120724	0.0771136	0.116256	0.106564	0.136667	0.156116	0.0729101	0.0942392	0.110711	0.0996495	0.105406	0.115978	0.123245	0.134331	0.116582	0.0889612	0.0870174	0.0676918	0.176919	0.0223796	0.0252161	0.037567	0.0384235	0.0416129	0.0335422	0.052992	0.0258993	0.0334057	0.0748029	0.0406553	0.0137361	0.029835	0.0677426	0.0398956	0.0309199	0.0115119	0.0410755	0.0413036	0.0386403	3.272988
3310	-15806.63	-15819.44	12.81168	0.135375	0.11391	0.0947056	0.0899515	0.118712	0.088244	0.117303	0.069107	0.10969	0.177079	0.0740324	0.0648631	0.110711	0.0952049	0.121772	0.128279	0.139841	0.117605	0.137334	0.0673818	0.0797402	0.0961997	0.16635	0.0238107	0.0269088	0.0265147	0.0530195	0.0467785	0.0334852	0.021502	0.0312807	0.0240922	0.0388278	0.0332207	0.0129551	0.0348614	0.0726191	0.0462814	0.0396621	0.0117322	0.0376006	0.0524802	0.0267176	3.20774
3320	-15806	-15818.47	12.47676	0.138071	0.114069	0.115461	0.131702	0.113008	0.0804082	0.107453	0.0792534	0.0816037	0.159113	0.081567	0.0811453	0.120766	0.103914	0.121772	0.128279	0.139841	0.116066	0.107038	0.0816529	0.0981508	0.0748059	0.168044	0.0260804	0.0136948	0.0350618	0.0340211	0.0495271	0.0298596	0.0370286	0.0234415	0.032405	0.0609383	0.0295337	0.00563731	0.027843	0.0565983	0.0460148	0.0393265	0.015331	0.0571993	0.0416444	0.036863	3.241232
3330	-15800.39	-15813.46	13.06939	0.127881	0.107979	0.0975161	0.113559	0.113222	0.0805297	0.137589	0.0672054	0.103253	0.163243	0.0759311	0.0811453	0.0999939	0.0845404	0.120107	0.12683	0.119943	0.123088	0.122563	0.0753761	0.0857184	0.0831408	0.168901	0.0179549	0.0195899	0.0385322	0.0455878	0.0549318	0.0434849	0.0330553	0.0368459	0.0259202	0.0410905	0.0293371	0.00915473	0.0273173	0.0480054	0.0523267	0.023674	0.0175862	0.0466717	0.0362602	0.0553865	3.181969
3340	-15801.78	-15814.56	12.77984	0.11332	0.10108	0.101674	0.116144	0.0963725	0.0856715	0.116308	0.0880202	0.103253	0.17586	0.0775059	0.088632	0.090042	0.100622	0.129869	0.148014	0.116581	0.107867	0.120723	0.073129	0.0865817	0.0920018	0.165422	0.0255253	0.019044	0.0313085	0.0329623	0.0463309	0.035268	0.0451869	0.0343189	0.0367886	0.0788989	0.0233293	0.0183375	0.0248705	0.0682929	0.0304522	0.0257372	0.0272763	0.0341881	0.0374328	0.0406834	3.210924
3350	-15802.97	-15814.95	11.9775	0.118072	0.116675	0.113794	0.105052	0.113396	0.0934721	0.116308	0.0792045	0.0970995	0.167143	0.075964	0.085763	0.0916809	0.111122	0.118661	0.122779	0.111393	0.108636	0.122343	0.11074	0.0805406	0.0920018	0.169626	0.0301757	0.0169104	0.0403517	0.0346056	0.0482029	0.036087	0.0306052	0.0266771	0.0226992	0.0779058	0.0199067	0.0303055	0.0313106	0.0784027	0.0545778	0.0310589	0.0203897	0.0460485	0.0315326	0.0619387	3.291158
3360	-15798.73	-15811.35	12.62193	0.132418	0.102467	0.080425	0.110159	0.115281	0.0844133	0.147519	0.0734068	0.0880793	0.159002	0.08296	0.0853346	0.0960823	0.116207	0.117658	0.117973	0.129414	0.0918731	0.125368	0.0893784	0.0776755	0.0862377	0.165225	0.0260467	0.0254241	0.0297504	0.0328641	0.0497117	0.0272543	0.0398022	0.0335067	0.0298339	0.0476817	0.0284856	0.0361104	0.0238432	0.0748407	0.0512892	0.0283999	0.0253158	0.0470209	0.0307441	0.0642332	3.226715
3370	-15802.13	-15815.17	13.03911	0.110662	0.0832623	0.0820176	0.107762	0.116164	0.0874966	0.150441	0.0813243	0.108563	0.136044	0.0760132	0.0740266	0.0958472	0.084119	0.119442	0.122133	0.129414	0.115044	0.128566	0.0729391	0.0880587	0.0808475	0.183204	0.0204753	0.0189654	0.0449064	0.0422545	0.0510396	0.0419625	0.0229413	0.0294759	0.0281037	0.0574272	0.0266912	0.0260343	0.0382617	0.0848935	0.0405385	0.0329829	0.0210624	0.0313607	0.0409726	0.0512575	3.184997
3380	-15799.24	-15811.33	12.09026	0.117636	0.130819	0.0928734	0.113585	0.117419	0.0937783	0.148276	0.0811935	0.0989712	0.170936	0.0664805	0.0988802	0.0922881	0.0914341	0.0985822	0.151162	0.135039	0.120744	0.124869	0.0779082	0.0966657	0.0851979	0.153954	0.0288113	0.0169076	0.0417838	0.0309245	0.0534563	0.0335043	0.0421608	0.0283302	0.0152812	0.0589256	0.0248586	0.0146026	0.0276034	0.0675618	0.0520546	0.0382324	0.00946664	0.0485819	0.0423237	0.04582	3.279882
3390	-15802.46	-15815.1	12.63832	0.137993	0.0966691	0.0892038	0.096521	0.110204	0.101322	0.155212	0.0759641	0.100923	0.167364	0.0747346	0.0774505	0.0962922	0.0868636	0.109301	0.122849	0.123284	0.130655	0.111905	0.0810677	0.0875161	0.069976	0.163866	0.0263977	0.0141039	0.03913	0.0550206	0.0403808	0.0330961	0.0469509	0.0224255	0.0168635	0.0672198	0.0249819	0.03685	0.0318373	0.0848712	0.0365625	0.0291065	0.0223376	0.0328857	0.0360536	0.0608634	3.225075
3400	-15799.07	-15811.72	12.64667	0.12941	0.103766	0.0901345	0.0989486	0.113966	0.0673564	0.135703	0.083359	0.0786415	0.18225	0.0897967	0.0860269	0.0952075	0.102415	0.105907	0.121295	0.13087	0.113435	0.13137	0.077478	0.093481	0.0969253	0.16726	0.0190141	0.020698	0.0261681	0.0327718	0.0370664	0.03653	0.042054	0.0227639	0.0247846	0.0550411	0.0342482	0.0258196	0.0315682	0.0774765	0.0461102	0.0357085	0.0205367	0.0593155	0.0368641	0.0446987	3.224241
3410	-15801.53	-15813.74	12.20735	0.153614	0.0974495	0.126593	0.128172	0.126071	0.0892971	0.124805	0.0767589	0.117592	0.15356	0.07909	0.0789125	0.0960874	0.102415	0.116003	0.129164	0.124074	0.116649	0.106508	0.0676917	0.0870192	0.095449	0.150973	0.020923	0.0205743	0.0288249	0.0423703	0.0476043	0.0265663	0.0266479	0.0305092	0.029357	0.0612098	0.0282691	0.0340207	0.0331729	0.072708	0.0475146	0.0258983	0.0260482	0.0383285	0.0364484	0.047229	3.268173
3420	-15810.22	-15823.26	13.03843	0.094563	0.112089	0.0872956	0.105131	0.126071	0.0793279	0.128531	0.0801031	0.133007	0.158241	0.0705281	0.0779492	0.0960874	0.109771	0.129505	0.114087	0.123175	0.0940326	0.11007	0.0964397	0.094976	0.0774637	0.15457	0.0280576	0.0179921	0.0417543	0.0361202	0.0619658	0.0331637	0.0281593	0.0146654	0.0248916	0.0616372	0.0318754	0.0204635	0.0381266	0.0876702	0.0383407	0.0325846	0.0144522	0.0337759	0.0500291	0.0363256	3.185065
3430	-15821.03	-15833.54	12.51131	0.136774	0.090963	0.0892452	0.0911502	0.119026	0.0894711	0.143028	0.072333	0.10071	0.13931	0.106939	0.0908974	0.112822	0.0856176	0.0955553	0.110069	0.108417	0.13132	0.121402	0.0730991	0.100263	0.0690545	0.176187	0.0251421	0.019835	0.0397854	0.0482218	0.0436696	0.0361952	0.0564325	0.0122028	0.0372777	0.0566803	0.0277321	0.0272124	0.0423892	0.0888323	0.0550014	0.0335753	0.0091769	0.0403915	0.0441077	0.0402615	3.237777
3440	-15806.63	-15819.51	12.87594	0.125911	0.106367	0.106058	0.111482	0.105366	0.0818888	0.104939	0.0705765	0.104687	0.162326	0.0707213	0.0834132	0.10701	0.0946747	0.0955553	0.137571	0.119728	0.137334	0.116647	0.075299	0.0999217	0.0888213	0.179809	0.0232002	0.0193524	0.0390182	0.039607	0.0541761	0.0252885	0.0391592	0.00966634	0.0437062	0.0339048	0.0219771	0.032455	0.0222154	0.0692882	0.0382833	0.0380642	0.0141815	0.049039	0.0334806	0.0691445	3.201314
3450	-15807.98	-15820.47	12.48538	0.125911	0.0802877	0.114678	0.0982205	0.106776	0.0653662	0.107131	0.0780659	0.0941506	0.155045	0.0764439	0.094062	0.114232	0.0946747	0.108667	0.149111	0.160658	0.117892	0.103316	0.0702735	0.098253	0.0898063	0.177886	0.0264311	0.0268112	0.0438997	0.0319103	0.0426284	0.0209004	0.0503146	0.0159031	0.0385284	0.0538316	0.0424215	0.0241026	0.0452657	0.057209	0.0431698	0.0430744	0.0202802	0.0534348	0.0326805	0.0466644	3.24037
3460	-15810.57	-15824.16	13.5932	0.144304	0.0803286	0.0874184	0.117162	0.11935	0.0827229	0.120473	0.0990837	0.0813477	0.158127	0.0816662	0.0719879	0.0955787	0.0907361	0.0937694	0.142212	0.15605	0.095372	0.105959	0.0713006	0.0880016	0.0767327	0.168773	0.0288057	0.0235117	0.0408633	0.0414812	0.0534854	0.0245128	0.0382262	0.0204929	0.0340437	0.0597425	0.0170923	0.0159425	0.0398861	0.0544891	0.0490203	0.0178657	0.0108421	0.0386974	0.0397091	0.0524219	3.129588
