Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
486	0	-629.8123	-629.0129	-0.7994547	13659.3	14.03363	0.989145	0.997201	1.00276	1.0109	3.422379
487	1	-639.782	-630.1845	-9.597434	751489	12.35726	0.998534	0.999625	1.00037	1.00147	4.100731
488	0	-621.651	-626.9325	5.281494	283757.3	21.59721	0.997615	0.99939	1.00061	1.00239	2.890245
489	1	-639.5162	-626.0108	-13.50543	180539.9	11.02143	0.99701	0.999234	1.00076	1.00299	4.447195
490	0	-623.2088	-617.9179	-5.290902	936418.8	12.47363	0.998687	0.999664	1.00034	1.00131	3.753681
491	1	-632.0698	-623.7837	-8.286062	559414.8	13.6313	0.998301	0.999565	1.00043	1.0017	3.969687
492	0	-626.387	-617.2883	-9.098697	594934.4	9.05745	0.998353	0.999579	1.00042	1.00165	3.863291
493	1	-635.1048	-630.5595	-4.545346	764627.9	14.61004	0.998547	0.999628	1.00037	1.00145	3.676368
494	0	-629.7393	-616.1697	-13.56963	69722.63	10.25844	0.99519	0.998766	1.00123	1.00482	4.442437
495	1	-630.3105	-631.6713	1.360818	83974.19	14.6011	0.995617	0.998876	1.00112	1.00439	3.272102
496	0	-629.0985	-625.5367	-3.561815	815729.4	11.66822	0.998593	0.99964	1.00036	1.00141	3.586655
497	1	-635.7631	-624.6068	-11.15632	851532.5	11.37962	0.998623	0.999648	1.00035	1.00138	4.237823
498	0	-619.7271	-615.9036	-3.82351	759635.1	17.01332	0.998542	0.999627	1.00037	1.00146	3.542875
499	1	-630.8485	-625.4853	-5.363139	88044.45	12.29688	0.995719	0.998903	1.00109	1.00429	3.757195
500	0	-620.9913	-624.6559	3.664597	933782	14.44322	0.998685	0.999664	1.00034	1.00132	3.112161
501	1	-626.6463	-621.8621	-4.784175	719269	13.21898	0.998502	0.999617	1.00038	1.0015	3.716331
502	0	-627.3579	-616.4291	-10.92878	963385.5	11.23088	0.998705	0.999669	1.00033	1.0013	4.21659
503	1	-649.9327	-630.4248	-19.50784	576316.6	11.69284	0.998326	0.999572	1.00043	1.00167	4.951617
504	0	-642.4269	-625.0989	-17.32798	97232.51	11.01925	0.995927	0.998956	1.00104	1.00408	4.794097
505	1	-627.3856	-620.0285	-7.357084	453479.9	9.684052	0.998113	0.999517	1.00048	1.00189	3.772818
506	0	-642.4263	-629.7508	-12.67551	553919.9	10.68141	0.998293	0.999563	1.00044	1.00171	4.367809
507	1	-633.2074	-627.349	-5.85836	817417.1	12.08335	0.998594	0.999641	1.00036	1.00141	3.794174
508	0	-640.0454	-626.554	-13.49135	890916.4	12.47012	0.998654	0.999656	1.00034	1.00135	4.41125
509	1	-640.5438	-625.4252	-15.11858	817417.1	12.00673	0.998594	0.999641	1.00036	1.00141	4.563896
510	0	-626.9888	-623.8938	-3.095016	61133.96	14.33028	0.994864	0.998682	1.00131	1.00515	3.582028
511	1	-638.3823	-623.7857	-14.59664	273666.5	11.148	0.997571	0.999378	1.00062	1.00243	4.544555
512	0	-622.8231	-616.9943	-5.828827	897805.5	14.21273	0.998659	0.999657	1.00034	1.00134	3.776102
513	1	-627.5152	-618.7784	-8.736813	203725.6	11.18956	0.997185	0.999279	1.00072	1.00282	4.020206
514	0	-619.4994	-614.8889	-4.61047	977711.6	12.6955	0.998715	0.999671	1.00033	1.00129	3.701815
515	1	-629.1179	-620.9976	-8.120333	491643.8	11.98986	0.998188	0.999536	1.00046	1.00181	3.980937
516	0	-636.4401	-622.3159	-14.12413	487275.9	10.2851	0.99818	0.999534	1.00046	1.00182	4.497186
517	1	-627.395	-621.0405	-6.354483	281043.7	11.17515	0.997603	0.999387	1.00061	1.0024	3.806586
518	0	-649.0744	-636.2863	-12.78809	32326.89	11.50765	0.992939	0.998185	1.0018	1.00708	4.379831
519	1	-621.5586	-618.9453	-2.613323	889095.4	15.01979	0.998652	0.999655	1.00034	1.00135	3.535905
520	0	-633.4898	-634.4378	0.9479831	10710.97	14.24437	0.987745	0.996836	1.00311	1.01231	3.299478
521	1	-643.5083	-628.2076	-15.30068	260091.8	10.8378	0.997509	0.999362	1.00064	1.00249	4.612519
522	0	-641.4804	-627.7281	-13.75226	298663.9	14.23994	0.997675	0.999405	1.00059	1.00233	4.331777
523	1	-635.4078	-618.8056	-16.60215	820805	8.545178	0.998597	0.999641	1.00036	1.0014	4.637496
524	0	-621.757	-620.4534	-1.303653	245348.1	15.2242	0.997435	0.999343	1.00065	1.00257	3.445002
525	1	-627.8257	-619.9375	-7.888213	972537	14.55167	0.998711	0.99967	1.00033	1.00129	3.907611
526	0	-649.8973	-628.2326	-21.66461	835017.7	7.823702	0.998609	0.999644	1.00035	1.00139	5.155655
527	1	-622.3096	-622.3625	0.05286677	760600.9	14.79347	0.998543	0.999627	1.00037	1.00146	3.36049
528	0	-634.4326	-625.6549	-8.777727	676436.8	11.03228	0.998455	0.999605	1.00039	1.00155	4.01864
529	1	-635.388	-624.1074	-11.28067	830964.4	12.96849	0.998606	0.999644	1.00036	1.00139	4.217686
530	0	-641.8885	-627.496	-14.39247	520243.3	10.1171	0.998238	0.999549	1.00045	1.00176	4.518689
531	1	-635.5518	-622.5122	-13.03967	166129.5	13.39341	0.996883	0.999202	1.00079	1.00312	4.331629
532	0	-628.183	-621.2679	-6.915062	78956.21	10.22587	0.99548	0.998841	1.00115	1.00453	3.790605
533	1	-632.2928	-622.7653	-9.527472	303455.8	13.15793	0.997693	0.99941	1.00059	1.00231	4.07705
534	0	-632.8233	-621.704	-11.11924	661387.2	12.35473	0.998437	0.9996	1.0004	1.00156	4.223943
535	1	-634.3822	-620.7453	-13.63693	819880.9	12.42329	0.998597	0.999641	1.00036	1.0014	4.424905
536	0	-646.0195	-626.8389	-19.18059	421161.9	10.56837	0.998042	0.999499	1.0005	1.00196	4.980849
537	1	-626.8626	-616.2238	-10.63884	407290.7	11.55731	0.998009	0.999491	1.00051	1.00199	4.193189
538	0	-640.2913	-629.8819	-10.40945	9832.411	15.82677	0.98721	0.996697	1.00325	1.01285	4.00665
539	1	-636.4092	-625.829	-10.58012	389131.9	13.16041	0.997963	0.999479	1.00052	1.00204	4.156959
540	0	-635.0604	-624.3588	-10.70161	767309.5	14.45534	0.998549	0.999629	1.00037	1.00145	4.106177
541	1	-636.6624	-630.6083	-6.054084	422155	13.95946	0.998044	0.9995	1.0005	1.00196	3.798686
542	0	-643.8764	-625.0359	-18.84047	249870.9	11.40379	0.997458	0.999349	1.00065	1.00254	4.91173
543	1	-634.4213	-628.4569	-5.964455	749587.1	11.87689	0.998532	0.999625	1.00037	1.00147	3.798535
544	0	-635.3709	-627.1509	-8.219989	974903.4	12.82668	0.998713	0.999671	1.00033	1.00129	3.984191
545	1	-638.8252	-628.651	-10.17419	238729.8	10.11814	0.9974	0.999334	1.00066	1.0026	4.101818
546	0	-627.1846	-618.8663	-8.31837	636424.6	10.33892	0.998407	0.999593	1.00041	1.00159	3.936935
547	1	-647.9997	-631.5063	-16.49334	411833.8	9.884839	0.99802	0.999493	1.00051	1.00198	4.72227
548	0	-621.7435	-620.4456	-1.29793	635514.9	15.39975	0.998406	0.999592	1.00041	1.00159	3.441048
549	1	-629.5798	-618.3794	-11.20037	396655.3	13.60869	0.997982	0.999484	1.00051	1.00202	4.184544
550	0	-618.0994	-621.7231	3.623722	975610.5	16.5311	0.998713	0.999671	1.00033	1.00129	3.112852
551	1	-644.7187	-631.2303	-13.48844	662272.9	11.18914	0.998438	0.999601	1.0004	1.00156	4.444857
552	0	-634.9672	-621.3863	-13.58081	95095.13	8.810499	0.995881	0.998944	1.00105	1.00412	4.32589
553	1	-632.6157	-622.1277	-10.48808	875025.5	11.90402	0.998641	0.999653	1.00035	1.00136	4.179206
554	0	-632.9392	-623.9603	-8.97894	500480.3	12.08218	0.998204	0.999541	1.00046	1.0018	4.052432
555	1	-652.1196	-641.8053	-10.31429	388821.5	19.71096	0.997962	0.999479	1.00052	1.00204	3.740731
556	0	-638.1144	-627.0411	-11.07329	928933.7	11.55282	0.998681	0.999663	1.00034	1.00132	4.230787
557	1	-624.8486	-623.9556	-0.8929218	111048.9	14.41362	0.996188	0.999023	1.00097	1.00382	3.427899
558	0	-638.796	-626.3341	-12.46193	238933.8	14.32887	0.997401	0.999335	1.00066	1.0026	4.235759
559	1	-619.6858	-612.7986	-6.887195	115807.8	16.96838	0.996267	0.999044	1.00095	1.00374	3.725391
560	0	-641.3234	-624.2839	-17.03955	985604.8	14.22973	0.99872	0.999673	1.00033	1.00128	4.563474
561	1	-631.1864	-627.396	-3.790443	359523	13.37472	0.997881	0.999458	1.00054	1.00212	3.641091
562	0	-629.2863	-623.6228	-5.66349	488343.4	19.54569	0.998182	0.999535	1.00046	1.00182	3.514137
563	1	-637.096	-632.7597	-4.336221	370383	12.67818	0.997912	0.999466	1.00053	1.00209	3.680022
564	0	-622.0976	-613.9535	-8.144128	698075.3	16.97704	0.998479	0.999611	1.00039	1.00152	3.798958
565	1	-629.7237	-621.2389	-8.484883	89354.75	8.996172	0.995751	0.998911	1.00108	1.00426	3.784254
566	0	-619.5442	-619.3098	-0.2344864	765471.8	14.38423	0.998548	0.999629	1.00037	1.00145	3.3823
567	1	-633.1115	-626.335	-6.776445	592542.6	11.60613	0.998349	0.999578	1.00042	1.00165	3.860444
568	0	-637.5514	-629.1506	-8.400831	270504.7	14.0872	0.997557	0.999375	1.00062	1.00245	3.961992
569	1	-630.1699	-617.1104	-13.05945	135304.6	19.46977	0.996546	0.999115	1.00088	1.00346	3.898295
570	0	-643.4619	-631.5534	-11.90851	522376.3	14.19921	0.998242	0.99955	1.00045	1.00176	4.204639
571	1	-628.8679	-618.6117	-10.25622	200931	11.55232	0.997166	0.999274	1.00072	1.00284	4.16006
572	0	-658.4677	-639.5096	-18.95808	945940.5	11.83793	0.998693	0.999666	1.00033	1.00131	4.895166
573	1	-629.9424	-621.3488	-8.59358	931727.9	13.0083	0.998683	0.999663	1.00034	1.00132	4.009615
574	0	-640.8665	-635.2271	-5.639446	540640.4	12.02218	0.998272	0.999558	1.00044	1.00173	3.774758
575	1	-632.7048	-624.3055	-8.399295	443146.6	10.44864	0.998091	0.999512	1.00049	1.00191	3.952765
576	0	-647.7952	-635.0428	-12.7524	148062	12.17399	0.996699	0.999154	1.00084	1.00331	4.362036
577	1	-645.6715	-632.5855	-13.08598	279111	10.55032	0.997595	0.999384	1.00061	1.00241	4.403779
578	0	-645.036	-631.9616	-13.0744	200080.1	12.35586	0.99716	0.999273	1.00072	1.00284	4.382153
579	1	-637.4503	-626.5989	-10.85135	964973.4	12.18414	0.998706	0.999669	1.00033	1.00129	4.205697
580	0	-645.7759	-627.6675	-18.10841	398818.6	14.20476	0.997988	0.999485	1.00051	1.00201	4.640788
581	1	-634.9305	-623.7632	-11.16729	242842.5	10.39281	0.997422	0.99934	1.00066	1.00258	4.21512
582	0	-634.9125	-627.6148	-7.297785	341722.5	11.88136	0.997826	0.999444	1.00055	1.00218	3.910866
583	1	-644.6593	-629.4913	-15.16799	523207.9	15.8592	0.998243	0.999551	1.00045	1.00176	4.30468
584	0	-641.7963	-630.2474	-11.5489	235588.2	10.17666	0.997382	0.99933	1.00067	1.00262	4.241067
585	1	-627.2843	-619.9577	-7.326557	941463.8	11.65254	0.99869	0.999665	1.00033	1.00131	3.908948
586	0	-628.5542	-621.0604	-7.493812	86609.79	12.14734	0.995684	0.998894	1.0011	1.00432	3.929943
587	1	-638.2724	-619.6168	-18.65563	993069.4	7.205771	0.998725	0.999674	1.00033	1.00128	4.615032
588	0	-634.9078	-626.0689	-8.838927	105105.3	14.82527	0.996082	0.998996	1.001	1.00392	3.960012
589	1	-637.8553	-625.4888	-12.36649	847660.9	9.927948	0.99862	0.999647	1.00035	1.00138	4.30757
590	0	-630.479	-626.2322	-4.246798	119930.6	14.36585	0.996332	0.99906	1.00094	1.00367	3.661639
591	1	-632.9878	-630.3568	-2.63108	215231.5	13.50975	0.997261	0.999299	1.0007	1.00274	3.554804
592	0	-628.9931	-618.3976	-10.59554	62350.11	13.54843	0.994914	0.998695	1.0013	1.0051	4.142698
593	1	-628.0988	-620.6693	-7.429469	549480.3	11.82815	0.998286	0.999561	1.00044	1.00172	3.921139
594	0	-635.6958	-622.5403	-13.15552	61769.1	11.04544	0.99489	0.998689	1.0013	1.00512	4.415462
595	1	-633.6262	-628.9787	-4.647413	67803.24	12.60522	0.995123	0.998749	1.00124	1.00489	3.703816
596	0	-633.7274	-623.5458	-10.18162	139746.7	11.34385	0.996602	0.999129	1.00087	1.0034	4.151739
597	1	-645.2066	-632.624	-12.58263	241229.1	11.35221	0.997413	0.999338	1.00066	1.00259	4.363346
598	0	-630.8335	-620.6453	-10.18824	222474.8	11.42805	0.997306	0.99931	1.00069	1.0027	4.153257
599	1	-643.5258	-628.0798	-15.44599	771758.1	11.94275	0.998553	0.99963	1.00037	1.00145	4.594015
600	0	-621.1116	-620.0732	-1.0384	450755.1	13.96049	0.998107	0.999516	1.00048	1.00189	3.439384
601	1	-634.5259	-622.0192	-12.50672	438098.8	9.825348	0.99808	0.999509	1.00049	1.00192	4.314991
602	0	-640.4105	-627.866	-12.54448	765000.8	13.18858	0.998547	0.999628	1.00037	1.00145	4.304866
603	1	-638.9858	-620.0422	-18.9436	592307.6	9.885267	0.998349	0.999578	1.00042	1.00165	4.97015
604	0	-630.5484	-619.8392	-10.70916	279009.4	9.720264	0.997595	0.999384	1.00061	1.00241	4.122455
605	1	-636.8048	-626.9189	-9.885851	835710.4	16.62776	0.99861	0.999645	1.00035	1.00139	3.923947
606	0	-620.4524	-612.9617	-7.490713	109584.3	12.35094	0.996163	0.999017	1.00098	1.00384	3.930248
607	1	-635.4536	-627.5107	-7.942854	112824.4	13.7955	0.996218	0.999031	1.00096	1.00379	3.939445
608	0	-632.3282	-621.5697	-10.75851	145730.7	11.06911	0.996672	0.999148	1.00085	1.00333	4.198906
609	1	-628.3955	-622.544	-5.851456	308362.7	14.52344	0.997712	0.999414	1.00058	1.00229	3.768537
610	0	-618.3455	-614.8038	-3.541725	14456.78	11.54468	0.989448	0.99728	1.00268	1.01059	3.578414
611	1	-646.065	-631.9017	-14.1633	466297.2	12.1293	0.998139	0.999524	1.00047	1.00186	4.479702
612	0	-629.7703	-624.0709	-5.699401	520237.2	11.26732	0.998238	0.999549	1.00045	1.00176	3.75285
613	1	-636.5686	-623.7326	-12.83609	500205.9	9.430878	0.998203	0.99954	1.00046	1.0018	4.317176
614	0	-631.245	-619.448	-11.79705	907581.9	12.1373	0.998666	0.999659	1.00034	1.00133	4.284432
615	1	-628.8917	-615.9621	-12.9296	606795.3	11.33697	0.998369	0.999583	1.00042	1.00163	4.394041
616	0	-629.6031	-618.5548	-11.04828	643733.5	10.89743	0.998416	0.999595	1.0004	1.00158	4.221643
617	1	-640.5555	-622.859	-17.69655	166464.5	9.503305	0.996886	0.999203	1.00079	1.00312	4.835255
618	0	-638.5277	-627.1234	-11.40432	188522.7	12.2468	0.997074	0.999251	1.00075	1.00293	4.249669
619	1	-644.0024	-630.8104	-13.19205	984803	13.72011	0.998719	0.999673	1.00033	1.00128	4.324412
620	0	-620.4026	-616.8926	-3.509979	471938.8	12.10143	0.99815	0.999527	1.00047	1.00185	3.600449
621	1	-643.9603	-631.586	-12.37432	162202.3	11.05608	0.996846	0.999192	1.0008	1.00316	4.344804
622	0	-626.7329	-621.7107	-5.02226	902029	9.953637	0.998662	0.999658	1.00034	1.00134	3.571334
623	1	-641.8282	-630.0205	-11.8077	304365.4	12.76279	0.997697	0.999411	1.00059	1.0023	4.266289
624	0	-619.4996	-613.5481	-5.95145	378546.3	12.94378	0.997935	0.999472	1.00053	1.00207	3.806884
625	1	-624.326	-616.1868	-8.139188	415033.1	13.46625	0.998028	0.999495	1.0005	1.00197	3.96375
626	0	-633.1661	-618.8289	-14.33727	144600.2	13.60605	0.996659	0.999144	1.00085	1.00334	4.415219
627	1	-632.0627	-621.4019	-10.66085	7872.602	11.34818	0.985711	0.996305	1.00362	1.01436	4.194023
628	0	-624.9178	-617.9784	-6.939432	244400.7	13.03916	0.99743	0.999342	1.00066	1.00257	3.88206
629	1	-628.9527	-621.127	-7.82564	603544	14.55586	0.998364	0.999582	1.00042	1.00164	3.903138
630	0	-633.3755	-618.6905	-14.68496	577376	12.19812	0.998328	0.999572	1.00043	1.00167	4.519721
631	1	-627.1569	-618.7192	-8.437615	652080.1	13.72968	0.998426	0.999598	1.0004	1.00157	3.97756
632	0	-633.3655	-621.6137	-11.75175	822272	12.84494	0.998599	0.999642	1.00036	1.0014	4.258844
633	1	-634.1188	-623.3916	-10.72721	379812.6	11.0261	0.997938	0.999472	1.00053	1.00206	4.195219
634	0	-637.0728	-620.4551	-16.61771	285938.8	12.74032	0.997624	0.999392	1.00061	1.00238	4.644655
635	1	-639.1482	-629.8841	-9.26408	132218.3	9.861945	0.996506	0.999105	1.00089	1.0035	3.988659
636	0	-643.4169	-629.0588	-14.35808	376021	9.201252	0.997928	0.99947	1.00053	1.00207	4.45869
637	1	-625.6172	-617.4377	-8.179502	473538.5	12.05309	0.998153	0.999528	1.00047	1.00185	3.986169
638	0	-629.6724	-622.179	-7.493421	239265.6	12.44931	0.997403	0.999335	1.00066	1.0026	3.930328
639	1	-634.4747	-620.9765	-13.49819	780971	10.24031	0.998562	0.999632	1.00037	1.00144	4.43487
640	0	-629.915	-620.1258	-9.78917	194905.2	10.36389	0.997122	0.999263	1.00073	1.00288	4.080754
641	1	-627.9491	-619.7102	-8.238894	318120.6	13.47981	0.997747	0.999423	1.00057	1.00225	3.970766
642	0	-650.0526	-636.0265	-14.02612	218657.9	11.03306	0.997283	0.999304	1.00069	1.00272	4.494366
643	1	-628.7543	-623.6007	-5.153581	670677.1	16.11506	0.998448	0.999603	1.0004	1.00155	3.662377
644	0	-623.8483	-619.0503	-4.797961	615642.2	12.27462	0.99838	0.999586	1.00041	1.00162	3.710799
645	1	-634.3765	-626.2741	-8.102414	781828.1	11.5703	0.998563	0.999632	1.00037	1.00144	3.97399
646	0	-621.5733	-621.0545	-0.5187523	931102.3	15.44809	0.998683	0.999663	1.00034	1.00132	3.389563
647	1	-637.5275	-627.7266	-9.800919	472763.7	11.07904	0.998152	0.999527	1.00047	1.00185	4.112658
648	0	-631.7333	-622.9661	-8.767212	104379.5	17.68426	0.996068	0.998992	1.001	1.00394	3.79197
649	1	-635.2521	-628.0972	-7.154956	918575.1	12.38793	0.998674	0.999661	1.00034	1.00133	3.903123
650	0	-633.5492	-621.8982	-11.65103	341625.1	13.36434	0.997826	0.999444	1.00055	1.00218	4.229288
651	1	-625.9616	-622.4816	-3.480008	149269.8	11.14658	0.996712	0.999158	1.00084	1.00329	3.547263
652	0	-635.6982	-619.8068	-15.89139	489707.6	9.022352	0.998184	0.999535	1.00046	1.00182	4.610025
653	1	-630.1984	-621.7401	-8.45838	549996.1	13.27314	0.998287	0.999562	1.00044	1.00171	3.992876
654	0	-628.7846	-618.185	-10.59963	887799.1	13.34774	0.998651	0.999655	1.00034	1.00135	4.151278
655	1	-619.905	-617.3011	-2.603833	697585.7	14.152	0.998479	0.999611	1.00039	1.00152	3.54985
656	0	-629.2197	-621.3533	-7.866424	336768.8	10.12538	0.99781	0.99944	1.00056	1.00219	3.874426
657	1	-642.3871	-625.596	-16.79111	984912.3	10.41127	0.998719	0.999673	1.00033	1.00128	4.756152
658	0	-625.2916	-615.8218	-9.469738	940726	13.40497	0.99869	0.999665	1.00033	1.00131	4.064689
659	1	-636.688	-627.2825	-9.405551	416472.8	9.785709	0.998031	0.999496	1.0005	1.00197	3.995303
660	0	-635.1857	-620.9881	-14.19759	416343.7	15.21505	0.998031	0.999496	1.0005	1.00197	4.292626
661	1	-621.728	-615.8853	-5.842726	342881.5	12.66853	0.99783	0.999445	1.00055	1.00217	3.798829
662	0	-624.5206	-620.4934	-4.027153	507176.7	14.10777	0.998216	0.999544	1.00046	1.00179	3.651179
663	1	-625.5682	-618.0852	-7.48303	892930.4	12.96928	0.998655	0.999656	1.00034	1.00135	3.924838
664	0	-633.7284	-624.1452	-9.583153	633843.2	15.61871	0.998404	0.999592	1.00041	1.0016	3.966573
665	1	-633.2955	-619.7209	-13.57454	28075.89	17.59172	0.992424	0.998052	1.00193	1.0076	4.071031
666	0	-626.8024	-615.6132	-11.18923	682084.1	8.123288	0.998461	0.999606	1.00039	1.00154	3.904508
667	1	-637.3977	-627.0055	-10.39228	1478.295	10.02838	0.967136	0.991364	1.00825	1.03325	4.116753
668	0	-636.8378	-632.6206	-4.217205	481241.4	13.3044	0.998168	0.999531	1.00047	1.00183	3.673262
669	1	-625.9119	-621.8305	-4.081412	56264.12	12.99386	0.994646	0.998626	1.00136	1.00536	3.66268
670	0	-637.0643	-625.0955	-11.96873	106717.4	11.30608	0.996112	0.999003	1.00099	1.00389	4.309299
671	1	-631.9921	-624.1376	-7.854451	352128.7	12.64493	0.997859	0.999452	1.00055	1.00214	3.957865
672	0	-645.5215	-632.7412	-12.78034	899294.2	9.074835	0.99866	0.999657	1.00034	1.00134	4.271981
673	1	-630.205	-616.7969	-13.40818	415072.4	12.28585	0.998028	0.999495	1.0005	1.00197	4.411845
674	0	-632.1201	-625.7466	-6.373552	281089.9	13.96837	0.997604	0.999387	1.00061	1.0024	3.821336
675	1	-627.5857	-614.0364	-13.5493	601727.5	11.32447	0.998362	0.999581	1.00042	1.00164	4.448867
676	0	-637.1049	-624.9852	-12.11972	902701.7	8.854428	0.998662	0.999658	1.00034	1.00134	4.167071
677	1	-628.3511	-621.1065	-7.244597	639636.6	12.72145	0.998411	0.999594	1.00041	1.00159	3.909103
678	0	-649.024	-634.8035	-14.22052	850859	11.57124	0.998622	0.999648	1.00035	1.00138	4.502743
679	1	-627.2236	-621.017	-6.206578	294102	13.99215	0.997657	0.9994	1.0006	1.00234	3.808768
680	0	-640.141	-627.8384	-12.30262	107892	9.066342	0.996133	0.999009	1.00099	1.00387	4.218212
681	1	-634.7973	-624.7315	-10.06574	275358.2	13.6527	0.997579	0.99938	1.00062	1.00242	4.099364
682	0	-635.156	-625.176	-9.980011	645348.6	10.13905	0.998418	0.999595	1.0004	1.00158	4.084179
683	1	-644.805	-630.478	-14.32704	609072.9	9.929831	0.998372	0.999584	1.00042	1.00163	4.50513
684	0	-628.6664	-623.783	-4.883363	791289.1	15.18192	0.998571	0.999635	1.00036	1.00143	3.681599
685	1	-633.1638	-622.4002	-10.76352	911836.4	11.00853	0.998669	0.99966	1.00034	1.00133	4.198144
686	0	-639.0474	-627.5788	-11.46867	633965.1	10.03971	0.998404	0.999592	1.00041	1.0016	4.224832
687	1	-622.4178	-624.9289	2.511061	267065.8	15.87096	0.997541	0.999371	1.00063	1.00246	3.189799
688	0	-633.6824	-628.0898	-5.592656	497799.3	12.58812	0.998199	0.999539	1.00046	1.0018	3.77871
689	1	-632.1158	-629.3489	-2.766908	23476.03	15.9154	0.991716	0.997869	1.00211	1.00831	3.520921
690	0	-645.0366	-628.8917	-16.14489	938698.9	11.03033	0.998688	0.999665	1.00033	1.00131	4.686469
691	1	-632.4232	-621.1315	-11.29168	694495.5	9.954649	0.998475	0.99961	1.00039	1.00153	4.20127
692	0	-646.7802	-628.9348	-17.84549	82502.76	9.370553	0.995578	0.998866	1.00113	1.00443	4.845919
693	1	-637.2806	-626.5346	-10.74601	54199.5	12.20225	0.994545	0.9986	1.00139	1.00547	4.196733
694	0	-641.7677	-630.5687	-11.19903	594904.8	11.65821	0.998352	0.999579	1.00042	1.00165	4.241244
695	1	-638.2249	-630.0025	-8.222368	770778.4	11.97663	0.998553	0.99963	1.00037	1.00145	3.989374
696	0	-637.7413	-629.581	-8.160352	227569	9.863223	0.997337	0.999318	1.00068	1.00267	3.876883
697	1	-635.3389	-622.898	-12.44092	193821.1	13.0805	0.997114	0.999261	1.00074	1.00289	4.302088
698	0	-638.3445	-628.0593	-10.28526	248297.5	10.1905	0.99745	0.999347	1.00065	1.00255	4.117836
699	1	-622.1457	-621.5276	-0.6180633	192582	17.74746	0.997105	0.999259	1.00074	1.0029	3.328833
700	0	-628.3197	-628.2451	-0.07457696	196914.2	18.97494	0.997137	0.999267	1.00073	1.00287	3.25166
701	1	-634.3714	-625.6142	-8.75717	345199.2	11.3624	0.997837	0.999447	1.00055	1.00216	4.026603
702	0	-638.8531	-626.0276	-12.82546	806031.4	12.48256	0.998585	0.999638	1.00036	1.00142	4.357382
703	1	-643.8386	-635.5668	-8.27185	183307.3	11.57159	0.997033	0.99924	1.00076	1.00297	3.988659
704	0	-642.9407	-627.7603	-15.18034	633705.4	9.277603	0.998404	0.999592	1.00041	1.0016	4.554406
705	1	-626.9832	-616.3052	-10.67797	457987	8.81084	0.998122	0.99952	1.00048	1.00188	3.996476
706	0	-631.2602	-624.1405	-7.119724	189516.2	10.1949	0.997082	0.999253	1.00074	1.00292	3.80763
707	1	-627.7656	-623.8038	-3.961765	863516.6	11.62307	0.998632	0.99965	1.00035	1.00137	3.618762
708	0	-638.6413	-623.5473	-15.09398	778458.6	9.264846	0.99856	0.999632	1.00037	1.00144	4.544058
709	1	-629.2354	-623.4937	-5.741735	22106	12.4318	0.991464	0.997803	1.00217	1.00856	3.789468
710	0	-639.6858	-627.8196	-11.86623	498828.7	11.38875	0.998201	0.99954	1.00046	1.0018	4.30019
711	1	-633.5424	-621.5218	-12.02064	733.7482	12.04834	0.953472	0.987628	1.01159	1.04731	4.304961
712	0	-648.5985	-631.8111	-16.78735	693007	9.471308	0.998474	0.99961	1.00039	1.00153	4.73811
713	1	-620.5313	-616.0169	-4.514448	144647.5	11.27213	0.99666	0.999144	1.00085	1.00334	3.647972
714	0	-634.8317	-631.7798	-3.051951	743104.4	12.28907	0.998526	0.999623	1.00038	1.00147	3.569005
715	1	-629.8007	-619.5503	-10.25045	980611.8	19.47744	0.998717	0.999672	1.00033	1.00128	3.753494
716	0	-639.6928	-628.5328	-11.16002	782128.7	11.48816	0.998563	0.999633	1.00037	1.00144	4.238358
717	1	-631.4913	-626.8421	-4.649193	35459.13	13.31887	0.993258	0.998268	1.00172	1.00676	3.705651
718	0	-632.4124	-622.988	-9.424436	422237.5	13.88502	0.998045	0.9995	1.0005	1.00196	4.043218
719	1	-630.8838	-628.3373	-2.546566	195907.2	15.72953	0.99713	0.999265	1.00073	1.00287	3.512793
720	0	-631.7098	-622.7892	-8.920642	159540.9	12.35005	0.996819	0.999185	1.00081	1.00318	4.046031
721	1	-630.6276	-621.152	-9.475625	229062.7	15.82402	0.997345	0.99932	1.00068	1.00266	3.947808
722	0	-640.3742	-622.8549	-17.51925	693466.5	12.00348	0.998474	0.99961	1.00039	1.00153	4.764033
723	1	-632.81	-620.2945	-12.51558	568793.8	11.45645	0.998315	0.999569	1.00043	1.00169	4.356661
724	0	-640.4983	-623.0364	-17.46196	99371.79	8.846383	0.995971	0.998967	1.00103	1.00404	4.769691
725	1	-636.2913	-627.836	-8.455246	518062.5	13.06987	0.998235	0.999548	1.00045	1.00177	3.997626
726	0	-636.5184	-625.6699	-10.84848	133905.2	10.02794	0.996529	0.999111	1.00089	1.00348	4.162212
727	1	-630.4985	-621.1663	-9.332241	291120	12.0323	0.997645	0.999397	1.0006	1.00236	4.081888
728	0	-631.4753	-622.5326	-8.942757	819762.4	14.68613	0.998596	0.999641	1.00036	1.0014	3.973749
729	1	-642.6793	-629.7259	-12.95336	774547.2	9.61611	0.998556	0.999631	1.00037	1.00144	4.345515
730	0	-625.4989	-622.7669	-2.731907	513084.7	15.77733	0.998226	0.999546	1.00045	1.00178	3.5231
731	1	-624.5338	-620.492	-4.041788	45573.83	15.29961	0.994052	0.998473	1.00151	1.00596	3.622475
