Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
241	1	-644.8806	-627.3516	-17.52897	794957	9.430187	0.998575	0.999636	1.00036	1.00143	4.814754
242	0	-631.2251	-622.2998	-8.925274	927365.3	9.477807	0.99868	0.999663	1.00034	1.00132	3.90889
243	1	-633.0006	-625.8287	-7.171869	731163.5	10.33134	0.998514	0.99962	1.00038	1.00149	3.825377
244	0	-635.7291	-626.7912	-8.937934	967864.5	15.20051	0.998708	0.99967	1.00033	1.00129	3.947697
245	1	-622.2837	-620.903	-1.380709	414443.9	15.72771	0.998026	0.999495	1.0005	1.00198	3.43872
246	0	-631.3884	-626.9652	-4.423228	137391.2	13.64592	0.996573	0.999122	1.00087	1.00343	3.68615
247	1	-620.5385	-616.6585	-3.880003	756733	11.35165	0.998539	0.999626	1.00037	1.00146	3.596709
248	0	-634.2717	-628.1541	-6.117587	526741.8	10.97411	0.998249	0.999552	1.00045	1.00175	3.774032
249	1	-621.4784	-615.2025	-6.275933	105424.9	12.15395	0.996088	0.998997	1.001	1.00392	3.829775
250	0	-621.2767	-614.0366	-7.240055	96022.27	11.80101	0.995901	0.998949	1.00104	1.0041	3.904639
251	1	-629.4103	-626.4446	-2.965641	694713.1	16.84486	0.998475	0.99961	1.00039	1.00153	3.49925
252	0	-627.7626	-617.2417	-10.52089	549871.9	11.83421	0.998286	0.999562	1.00044	1.00171	4.182464
253	1	-625.0951	-620.8345	-4.260544	149137.5	14.6583	0.99671	0.999157	1.00084	1.00329	3.65565
254	0	-629.0914	-621.5832	-7.508144	161190.4	13.78252	0.996836	0.99919	1.00081	1.00317	3.908319
255	1	-626.1035	-617.5673	-8.536201	127349.8	14.31866	0.99644	0.999088	1.00091	1.00356	3.962214
256	0	-621.7639	-612.3463	-9.417616	432169.9	9.550237	0.998067	0.999505	1.00049	1.00193	3.969935
257	1	-628.9839	-626.7263	-2.257613	705167.9	13.7978	0.998487	0.999613	1.00039	1.00151	3.527331
258	0	-637.8621	-630.5549	-7.307176	262997.3	10.41523	0.997522	0.999366	1.00063	1.00248	3.845546
259	1	-630.1377	-622.3261	-7.811561	984513.5	9.899017	0.998719	0.999673	1.00033	1.00128	3.845569
260	0	-627.784	-620.2939	-7.49012	661207.3	14.7811	0.998437	0.9996	1.0004	1.00156	3.870896
261	1	-634.5656	-628.1814	-6.384242	741981.8	11.81475	0.998525	0.999623	1.00038	1.00148	3.832453
262	0	-630.0501	-621.3123	-8.737812	176660.1	12.83756	0.996977	0.999226	1.00077	1.00303	4.024349
263	1	-633.8467	-628.9198	-4.926921	831694	11.81475	0.998607	0.999644	1.00036	1.00139	3.709105
264	0	-638.8792	-624.3111	-14.5681	54068.32	9.54108	0.994539	0.998598	1.00139	1.00547	4.508631
265	1	-634.1452	-624.7295	-9.415753	556911.6	10.43498	0.998297	0.999564	1.00043	1.0017	4.049216
266	0	-645.676	-622.2219	-23.45418	371971.6	11.07393	0.997917	0.999467	1.00053	1.00208	5.345443
267	1	-635.6188	-625.282	-10.33676	357587.3	10.28669	0.997875	0.999456	1.00054	1.00213	4.129045
268	0	-619.2513	-617.2153	-2.035933	70810.56	13.95553	0.995227	0.998776	1.00122	1.00478	3.510858
269	1	-637.9826	-626.7904	-11.19227	455907.6	13.70486	0.998118	0.999519	1.00048	1.00188	4.179391
270	0	-632.3193	-623.7838	-8.535507	71965.11	10.71736	0.995266	0.998786	1.00121	1.00474	3.982187
271	1	-626.0286	-617.299	-8.729595	691898.9	10.70362	0.998472	0.999609	1.00039	1.00153	3.999576
272	0	-631.0842	-627.6948	-3.389436	499059.8	15.81236	0.998201	0.99954	1.00046	1.0018	3.563588
273	1	-616.452	-615.1339	-1.318137	768590.8	14.07597	0.99855	0.999629	1.00037	1.00145	3.459247
274	0	-628.1314	-623.1472	-4.984174	591971.3	12.02484	0.998348	0.999578	1.00042	1.00165	3.720324
275	1	-624.4668	-621.9783	-2.488477	794525.9	12.32033	0.998574	0.999635	1.00036	1.00143	3.524223
276	0	-646.6724	-630.7383	-15.93417	881860.2	13.59203	0.998647	0.999654	1.00035	1.00135	4.533599
277	1	-633.4914	-622.0626	-11.42887	124976.4	11.11776	0.996407	0.999079	1.00092	1.0036	4.260071
278	0	-634.8088	-626.6913	-8.117571	860933.9	13.29008	0.99863	0.99965	1.00035	1.00137	3.966783
279	1	-641.6033	-628.8567	-12.74666	362107.5	10.43916	0.997888	0.99946	1.00054	1.00211	4.36855
280	0	-619.1434	-617.4926	-1.650765	939622.7	16.90974	0.998689	0.999665	1.00033	1.00131	3.418893
281	1	-628.8664	-615.5749	-13.29146	871328.9	13.29456	0.998639	0.999652	1.00035	1.00136	4.355845
282	0	-623.1553	-620.1928	-2.962432	265669.8	14.41142	0.997535	0.999369	1.00063	1.00247	3.571515
283	1	-624.8972	-617.0143	-7.882884	586403.9	9.544628	0.998341	0.999576	1.00042	1.00166	3.808451
284	0	-631.1175	-619.5195	-11.59801	923902.9	10.96206	0.998678	0.999662	1.00034	1.00132	4.273233
285	1	-622.446	-616.0135	-6.432514	580708.2	11.0562	0.998332	0.999573	1.00043	1.00167	3.807386
286	0	-629.3426	-620.2855	-9.057125	738412.1	13.97296	0.998521	0.999622	1.00038	1.00148	4.013269
287	1	-622.105	-619.3933	-2.71164	668296.8	11.86293	0.998446	0.999602	1.0004	1.00156	3.523985
288	0	-620.2831	-621.0431	0.7599501	54950.43	13.58932	0.994583	0.99861	1.00138	1.00543	3.305321
289	1	-628.8637	-626.7498	-2.113983	845688.2	13.42236	0.998618	0.999647	1.00035	1.00138	3.516067
290	0	-632.3799	-620.7607	-11.61923	824786.6	11.66598	0.998601	0.999642	1.00036	1.0014	4.277219
291	1	-642.4399	-630.1254	-12.31456	817425.9	10.89798	0.998594	0.999641	1.00036	1.00141	4.33785
292	0	-643.7779	-627.6986	-16.0793	634829.9	11.50088	0.998405	0.999592	1.00041	1.0016	4.666087
293	1	-631.885	-623.0518	-8.833127	309199.6	14.28701	0.997715	0.999415	1.00058	1.00229	3.984319
294	0	-627.255	-618.7282	-8.526742	593085.9	14.34908	0.99835	0.999578	1.00042	1.00165	3.960274
295	1	-628.2696	-613.6955	-14.57405	409253.8	9.458499	0.998014	0.999492	1.00051	1.00199	4.503499
296	0	-633.2133	-627.7598	-5.453511	670853.3	12.61958	0.998449	0.999603	1.0004	1.00155	3.767852
297	1	-630.8284	-626.7894	-4.039066	840797.1	13.45572	0.998614	0.999646	1.00035	1.00139	3.659331
298	0	-627.3984	-622.7576	-4.640802	334267.8	12.16339	0.997802	0.999438	1.00056	1.0022	3.695473
299	1	-642.1912	-626.3527	-15.83844	349864.2	10.00209	0.997852	0.99945	1.00055	1.00215	4.659217
300	0	-629.4989	-623.1293	-6.369628	83041.85	12.95345	0.995592	0.99887	1.00112	1.00441	3.839116
301	1	-629.24	-620.2407	-8.999359	166098.7	15.86458	0.996883	0.999202	1.00079	1.00312	3.915412
302	0	-628.904	-623.8712	-5.032789	557569.3	14.87031	0.998298	0.999565	1.00043	1.0017	3.701861
303	1	-633.4278	-626.7331	-6.694686	621617	10.30334	0.998388	0.999588	1.00041	1.00161	3.77657
304	0	-623.2436	-617.2321	-6.011407	365247	15.16401	0.997898	0.999462	1.00054	1.0021	3.756603
305	1	-630.7239	-628.4185	-2.305315	897496	13.69826	0.998659	0.999657	1.00034	1.00134	3.530942
306	0	-639.3194	-629.4453	-9.874078	624025	10.07366	0.998391	0.999589	1.00041	1.00161	4.068716
307	1	-630.3048	-623.5866	-6.718105	986625.3	14.43743	0.998721	0.999673	1.00033	1.00128	3.831225
308	0	-622.699	-617.0341	-5.664828	548882.6	13.45173	0.998285	0.999561	1.00044	1.00172	3.78021
309	1	-647.3375	-632.7907	-14.54676	777246.9	10.47936	0.998559	0.999631	1.00037	1.00144	4.541505
310	0	-625.3961	-619.0808	-6.315335	270055.5	13.69731	0.997555	0.999374	1.00062	1.00245	3.823702
311	1	-627.0914	-622.6166	-4.474801	511718.3	10.65192	0.998224	0.999546	1.00045	1.00178	3.597338
312	0	-642.7837	-628.5882	-14.19554	22726.82	11.61531	0.991581	0.997834	1.00214	1.00844	4.49944
313	1	-625.9549	-620.3894	-5.565501	95038.41	10.813	0.99588	0.998944	1.00105	1.00413	3.712429
314	0	-647.9174	-636.9284	-10.989	152448.8	10.46545	0.996746	0.999167	1.00083	1.00326	4.201381
315	1	-641.8792	-629.0454	-12.83378	5765.682	9.688883	0.98331	0.995675	1.00423	1.01679	4.338718
316	0	-626.3364	-625.0788	-1.257629	723558.7	13.54712	0.998506	0.999618	1.00038	1.00149	3.453462
317	1	-634.4047	-627.9483	-6.456388	915953.5	12.40295	0.998672	0.99966	1.00034	1.00133	3.846814
318	0	-634.2961	-630.6155	-3.680611	556200	15.56824	0.998296	0.999564	1.00043	1.0017	3.590337
319	1	-625.8241	-618.1157	-7.708475	702577.3	11.15714	0.998484	0.999612	1.00039	1.00152	3.927037
320	0	-631.0177	-623.5327	-7.484966	726626.5	13.3627	0.998509	0.999619	1.00038	1.00149	3.917595
321	1	-632.9333	-617.7722	-15.16105	89498.3	14.1391	0.995754	0.998912	1.00108	1.00425	4.438102
322	0	-622.1999	-621.1731	-1.026806	613582.4	15.25239	0.998378	0.999585	1.00041	1.00162	3.4263
323	1	-621.0629	-612.8354	-8.227455	500569.5	10.01526	0.998204	0.999541	1.00046	1.0018	3.899589
324	0	-620.201	-615.9371	-4.263897	962140.8	12.59338	0.998704	0.999669	1.00033	1.0013	3.673227
325	1	-622.1286	-618.1227	-4.005917	614407.8	14.28282	0.998379	0.999585	1.00041	1.00162	3.646526
326	0	-634.3395	-623.9652	-10.37428	814629.3	13.82829	0.998592	0.99964	1.00036	1.00141	4.114215
327	1	-626.4268	-621.9616	-4.465228	925180	14.11518	0.998679	0.999662	1.00034	1.00132	3.682091
328	0	-621.0326	-618.3748	-2.657857	973680.4	11.94619	0.998712	0.999671	1.00033	1.00129	3.523386
329	1	-635.3228	-622.9601	-12.36273	434098.5	12.2272	0.998071	0.999507	1.00049	1.00193	4.328504
330	0	-635.0253	-624.757	-10.26826	741521.4	9.393521	0.998524	0.999623	1.00038	1.00148	4.040229
331	1	-630.9573	-624.9295	-6.027805	232538.9	9.801128	0.997365	0.999326	1.00067	1.00264	3.652267
332	0	-641.5364	-633.4015	-8.134897	962205.1	11.78831	0.998704	0.999669	1.00033	1.0013	3.980312
333	1	-618.0195	-616.2903	-1.729165	595719.7	13.16339	0.998354	0.999579	1.00042	1.00165	3.484459
334	0	-645.5311	-629.3798	-16.15133	442416.2	11.72047	0.99809	0.999511	1.00049	1.00191	4.663363
335	1	-629.9551	-620.3056	-9.649463	948897	10.92411	0.998695	0.999666	1.00033	1.00131	4.094211
336	0	-648.7408	-632.1537	-16.58715	20036.33	9.401009	0.991034	0.997692	1.00228	1.00899	4.713325
337	1	-622.0959	-620.3031	-1.792788	206223.7	12.99598	0.997202	0.999284	1.00071	1.0028	3.486588
338	0	-625.9125	-618.5396	-7.372904	793779.8	11.92579	0.998574	0.999635	1.00036	1.00143	3.917812
339	1	-619.2709	-614.2819	-4.988972	241925.6	12.58811	0.997417	0.999339	1.00066	1.00259	3.730753
340	0	-630.974	-626.5417	-4.432234	521790.1	12.6295	0.998241	0.99955	1.00045	1.00176	3.687044
341	1	-629.351	-620.3631	-8.987919	711708.7	11.86597	0.998494	0.999615	1.00038	1.00151	4.053063
342	0	-637.3444	-626.1944	-11.14996	435048.3	9.010247	0.998074	0.999507	1.00049	1.00193	4.082661
343	1	-645.9611	-632.4041	-13.55698	557853.4	12.99334	0.998299	0.999565	1.00043	1.0017	4.391942
344	0	-627.8974	-621.15	-6.747392	598286.5	12.73964	0.998357	0.99958	1.00042	1.00164	3.869928
345	1	-620.6972	-616.3468	-4.35033	643127.2	12.87674	0.998415	0.999595	1.0004	1.00159	3.682836
346	0	-624.4043	-616.2465	-8.157779	315956.3	11.56747	0.99774	0.999422	1.00058	1.00226	3.978719
347	1	-636.1445	-631.2664	-4.878072	127372.4	12.19745	0.996441	0.999088	1.00091	1.00356	3.715739
348	0	-612.7741	-611.0183	-1.755823	247027.5	11.90281	0.997444	0.999346	1.00065	1.00256	3.445586
349	1	-629.9962	-622.2423	-7.753908	533842.6	12.83501	0.998261	0.999555	1.00044	1.00174	3.947742
350	0	-627.1092	-626.2168	-0.8923835	696302.9	14.30503	0.998477	0.999611	1.00039	1.00152	3.42844
351	1	-629.3239	-626.6575	-2.66639	934263.4	12.3243	0.998685	0.999664	1.00034	1.00132	3.538792
352	0	-627.1475	-620.8704	-6.277146	565405	8.996454	0.99831	0.999568	1.00043	1.00169	3.538905
353	1	-627.9323	-620.8931	-7.039194	368195	12.75475	0.997906	0.999464	1.00053	1.0021	3.892724
354	0	-629.3173	-623.5436	-5.773668	86912.09	13.50056	0.995692	0.998895	1.0011	1.00431	3.787564
355	1	-634.9302	-627.5966	-7.333587	105227.4	13.32073	0.996084	0.998996	1.001	1.00392	3.90716
356	0	-621.0761	-622.7862	1.710152	387272	19.8727	0.997958	0.999478	1.00052	1.00204	3.124557
357	1	-633.6916	-627.5819	-6.109621	47615.7	12.97135	0.994181	0.998506	1.00148	1.00583	3.818927
358	0	-632.1017	-625.1004	-7.001333	573332	9.54899	0.998322	0.999571	1.00043	1.00168	3.716742
359	1	-625.1061	-620.1619	-4.944226	867857.1	11.39083	0.998636	0.999651	1.00035	1.00136	3.692505
360	0	-622.2171	-617.7078	-4.509356	119913.6	14.2832	0.996332	0.99906	1.00094	1.00367	3.681765
361	1	-622.7543	-619.8963	-2.858022	129153.2	12.80489	0.996465	0.999094	1.0009	1.00354	3.565795
362	0	-628.86	-623.0832	-5.776796	835288	16.76298	0.99861	0.999644	1.00035	1.00139	3.670195
363	1	-635.97	-625.7452	-10.2248	429984.7	13.88389	0.998062	0.999504	1.00049	1.00194	4.100911
364	0	-639.2378	-626.2815	-12.95631	367823.1	11.82978	0.997905	0.999464	1.00053	1.0021	4.388363
365	1	-628.3883	-623.516	-4.872277	313777.3	16.53143	0.997732	0.999419	1.00058	1.00227	3.626777
366	0	-629.7505	-621.2236	-8.526904	94152.49	9.712871	0.995861	0.998939	1.00106	1.00415	3.897073
367	1	-624.9391	-615.0174	-9.92161	119000	12.31963	0.996318	0.999056	1.00094	1.00369	4.127556
368	0	-619.2087	-613.8275	-5.381167	707104.9	12.98529	0.998489	0.999614	1.00039	1.00151	3.762733
369	1	-633.4442	-624.2359	-9.208331	720331.4	11.20219	0.998503	0.999617	1.00038	1.0015	4.062675
370	0	-651.8163	-632.9305	-18.88575	531227.7	12.22124	0.998257	0.999554	1.00044	1.00174	4.862423
371	1	-640.2614	-625.1515	-15.10984	378214.4	9.164251	0.997934	0.999471	1.00053	1.00207	4.537108
372	0	-634.2827	-629.0674	-5.215329	59552.09	14.53708	0.994796	0.998665	1.00133	1.00521	3.724347
373	1	-636.8353	-626.9093	-9.92607	372476.4	11.10071	0.997918	0.999467	1.00053	1.00208	4.124491
374	0	-627.6627	-620.2998	-7.362942	209023.4	13.65755	0.997221	0.999289	1.00071	1.00278	3.901266
375	1	-629.2379	-625.5031	-3.734725	717293.9	12.30146	0.9985	0.999616	1.00038	1.0015	3.62489
376	0	-627.559	-622.3452	-5.213892	553737.7	14.85022	0.998292	0.999563	1.00044	1.00171	3.714692
377	1	-630.2048	-623.9297	-6.275041	941175.3	16.02334	0.99869	0.999665	1.00033	1.00131	3.736308
378	0	-630.5433	-620.037	-10.50625	60306.51	10.15542	0.994829	0.998673	1.00132	1.00518	4.137194
379	1	-646.9276	-632.7173	-14.21026	781225.4	11.35421	0.998562	0.999632	1.00037	1.00144	4.506683
380	0	-636.0134	-629.6866	-6.3268	411940.8	13.76309	0.99802	0.999493	1.00051	1.00198	3.823057
381	1	-643.2496	-634.4309	-8.818704	914046	11.20996	0.998671	0.99966	1.00034	1.00133	4.028118
382	0	-625.2342	-619.4792	-5.755032	342150	13.66886	0.997828	0.999444	1.00055	1.00217	3.783328
383	1	-632.7623	-624.302	-8.460331	15529.41	13.13846	0.989818	0.997376	1.00259	1.01022	3.996417
384	0	-628.5871	-620.4413	-8.145744	892892.2	12.45728	0.998655	0.999656	1.00034	1.00135	3.982671
385	1	-633.3131	-621.4821	-11.83103	325918.7	9.878489	0.997774	0.99943	1.00057	1.00223	4.25015
386	0	-631.2092	-622.3592	-8.849984	875939.7	14.8853	0.998642	0.999653	1.00035	1.00136	3.957824
387	1	-645.5837	-635.6891	-9.894514	224777.5	10.46673	0.99732	0.999314	1.00068	1.00268	4.096871
388	0	-628.0295	-625.5882	-2.441305	722410.8	15.43836	0.998505	0.999618	1.00038	1.0015	3.514275
389	1	-635.1053	-622.3228	-12.78254	723889.2	11.93647	0.998506	0.999618	1.00038	1.00149	4.371155
390	0	-641.9694	-637.4483	-4.52113	258347	10.98861	0.9975	0.99936	1.00064	1.0025	3.629633
391	1	-627.9645	-621.3408	-6.623689	740561.5	10.75932	0.998523	0.999622	1.00038	1.00148	3.806709
392	0	-630.6167	-622.7643	-7.852369	635506.5	11.48748	0.998406	0.999592	1.00041	1.00159	3.950423
393	1	-653.6996	-642.7616	-10.93799	801753.4	10.88597	0.998581	0.999637	1.00036	1.00142	4.211237
394	0	-627.0472	-620.6507	-6.39648	897164.2	12.63834	0.998658	0.999657	1.00034	1.00134	3.842569
395	1	-640.5307	-627.5358	-12.99491	473063.5	11.00527	0.998153	0.999527	1.00047	1.00185	4.400831
396	0	-626.7277	-618.3066	-8.421044	856452.3	12.69345	0.998627	0.999649	1.00035	1.00137	4.001996
397	1	-635.5378	-624.4905	-11.04733	951040.4	14.47271	0.998697	0.999667	1.00033	1.0013	4.129129
398	0	-641.1035	-632.1016	-9.001977	938882.8	14.14487	0.998688	0.999665	1.00033	1.00131	4.002253
399	1	-621.3426	-611.6831	-9.659462	379664.8	11.91677	0.997938	0.999472	1.00053	1.00206	4.109568
400	0	-626.4634	-617.5731	-8.890311	708850.5	13.31986	0.998491	0.999614	1.00039	1.00151	4.024051
401	1	-627.433	-616.6889	-10.74413	32326.21	11.27975	0.992939	0.998185	1.0018	1.00708	4.200717
402	0	-631.8328	-626.1875	-5.64539	505366.8	13.85091	0.998213	0.999543	1.00046	1.00179	3.771774
403	1	-629.4985	-624.5967	-4.901791	326181.4	14.26977	0.997775	0.999431	1.00057	1.00223	3.709558
404	0	-625.8125	-623.3108	-2.501651	309720.8	14.45569	0.997717	0.999416	1.00058	1.00228	3.538911
405	1	-633.6985	-623.0351	-10.66342	906532.7	9.044764	0.998665	0.999659	1.00034	1.00134	4.034085
406	0	-623.0649	-624.6642	1.599331	489421.9	15.49922	0.998184	0.999535	1.00046	1.00182	3.251937
407	1	-626.8671	-620.6097	-6.257389	974226.8	15.21317	0.998712	0.999671	1.00033	1.00129	3.770837
408	0	-633.868	-621.1563	-12.71172	639976.6	10.41946	0.998412	0.999594	1.00041	1.00159	4.364589
409	1	-633.0079	-620.8639	-12.14404	592541.7	12.04075	0.998349	0.999578	1.00042	1.00165	4.31538
410	0	-621.2028	-618.8987	-2.304121	799760.7	15.97041	0.998579	0.999637	1.00036	1.00142	3.490145
411	1	-632.6825	-625.0044	-7.678095	909273.4	12.49484	0.998667	0.999659	1.00034	1.00133	3.944958
412	0	-628.7003	-620.2911	-8.409203	194475	12.7174	0.997119	0.999262	1.00073	1.00288	4.000711
413	1	-625.9114	-615.5399	-10.37143	133825	13.97458	0.996527	0.99911	1.00089	1.00348	4.107254
414	0	-633.9008	-630.6989	-3.201869	140674.1	12.82303	0.996613	0.999132	1.00086	1.00339	3.592913
415	1	-632.5651	-621.9616	-10.60351	985630.8	11.88311	0.99872	0.999673	1.00033	1.00128	4.18908
416	0	-622.8236	-615.3585	-7.46508	746629.8	15.26883	0.998529	0.999624	1.00038	1.00147	3.847655
417	1	-634.8024	-621.7416	-13.06079	581285.8	10.50288	0.998333	0.999574	1.00043	1.00167	4.400291
418	0	-629.0372	-618.62	-10.41718	128443.9	12.06291	0.996456	0.999092	1.0009	1.00355	4.171704
419	1	-634.362	-622.8137	-11.54837	373786.8	10.643	0.997922	0.999468	1.00053	1.00208	4.261128
420	0	-627.6462	-621.6734	-5.972857	413204.8	10.69734	0.998023	0.999494	1.0005	1.00198	3.74154
421	1	-631.0683	-621.9223	-9.145992	66987.67	10.29519	0.995093	0.998741	1.00125	1.00492	4.0139
422	0	-636.4433	-627.9523	-8.491041	909495.3	10.50483	0.998667	0.999659	1.00034	1.00133	3.965324
423	1	-627.6301	-620.2345	-7.395518	661033.7	12.79791	0.998437	0.9996	1.0004	1.00156	3.920226
424	0	-627.2346	-620.6804	-6.554217	343533.6	12.03363	0.997832	0.999445	1.00055	1.00217	3.851028
425	1	-622.5093	-617.6044	-4.904903	13759.87	10.1375	0.989185	0.997212	1.00275	1.01086	3.583438
426	0	-636.6304	-630.0743	-6.556078	95528.09	12.98503	0.99589	0.998947	1.00105	1.00412	3.853215
427	1	-628.018	-621.2525	-6.765541	158527.4	11.37941	0.996809	0.999183	1.00081	1.00319	3.851969
428	0	-627.1449	-620.6036	-6.541347	479415.9	9.785883	0.998165	0.999531	1.00047	1.00184	3.702634
429	1	-625.4548	-623.2026	-2.25219	199886.1	11.31015	0.997158	0.999272	1.00072	1.00284	3.4502
430	0	-641.9124	-631.0306	-10.8818	952418.8	11.47428	0.998698	0.999667	1.00033	1.0013	4.214107
431	1	-629.5531	-617.7823	-11.77081	907849.8	11.68082	0.998666	0.999659	1.00034	1.00133	4.290058
432	0	-636.1124	-624.3793	-11.73307	495685.8	11.77658	0.998195	0.999538	1.00046	1.00181	4.285701
433	1	-640.5191	-623.6977	-16.82135	738049.1	11.30592	0.998521	0.999622	1.00038	1.00148	4.738509
434	0	-625.3993	-618.6268	-6.772566	114765.1	14.33707	0.99625	0.999039	1.00096	1.00375	3.838428
435	1	-622.6825	-617.0631	-5.619463	316124.3	13.09753	0.99774	0.999422	1.00058	1.00226	3.78048
436	0	-637.2863	-626.6996	-10.5867	69847.55	10.73736	0.995195	0.998767	1.00122	1.00481	4.174286
437	1	-633.1824	-630.7566	-2.425745	921771.5	16.33641	0.998676	0.999662	1.00034	1.00132	3.485654
438	0	-626.6691	-621.223	-5.446146	945597	11.67062	0.998693	0.999666	1.00033	1.00131	3.748234
439	1	-640.518	-627.2495	-13.26853	897550.1	9.662755	0.998659	0.999657	1.00034	1.00134	4.381731
440	0	-628.3299	-628.3495	0.01963921	626024.3	14.28054	0.998394	0.999589	1.00041	1.00161	3.364679
441	1	-624.5355	-625.5376	1.002031	517048.7	12.34035	0.998233	0.999548	1.00045	1.00177	3.242038
442	0	-632.4635	-628.7469	-3.716581	234600.7	13.5604	0.997377	0.999328	1.00067	1.00263	3.634903
443	1	-622.5286	-619.3355	-3.193113	830182.7	14.35019	0.998605	0.999643	1.00036	1.0014	3.588551
444	0	-636.6856	-628.2963	-8.389295	672238.8	15.01245	0.99845	0.999604	1.0004	1.00155	3.920817
445	1	-624.1519	-620.152	-3.999851	739075.8	10.44293	0.998522	0.999622	1.00038	1.00148	3.531082
446	0	-623.499	-619.7755	-3.723482	135483.8	11.84571	0.996549	0.999116	1.00088	1.00346	3.608563
447	1	-628.283	-625.9866	-2.296391	832311.3	11.63012	0.998607	0.999644	1.00036	1.00139	3.475911
448	0	-626.755	-619.9542	-6.800764	266804.5	12.15081	0.99754	0.99937	1.00063	1.00246	3.872925
449	1	-635.7829	-629.0957	-6.687167	722376.8	11.6989	0.998505	0.999618	1.00038	1.0015	3.855321
450	0	-617.776	-615.6263	-2.149764	973140.2	16.03511	0.998712	0.999671	1.00033	1.00129	3.478488
451	1	-643.7495	-629.191	-14.55845	620991.4	14.16251	0.998387	0.999588	1.00041	1.00161	4.393844
452	0	-628.3966	-619.2241	-9.172441	467440.3	11.07555	0.998141	0.999525	1.00047	1.00186	4.055822
453	1	-635.8479	-623.0287	-12.81924	975431.8	10.84712	0.998713	0.999671	1.00033	1.00129	4.38366
454	0	-638.4593	-625.8059	-12.65335	519293.9	16.41921	0.998237	0.999549	1.00045	1.00176	4.105676
455	1	-629.5028	-625.4923	-4.010571	33993.02	11.71057	0.993114	0.998231	1.00175	1.0069	3.627059
456	0	-623.3279	-618.2626	-5.065253	278809.8	13.35138	0.997594	0.999384	1.00061	1.00241	3.736615
457	1	-625.1033	-619.4228	-5.680485	572844.7	11.37863	0.998321	0.999571	1.00043	1.00168	3.75658
458	0	-636.9766	-623.8377	-13.1389	451987.2	9.647022	0.99811	0.999516	1.00048	1.00189	4.367151
459	1	-640.045	-626.0671	-13.97785	640015.4	13.14642	0.998412	0.999594	1.00041	1.00159	4.415923
460	0	-635.4407	-620.3862	-15.05444	865557.9	10.56351	0.998634	0.999651	1.00035	1.00137	4.590407
461	1	-625.7114	-623.4047	-2.306752	375451.8	15.35693	0.997926	0.999469	1.00053	1.00208	3.507645
462	0	-627.7073	-617.3141	-10.39324	305944	9.438952	0.997703	0.999412	1.00059	1.0023	4.05913
463	1	-635.7194	-625.6094	-10.10994	617293.9	12.283	0.998383	0.999586	1.00041	1.00162	4.14343
464	0	-639.4968	-629.7963	-9.700407	219260.8	13.87087	0.997287	0.999305	1.00069	1.00272	4.063693
465	1	-641.0792	-629.8972	-11.18204	776708.8	11.05838	0.998558	0.999631	1.00037	1.00144	4.237001
466	0	-648.7944	-635.3387	-13.45571	844426.9	13.96378	0.998617	0.999646	1.00035	1.00138	4.328638
467	1	-628.9544	-626.7003	-2.254049	246542.7	14.76856	0.997441	0.999345	1.00065	1.00256	3.51688
468	0	-638.1412	-627.2627	-10.87844	182702.2	11.34281	0.997028	0.999239	1.00076	1.00298	4.213158
469	1	-636.5755	-627.4834	-9.09215	410290.5	9.635982	0.998016	0.999492	1.00051	1.00199	3.94636
470	0	-625.0636	-615.3454	-9.718256	1714.364	10.76392	0.96947	0.991993	1.00767	1.03086	4.094517
471	1	-631.9073	-621.6783	-10.22904	447507.9	9.721805	0.998101	0.999514	1.00048	1.0019	4.073215
472	0	-631.3671	-627.0109	-4.356281	50148.18	10.76675	0.99433	0.998545	1.00144	1.00568	3.596621
473	1	-636.1645	-626.4893	-9.675183	114938.1	12.36123	0.996253	0.99904	1.00096	1.00375	4.106965
474	0	-647.362	-635.3941	-11.9679	479038.8	10.25657	0.998164	0.99953	1.00047	1.00184	4.28621
475	1	-625.8015	-619.9063	-5.895113	542884	12.41916	0.998275	0.999559	1.00044	1.00173	3.801701
476	0	-646.3403	-634.3105	-12.02987	629770.9	10.10555	0.998399	0.99959	1.00041	1.0016	4.284524
477	1	-625.3732	-619.6103	-5.762971	853604.2	11.53177	0.998625	0.999648	1.00035	1.00138	3.770315
478	0	-626.4486	-619.7153	-6.733336	413092.6	13.36637	0.998023	0.999494	1.0005	1.00198	3.861279
479	1	-620.4354	-616.4983	-3.937144	360443.1	13.30865	0.997884	0.999458	1.00054	1.00212	3.652206
480	0	-634.8126	-620.2747	-14.53787	72301.68	11.2733	0.995277	0.998789	1.0012	1.00473	4.537171
481	1	-620.2789	-614.1535	-6.125374	258044.7	14.07726	0.997499	0.99936	1.00064	1.0025	3.800733
482	0	-635.9199	-618.5532	-17.36672	321280.8	9.28105	0.997758	0.999426	1.00057	1.00224	4.790256
483	1	-615.8659	-614.1632	-1.702775	826313.4	14.58902	0.998602	0.999642	1.00036	1.0014	3.482077
484	0	-630.2498	-619.9725	-10.27727	504181.4	13.66564	0.99821	0.999542	1.00046	1.00179	4.114308
485	1	-632.0251	-623.4265	-8.59867	151333.4	10.2321	0.996734	0.999164	1.00083	1.00327	3.955753
